quadrant,gene
UD,MYH9
UD,COL3A1
UD,AOX1
UD,COL4A2
UD,PEPD
UD,SPARC
UD,MXRA7
UD,LCP1
UD,HSPB1
UD,HSPA5
UD,RAB11B
UD,CTTN
UD,TRIM28
UD,TYMP
UD,SEC22B
UD,CANX
UD,HSP90AA1
UD,TUBA1B
UD,MTARC2
UD,BCAP31
UD,COL1A2
UD,DPYSL2
UD,LUM
UD,AKAP12
UD,RUVBL1
UD,NDRG1
UD,HLA-B
UD,PRKCSH
UD,PHYKPL
UD,SNX5
UD,HNRNPA0
UD,HYOU1
UD,MSN
UD,HNRNPC
UD,MLIP
UD,VAT1
UD,KRT19
UD,YWHAE
UD,CAP1
UD,CNN3
UD,TMX1
UD,SNRPD2
UD,EZR
UD,TAGLN2
UD,KTN1
UD,CNN2
UD,GNPDA2
UD,NT5E
UD,DECR1
UD,TMED10
UD,ACTB
UD,LPP
UD,RPS6
UD,YWHAZ
UD,PECAM1
UD,MIF
UD,FABP5
UD,UGGT1
UD,TPSB2
UD,PVALB
UD,RHOG
UD,CST3
UD,PDIA6
UD,ZYX
UD,EHD4
UD,LAMB2
UD,CNP
UD,RPL12
UD,MARCKS
UD,ARHGDIA
UD,SERPINH1
UD,SUMO2
UD,RPS14
UD,B2M
UD,G6PD
UD,LAMTOR1
UD,ARRB1
UD,AHNAK
UD,AGFG1
UD,MSRA
UD,S100A11
UD,CLIC1
UD,HNRNPL
UD,PALM
UD,RBM8A
UD,PDXK
UD,HPCAL1
UD,CLTB
UD,RPL18A
UD,DSTN
UD,CTSB
UD,SPTAN1
UD,RPLP2
UD,S100A10
UD,AP3B1
UD,LGALS3
UD,SNX1
UD,SQOR
UD,COPG1
UD,DDRGK1
UD,RAB8A
UD,ARHGDIB
UD,TNKS1BP1
UD,SULT1A1
UD,P4HB
UD,GNAI2
UD,TXN
UD,HSPD1
UD,RPL37A
UD,GANAB
UD,SNX6
UD,TLN1
UD,YWHAB
UD,ARFIP1
UD,GARNL3
UD,DCN
UD,CYFIP1
UD,PEX19
UD,EFEMP1
UD,FMOD
UD,PHGDH
UD,MFGE8
UD,LASP1
UD,SPTBN1
UD,ANXA2
UD,HSPA8
UD,CALM1
UD,CD163
UD,PSAP
UD,IGHG1
UD,STX12
UD,SRP54
UD,NID1
UD,TRIM25
UD,TUBB6
UD,MYL6
UD,KHDRBS1
UD,PSMF1
UD,VCL
UD,PPIA
UD,EPB41L2
UD,HBG2
UD,RPL9
UD,RPLP1
UD,CD63
UD,TTC38
UD,SFPQ
UD,CDV3
UD,SCARB2
UD,ECHDC1
UD,RHOA
UD,SRP9
UD,RPS27A
UD,MAPK3
UD,VIM
UD,TPD52L2
UD,RPN1
UD,TUBB
UD,HNRNPA2B1
UD,KIF5B
UD,CAND1
UD,PSME2
UD,PITPNA
UD,KRT2
UD,EEF1A1
UD,PFN1
UD,CNDP2
UD,MTAP
UD,EPN1
UD,S100A4
UD,FLNA
UD,RPS10
UD,CTSC
UD,S100A9
UD,CCT3
UD,CD14
UD,CBR3
UD,LAMC1
UD,GFPT1
UD,HDGF
UD,CHMP5
UD,RAB5C
UD,ANXA5
UD,NME2
UD,TUBB2A
UD,ANXA1
UD,ATP2B4
UD,FKBP9
UD,CYBRD1
UD,PTGDS
UD,TUBB4A
UD,HP
UD,VAPA
UD,SNX9
UD,SLC16A3
UD,MPC1
UD,FERMT3
UD,FABP4
UD,GSTK1
UD,TF
UD,SHOC2
UD,MTPN
UD,EPS15L1
UD,SOD2
UD,ANP32A
UD,RPL35
UD,VASP
UD,PRDX5
UD,TMEM109
UD,SLC37A4
UD,IGLC2
UD,HBA1
UD,HARS2
UD,ORM1
UD,SDCBP
UD,ATP6V1G1
UD,PRDX2
UD,LRG1
UD,AZGP1
UD,APOC1
UD,STX7
UD,SEC23IP
UD,DCAF6
UD,PPT1
UD,ATL3
UD,RAB1A
UD,ESAM
UD,CRIP1
UD,ALDH16A1
UD,KHSRP
UD,SERPINA1
UD,PDCD6IP
UD,STMN1
UD,LAMB1
UD,RPS26
UD,FGGY
UD,DDAH2
UD,IGKC
UD,LAP3
UD,YWHAG
UD,ADIPOQ
UD,GLRX3
UD,ALB
UD,HNRNPK
UD,RPS28
UD,ARPC5
UD,CTNNA1
UD,CORO1B
UD,IGHG2
UD,HGS
UD,PGD
UD,IGHA1
UD,DCLK1
UD,CYGB
UD,CAB39L
UD,BPGM
UD,DYNC1LI2
UD,CCAR2
UD,YKT6
UD,CRIP2
UD,GNAQ
UD,TBCA
UD,NCL
UD,GNG12
UD,TTR
UD,TXNDC5
UD,RPL17
UD,RAP1B
UD,ST13
UD,RAB7A
UD,PPA1
UD,FKBP2
UD,S100A8
UD,BUB3
UD,LAMP2
UD,LIMS1
UD,COMT
UD,TUBA1C
UD,RPL29
UD,EEA1
UD,IGKV3-20
UD,PEA15
UD,RAB14
UD,AKR1C3
UD,MRPL21
UD,NPC2
UD,ITGA1
UD,HBB
UD,DCD
UD,CSTB
UD,CYB5R3
UD,ADD1
UD,HNRNPA3
UD,KRT10
UD,NONO
UD,SRI
UD,ACADL
UD,TSN
UD,CFL1
UD,CFD
UD,C1QA
UD,NID2
UD,SPCS1
UD,FAH
UD,PCCA
UD,HCCS
UD,PRELP
UD,MAP4
UD,STK24
UD,FASN
UD,SEPTIN10
UD,MYOC
UD,GPX4
UD,ANXA6
UD,PRKDC
UD,AQP1
UD,UAP1
UD,LXN
UD,JCHAIN
UD,RRBP1
UD,HNRNPH1
UD,LYVE1
UD,CD151
UD,GNB2
UD,SNX3
UD,ACSL1
UD,RPS16
UD,MYOZ2
UD,CRYZ
UD,STOM
UD,PSMC1
UD,ANXA11
UD,GLS
UD,NRP1
UD,KRT1
UD,RPL13A
UD,HNRNPA1
UD,PPP1R3A
UD,TMEM38A
UD,HMGB1
UD,ADH5
UD,BCKDK
UD,PSMA1
UD,CLU
UD,RTN3
UD,ALDH2
UD,RALA
UD,TKFC
UD,SNCG
UD,TSC22D1
UD,VCP
UD,C4A
UD,EPB41L3
UD,GLIPR2
UD,MGLL
UD,ILK
UD,MPO
UD,SLC2A1
UD,GPX1
UD,GNB1
UD,COMP
UD,ABHD5
UD,HARS1
UD,SNCA
UD,UCHL1
UD,LYZ
UD,RASA4
UD,CAT
UD,TKT
UD,SNRNP70
UD,PALMD
UD,AKR1A1
UD,AKR1C1
UD,CAVIN1
UD,DEFA3
UD,ACAA2
UD,PRG4
UD,ENO1
UD,RPL21
UD,CD36
UD,RAP2B
UD,LMNA
UD,AK2
UD,YAP1
UD,TPD52L1
UD,MRPS18B
UD,PSMB6
UD,MFAP4
UD,ECHS1
UD,ARL6IP5
UD,EIF3F
UD,EHD1
UD,DMTN
UD,TAGLN
UD,LTF
UD,RNH1
UD,GSTM1
UD,SRSF1
UD,IGLV1-51
UD,UBA1
UD,RSU1
UD,EHD2
UD,STAC3
UD,FBLN2
UD,REXO2
UD,H2BC4
UD,CTSD
UD,ANP32B
UD,CA2
UD,IGHG3
UD,PSMD14
UD,RDH13
UD,PRKAB2
UD,APMAP
UD,G3BP1
UD,NME1
UD,AKR1C2
UD,GORASP2
UD,MECP2
UD,GPD1
UD,TLN2
UD,PPTC7
UD,HMBS
UD,ITGB1
UD,SMPX
UD,TNS1
UD,CSTA
UD,TMPO
UD,ABHD14B
UD,EIF3C
UD,SCP2
UD,SUGT1
UD,CD9
UD,AP1G1
UD,CCS
UD,PSMA3
UD,RPS3A
UD,PSMC6
UD,RELA
UD,VWF
UD,MAP1B
UD,SQSTM1
UD,EEF1D
UD,VPS29
UD,VAMP3
UD,DCTN2
UD,RCN1
UD,SAR1A
UD,MYO1C
UD,COL4A1
UD,PSMA5
UD,RAC1
UD,CRYAB
UD,GSTO1
UD,GNG2
UD,PDCD6
UD,CSRP1
UD,PGAM1
UD,RAB1B
UD,S100A6
UD,EPDR1
UD,CZIB
UD,RPS8
UD,PRDX1
UD,ALDH1L1
UD,PLIN4
UD,NUP93
UD,HSPA12A
UD,CYB5A
UD,IFITM1
UD,ALAD
UD,RAN
UD,DYNLRB1
UD,MGST2
UD,CAV1
UD,CAST
UD,ATG3
UD,DNAJA3
UD,IGKV3-11
UD,COL18A1
UD,GSTM4
UD,MT-ND2
UD,GDI2
UD,FAM114A1
UD,CDC42
UD,PPIC
UD,MRPL45
UD,PRDX6
DU,SNTB2
DU,COPB2
DU,NENF
DU,SYNJ2BP
DU,CNIH4
DU,RPL19
DU,PAICS
DU,SEC13
DU,PREB
DU,DLAT
DU,CCDC22
DU,MICOS13
DU,MYL1
DU,SERBP1
DU,MTCH2
DU,UBXN6
DU,SMAP1
DU,UBFD1
DU,CYC1
DU,ELOB
DU,ERP44
DU,TNNI1
DU,GBE1
DU,U2AF2
DU,BSG
DU,EIF3J
DU,PYCARD
DU,PPP2R5A
DU,SYNPO2
DU,TMEM143
DU,CCT4
DU,FH
DU,CPT2
DU,DHRS7B
DU,SEPHS1
DU,C2
DU,PPP1CA
DU,CORO1A
DU,PCYT1A
DU,KLHL41
DU,MB
DU,BLMH
DU,OPTN
DU,HNRNPH2
DU,HINT3
DU,SLC25A11
DU,CKM
DU,MAVS
DU,TFG
DU,TRIM54
DU,RPS18
DU,MAPK9
DU,NDUFA12
DU,PCCB
DU,AIMP2
DU,APOM
DU,PMPCB
DU,APOO
DU,PSMD12
DU,MAP2K6
DU,HDDC2
DU,EML1
DU,SERPINB6
DU,IARS2
DU,NUDCD2
DU,SEC24C
DU,STK38L
DU,GSR
DU,RTN4IP1
DU,API5
DU,ACSL3
DU,APOL1
DU,MTM1
DU,MMUT
DU,NDUFV1
DU,GYS1
DU,IDH3G
DU,BANF1
DU,PHKG1
DU,PSMD7
DU,C8G
DU,PSMD3
DU,COQ10A
DU,ETFB
DU,PIP4K2A
DU,NDUFA6
DU,GARS1
DU,G3BP2
DU,TRMT112
DU,AARS1
DU,GSPT1
DU,MAPRE2
DU,DYSF
DU,CASQ1
DU,HSPA9
DU,TMEM65
DU,COX7C
DU,UFL1
DU,FBP2
DU,DDAH1
DU,OSBP
DU,TMEM43
DU,SLC25A46
DU,MPP1
DU,TRIP10
DU,PDZK1IP1
DU,OGDH
DU,ATAD1
DU,PYGM
DU,FLNC
DU,ABHD11
DU,PDHB
DU,KLKB1
DU,ACO2
DU,UBE2M
DU,UQCRC1
DU,UCHL3
DU,STUB1
DU,PDLIM1
DU,NCK1
DU,ATPAF2
DU,AIFM1
DU,ACOT9
DU,LYPLA1
DU,AGL
DU,NDUFS6
DU,IMMT
DU,ECI1
DU,RPS19
DU,STRN3
DU,AIMP1
DU,GCDH
DU,EIF2S3
DU,TECR
DU,COMTD1
DU,RPL7A
DU,EIF3L
DU,PCNA
DU,KLHL40
DU,DLD
DU,SLC25A13
DU,IARS1
DU,MT-ATP8
DU,HIKESHI
DU,RPS21
DU,NNT
DU,CISD2
DU,PPP1CB
DU,GOT2
DU,ACYP2
DU,FBXO7
DU,DYNC1LI1
DU,TWF2
DU,SLC44A2
DU,MAP2K1
DU,BTD
DU,USO1
DU,TRAP1
DU,PDLIM5
DU,UBE2I
DU,MAT2A
DU,DRG1
DU,COX6B1
DU,FARSB
DU,CSDE1
DU,NDUFA4
DU,SLC25A12
DU,PSPC1
DU,TMEM70
DU,GAPVD1
DU,ATP5PB
DU,ERLIN2
DU,PSMC5
DU,TUBA4A
DU,YBX3
DU,DHODH
DU,NDUFAB1
DU,BIN1
DU,FHOD1
DU,SGTA
DU,ALDH3A2
DU,PITHD1
DU,RDH14
DU,ADHFE1
DU,GALK1
DU,PLGRKT
DU,TBCB
DU,GSK3B
DU,PSMC4
DU,QARS1
DU,CCT7
DU,CAP2
DU,BZW2
DU,CHCHD3
DU,STXBP3
DU,ELOC
DU,UQCRQ
DU,ECI2
DU,SLC25A4
DU,KRAS
DU,NAP1L1
DU,TMA7
DU,GYG1
DU,IST1
DU,VDAC3
DU,CLIC5
DU,AKT2
DU,MRPL46
DU,AK3
DU,SAMM50
DU,TNNC1
DU,FARSA
DU,GALM
DU,NDUFS8
DU,NSF
DU,RIC8A
DU,UQCR10
DU,NIT2
DU,NDUFA2
DU,CKMT2
DU,NDUFA5
DU,TOM1
DU,MYH2
DU,GDI1
DU,MYOT
DU,ENO3
DU,PPA2
DU,UQCRFS1
DU,ATP5MF
DU,BZW1
DU,ATP1A1
DU,EHBP1L1
DU,MLYCD
DU,COQ10B
DU,STIM1
DU,NDUFAF3
DU,DYNLL2
DU,HADHA
DU,GMPR
DU,DNAJA2
DU,DHCR24
DU,LAMTOR3
DU,HSPB2
DU,PEX11B
DU,TUFM
DU,PPP6R2
DU,L2HGDH
DU,SYPL2
DU,ETFA
DU,RMDN1
DU,PSMD2
DU,POLDIP2
DU,SPR
DU,IRGQ
DU,UBE2V1
DU,AGO2
DU,PSMD1
DU,COPS2
DU,MYPN
DU,ARL1
DU,UBE2D3
DU,SDHB
DU,SRL
DU,MARCHF5
DU,UBXN4
DU,ATP5PD
DU,SETD3
DU,MYH1
DU,XPNPEP1
DU,LDHD
DU,EIF2B1
DU,STBD1
DU,NLRX1
DU,TOM1L2
DU,PBXIP1
DU,HLA-DRB1
DU,PFDN2
DU,PFKM
DU,SIAE
DU,FAM185A
DU,HAGH
DU,SGCG
DU,SUCLA2
DU,FLNB
DU,PPP2CB
DU,ATIC
DU,GHITM
DU,MYH3
DU,EIF3A
DU,NDUFS2
DU,ETFDH
DU,GCLM
DU,MRPS27
DU,PPP1R12B
DU,PPIF
DU,ARL2
DU,NDRG2
DU,HK2
DU,RCSD1
DU,TOLLIP
DU,HADHB
DU,EEF2K
DU,RPA3
DU,CDNF
DU,ATP1B1
DU,SUCLG1
DU,FUNDC2
DU,SIRT5
DU,PYURF
DU,IAH1
DU,SLC25A6
DU,SMIM20
DU,GOT1
DU,PLAA
DU,BCHE
DU,TFAM
DU,PDP1
DU,HSPB8
DU,PSMD6
DU,ENO2
DU,IDH2
DU,XPO1
DU,EIF3G
DU,COX6A2
DU,SCRN3
DU,PDPR
DU,SEC24B
DU,UBE2R2
DU,MYH13
DU,CLIC2
DU,ACADS
DU,ALDH4A1
DU,CD99
DU,MYOM2
DU,GLRX
DU,OLA1
DU,APOOL
DU,RPS27
DU,DNM1L
DU,PDLIM3
DU,SLC25A20
DU,MYL6B
DU,CFL2
DU,TSFM
DU,CAB39
DU,KPNA3
DU,GRPEL1
DU,BPHL
DU,UQCRB
DU,ECPAS
DU,MTX2
DU,HNRNPH3
DU,SDHA
DU,AKR1B1
DU,EIF3K
DU,SH3GLB1
DU,RPS5
DU,AHCYL2
DU,SURF1
DU,MT-ND4
DU,SETD7
DU,FAHD2A
DU,ACACA
DU,PDHX
DU,SLC25A5
DU,FABP3
DU,BAG3
DU,PPP2R2A
DU,IVD
DU,NSUN2
DU,PTGES2
DU,FXR1
DU,CAPN1
DU,MUSTN1
DU,CSNK2A1
DU,USP15
DU,EEF1A2
DU,LANCL1
DU,PFKL
DU,CAMK2G
DU,PPCDC
DU,BROX
DU,GABARAPL2
DU,THEM6
DU,CYCS
DU,MDP1
DU,PANK4
DU,SNF8
DU,AMPD1
DU,PRKAR1A
DU,SNX17
DU,CUL5
DU,ADPRHL1
DU,MYH14
DU,FKBP3
DU,STRAP
DU,VDAC1
DU,METAP2
DU,ATP5PF
DU,EIF2A
DU,VPS36
DU,EML2
DU,MAPT
DU,RDX
DU,RABGGTA
DU,MYH7
DU,DDX19A
DU,COPS5
DU,DCXR
DU,SSBP1
DU,TUBA8
DU,VAMP5
DU,PDCD5
DU,MGST3
DU,PSMD4
DU,ARPC1A
DU,ALDH5A1
DU,NUBP1
DU,MSRB2
DU,MECR
DU,CHMP4B
DU,PGM1
DU,BPNT1
DU,DCPS
DU,UBE2L3
DU,HRC
DU,TTLL12
DU,CARS2
DU,NLN
DU,FDXR
DU,CUL1
DU,CARM1
DU,HSPA2
DU,MYL3
DU,DNAAF5
DU,NHLRC2
DU,PDAP1
DU,SLIRP
DU,DUSP23
DU,MAP2K4
DU,NPEPL1
DU,FITM2
DU,POFUT1
DU,CRAT
DU,TARS1
DU,EIF3M
DU,CHP1
DU,RPS6KA3
DU,DDX6
DU,ABCF1
DU,COPS7A
DU,HSPB7
DU,PSMD11
DU,GSTM3
DU,PPM1A
DU,CAMK2A
DU,LMAN1
DU,CYB5B
DU,CASQ2
DU,ENDOD1
DU,PPP5C
DU,GCSH
DU,PUDP
DU,PSMD10
DU,OPLAH
DU,ATP2A1
DU,MTIF2
DU,F10
DU,ACSS1
DU,NIPSNAP3A
DU,GGPS1
DU,CAVIN4
DU,TIMM44
DU,MCTS1
DU,FAHD1
DU,PFN2
DU,GSTZ1
DU,MAT2B
DU,PGP
DU,STAM
DU,LMCD1
DU,MT-ND5
DU,PGAM2
DU,GMPPB
DU,GAMT
DU,NOL3
DU,SUCLG2
DU,ACADM
DU,MAP1S
DU,COQ8A
DU,LIMS3
DU,DHRS4
DU,COPS6
DU,PRKAA1
DU,EIF4H
DU,PACSIN3
DU,UBAC1
DU,COA6
DU,QKI
DU,FDPS
DU,CUTA
DU,COPS4
DU,VPS13C
DU,BCKDHA
DU,ANK2
DU,HTRA2
DU,OPA1
DU,PPP2CA
DU,GPD2
DU,TACO1
DU,MYL2
DU,CCDC43
DU,ARL8A
DU,SNU13
DU,UBXN1
DU,VAPB
DU,PSMB4
DU,PRPSAP1
DU,TOMM7
DU,NRAP
DU,IPO5
DU,PCYT2
DU,ISOC2
DU,FERMT2
DU,CUTC
DU,BCL2L13
DU,FIS1
DU,NDUFA3
DU,PAFAH1B1
DU,HIBADH
DU,COQ9
DU,UBA3
DU,GSTM2
DU,SAR1B
DU,HSDL2
DU,NAXE
DU,CYB5R1
DU,SLK
DU,DMD
DU,RDH11
DU,H6PD
DU,MACROD1
DU,TIPRL
DU,CDC37
DU,TMEM205
DU,DENR
DU,GPD1L
DU,COQ3
DU,ADSL
DU,ACAT1
DU,CACNB1
DU,MOCS2
DU,HSPA4
DU,RNF123
DU,COX19
DU,RYR1
DU,PRKAR2A
DU,EPHX2
DU,DCTN4
DU,SDHD
DU,IDE
DU,SNTA1
DU,CHCHD7
DU,CLIC6
DU,RPA1
DU,CSE1L
DU,MAP2K3
DU,NAE1
DU,PSMD13
DU,GPT
DU,ISYNA1
DU,GPHN
DU,ARMC1
DU,LRRC47
DU,EIF4A2
DU,CNN1
DU,PTER
DU,RAB21
DU,IMPA1
DU,ATP6V0D1
DU,SBDS
DU,SIRT2
DU,MAP1LC3B2
DU,VPS4A
DU,PTGR2
DU,NAXD
DU,IBA57
DU,DPP9
DU,NIF3L1
DU,PARVB
DU,PCBD1
DU,SMYD1
DU,UBE2F
DU,NADK2
DU,KDSR
DU,DUSP3
DU,LACTB
DU,GPS1
DU,UBR4
DU,ATP1A2
DU,RPRD1B
DU,SNRPE
DU,ATAD3A
DU,NIPSNAP2
DU,NSFL1C
DU,TRIM72
DU,DHRS7C
DU,RNF7
DU,ANKRD2
DU,FECH
DU,PGM2L1
DU,APOBEC2
DU,UBE2K
DU,RIDA
DU,DGLUCY
DU,ARIH1
DU,ETHE1
DU,GFM1
DU,HSD17B8
DU,LCMT1
DU,MPI
DU,H1-0
DU,FAM98B
DU,EIF4G1
DU,HSPBP1
DU,NCLN
DU,ANK3
DU,SMIM4
DU,ADSS2
DU,SPRYD4
DU,PSMB3
DU,PLPBP
DU,CPT1B
DU,PITRM1
DU,PGPEP1
DU,CNBP
DU,USP47
DU,AFG3L2
DU,ATP2A2
DU,HDHD5
DU,TXNRD1
DU,ACAD8
DU,NPLOC4
DU,FN3K
DU,SYNPO
DU,FHL3
DU,ATP5F1E
DU,NIPSNAP3B
DU,CCDC124
DU,JAGN1
DU,VPS4B
DU,PALLD
DU,TPP2
DU,DNAJB2
DU,COPZ1
DU,CPPED1
DU,NPEPPS
DU,MOB1A
DU,OXSM
DU,GRB2
DU,USP7
DU,SUPV3L1
DU,DYNLL1
DU,KPNA4
DU,TIMM13
DU,JPH1
DU,PDK2
DU,MAPK14
DU,ADPRH
DU,NEK7
DU,CACNA2D1
DU,RTCA
DU,MAPKAPK3
DU,MIEN1
DU,FKBP4
DU,PDLIM2
DU,RAB9A
DU,TXNL1
DU,NUBPL
DU,STK38
DU,CLIP2
DU,PREP
DU,PGM5
DU,PFKFB2
DU,UBE4A
DU,SGCD
DU,C11orf68
DU,RAP1A
DU,PRKACA
DU,WDR77
DU,LYPLA2
DU,C11orf54
DU,RPA2
DU,PRMT5
DU,PSMB5
DU,ERO1A
DU,MCCC1
DU,AAMDC
DU,CMBL
DU,SSPN
DU,NT5C
DU,CLIP1
DU,TOMM40
DU,PRKG1
DU,PLN
DU,PTCD3
DU,LRRC20
DU,HSPA1L
DU,METTL26
DU,CA14
DU,EIF2B3
DU,TIGAR
DU,PIP4K2B
DU,PARP1
DU,PCBD2
DU,RNF181
DU,COX20
DU,TXLNB
DU,TIMM10
DU,BDH1
DU,IPO7
DU,ADSS1
DU,PFDN6
DU,MRPS22
DU,UTRN
DU,XIRP1
DU,CAND2
DU,PFDN5
DU,LHPP
DU,RPS23
DU,COQ6
DU,PHPT1
DU,SIRT3
DU,EML4
DU,RRAS2
DU,EMD
DU,C12orf57
DU,MCEE
DU,RAB2B
DU,NT5C3A
DU,TOMM5
DU,HMGCL
DU,SLC35A4
DU,RBBP4
DU,ISOC1
DU,SGCB
DU,MYCBP
DU,NRDC
DU,ENOPH1
DU,PPM1B
DU,CYTH1
DU,CSNK2B
DU,RRAGC
DU,DMAC2L
DU,IGBP1
DU,MINDY3
DU,ANXA3
DU,SDR39U1
DU,PPP1R2
DU,GOSR2
DU,TXN2
DU,SYPL1
DU,STAMBP
DU,MICU2
DU,MRPS21
DU,NUDT9
DU,MRPS17
DU,ERI3
DU,TIMM8A
DU,OVCA2
DU,TFRC
DU,ARPP19
DU,IPO9
DU,CHMP3
DU,ATP2B1
DU,DHRS11
DU,EYA3
DU,ACOT1
DU,DTD1
DU,LANCL2
DU,NGLY1
DU,HGH1
