gene,pathway_label,pathway_padj,pathway_db,primary_contrast,display_logFC
PYGL,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.830733453893199
RAP1B,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.28137525972958
RHOG,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.978352842149466
S100A11,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.09993236592588
S100A8,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.31044262426685
S100A9,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.67094942867346
SDCBP,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.735971860588512
SNAP23,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.41872744578782
SPTAN1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.47411170317937
STOM,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.37394543422005
TTR,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.35076553386145
TUBB,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.750173987320242
VAT1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.52706483430713
ANXA1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.43402555578179
CD9,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.88304433783598
CLU,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,3.03340421072831
COMP,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,3.6044224856376
CRIP2,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.53998566274774
CSRP1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.70543948776047
FBN1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.98934251200624
FN1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.5661810586055
GNB2,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.640536835590961
GNG12,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.957827973571813
GSN,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.40701361783093
KLKB1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.85160646469582
PROS1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.07300332257681
S100A13,Coagulation,2.1354015937787414e-4,Hallmark,Training_CR,0.72554438366417
SERPING1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,3.05703430161384
SPARC,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.29538766331821
THBS1,Coagulation,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.63732015348373
ANXA5,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.37495599677111
CA2,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.86177563255215
CALM1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.771012708629357
CD36,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.26444135011575
CLU,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,3.03340421072831
CP,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.7178060679856
CSRP1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.70543948776047
CTSD,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.788008737874737
EHD1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.25534414292826
FN1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.5661810586055
GNAI2,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.20518431523039
GNAI3,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.71270874909773
GNB2,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.640536835590961
GNG2,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.18674069509387
KLKB1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.85160646469582
LGALS3,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.21998048955439
LTF,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,1.70665183730155
RHOG,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,0.978352842149466
S100A13,Complement,2.1354015937787414e-4,Hallmark,Training_CR,0.72554438366417
S100A9,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,2.67094942867346
SERPING1,Complement,2.1354015937787414e-4,Hallmark,Cancer_vs_Healthy,3.05703430161384
ACTB,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,1.45934123081213
ACTR2,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.596223791403077
ACTR3,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.603600831903403
AP2A1,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.632159077404328
AP2A2,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,1.13628136273223
AP2B1,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.495521028489943
ARPC1B,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,1.51562829959613
ARPC3,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.792512818254224
ARPC5,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,2.18344505849887
CFL1,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.645837953271297
CLTC,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.68253784752125
MYH10,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,1.65460910848538
MYH9,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.861656391892517
MYL12B,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.744627290914682
MYL9,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.809224526439793
SDCBP,Eph Ephrin Signaling,2.4046122672671905e-4,Reactome,Cancer_vs_Healthy,0.735971860588512
ADH1C,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.26282349695436
AKR1C2,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.68626198051991
AKR1C3,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.55939031121029
AOX1,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.39391113631396
APOE,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,2.66632549570232
BLVRB,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.68150470230198
CA2,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.86177563255215
CAT,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,2.79859057459828
CD36,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.26444135011575
CYB5A,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.04705384667346
DDAH2,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.50237622910435
DDT,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,0.983857785405295
FAH,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.31570785459309
FBLN1,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.9353613362502
GCLC,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.22103538649375
GSS,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,0.52105497562891
HPRT1,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.66602683864298
IDH1,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,0.676777561095186
PGD,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.17724864458594
PROS1,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,2.07300332257681
PTGDS,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,1.32492204657901
RBP4,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,2.2264450610274
RETSAT,Xenobiotic Metabolism,2.5275180112383264e-4,Hallmark,Cancer_vs_Healthy,3.0310061320009
ACTB,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.45934123081213
ANK1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,2.62566958554534
AP2A1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.632159077404328
AP2A2,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.13628136273223
AP2B1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.495521028489943
CLTC,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.68253784752125
DPYSL2,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.939202089093307
ITGA1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.16193987091138
ITGB1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.684037906369099
LAMC1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.12997708058068
MSN,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.11842400376132
SDCBP,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,0.735971860588512
SPTAN1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.47411170317937
SPTB,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,2.12699336971905
SPTBN1,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.58113021030879
TUBA1C,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,2.25704978303759
TUBB2B,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,2.66155648284639
TUBB4A,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.68027627924798
TUBB6,L1cam Interactions,4.928370036283402e-4,Reactome,Cancer_vs_Healthy,1.63380301913851
CD36,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,1.26444135011575
GNAI1,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAQ,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,0.939392868202848
GNAS,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,0.64074935765256
GNB1,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,2.18674069509387
IQGAP1,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,0.83567835897345
MARCKS,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,1.38049439263566
SLC2A1,Regulation Of Insulin Secr..,9.437346223665102e-4,Reactome,Cancer_vs_Healthy,2.84936394137929
ANXA1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,2.43402555578179
CD36,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,1.26444135011575
COL1A2,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,2.77812073856066
F13A1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,1.52721688387596
FN1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,2.5661810586055
FSCN1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,1.4834552381662
HSP90B1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,0.73052466142353
IL18,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Training_CR,0.894026216462475
ITGB1,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,0.684037906369099
VIM,IL-4/IL-13 Signaling,0.0010309336790366459,Reactome,Cancer_vs_Healthy,2.73008494764978
ADD1,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.73709048461522
ANXA1,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,2.43402555578179
BGN,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.48441807120801
CAV1,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.87414064595121
CD44,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.77118565395032
CLU,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,3.03340421072831
DCN,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.86292667444177
GPX3,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.64836399948248
GSN,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.40701361783093
IL18,Apoptosis,0.0017318144533420934,Hallmark,Training_CR,0.894026216462475
LGALS3,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.21998048955439
LUM,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.8170560975672
PEA15,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.6052919388106
RETSAT,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,3.0310061320009
SOD1,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.0552290078898
SPTAN1,Apoptosis,0.0017318144533420934,Hallmark,Cancer_vs_Healthy,1.47411170317937
ACTB,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.45934123081213
ACTR2,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.596223791403077
ACTR3,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.603600831903403
ARPC1B,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.51562829959613
ARPC3,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.792512818254224
ARPC5,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,2.18344505849887
CALM1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.771012708629357
CFL1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.645837953271297
CTNNA1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.686887586314258
CTTN,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.11011956106942
CYFIP1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.913791169133944
DYNC1LI2,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.30740177876407
FLNA,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.26299775496226
IQGAP1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.83567835897345
ITGB1,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.684037906369099
MYH10,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.65460910848538
MYH9,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.861656391892517
MYL12B,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.744627290914682
MYL9,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.809224526439793
PPP1R12B,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.00289117643017
RHOG,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.978352842149466
S100A8,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,2.31044262426685
S100A9,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,2.67094942867346
TUBA1C,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,2.25704978303759
TUBB2B,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,2.66155648284639
TUBB4A,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.68027627924798
TUBB6,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,1.63380301913851
YWHAZ,Rho Gtpase Effectors,0.001772099841698099,Reactome,Cancer_vs_Healthy,0.857888231163315
AKAP12,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.4438677805447
APOD,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.76901995648944
BPGM,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,2.10454421345483
CA2,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.86177563255215
F13A1,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.52721688387596
GPNMB,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.64277430910762
GYPC,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,0.990109812152333
LCP1,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,1.77580671429317
PPBP,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,2.81638722626497
RBP4,KRAS Signaling Up,0.002128403918979313,Hallmark,Cancer_vs_Healthy,2.2264450610274
APOE,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,2.66632549570232
B2M,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.50523332697839
CST3,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.08589928581121
GSN,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.40701361783093
LTF,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.70665183730155
LYZ,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.19074708018535
SNCA,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,3.69965895111177
TGFBI,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,1.19410532132821
TTR,Amyloid Fiber Formation,0.0034170496071893475,Reactome,Cancer_vs_Healthy,2.35076553386145
ACTB,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.45934123081213
ANXA1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,2.43402555578179
AP3B1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.25407807426084
B2M,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.50523332697839
CAV1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.87414064595121
CD44,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.77118565395032
CD81,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.7801865335292
CTSG,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,0.998721111466935
FLOT2,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,0.916863364528147
GPNMB,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.64277430910762
IL18,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Training_CR,0.894026216462475
ITGB1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,0.684037906369099
LGALS1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.18288364491768
LGALS3,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.21998048955439
LRG1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.86080223546785
MSN,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.11842400376132
PNP,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,2.78846760724161
PRDX2,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,1.99706666866736
S100A8,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,2.31044262426685
S100A9,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,2.67094942867346
THY1,Leukocyte Cell Cell Adhesion,0.0034239434816733206,GO:BP,Cancer_vs_Healthy,2.40084527437348
ANXA1,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,2.43402555578179
CD44,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.77118565395032
CFL1,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.645837953271297
CORO1B,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.18987039079704
CORO1C,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.72858312031951
CYFIP1,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.913791169133944
DMTN,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.86527639842077
FN1,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,2.5661810586055
MSN,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.11842400376132
MYH10,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,1.65460910848538
MYH9,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.861656391892517
MYL12B,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.744627290914682
PARVA,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.862980325103052
RHOG,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.978352842149466
S100B,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,2.28244384244162
SEPTIN7,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,0.74385582215946
SPARC,Regulation Of Cell Morphog..,0.004395665875358442,GO:BP,Cancer_vs_Healthy,2.29538766331821
ANXA2,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,1.89882617030562
CLEC3B,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,1.66773486980836
CTSZ,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,0.765378275879172
GSN,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,1.40701361783093
KLKB1,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,1.85160646469582
MYH9,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,0.861656391892517
S100A10,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,1.53899912603882
SERPINF2,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,2.18487070711746
THBS1,Regulation Of Protein Matu..,0.0053848796040398975,GO:BP,Cancer_vs_Healthy,2.63732015348373
AHNAK,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.38027142442205
ANXA4,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.00485750883599
CA2,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.86177563255215
CAPG,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.48027448958949
CD44,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.77118565395032
CD81,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.7801865335292
COL6A1,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.89166370022154
CTSZ,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,0.765378275879172
CYFIP1,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,0.913791169133944
FAH,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.31570785459309
GLIPR2,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.76883029524178
MYO1C,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.32456096793946
NDRG1,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,1.8911985429095
PNP,IL2 Stat5 Signaling,0.00644891665320308,Hallmark,Cancer_vs_Healthy,2.78846760724161
APOE,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.66632549570232
APOL1,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.96381933416137
CD163,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.44801356881375
