pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,5.335460342372508e-4,0.03279402589008245,17.674876847290637,3,29,,GO:BP,24.67132867132867,Exacerbated Up,Positive Regulation Of Lipid Metabolic Pro...
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,5.907764056517203e-4,0.03505952393540037,17.085714285714285,3,30,,GO:BP,23.747474747474747,Exacerbated Up,Negative Regulation Of Phosphorylation
GOBP_REGULATION_OF_PHOSPHORYLATION,8.171125850978912e-4,0.04687502529844902,8.761904761904761,4,78,,GO:BP,12.454054054054055,Exacerbated Up,Regulation Of Phosphorylation
REACTOME_RAC1_GTPASE_CYCLE,3.6177644518978787e-7,6.226172621716249e-4,2.9113530326594086,18,23,,Reactome,10.04544,Reversed (Cancer Up),Rac1 Gtpase Cycle
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,3.107203943416072e-6,0.0026737489933095298,2.7496111975116637,17,23,,GO:BP,7.888977635782748,Reversed (Cancer Up),Negative Regulation Of Extrinsic Apoptotic...
GOBP_DETOXIFICATION,4.835847944192202e-6,0.002774164770651593,2.0593201510775385,31,56,,GO:BP,3.4930718954248365,Reversed (Cancer Up),Detoxification
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,8.748266435611053e-6,0.0033224920756901536,2.7054997879259153,16,22,,GO:BP,7.413078149920255,Reversed (Cancer Up),Hydrogen Peroxide Metabolic Process
GOBP_RECEPTOR_INTERNALIZATION,1.3513913149233629e-5,0.0033224920756901536,2.437282136536708,19,29,,GO:BP,5.2950320512820515,Reversed (Cancer Up),Receptor Internalization
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,1.1218151543445839e-5,0.0033224920756901536,2.400040134450409,20,31,,Reactome,5.07223113964687,Reversed (Cancer Up),Interleukin 12 Family Signaling
REACTOME_NEUTROPHIL_DEGRANULATION,1.7665893136197267e-5,0.003800375260924437,1.4956951147167754,78,194,,Reactome,1.9434543790051877,Reversed (Cancer Up),Neutrophil Degranulation
REACTOME_RAC3_GTPASE_CYCLE,2.4230974144356916e-5,0.003980072626499864,2.657187291712953,15,21,,Reactome,6.938694267515924,Reversed (Cancer Up),Rac3 Gtpase Cycle
HALLMARK_XENOBIOTIC_METABOLISM,2.7751813781521423e-5,0.003980072626499864,1.8886469673405912,33,65,,Hallmark,2.902715163934426,Reversed (Cancer Up),Xenobiotic Metabolism
GOBP_CELL_SUBSTRATE_ADHESION,2.7279209045783197e-5,0.003980072626499864,1.8345512260593535,36,73,,GO:BP,2.7442005432120755,Reversed (Cancer Up),Cell Substrate Adhesion
GOBP_SUPEROXIDE_METABOLIC_PROCESS,7.344215613374715e-5,0.007163972227253173,2.686711594954208,13,18,,GO:BP,7.197460317460317,Reversed (Cancer Up),Superoxide Metabolic Process
PID_THROMBIN_PAR1_PATHWAY,7.344215613374715e-5,0.007163972227253173,2.686711594954208,13,18,,PID,7.197460317460317,Reversed (Cancer Up),Pid Thrombin Par1 Pathway
WP_FOLATE_METABOLISM,7.344215613374715e-5,0.007163972227253173,2.686711594954208,13,18,,WikiPathways,7.197460317460317,Reversed (Cancer Up),Folate Metabolism
GOBP_REGULATION_OF_CELL_SHAPE,8.325359938702119e-5,0.007163972227253173,2.342261390472899,17,27,,GO:BP,4.7225239616613415,Reversed (Cancer Up),Regulation Of Cell Shape
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,7.64565810565159e-5,0.007163972227253173,1.7103734291485675,40,87,,Reactome,2.402173529515543,Reversed (Cancer Up),Platelet Activation Signaling And Aggregation
PID_CXCR4_PATHWAY,1.2633243609991272e-4,0.01035324392990237,2.2320373250388803,18,30,,PID,4.1688,Reversed (Cancer Up),Pid Cxcr4 Pathway
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,1.4929172809883e-4,0.01167868472991302,2.4800414722654227,14,21,,Reactome,5.538950715421303,Reversed (Cancer Up),Developmental Cell Lineages
REACTOME_RHOG_GTPASE_CYCLE,1.5958905089022305e-4,0.011941424199220603,2.25860919795601,17,28,,Reactome,4.2907348242811505,Reversed (Cancer Up),Rhog Gtpase Cycle
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,2.0055921524476779e-4,0.014381767059843556,2.2892690513219285,16,26,,GO:BP,4.437639553429027,Reversed (Cancer Up),Reactive Nitrogen Species Metabolic Process
REACTOME_AGGREPHAGY,3.1008789361136184e-4,0.018718504886628105,2.3673123144351758,14,22,,Reactome,4.843799682034976,Reversed (Cancer Up),Aggrephagy
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,3.1008789361136184e-4,0.018718504886628105,2.3673123144351758,14,22,,Reactome,4.843799682034976,Reversed (Cancer Up),Detoxification Of Reactive Oxygen Species
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,3.0113254156235986e-4,0.018718504886628105,2.078858292928369,19,34,,Reactome,3.519871794871795,Reversed (Cancer Up),Translocation Of Slc2a4 Glut4 To The Plasm...
HALLMARK_COMPLEMENT,3.4320663869728075e-4,0.019688620839934005,1.7958921006059956,28,58,,Hallmark,2.608780487804878,Reversed (Cancer Up),Complement
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,3.7118556558330643e-4,0.0199628236990272,2.204481308680376,16,27,,GO:BP,4.031897926634769,Reversed (Cancer Up),Integrin Mediated Signaling Pathway
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,3.657529196569712e-4,0.0199628236990272,1.5645121437188414,45,107,,GO:BP,2.0475509763728557,Reversed (Cancer Up),Regulation Of Protein Containing Complex A...
REACTOME_L1CAM_INTERACTIONS,4.1339026378672957e-4,0.02155892860536247,1.9013651287368238,23,45,,Reactome,2.9120967741935484,Reversed (Cancer Up),L1cam Interactions
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,5.422549268775669e-4,0.026663449404465505,2.557542768273717,11,16,,Reactome,6.0708860759493675,Reversed (Cancer Up),Rho Gtpases Activate Iqgaps
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,5.750661033587004e-4,0.027491354552231208,1.5943123750277715,39,91,,GO:BP,2.107201986754967,Reversed (Cancer Up),Negative Regulation Of Transport
GOBP_SYMBIONT_ENTRY_INTO_HOST,8.43396707125316e-4,0.035404723813975185,2.146189735614308,15,26,,GO:BP,3.7738853503184715,Reversed (Cancer Up),Symbiont Entry Into Host
WP_SELENIUM_MICRONUTRIENT_NETWORK,8.43396707125316e-4,0.035404723813975185,2.146189735614308,15,26,,WikiPathways,3.7738853503184715,Reversed (Cancer Up),Selenium Micronutrient Network
GOBP_ALDEHYDE_METABOLIC_PROCESS,8.4345942845612e-4,0.035404723813975185,2.0400341142828475,17,31,,GO:BP,3.365472387037882,Reversed (Cancer Up),Aldehyde Metabolic Process
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.0010355077180152598,0.04243116149295862,1.969444698563718,18,34,,GO:BP,3.1194,Reversed (Cancer Up),Positive Regulation Of Intracellular Trans...
GOBP_REGULATION_OF_HEMOPOIESIS,0.0010691965316069658,0.0427927262998974,1.8600311041990671,21,42,,GO:BP,2.7781350482315115,Reversed (Cancer Up),Regulation Of Hemopoiesis
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.0012236628195164978,0.04581833641201869,1.910302215123366,19,37,,GO:BP,2.9281517094017095,Reversed (Cancer Up),Regulation Of Cell Projection Assembly
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.0011733672656020697,0.04581833641201869,1.7271717396134194,26,56,,GO:BP,2.4145867098865477,Reversed (Cancer Up),Lymphocyte Mediated Immunity
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.0012246621004955607,0.04581833641201869,1.5641170648946698,37,88,,GO:BP,2.032809163269268,Reversed (Cancer Up),Regulation Of Apoptotic Signaling Pathway
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,3.0480533340696816e-28,5.245699787933922e-25,2.437434636871508,114,179,,GO:BP,5.84157760048171,Reversed (Cancer Down),Energy Derivation By Oxidation Of Organic ...
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.3290726669926557e-25,1.1647592569817392e-22,2.4333432098765435,103,162,,Reactome,5.712189103188519,Reversed (Cancer Down),Aerobic Respiration And Respiratory Electr...
HALLMARK_OXIDATIVE_PHOSPHORYLATION,5.034026474272637e-25,1.7327119124446417e-22,2.4533333333333336,100,156,,Hallmark,5.819727891156463,Reversed (Cancer Down),OXPHOS
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,1.9206456092668345e-22,4.7220444193546035e-20,2.915961904761905,64,84,,WikiPathways,9.9650623885918,Reversed (Cancer Down),Electron Transport Chain Oxphos System In ...
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,5.916877700197651e-22,1.2728683152550197e-19,2.8816564705882355,64,85,,GO:BP,9.485103132161957,Reversed (Cancer Down),Proton Transmembrane Transport
GOBP_ATP_BIOSYNTHETIC_PROCESS,1.1448421378679507e-15,1.5155948609774948e-13,2.757835294117647,49,68,,GO:BP,7.826388888888889,Reversed (Cancer Down),ATP Biosynthetic Process
GOBP_ELECTRON_TRANSPORT_CHAIN,1.4816817065208127e-15,1.8214101549445135e-13,2.616060759493671,54,79,,GO:BP,6.589702276707531,Reversed (Cancer Down),Electron Transport Chain
GOBP_ATP_METABOLIC_PROCESS,1.7004889453259965e-15,1.9510276499373601e-13,2.2773421487603303,72,121,,GO:BP,4.564933387459867,Reversed (Cancer Down),ATP Metabolic Process
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,3.824591251495288e-15,3.656734191012995e-13,3.046138775510204,39,49,,KEGG,11.69334470989761,Reversed (Cancer Down),Reference Mitochondrial Complex Ucp1 In Th...
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,8.116095348197766e-14,6.983900047124177e-12,3.1574400000000002,33,40,,KEGG,14.015444015444016,Reversed (Cancer Down),Reference Electron Transfer In Complex I
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,7.504796646279928e-12,4.612769652945627e-10,2.1922796116504855,59,103,,GO:BP,4.081954706071314,Reversed (Cancer Down),Nucleotide Biosynthetic Process
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,9.587820093718863e-10,5.1564494941531764e-8,1.7111999999999998,93,208,,GO:BP,2.511212814645309,Reversed (Cancer Down),Nucleotide Metabolic Process
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,1.9963789627642767e-9,1.0411418772476728e-7,2.2079999999999997,45,78,,Reactome,4.076802507836991,Reversed (Cancer Down),Mitochondrial Protein Degradation
REACTOME_CRISTAE_FORMATION,2.2985120857611483e-7,1.0988164721097045e-5,2.908672,19,25,,Reactome,9.202145214521453,Reversed (Cancer Down),Cristae Formation
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,1.857297904345654e-6,8.195922290715053e-5,2.755584,18,25,,GO:BP,7.455871969875265,Reversed (Cancer Down),NADH Dehydrogenase Complex Assembly
GOBP_TRICARBOXYLIC_ACID_CYCLE,1.857297904345654e-6,8.195922290715053e-5,2.755584,18,25,,GO:BP,7.455871969875265,Reversed (Cancer Down),Tricarboxylic Acid Cycle
GOBP_MITOCHONDRION_ORGANIZATION,1.7700921194261204e-6,8.195922290715053e-5,1.6301037037037038,69,162,,GO:BP,2.2338129496402876,Reversed (Cancer Down),Mitochondrion Organization
WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB,3.27516079440757e-6,1.409137931793857e-4,2.5514666666666668,20,30,,WikiPathways,5.808264462809917,Reversed (Cancer Down),16p122 Copy Number Variation Syndrome 520kb
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE,6.350435265087309e-6,2.6656339246866487e-4,2.976711111111111,14,18,,WikiPathways,10.099018003273322,Reversed (Cancer Down),Tca Cycle Aka Krebs Or Citric Acid Cycle
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,1.2806080362192763e-5,5.125410303100872e-4,2.108865306122449,27,49,,GO:BP,3.5812557008209183,Reversed (Cancer Down),Mitochondrial Respiratory Chain Complex As...
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,1.4591467025332511e-5,5.707253352408467e-4,2.6624,16,23,,Reactome,6.6056767534600045,Reversed (Cancer Down),Cytosolic Trna Aminoacylation
REACTOME_MITOCHONDRIAL_BIOGENESIS,3.8996144971809545e-5,0.0014279226701379621,2.1469658536585365,23,41,,Reactome,3.7123477297895904,Reversed (Cancer Down),Mitochondrial Biogenesis
WP_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPORT_AND_QUALITY_CONTROL,1.1464585191849996e-4,0.004110531482327884,2.1150315789473684,21,38,,WikiPathways,3.5790806388780676,Reversed (Cancer Down),Disorders Of Mitochondrial Homeostatis Dyn...
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,1.3900884089017336e-4,0.004813368231423495,2.3552,16,26,,WikiPathways,4.6160919540229886,Reversed (Cancer Down),Glycogen Synthesis And Degradation
REACTOME_TRANSLATION,1.39842191499811e-4,0.004813368231423495,1.4771649122807018,66,171,,Reactome,1.8688474316381294,Reversed (Cancer Down),Translation
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,1.6908519062206118e-4,0.0057057963345209265,2.000581818181818,23,44,,GO:BP,3.1765543426672993,Reversed (Cancer Down),Mitochondrial Transmembrane Transport
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,1.962733141759174e-4,0.006495891801860651,1.954314893617021,24,47,,Reactome,3.0279968168993707,Reversed (Cancer Down),Mitochondrial Protein Import
GOBP_GLUCAN_METABOLIC_PROCESS,2.6508806489589e-4,0.00860785961671371,2.1528,18,32,,GO:BP,3.7131089668157213,Reversed (Cancer Down),Glucan Metabolic Process
GOBP_AMINO_ACID_ACTIVATION,4.611473126663486e-4,0.014696935649977518,2.186971428571429,16,28,,GO:BP,3.8423645320197046,Reversed (Cancer Down),Amino Acid Activation
GOBP_GLUCOSE_METABOLIC_PROCESS,4.898423478165256e-4,0.015327612374404371,1.700977777777778,32,72,,GO:BP,2.329848229342327,Reversed (Cancer Down),Glucose Metabolic Process
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,5.317884380552958e-4,0.016342998248092214,1.9136,22,44,,Reactome,2.8938640132669984,Reversed (Cancer Down),Mitotic G1 Phase And G1 S Transition
REACTOME_PROTEIN_LOCALIZATION,6.778305197875187e-4,0.020465724992181047,1.6471493670886075,34,79,,Reactome,2.2014664410603495,Reversed (Cancer Down),Protein Localization
REACTOME_GLYCOGEN_METABOLISM,8.9856619064531e-4,0.025773873568342976,2.476423529411765,11,17,,Reactome,5.25814332247557,Reversed (Cancer Down),Glycogen Metabolism
GOBP_REGULATION_OF_TRANSLATION,9.924586628325227e-4,0.028000350143192975,1.5170882882882886,44,111,,GO:BP,1.9215454568808281,Reversed (Cancer Down),Regulation Of Translation
GOBP_TRNA_METABOLIC_PROCESS,0.0010557264900180384,0.029304924021307164,1.8690976744186047,21,43,,GO:BP,2.7577513546056593,Reversed (Cancer Down),Trna Metabolic Process
GOBP_NADH_METABOLIC_PROCESS,0.0017098799628997832,0.045272360248469645,2.0502857142857143,15,28,,GO:BP,3.317780580075662,Reversed (Cancer Down),NADH Metabolic Process
WP_ERBB_SIGNALING,0.0018355048120578437,0.0478621785083568,2.1632,13,23,,WikiPathways,3.73218954248366,Reversed (Cancer Down),Erbb Signaling
