gene,logFC_CRE,logFC_PLA,t_CRE,t_PLA,pi_CRE,pi_PLA,sig_class,is_sig,quadrant
PGK1,-0.065554079192772,-0.138203928976722,-0.545740939536022,-0.989658167020941,0.9660116454920578,0.8585939111214052,NS,FALSE,Concordant Down
HSPB1,0.250170922609268,0.181723776803338,1.3894724923858,0.868166228681869,0.6483803767716508,0.8441203585923984,NS,FALSE,Concordant Up
MYL1,0.135077575159059,0.930376464560286,0.302548200786233,1.7924541064168,0.9644176364960398,0.10110648817037736,NS,FALSE,Concordant Up
PYGM,0.0945486791591144,-0.0660528040806057,0.649539723731866,-0.390318844702418,0.9403713249671776,0.976679775931975,NS,FALSE,Discordant (CRE up / PLA down)
CRYAB,0.0103982469623496,0.0982160073926686,0.0708255524806947,0.575426858524331,0.9994020410447428,0.9463112611104548,NS,FALSE,Concordant Up
LDHA,0.289685056716369,-0.00829237878645728,1.49074744128718,-0.0367058361930831,0.5755668675864243,0.9997560899769042,NS,FALSE,Discordant (CRE up / PLA down)
MYL2,-0.378655180106005,-0.0477317922473404,-0.977716635893057,-0.106011957671686,0.6628555238778321,0.9958425633302496,NS,FALSE,Concordant Down
AK1,0.0900736896242371,-0.0489826982843233,0.703535613807427,-0.329085577788988,0.9374601138685916,0.9856735139889256,NS,FALSE,Discordant (CRE up / PLA down)
FABP4,0.257092928980562,0.135604728977857,0.408974441237598,0.185549112399226,0.9076676186989204,0.9788716731366256,NS,FALSE,Concordant Up
FABP3,-0.0669665399325403,0.0757928713808269,-0.394976925104651,0.384521152478956,0.9760428257464568,0.9737328332709518,NS,FALSE,Discordant (CRE down / PLA up)
ATP2A1,-0.157258434844682,-0.182489774633577,-0.977477253299457,-0.975684164095847,0.8430578214752315,0.8206644151632979,NS,FALSE,Concordant Down
CA2,-0.170245252686463,-0.243068259698699,-0.445242410539899,-0.546799082304059,0.9316989508935432,0.879402703847789,NS,FALSE,Concordant Down
MDH1,-0.186419696381449,-0.155796834096112,-1.55008270301023,-1.11429379600694,0.6872087537712301,0.8181537096791908,NS,FALSE,Concordant Down
MYH7,-0.176898240321563,0.749712152965781,-0.281665256933478,1.02679165204363,0.957112141853214,0.4199600860149577,NS,FALSE,Discordant (CRE down / PLA up)
PGAM2,-0.0535303577687181,0.0816596449476457,-0.422233043223502,0.554035469443583,0.979293704372966,0.9570934626316268,NS,FALSE,Discordant (CRE down / PLA up)
PYGB,0.121871499335839,-0.278747133233598,0.924008172116057,-1.81786688396511,0.884212817696551,0.496453582174348,NS,FALSE,Discordant (CRE up / PLA down)
PRDX6,-0.09684164522168,-0.16789832062409,-0.723274855499234,-1.07861280277934,0.9306766903058868,0.8128369661455138,NS,FALSE,Concordant Down
IDH2,-0.0224519250110902,0.216704219249952,-0.13053597959448,1.08373232446755,0.9975671402716806,0.7640431368581296,NS,FALSE,Discordant (CRE down / PLA up)
MYH2,0.0203749848004691,0.963499468654867,0.0352059289909587,1.43201644456159,0.9994256171419864,0.17572891559141518,NS,FALSE,Concordant Up
MYLPF,-0.0212686621753697,0.343998137767723,-0.0411227534443504,0.572105489280844,0.9992980771447916,0.8253512233649688,NS,FALSE,Discordant (CRE down / PLA up)
ATP2A2,-0.255076394410949,-0.200343874595944,-1.53043004997356,-1.03394465900846,0.6039199133217431,0.7913983433379642,NS,FALSE,Concordant Down
ATP5F1B,0.0986624737775657,0.0641435887779025,0.54660316062889,0.305669005061283,0.9491945190074962,0.982748398616866,NS,FALSE,Concordant Up
MDH2,0.142845651945919,0.037735046761707,0.83973634063809,0.190808986925357,0.8801138825104928,0.9938956620997362,NS,FALSE,Concordant Up
ATP5F1A,0.158534980932096,-0.0307682974082084,0.816734958356678,-0.136344466053138,0.8720987433604379,0.996511724170102,NS,FALSE,Discordant (CRE up / PLA down)
MYH1,-0.106425208744042,0.300565569580602,-0.169675599908324,0.412184942848277,0.984881537299361,0.892009806327666,NS,FALSE,Discordant (CRE down / PLA up)
PFKM,-0.0751921505664335,-0.034826583072018,-0.521863605622988,-0.207909044045468,0.9630814307168084,0.993821791841619,NS,FALSE,Concordant Down
S100A1,0.0422764029590894,0.163302722673432,0.1002552925568,0.333104665863758,0.9965242200977554,0.9524027959013672,NS,FALSE,Concordant Up
HSPB6,0.0597575463968596,0.190644972710714,0.339910063322171,0.932770135903087,0.9819104292631397,0.8229615419294021,NS,FALSE,Concordant Up
EEF1A1,0.100565671102412,0.149806123483739,0.654633477558745,0.838795383252792,0.9361143596054408,0.8748200776717727,NS,FALSE,Concordant Up
FBP2,0.216531240362674,-0.0833957801908838,1.16670818150602,-0.386512697897275,0.7434527409574845,0.9709685531837458,NS,FALSE,Discordant (CRE up / PLA down)
ARF4,0.318403954414435,-0.0255122326946839,1.35675821493199,-0.0935083696335523,0.5863284619010721,0.9980472566834988,NS,FALSE,Discordant (CRE up / PLA down)
SLC25A4,0.0646791586784445,0.23771255968165,0.300245102861747,0.949164986945141,0.982945319717132,0.7800047084761255,NS,FALSE,Concordant Up
TNNC2,0.308472122590189,0.398600258322638,0.629068992308451,0.699194403063702,0.8245320642878353,0.7530518545794433,NS,FALSE,Concordant Up
PGM1,-0.0584794006175109,-0.185426175496257,-0.485939589841353,-1.32534340531033,0.973454395224882,0.7399354125544669,NS,FALSE,Concordant Down
YWHAE,0.144565411576654,-0.283577931286434,1.08738215223506,-1.83471344660414,0.8349904721880977,0.4859313141175482,NS,FALSE,Discordant (CRE up / PLA down)
GOT1,-0.00382911124448171,-0.0164403084930882,-0.0223268243488062,-0.0824549903031812,0.9999318716148272,0.998894652967417,NS,FALSE,Concordant Down
CKMT2,0.0394297797575724,0.202400142267674,0.160154185701095,0.707135704864094,0.9947059749814812,0.8641304520706029,NS,FALSE,Concordant Up
MYL6,0.298693415643754,0.586792552454902,0.912759853167728,1.54238745513579,0.7431148405334055,0.30953870598132405,NS,FALSE,Concordant Up
ATP2A3,-0.00743676468814769,-0.187140271534751,-0.0296491975491201,-0.641762253492101,0.999823792048402,0.8869914832621707,NS,FALSE,Concordant Down
RPS27A,0.130422545556065,-0.0565448615290052,0.656621050037757,-0.244868704873537,0.9176545540726808,0.9880559032110162,NS,FALSE,Discordant (CRE up / PLA down)
PDLIM3,-0.193674492983263,0.135674197809632,-0.925562702162589,0.557710332440683,0.8220276135449976,0.9291940803536988,NS,FALSE,Discordant (CRE down / PLA up)
PEBP1,-0.224598327014935,-0.287385317903695,-1.6229574086965,-1.78625391303599,0.6177843282223927,0.49439499966162814,NS,FALSE,Concordant Down
TPM2,0.551781073243202,1.01492101719684,0.828501479831224,1.31080094389748,0.6157121538249438,0.19707873781492355,NS,FALSE,Concordant Up
SOD1,-0.298681291834683,-0.420006161422901,-1.96191125431225,-2.37303973031022,0.4337101130844215,0.2146718692214399,NS,FALSE,Concordant Down
GPI,0.0508995771189262,-0.0573239842204103,0.436296423713703,-0.422650957527404,0.979551088269608,0.9778177061907912,NS,FALSE,Discordant (CRE up / PLA down)
TUBB,0.136287436227327,0.125540555560043,0.590165180411359,0.467605722634058,0.9241045935681448,0.9462750637926876,NS,FALSE,Concordant Up
PARK7,-0.128921706956834,0.0114077300365203,-0.963395564368887,0.0733256363946495,0.8716582286901923,0.9993202009885416,NS,FALSE,Discordant (CRE down / PLA up)
GOT2,0.0914862298365264,0.101320153313559,0.435941433897305,0.415285020762504,0.9635790757862724,0.9618895802958836,NS,FALSE,Concordant Up
MYL3,-0.278810146124084,0.702949978732665,-0.473196088927245,1.02620707619547,0.8830697378971815,0.44357999132874104,NS,FALSE,Discordant (CRE down / PLA up)
MT-CO2,0.341937414225562,-0.0136130963026204,1.67415341661752,-0.0573302133068687,0.4650631376264127,0.999369662968909,NS,FALSE,Discordant (CRE up / PLA down)
PRDX1,-0.0834341878033342,-0.26286445206313,-0.521868260434595,-1.41425170586584,0.959118066788727,0.6272772468756623,NS,FALSE,Concordant Down
ALDOC,0.00692599413180872,-0.0791241969210752,0.0383548421898732,-0.376899365699092,0.9997869875755716,0.9732026883953816,NS,FALSE,Discordant (CRE up / PLA down)
CYCS,-0.156954150448556,-0.0526398759509732,-0.760285921588422,-0.219329481389499,0.8834925671172669,0.990124819292486,NS,FALSE,Concordant Down
TPM1,0.596016122020941,0.865143452648379,0.855414145830246,1.06803271626143,0.57957646820300035,0.348519006241622,NS,FALSE,Concordant Up
PPIA,0.165262280578677,0.0705647156872047,0.675208029117191,0.247987312976247,0.8934508559312597,0.9849110910162336,NS,FALSE,Concordant Up
GPD1,-0.0598804308585734,-0.370707618097278,-0.346075192370027,-1.8428715852893,0.9815068632121084,0.3870016689924544,NS,FALSE,Concordant Down
CFL1,0.0557304835741164,0.111156371446292,0.291994343811312,0.500949559733338,0.9857319145542974,0.9483845144105758,NS,FALSE,Concordant Up
VIM,0.466122251057648,0.823279199043046,0.699433455715131,1.06260466920841,0.7176269617416748,0.3692133342167883,NS,FALSE,Concordant Up
CS,0.0947659643860028,0.206965311836019,0.484518068768997,0.910192313479394,0.9574810564235944,0.8146589835364649,NS,FALSE,Concordant Up
DECR1,0.327584487308311,0.0350934763010535,1.47537385065576,0.135951234478199,0.5401864448802494,0.9960343897173728,NS,FALSE,Concordant Up
HSPA8,0.0832190445484322,0.0581226328003766,0.713131460591783,0.428420417319443,0.9411334107254744,0.9771624886949856,NS,FALSE,Concordant Up
HADHA,-0.0280788743499158,0.183427318396802,-0.183861598253225,1.03312617536332,0.995630787049754,0.8073660131875582,NS,FALSE,Discordant (CRE down / PLA up)
ACO2,0.0316021208123942,0.118573113181434,0.179621676160434,0.579704602992047,0.99520468204721,0.934994524504992,NS,FALSE,Concordant Up
LGALS1,-0.0670679358953201,-0.49408892326143,-0.269535656934894,-1.70798642230372,0.9842923483441705,0.3206105767982697,NS,FALSE,Concordant Down
BLVRB,-0.23670660971236,-0.206876750914322,-0.684730513863996,-0.514753127569795,0.8486059602075253,0.90317790001183,NS,FALSE,Concordant Down
ACAT1,-0.07161061606514,0.0819913444197731,-0.507371531675014,0.499683148870654,0.9659374239641176,0.9617752820847298,NS,FALSE,Discordant (CRE down / PLA up)
ANXA2,0.326216325274494,0.399722280374874,0.695378648390337,0.732912328529831,0.7940878021301677,0.7397567045325737,NS,FALSE,Concordant Up
CSRP3,0.290842774019854,0.680321563138317,1.31032617898006,2.63641264805297,0.6280091960224297,0.05531336686144923,NS,FALSE,Concordant Up
LDB3,0.181801737436469,0.284560650802245,0.866911702515636,1.16715811012481,0.8443215790186136,0.6772005105259001,NS,FALSE,Concordant Up
AKR1A1,-8.82375590940399e-5,0.0336045973188952,-5.9592051140974e-4,0.195214266985521,0.9999999584528187,0.9944275841330432,NS,FALSE,Discordant (CRE down / PLA up)
GSTM2,-0.251339610524205,-0.407053638884072,-1.24690195298428,-1.73700480325162,0.6865741431214554,0.3831002998218527,NS,FALSE,Concordant Down
MYBPC1,0.143138257124122,0.212136296198924,0.39086566821422303,0.498270061428624,0.950073596370198,0.90438146380805,NS,FALSE,Concordant Up
TNNI2,0.451310976332408,0.531557317067076,0.723159022914582,0.732632236985041,0.7155204241199885,0.669876302899946,NS,FALSE,Concordant Up
ANXA6,-0.00251549011246155,0.012836341874479,-0.0177187069013495,0.0777729720105839,0.999964544964308,0.9991873256330868,NS,FALSE,Discordant (CRE down / PLA up)
CFL2,0.00649691400379382,-0.111894420337606,0.043261626962002,-0.640888046067147,0.9997741896318446,0.9309184255340696,NS,FALSE,Discordant (CRE up / PLA down)
VDAC1,-0.00589843205029794,-0.136491801368535,-0.0482411068846252,-0.960207865789192,0.9997709488156852,0.8651929038531425,NS,FALSE,Concordant Down
TXN,0.150508272877431,-0.296849175840105,0.741176166801073,-1.2574042722019,0.8912883826587111,0.6381648880525491,NS,FALSE,Discordant (CRE up / PLA down)
FLNC,0.143306001104474,0.450990039702734,0.592948150924603,1.60508228895743,0.919923467062718,0.3858388032218581,NS,FALSE,Concordant Up
CALM1,0.213631273584635,-0.0783198483526455,0.86971350806466,-0.274259218534644,0.8190046426433591,0.9813310433494812,NS,FALSE,Discordant (CRE up / PLA down)
TNNT3,0.511531781634943,0.823433207176201,0.837766030982634,1.15999605657403,0.6338429685337263,0.326688990986569,NS,FALSE,Concordant Up
LDHB,-0.277314256446733,0.102130739845514,-1.06661191985974,0.337884853942779,0.7137078883599912,0.969484350274924,NS,FALSE,Discordant (CRE down / PLA up)
BIN1,-0.0243844739757861,-0.182989282204208,-0.179441310620191,-1.15827772727737,0.9963018231771616,0.7802606298781319,NS,FALSE,Concordant Down
ACADVL,0.119480698089749,-0.0153620859165109,0.641017101574836,-0.070892462952376,0.9263940666911876,0.999115860803232,NS,FALSE,Discordant (CRE up / PLA down)
AKR1B1,-0.164624891233633,-0.200447386278661,-1.0925825009501,-1.14429275326624,0.8133040112975249,0.7653231763708893,NS,FALSE,Concordant Down
PRDX3,0.0436597857584609,0.353678867343255,0.343304650247404,2.3921323677669,0.9866031981838184,0.2696804065573219,NS,FALSE,Concordant Up
HADHB,-3.6518325713075e-4,0.214322781070742,-0.00214192017647369,1.08128149494943,0.9999993815866276,0.7669122240383933,NS,FALSE,Discordant (CRE down / PLA up)
CAT,-0.0851144913687527,-0.150828939506706,-0.177777147343995,-0.270978673753052,0.9872771548740912,0.9648187373530804,NS,FALSE,Concordant Down
S100A4,0.233292732781031,-0.0959051709921859,0.54553046505363,-0.192902489615123,0.8842599592964017,0.984378149574764,NS,FALSE,Discordant (CRE up / PLA down)
UQCRC2,0.176182370341984,0.0335098158932432,0.950240956280928,0.155460961207445,0.8315920373281606,0.9956384203843284,NS,FALSE,Concordant Up
TUBA1B,0.298471094216527,0.0974651472441259,1.14242494084301,0.320887464597558,0.6720723070192631,0.972472109649552,NS,FALSE,Concordant Up
SLC25A6,0.0987923360140144,0.346626401246375,0.396538991722264,1.19674684699951,0.9647033637167248,0.61207898535062355,NS,FALSE,Concordant Up
SLC25A5,-0.0375983170502003,0.0396651981192093,-0.190020145249273,0.172432402104382,0.9939445817825286,0.9942406048267772,NS,FALSE,Discordant (CRE down / PLA up)
H2BC4,0.148981520112415,0.368660429805583,0.291245713961759,0.619914332252101,0.9624166367757444,0.7972933514776925,NS,FALSE,Concordant Up
TUBA4A,-0.0162487628102426,-0.213447247028611,-0.0965195000283675,-1.0905945742244,0.998714322233488,0.765447284038806,NS,FALSE,Concordant Down
DCN,0.47964063140423,0.876497430437151,0.923132519328339,1.45103117054291,0.6164858674920263,0.19976554258021223,NS,FALSE,Concordant Up
APOBEC2,-0.189322573946193,-0.129132726911035,-0.963755397374744,-0.565429880869151,0.8172515066639365,0.9314138512747974,NS,FALSE,Concordant Down
HSP90AA1,0.165746194986294,-0.11439319034206,1.17772145168276,-0.69916101030305,0.7947138221032924,0.9218332900389792,NS,FALSE,Discordant (CRE up / PLA down)
EEF1A2,-0.00617773419097745,0.0722408484158237,-0.0337393359560102,0.33936586827962,0.9998331627632624,0.9782118767588932,NS,FALSE,Discordant (CRE down / PLA up)
ATP5MF,-0.0135031002589372,0.0805295299750064,-0.0802215194421484,0.411519639068293,0.999117390961939,0.9699007886655908,NS,FALSE,Discordant (CRE down / PLA up)
TTN,0.683460653192572,0.49191061624548,1.13690905781587,0.703844003901778,0.4048824534737261,0.7026611561196624,NS,FALSE,Concordant Up
SRL,0.0524848141535692,0.034250379399321,0.413776569133582,0.232260644959729,0.9801558427120294,0.9931523846473248,NS,FALSE,Concordant Up
HSPA1A,-0.049862729213757,-0.092251445043285,-0.351536695443064,-0.559430072479431,0.9843043781806452,0.9511178935398884,NS,FALSE,Concordant Down
COX5B,0.321930439233604,0.172460584872926,1.61477847231983,0.744078530847403,0.5038346454343035,0.8758906173652945,NS,FALSE,Concordant Up
TNNC1,-0.00362303914744899,0.67353096780743,-0.00681020627604908,1.08898731018807,0.9999804568798676,0.43092873409257754,NS,FALSE,Discordant (CRE down / PLA up)
SELENBP1,-0.285205169458838,-0.322866386198939,-1.06044591709662,-1.03259965242786,0.7087490662446498,0.6863337696639912,NS,FALSE,Concordant Down
ECHS1,0.0725595682289075,0.112053620233965,0.53663448311097794,0.712832987540959,0.9631766699974864,0.921594546507832,NS,FALSE,Concordant Up
NDUFA4,0.0341022732135556,0.207230434038827,0.144181613924044,0.753629864591905,0.9959004932483332,0.8506346137006068,NS,FALSE,Concordant Up
ATP5MG,0.220019819311613,-0.159083450356924,1.1468245024463,-0.713244073823587,0.7449534750800321,0.8904739130602708,NS,FALSE,Discordant (CRE up / PLA down)
PFN1,0.130792534955102,0.0423233835089931,0.818170086451837,0.227729362329385,0.8930129907941471,0.9917234506649826,NS,FALSE,Concordant Up
ATP5F1C,0.133680455681148,-0.0273767071816913,0.70189684040479,-0.12364159287929,0.9088532207037772,0.9971981168382132,NS,FALSE,Discordant (CRE up / PLA down)
ANKRD2,-0.196130212742553,0.104314889841724,-0.729139257393194,0.333572543475949,0.8633269579753435,0.9692810044239968,NS,FALSE,Discordant (CRE down / PLA up)
UQCRC1,0.0266593655091185,0.0538555039440851,0.147824932893669,0.256865623399571,0.9967083310184122,0.9880134972191782,NS,FALSE,Concordant Up
HADH,-0.256640689821982,-0.220239554381266,-1.67644854221453,-1.23747958701441,0.5623088953204087,0.7216777340802768,NS,FALSE,Concordant Down
PDLIM5,0.0111703267766963,0.0293272504147701,0.0306763483636755,0.0692766918599331,0.9997260622716098,0.9983522547909032,NS,FALSE,Concordant Up
YWHAG,0.0872510803955002,0.013859980815571,0.580563701808568,0.0793267580021931,0.9516603376616328,0.9991044851807166,NS,FALSE,Concordant Up
PLIN1,-0.589739433226768,0.290900011980462,-0.72063278910464,0.31701249904454,0.6471401319289639,0.921134987222606,NS,FALSE,Discordant (CRE down / PLA up)
COX7A1,0.255986115802123,-0.0146466984415845,1.16554692353305,-0.0573629004152853,0.7046853464540521,0.9993214243919036,NS,FALSE,Discordant (CRE up / PLA down)
DBI,-0.0229856568418789,-0.316961223573905,-0.146169846016056,-1.73374417885651,0.9971947936638268,0.47466587748238726,NS,FALSE,Concordant Down
SOD2,0.11143327850472701,-0.180213599666672,0.578315130294566,-0.804479938770378,0.9389564930347004,0.8584402376889616,NS,FALSE,Discordant (CRE up / PLA down)
TPM3,0.53075020660696,0.526671337125162,0.749098632951326,0.63939101137907,0.6628328849121057,0.7146380799629354,NS,FALSE,Concordant Up
TUBB4B,-0.0692972812432302,-0.209428211994087,-0.456216492612307,-1.18595437234248,0.970813653363934,0.7459967347523778,NS,FALSE,Concordant Down
TRIM72,-0.11158919602417,-0.00896421509149192,-0.868827868503787,-0.0600346348451008,0.901081685845252,0.9995648422329868,NS,FALSE,Concordant Down
COX4I1,0.22359722878387,0.0424814698153462,1.18534267392732,0.193711341230631,0.7315098411387911,0.993018737572412,NS,FALSE,Concordant Up
UGP2,0.0310546479221969,-0.019719191595815,0.280190595043986,-0.153036160386159,0.992378424212483,0.9974734272673572,NS,FALSE,Discordant (CRE up / PLA down)
ATP5PO,0.09183739621648,0.122331731087375,0.478836633051614,0.548636804406533,0.9593202834807992,0.937127264704083,NS,FALSE,Concordant Up
ANXA1,0.301189128856677,0.696895280245332,0.572967051470651,1.14034402122341,0.8450479429646357,0.396285471106214,NS,FALSE,Concordant Up
LUM,0.61200322795035,0.693929683824354,1.40299982821958,1.36835058119564,0.3416286848513317,0.3081863865111492,NS,FALSE,Concordant Up
CASQ2,-0.184814989096694,-0.0820480276534816,-0.676760757181287,-0.258430717095763,0.8813080017845,0.9816757028045068,NS,FALSE,Concordant Down
QDPR,-0.124741768368516,-0.331102001911322,-0.979341633825783,-2.23595026059417,0.8730574878695021,0.3280644113474657,NS,FALSE,Concordant Down
CMBL,-0.341738703894379,-0.261514753211891,-2.319283952559,-1.5266305886407,0.29766823214121674,0.5973365236588742,NS,FALSE,Concordant Down
MYOM2,0.0305482078077262,0.0528356615867658,0.093078974923633,0.13847488585280401,0.9976733552213952,0.9939192535628664,NS,FALSE,Concordant Up
AHNAK,0.409949681802122,0.0270820525562527,1.01371854973283,0.0576031756950031,0.6271556622567465,0.998740292249526,NS,FALSE,Concordant Up
GLO1,-0.283879808378604,-0.492971021507167,-2.11852264580144,-3.16444832819632,0.4126579548980265,0.06618608297986164,NS,FALSE,Concordant Down
MIF,0.300534358899412,-0.432266239907143,1.27755455237531,-1.58057334020828,0.6284114001080984,0.409200113718203,NS,FALSE,Discordant (CRE up / PLA down)
VDAC3,-0.0189518135116238,-0.165002823680787,-0.114203806391482,-0.855262030127732,0.9982140017174288,0.8598717327976065,NS,FALSE,Concordant Down
GSTP1,-0.122360611997028,-0.227622983188645,-0.73591152616858,-1.17754655417748,0.9114295548127982,0.7294310950112629,NS,FALSE,Concordant Down
ECH1,0.218109197478729,0.151349098775292,1.09870258041031,0.655788829008202,0.7589583789234626,0.9052278036744345,NS,FALSE,Concordant Up
GSN,0.515615042430451,0.373168532426206,1.54650659796762,0.962740459095584,0.3555009312604003,0.6721737252800268,NS,FALSE,Concordant Up
SLC25A3,0.230252277037028,0.274836845088675,1.25336697390344,1.28684807776295,0.7068827790036404,0.6511566064697462,NS,FALSE,Concordant Up
ATP5PD,0.00963403374504779,0.250376111577388,0.0493019982616433,1.10211587930533,0.9996175293892516,0.7276702502440741,NS,FALSE,Concordant Up
ADSS1,-0.229467752625197,-0.0421636961147733,-1.53817628966818,-0.243109055153271,0.6332739995787091,0.9911496693125535,NS,FALSE,Concordant Down
CAVIN1,-0.0607819556666058,0.00113479192632937,-0.165928437533564,0.0026646514060417,0.9915397898147852,0.9999976088291596,NS,FALSE,Discordant (CRE down / PLA up)
MT-ATP6,0.0101578538161569,-0.23459647223314,0.0403082973688061,-0.690218431310464,0.9996720821309684,0.8489704186379646,NS,FALSE,Discordant (CRE up / PLA down)
TNNI1,0.235049296559332,0.722369830667539,0.400191505713492,1.05790463663754,0.9172300559981488,0.4192895896087179,NS,FALSE,Concordant Up
HSPB7,-0.0679678567126736,0.242175459653353,-0.354755099673227,1.08725951060196,0.9784484370486036,0.7392998459017153,NS,FALSE,Discordant (CRE down / PLA up)
CSTB,0.0767625328504131,-0.142701927970727,0.438766905497144,-0.701604584025563,0.969123819137274,0.9030574457874534,NS,FALSE,Discordant (CRE up / PLA down)
RTN2,-0.106871955946112,-0.242990904599505,-0.648005082688755,-1.26730947766839,0.9330522561782948,0.6896549861122803,NS,FALSE,Concordant Down
LCP1,0.509389636246244,0.398909814341327,1.30605915866803,0.879762560452764,0.4443322174032865,0.6850125895570466,NS,FALSE,Concordant Up
ACTN2,0.463993152663445,0.813426312547996,0.470826776588982,0.709979500776641,0.8140473675310353,0.5544409565705708,NS,FALSE,Concordant Up
NNT,0.0817200330590353,0.191750205283114,0.469878893084862,0.948355683760613,0.9644955408319992,0.8185704331030936,NS,FALSE,Concordant Up
TNNT1,0.370340835650172,0.561602808145107,0.603195100475577,0.786798429299229,0.8023708665647682,0.6296424280611069,NS,FALSE,Concordant Up
PRDX5,0.0979790503167379,0.0421422855542204,0.830711156214572,0.307335631112118,0.9172214883271678,0.9885633390098998,NS,FALSE,Concordant Up
PADI2,0.151768231389163,0.23238303194243,0.780944012346085,1.02854062610399,0.8835102882180901,0.7637461987794814,NS,FALSE,Concordant Up
UQCR10,0.113166757443778,-0.069494505979776,0.55961042337979106,-0.29559385764906,0.9403496648795082,0.981998943857586,NS,FALSE,Discordant (CRE up / PLA down)
ETFA,-0.0431896175305262,0.201169343147267,-0.240566427145147,0.963818966689241,0.9910381471845496,0.8069813604077187,NS,FALSE,Discordant (CRE down / PLA up)
ACSL1,0.0120311449984492,0.140432145644159,0.0739947987934988,0.742914396871985,0.9992763359892276,0.8979015237066649,NS,FALSE,Concordant Up
GLRX,-0.182875734681708,0.0693575161890472,-0.604850933901778,0.196536600453443,0.8967921472501356,0.9884611977191164,NS,FALSE,Discordant (CRE down / PLA up)
FH,0.10319660812679,0.238848255237961,0.675922880503919,1.34564904781033,0.9319807214291264,0.6729796959874931,NS,FALSE,Concordant Up
HINT1,-0.224307236462273,-0.196474498935892,-1.48705177566598,-1.12038427705627,0.6529368525235228,0.7749662620867134,NS,FALSE,Concordant Down
MYH3,-0.361282039263255,0.363167817854986,-0.522822177443208,0.408770528546014,0.8345204217275933,0.8723098737028995,NS,FALSE,Discordant (CRE down / PLA up)
NIPSNAP2,-0.168930643651642,0.0247659662541864,-1.03651239779225,0.130707151926314,0.8204435276344144,0.9973130407278884,NS,FALSE,Discordant (CRE down / PLA up)
FTH1,0.694283550940096,0.294010038062595,2.54642798229241,0.92754436384046,0.06009456407525671,0.7420569363984801,NS,FALSE,Concordant Up
VDAC2,0.174776828403775,-0.0680101885105096,1.27312192951141,-0.426126098595129,0.7642151783252618,0.9734919462149232,NS,FALSE,Discordant (CRE up / PLA down)
HIST2H2AA3,-0.351393480689737,0.403663985895964,-0.589077733513085,0.582072286223164,0.8162313168078456,0.7945802050904777,NS,FALSE,Discordant (CRE down / PLA up)
ACYP2,0.114654732736337,-0.120550316913953,0.547625759920048,-0.495265697499231,0.9410793200302412,0.944868493915763,NS,FALSE,Discordant (CRE up / PLA down)
