replicate,r_boot
86,-0.32865855476569655
87,-0.29303320741119
88,-0.31333549397889177
89,-0.2577067284382959
90,-0.3805173800715205
91,-0.4140012731191669
92,-0.34317994291499354
93,-0.3342827892093901
94,-0.33133718031136383
95,-0.34250897656552093
96,-0.4172219806876774
97,-0.2606024461184145
98,-0.3491133392625673
99,-0.3736519268559611
100,-0.3036654717483886
101,-0.39698008747940017
102,-0.35184293190426075
103,-0.3184851766558192
104,-0.2797629990001104
105,-0.3216311570663772
106,-0.3540570405246782
107,-0.36955292965543607
108,-0.41227231035785594
109,-0.27858919864426884
110,-0.359356882449467
111,-0.4028133223740909
112,-0.3746554372470289
113,-0.3848252673289309
114,-0.3308113910815447
115,-0.3496332732702988
116,-0.3415438730198652
117,-0.32620572073786386
118,-0.31365895528116866
119,-0.3278345448371877
120,-0.35168745092900866
121,-0.35844814931508484
122,-0.3674742823132455
123,-0.3127880925486872
124,-0.30439440905622056
125,-0.39108839641821785
126,-0.3237939409066739
127,-0.33826341186951664
128,-0.32903765248687006
129,-0.32310904721301326
130,-0.33140314282390015
131,-0.3601734817179038
132,-0.3136651773601556
133,-0.28252497396516424
134,-0.3656023406304461
135,-0.28844609705371377
136,-0.4168891203459598
137,-0.31875086760756155
138,-0.3666091364886465
139,-0.32103360215686766
140,-0.35055704783087654
141,-0.3198242301203332
142,-0.32561069126765985
143,-0.33564025275572695
144,-0.35931642849141904
145,-0.33301522457695276
146,-0.27800132742916506
147,-0.2949475197160646
148,-0.3322340955725124
149,-0.34186114842615317
150,-0.33050604753041846
151,-0.35291347737684275
152,-0.3489188929664697
153,-0.3346519292674962
154,-0.3037908388702736
155,-0.3579519597843
156,-0.3034085025172203
157,-0.32874172034952875
158,-0.3302117766223281
159,-0.3373099779878742
160,-0.3354330415154149
161,-0.32617328165352205
162,-0.25374239217109257
163,-0.34317766022112944
164,-0.343713982524694
165,-0.3446376745855337
166,-0.3349784114635888
167,-0.3500684938472443
168,-0.323099464232627
169,-0.38827545827232907
170,-0.33086976552359826
171,-0.3655837918059272
172,-0.3589596078226748
173,-0.25524533242086406
174,-0.2953457961357249
175,-0.40049548707023663
176,-0.4008236787524882
177,-0.36306960897205215
178,-0.38973921321773086
179,-0.3293818106025498
180,-0.4030675890131106
181,-0.3307263237104822
182,-0.3615422932610204
183,-0.398679827899899
184,-0.3056908784362932
185,-0.35974016942784737
186,-0.3032552966950885
187,-0.3416622973171571
188,-0.37413073692915944
189,-0.34793939406327345
190,-0.3384071513722671
191,-0.37850853010337093
192,-0.3827390397393477
193,-0.2819886124777824
194,-0.2749024039021102
195,-0.3235094123272761
196,-0.3131333741605397
197,-0.32037113950497836
198,-0.28904882788073927
199,-0.3320038928892101
200,-0.35873665592892573
201,-0.3030748190949867
202,-0.2696590979644237
203,-0.3610053146747492
204,-0.2857267981958841
205,-0.36235874949084096
206,-0.3077344919697982
207,-0.33895670580939097
208,-0.3056591384067085
209,-0.3425554755241019
210,-0.30886787380242164
211,-0.35341954099883066
212,-0.3476871917164778
213,-0.32292502273274604
214,-0.3081127511308232
215,-0.3701265920425857
216,-0.2945643299230433
217,-0.3749462342935701
218,-0.4041993501678254
219,-0.2878931094080216
220,-0.3128819497071362
221,-0.3458668905941402
222,-0.3161819349789717
223,-0.362118215361424
224,-0.3380147942070397
225,-0.3502121634294446
226,-0.3585169076421394
227,-0.3422418211800146
228,-0.3164040846474218
229,-0.2959017140478041
230,-0.27806786382385035
231,-0.3088375687031725
232,-0.32112074172332006
233,-0.35674738779016385
234,-0.31144821236862874
235,-0.3843534459482565
236,-0.3837230246924109
237,-0.34477096530687495
238,-0.3031730292699549
239,-0.37700985336314013
240,-0.3720024443861906
241,-0.3548398239916882
242,-0.3100226057675497
243,-0.38373828135888277
244,-0.27222404458431787
245,-0.33744855060134754
246,-0.3238648072145777
247,-0.3503297068863372
248,-0.3033378356797804
249,-0.4001747422073515
250,-0.290328847879923
251,-0.28001104399572035
252,-0.31699447793232355
253,-0.41403245241806513
254,-0.3082878547228529
255,-0.31712541997161836
256,-0.3050853228001188
257,-0.33218014440100735
258,-0.36811237620558684
259,-0.35256422781917796
260,-0.3068060793515215
261,-0.31155921960286886
262,-0.3167652869664728
263,-0.35934659925399554
264,-0.36865248167067244
265,-0.28788095404668135
266,-0.3126766948405156
267,-0.2507487005118684
268,-0.375132810608267
269,-0.35827093679087685
270,-0.35059737879023417
271,-0.33029577716509434
272,-0.34865391393518064
273,-0.35655830028831187
274,-0.38115652268610833
275,-0.33646967202161976
276,-0.3181914124908828
277,-0.33775548383987236
278,-0.33814017662226303
279,-0.2964565001773374
280,-0.29258145073043673
281,-0.3281477685979245
282,-0.3127103068786235
283,-0.3913963264414389
284,-0.3171282752461554
285,-0.322967611173873
286,-0.3466192233722327
287,-0.3816335030571229
288,-0.2955446035753006
289,-0.32030510207330826
290,-0.3598845747790307
291,-0.3628149985321366
292,-0.34743258381630215
293,-0.3149254619012776
294,-0.30204704547864636
295,-0.3586658504406724
296,-0.3758085684383703
297,-0.3567104147391095
298,-0.30898886875537274
299,-0.32277878481017513
300,-0.3366890904326443
301,-0.3787590935471273
