uniprot_id,cluster,membership,gene,phi,reversal_class
Q5VYK3,1,0.9999980998197794,ECPAS,0.1890535719912683,Persistent
Q06278,3,0.9999353179230684,AOX1,0.49302943583519954,Normalized
Q6NUM9,2,0.9999998148617606,RETSAT,0.44085221109709594,Normalized
Q6IAN0,1,0.9971049444184665,DHRS7B,-0.003265479623167849,Persistent
P62081,4,0.5739016978258877,RPS7,0.35480502953414594,Normalized
Q02952,3,0.9999941635490107,AKAP12,-0.07967619581224544,Persistent
P07942,2,0.6315087604668782,LAMB1,0.2680223548879186,Normalized
P08572,2,0.9999999999999785,COL4A2,0.10390801189248523,Persistent
Q13554,1,0.9496592447024962,CAMK2B,0.18155075591417408,Persistent
Q14956,6,0.9999999992954931,GPNMB,-0.36691568583132794,Exacerbated
O95573,1,0.999998231734638,ACSL3,0.4268958127848385,Normalized
Q9UBI6,3,0.9993479695243702,GNG12,0.06615105531451727,Persistent
P55060,5,0.9823344784210335,CSE1L,0.18484024409278005,Persistent
O60749,3,0.983000648537032,SNX2,-0.1753520248828284,Persistent
Q93052,3,0.9999999229432184,LPP,0.004255348310241228,Persistent
Q9Y570,3,0.951729745620346,PPME1,0.20639170710146412,Persistent
P02462,4,0.9999674859364668,COL4A1,0.469084196833073,Normalized
Q9H479,3,0.9972639275140861,FN3K,-0.0010369375395417857,Persistent
Q5TDH0,3,0.9999346155637031,DDI2,0.0430760489665972,Persistent
Q16401,3,0.9758203205481584,PSMD5,0.12442107219684684,Persistent
Q9NTX5,3,0.9999999999998126,ECHDC1,0.030124390562736934,Persistent
Q5JWF2,2,0.9999878445855895,GNAS,0.2623184885746184,Normalized
P11047,3,0.9995155459186574,LAMC1,0.11189656415837818,Persistent
Q9BX66,2,0.9999844698158342,SORBS1,0.3173922443068227,Normalized
P51991,4,0.8056921364069315,HNRNPA3,0.4242354651875525,Normalized
Q9NVD7,3,0.999999996814941,PARVA,0.03851580781428522,Persistent
P83111,5,0.9999998820936433,LACTB,-0.01650488552947726,Persistent
P35637,3,0.5805694511563494,FUS,0.10855504700675075,Persistent
Q15417,3,0.9091345305305303,CNN3,-0.12374300802293316,Persistent
P11182,5,0.9999940034494512,DBT,-0.13438550080106174,Persistent
Q9Y3Z3,6,0.9896727508899815,SAMHD1,0.08157651704909451,Persistent
P62917,4,0.9999999994038049,RPL8,0.40716692615981676,Normalized
Q9Y5Y7,3,0.9993311474857287,LYVE1,0.03351062841561277,Persistent
O60879,1,0.9999298452849709,DIAPH2,0.5916777518013823,Normalized
Q99685,3,0.9999854204955505,MGLL,0.10816154602510367,Persistent
P46821,4,0.9603028408960808,MAP1B,0.6085900506692481,Normalized
O94919,1,0.6717505131058612,ENDOD1,0.31250713126231017,Normalized
Q15019,3,0.9999223937277464,SEPTIN2,-0.1247529644151378,Persistent
P07814,1,0.9999999999783887,EPRS1,0.4650326217833465,Normalized
P50225,3,0.999999995603568,SULT1A1,-0.014730783619096407,Persistent
Q12805,3,0.9999999880650502,EFEMP1,-0.060704021453973474,Persistent
Q9HBL0,4,0.9146870539950364,TNS1,0.3881206704737468,Normalized
Q96CN7,5,0.9999918243059285,ISOC1,-0.18010961103163511,Persistent
O43169,5,0.9999991483666043,CYB5B,0.01191553707599645,Persistent
Q05682,3,0.9914301019901645,CALD1,-0.14383249864595837,Persistent
P36269,3,0.9308371911916907,GGT5,0.35896920993231546,Normalized
P08311,6,0.9999999812442616,CTSG,-0.5677930673967124,Exacerbated
P48507,6,0.9965792901786709,GCLM,0.029962132696232345,Persistent
O60763,5,0.9999999897889406,USO1,-0.012369408242004373,Persistent
P01116,3,0.999999999999818,KRAS,-0.06893453894155663,Persistent
P48059,3,0.9992337107933021,LIMS1,0.0747575653389538,Persistent
Q6GMV3,1,0.8642404219602554,PTRHD1,0.3392179990791076,Normalized
Q13492,3,0.9961922633671868,PICALM,-0.10567054242645339,Persistent
P56211,5,0.9999969494007237,ARPP19,-0.28539130571562704,Exacerbated
O43237,3,0.9951334153654322,DYNC1LI2,0.2877265232205258,Normalized
P52943,3,0.9999999999559037,CRIP2,0.016079869160768145,Persistent
P61158,6,0.9414716363378013,ACTR3,-0.2622953389455297,Exacerbated
Q9ULV4,3,0.8355942689129766,CORO1C,-0.038999144368753735,Persistent
Q9UKU7,5,0.9999997409171255,ACAD8,-0.22039604774209728,Persistent
P55263,2,0.9999992910694352,ADK,0.12374760537576734,Persistent
O60437,6,0.9997909266834986,PPL,NA,Persistent
P98095,3,0.999908012036496,FBLN2,0.06998542637078262,Persistent
P62820,3,0.999940593618239,RAB1A,0.043225812257594906,Persistent
P09668,6,0.9999997892559618,CTSH,-0.1480761660455117,Persistent
P63010,6,0.9949410540398708,AP2B1,-0.24716486582507494,Persistent
Q9NQE9,5,0.9995922560338156,HINT3,0.26969567453211873,Normalized
P07910,3,0.9999918320425998,HNRNPC,-0.12044837662769335,Persistent
Q9Y2R0,1,0.9075947933124452,COA3,0.18583124877761226,Persistent
P61160,3,0.9143873985493935,ACTR2,-0.18290852897085308,Persistent
Q9UBQ0,2,0.9999993932010741,VPS29,0.08248938386881641,Persistent
P83731,4,0.9999999999738228,RPL24,0.6463274451482206,Normalized
Q13838,3,0.9999999916951918,DDX39B,-0.03499964181854948,Persistent
O76003,2,0.9269111238156552,GLRX3,0.1263316091351469,Persistent
Q96D15,6,0.9973871952465589,RCN3,-0.19903027833104034,Persistent
Q86V81,6,0.9522313665131449,ALYREF,0.41718950844104247,Normalized
O43301,3,0.9999972461346349,HSPA12A,0.09462410537198854,Persistent
P54136,1,0.9999999999828469,RARS1,0.34105191794714274,Normalized
Q86U28,5,0.9999999630353564,ISCA2,0.7559143636355127,Normalized
Q16647,6,0.9880059558836453,PTGIS,8.858917685064751e-4,Persistent
Q96GG9,4,0.9999999824440078,DCUN1D1,0.535974038227455,Normalized
Q15293,2,0.5370698705170511,RCN1,0.08972035184378886,Persistent
P35611,3,0.9999999999999899,ADD1,-0.008695211602523921,Persistent
O00423,5,0.9999999880640104,EML1,0.13743263956669557,Persistent
P03905,1,0.9723758133434849,MT-ND4,0.2647474825123851,Normalized
O15400,3,0.9999416294692209,STX7,0.06439999894943903,Persistent
P28289,3,0.999945841150432,TMOD1,-0.2654275951525212,Exacerbated
Q12846,5,0.9953478060110544,STX4,-0.5348724468336054,Exacerbated
Q06124,2,0.9999282880271966,PTPN11,0.14378454077204933,Persistent
Q8N3D4,5,0.520031537052321,EHBP1L1,0.22131978689106868,Persistent
Q5VT66,3,0.989398775414758,MTARC1,0.20656751252508074,Persistent
Q99766,1,0.998196375043443,DMAC2L,-0.01205093987533541,Persistent
Q00341,2,0.99999999892519,HDLBP,0.07307033655587855,Persistent
O15305,6,0.9979050823253124,PMM2,-0.29925337752201525,Exacerbated
Q9UMR2,4,0.9996844372372258,DDX19B,0.6238735742017902,Normalized
Q15942,2,0.9938259818025412,ZYX,0.11140536255398036,Persistent
Q27J81,4,0.9984185500122641,INF2,NA,Persistent
Q8IUX7,6,0.9999999999692837,AEBP1,-0.37202545390685615,Exacerbated
P25685,6,0.58546840256148025,DNAJB1,-0.30026357370016915,Exacerbated
P04350,2,0.999999999961014,TUBB4A,0.5927022815847613,Normalized
P21283,1,0.9999870876977324,ATP6V1C1,NA,Persistent
Q13496,1,0.7307594789617148,MTM1,0.3682249527334377,Normalized
P17900,2,0.873471927180072,GM2A,0.4920435988425477,Normalized
Q9NSK7,5,0.844342640960525,C19orf12,0.8133302956648827,Normalized
Q6P1A2,1,0.9999993406671486,LPCAT3,0.6174158133243853,Normalized
O60237,4,0.9811137421076092,PPP1R12B,-0.03839270534110815,Persistent
P24844,6,0.9997129038488844,MYL9,-0.45243613475286937,Exacerbated
P35221,4,0.9999999909120427,CTNNA1,0.5709926405064217,Normalized
Q687X5,3,0.9999999966883034,STEAP4,-0.3598668879682905,Exacerbated
P23588,2,0.99999991618793,EIF4B,0.3538300609841985,Normalized
O95140,1,0.9999999677147451,MFN2,0.1412952704337127,Persistent
O75122,1,0.8676677259605974,CLASP2,-0.1467840861095262,Persistent
Q13596,2,0.9815536528548223,SNX1,0.09655533437575248,Persistent
P48681,3,0.9994639095241427,NES,-0.019324086253509447,Persistent
P50148,4,0.9973257598126989,GNAQ,0.5306978812714523,Normalized
O43826,1,0.9997605957501403,SLC37A4,0.02092426504861615,Persistent
P84157,3,0.9989881637073218,MXRA7,0.09696337211479725,Persistent
Q7Z434,5,0.9999999942895433,MAVS,0.02196595073277751,Persistent
Q99538,6,0.9884619476030005,LGMN,-0.26924916811614147,Exacerbated
Q96AG3,1,0.9999896318092085,SLC25A46,0.3332711198106575,Normalized
Q9C0C9,6,0.9999251437799607,UBE2O,-0.21110406404513896,Persistent
P16435,4,0.9999987787501784,POR,0.5703828903260169,Normalized
P28906,6,0.9932385254686315,CD34,-0.002628417014406487,Persistent
Q9BVA1,4,0.9997424508022476,TUBB2B,0.3970549359142617,Normalized
P43897,1,0.998991158427274,TSFM,0.5768896905173485,Normalized
Q8TAE6,4,0.9990655045549857,PPP1R14C,0.6489728101341966,Normalized
O00161,3,0.7337375110196145,SNAP23,NA,Persistent
Q9UI12,2,0.9999999999525774,ATP6V1H,0.16568898977604177,Persistent
P08195,3,0.9999812809629547,SLC3A2,0.20967142727265678,Persistent
Q14C86,3,0.9658744486807803,GAPVD1,-0.12087876517511581,Persistent
P46937,2,0.9999999910540097,YAP1,0.16678620821558468,Persistent
Q9BQE3,3,0.9999999969135115,TUBA1C,0.10424705318968425,Persistent
Q96C00,1,0.999845080015185,ZBTB9,0.48116513669361743,Normalized
Q00796,4,0.9999999996186866,SORD,0.5859156039673677,Normalized
Q15717,2,0.9921174185911391,ELAVL1,0.1820371395637462,Persistent
Q06432,1,0.9943670487914162,CACNG1,NA,Persistent
Q9UNF0,4,0.6868115360852911,PACSIN2,0.4011164675691523,Normalized
Q86UT6,1,0.9999997519303526,NLRX1,0.1961944749944117,Persistent
Q15493,2,0.9999999754923179,RGN,-0.15756475497070632,Persistent
Q9UDT6,1,0.9383780060303584,CLIP2,0.10866575808149645,Persistent
P00326,2,0.5772374697397119,ADH1C,0.3026607192896607,Normalized
P42566,6,0.9999999997457412,EPS15,0.10072570004473295,Persistent
Q9GZZ9,3,0.9999620943659101,UBA5,0.1306153095325704,Persistent
Q12955,5,0.9660938031873201,ANK3,0.1507546769620048,Persistent
Q13405,1,0.9998906113846853,MRPL49,0.42166229099017505,Normalized
Q9UK41,1,0.999999999985564,VPS28,0.10865960328957684,Persistent
Q9P0V9,6,0.993797691927494,SEPTIN10,0.4421461389499439,Normalized
Q8WWM9,6,0.9999999999666315,CYGB,0.1848637946232329,Persistent
O75477,3,0.9999999948662516,ERLIN1,NA,Persistent
Q92783,2,0.9447002865668769,STAM,0.03694327821026773,Persistent
Q9ULC3,3,0.9999997878765994,RAB23,-0.3817743167724115,Exacerbated
P33316,3,0.9999999945006501,DUT,NA,Persistent
O00203,2,0.9998643790122554,AP3B1,0.10608483522762649,Persistent
Q86U42,6,0.9999999996434186,PABPN1,NA,Persistent
Q01813,2,0.9999999996866592,PFKP,0.009591278518218919,Persistent
P78356,5,0.999999641126629,PIP4K2B,0.30850704206873253,Normalized
Q5VVQ6,4,0.9588289793294509,YOD1,0.30626307438129735,Normalized
P52594,3,0.9300445450619496,AGFG1,0.11652499629862505,Persistent
Q9Y5Y2,6,0.9642712073243789,NUBP2,-0.7080934493523295,Exacerbated
Q96DV4,1,0.9815938459920273,MRPL38,0.8668048664912167,Normalized
P28330,2,0.9999870316879488,ACADL,0.4828290526710411,Normalized
Q92995,5,0.969901329985798,USP13,NA,Persistent
P53367,2,0.9972429359505173,ARFIP1,0.2531375891999404,Normalized
Q9NX47,1,0.9996979041358202,MARCHF5,0.7517594046190942,Normalized
P53609,6,0.9973026078248589,PGGT1B,NA,Persistent
