pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,Cell Extracellular Matrix Interactions,Reactome,0.849,-1.202,0.9494,0.4855,NS,13
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,Negative Regulation Of Kinase Activity,GO:BP,1.492,-0.558,0.3305,0.999,NS,23
GOBP_REGULATION_OF_CARDIAC_CONDUCTION,Regulation Of Cardiac Conduction,GO:BP,-1.313,0.737,0.501,0.9354,NS,10
GOBP_MICROTUBULE_POLYMERIZATION,Microtubule Polymerization,GO:BP,-0.978,-1.072,0.7868,0.6747,NS,29
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,-0.728,-1.322,0.9791,0.3634,NS,32
GOBP_HIPPO_SIGNALING,Hippo Signaling,GO:BP,-1.211,-0.837,0.5777,0.8866,NS,14
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,-0.838,-1.21,0.9116,0.504,NS,28
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Copii Mediated Vesicle Transport,Reactome,1.248,-0.798,0.5411,0.8661,NS,27
GOBP_RNA_LOCALIZATION,RNA Localization,GO:BP,1.17,-0.876,0.5699,0.8866,NS,49
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,Acetyl Coa Biosynthetic Process,GO:BP,-1.186,0.86,0.6065,0.8708,NS,15
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,Alpha Amino Acid Biosynthetic Process,GO:BP,0.871,-1.174,0.873,0.5621,NS,18
REACTOME_RAF_ACTIVATION,Raf Activation,Reactome,-0.781,1.264,0.9753,0.4241,NS,19
GOBP_REGULATION_OF_BINDING,Regulation Of Binding,GO:BP,-1.372,0.672,0.3958,0.9775,NS,31
GOBP_T_CELL_PROLIFERATION,T Cell Proliferation,GO:BP,1.329,-0.715,0.4469,0.9669,NS,29
GOBP_PROTEIN_SUMOYLATION,Protein Sumoylation,GO:BP,1.12,-0.924,0.6791,0.8073,NS,10
GOBP_LEUKOCYTE_DEGRANULATION,Leukocyte Degranulation,GO:BP,0.892,-1.152,0.8548,0.5979,NS,11
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localization To Nucleus,GO:BP,-0.833,1.211,0.9225,0.4919,NS,30
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,Phenol Containing Compound Metabolic Process,GO:BP,0.629,-1.415,0.9913,0.3385,NS,14
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,0.624,1.42,0.9965,0.3172,NS,18
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,Mitf M Dependent Gene Expression,Reactome,-1.041,1.003,0.7524,0.6546,NS,17
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Response,GO:BP,1.011,-1.032,0.7575,0.7227,NS,18
GOBP_LIPID_MODIFICATION,Lipid Modification,GO:BP,0.508,1.535,1,0.1906,NS,48
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,Gamma Carboxylation Hypusinylation Hydroxylation And Arylsulfatase Activation,Reactome,-1.114,0.929,0.6791,0.7187,NS,16
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Apc C Mediated Degradation Of Cell Cycle Proteins,Reactome,-0.928,1.114,0.8781,0.5271,NS,35
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,1.125,-0.917,0.6388,0.8417,NS,36
GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS,Extracellular Vesicle Biogenesis,GO:BP,-0.955,-1.086,0.8067,0.6747,NS,14
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,Integration Of Energy Metabolism,Reactome,-0.696,-1.345,1,0.2752,NS,37
GOBP_CALCIUM_ION_HOMEOSTASIS,Calcium Ion Homeostasis,GO:BP,-1.29,0.75,0.3958,0.9693,NS,71
GOBP_RESPONSE_TO_RADIATION,Response To Radiation,GO:BP,-1.199,0.841,0.4987,0.9242,NS,74
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,Regulation Of Stress Activated Protein Kinase Signaling Cascade,GO:BP,-1.062,-0.978,0.7199,0.7665,NS,11
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,Mitochondrial Outer Membrane Permeabilization,GO:BP,0.695,1.345,0.9633,0.4041,NS,11
REACTOME_RHOJ_GTPASE_CYCLE,Rhoj Gtpase Cycle,Reactome,0.949,-1.091,0.8443,0.5646,NS,13
REACTOME_GLUCOSE_METABOLISM,Glucose Metabolism,Reactome,-0.798,1.241,0.9753,0.4126,NS,33
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,Lipopolysaccharide Mediated Signaling Pathway,GO:BP,1.259,0.78,0.5489,0.921,NS,11
GOBP_BASE_EXCISION_REPAIR,Base Excision Repair,GO:BP,-1.034,1.004,0.7553,0.7539,NS,10
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-0.926,1.112,0.8548,0.6036,NS,59
REACTOME_MTORC1_MEDIATED_SIGNALLING,mTORC1 Mediated Signalling,Reactome,-0.907,-1.131,0.8781,0.526,NS,13
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Cooperation Of Prefoldin And Tric Cct In Actin And Tubulin Folding,Reactome,0.595,-1.443,1,0.2245,NS,24
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,Regulation Of Bmp Signaling Pathway,GO:BP,-1.472,0.565,0.3828,0.9898,NS,11
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,Myeloid Leukocyte Mediated Immunity,GO:BP,1.021,-1.016,0.7575,0.7306,NS,15
GOBP_BODY_FLUID_SECRETION,Body Fluid Secretion,GO:BP,0.884,-1.153,0.861,0.5996,NS,11
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Monophosphate Biosynthetic Process,GO:BP,-1.448,0.588,0.3828,0.9898,NS,19
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,0.958,-1.078,0.8074,0.6406,NS,44
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Positive Regulation Of Macroautophagy,GO:BP,-1.013,1.022,0.7575,0.7306,NS,30
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Negative Regulation Of Macroautophagy,GO:BP,0.74,1.295,0.9414,0.4553,NS,11
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,Transcriptional Activity Of Smad2 Smad3 Smad4 Heterotrimer,Reactome,0.834,1.201,0.9528,0.4873,NS,11
REACTOME_CYTOPROTECTION_BY_HMOX1,Cytoprotection By Hmox1,Reactome,0.868,1.166,0.9352,0.4988,NS,20
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,G Alpha Q Signalling Events,Reactome,-0.718,-1.316,0.9926,0.3717,NS,17
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,-1.258,-0.775,0.4675,0.9611,NS,47
GOBP_RESPONSE_TO_ALKALOID,Response To Alkaloid,GO:BP,-0.829,1.204,0.9098,0.5225,NS,18
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,-0.74,-1.293,0.9735,0.3124,NS,21
GOBP_ASTROCYTE_DIFFERENTIATION,Astrocyte Differentiation,GO:BP,1.206,-0.826,0.583,0.895,NS,16
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING,Positive Regulation Of Torc1 Signaling,GO:BP,0.87,1.162,0.8674,0.5921,NS,12
GOBP_SKELETAL_MUSCLE_ADAPTATION,Skeletal Muscle Adaptation,GO:BP,0.89,1.141,0.8583,0.6176,NS,14
GOBP_RRNA_PROCESSING,Rrna Processing,GO:BP,1.286,0.744,0.4744,0.9579,NS,33
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME,Protein Localization To Endosome,GO:BP,0.975,-1.055,0.7878,0.7024,NS,10
GOBP_VESICLE_ORGANIZATION,Vesicle Organization,GO:BP,0.992,-1.037,0.7759,0.6931,NS,97
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process,GO:BP,-0.816,1.213,0.9116,0.533,NS,15
REACTOME_DNA_REPLICATION_PRE_INITIATION,DNA Replication Pre Initiation,Reactome,-1.096,0.933,0.6646,0.7187,NS,40
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Cooperation Of Pdcl Phlp1 And Tric Cct In G Protein Beta Folding,Reactome,0.836,-1.193,0.9528,0.4873,NS,16
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,0.763,-1.265,0.9619,0.4128,NS,41
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Regulation Of Tumor Necrosis Factor Mediated Signaling Pathway,GO:BP,0.694,1.334,0.9668,0.4098,NS,13
HALLMARK_SPERMATOGENESIS,Spermatogenesis,Hallmark,-1.275,-0.753,0.4233,0.8778,NS,12
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,Regulation Of Microtubule Polymerization,GO:BP,-0.966,-1.061,0.797,0.6878,NS,24
REACTOME_DOWNSTREAM_TCR_SIGNALING,Downstream Tcr Signaling,Reactome,-1.107,0.92,0.646,0.727,NS,41
GOBP_MITOCHONDRIAL_FISSION,Mitochondrial Fission,GO:BP,0.661,1.365,0.9821,0.3935,NS,12
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT,Central Nervous System Neuron Development,GO:BP,-1.215,0.81,0.5771,0.9016,NS,11
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,Regulation Of Polysaccharide Metabolic Process,GO:BP,1.278,0.747,0.5275,0.9317,NS,12
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,Protein Localization To Synapse,GO:BP,-1.074,0.951,0.7041,0.7969,NS,12
REACTOME_TBC_RABGAPS,Tbc Rabgaps,Reactome,0.934,-1.09,0.8545,0.5667,NS,11
GOBP_NEUROTRANSMITTER_TRANSPORT,Neurotransmitter Transport,GO:BP,-1.086,0.937,0.6862,0.8172,NS,20
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Abeta To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.11,0.8176,0.4812,NS,32
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Htt To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.11,0.8176,0.4812,NS,32
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Scrapie Conformation Prpsc To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.11,0.8176,0.4812,NS,32
GOBP_APPENDAGE_MORPHOGENESIS,Appendage Morphogenesis,GO:BP,1.269,0.754,0.5463,0.9242,NS,10
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,Hematopoietic Or Lymphoid Organ Development,GO:BP,0.607,-1.416,0.9934,0.3634,NS,11
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,1.059,0.964,0.7103,0.6516,NS,34
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,Formation Of The Dystrophin Glycoprotein Complex Dgc,Reactome,-1.43,0.593,0.314,0.9775,NS,22
REACTOME_SUMOYLATION,Sumoylation,Reactome,1.105,-0.917,0.6896,0.7205,NS,18
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Regulation Of Release Of Cytochrome C From Mitochondria,GO:BP,-0.847,1.174,0.8901,0.5819,NS,13
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE,Cellular Hyperosmotic Response,GO:BP,-0.632,1.389,0.9895,0.377,NS,10
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,-0.879,-1.141,0.8911,0.3337,NS,101
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,-0.91,-1.108,0.8451,0.6256,NS,20
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Fatty Acid Catabolic Process,GO:BP,0.767,1.251,0.9619,0.4156,NS,43
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Xenobiotic Metabolic Process,GO:BP,-0.73,-1.288,0.9647,0.4234,NS,23
GOBP_DENDRITE_MORPHOGENESIS,Dendrite Morphogenesis,GO:BP,0.665,-1.353,0.9882,0.3893,NS,17
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,Acidic Amino Acid Transport,GO:BP,-1.391,0.626,0.4454,0.9775,NS,10
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,Processing Of DNA Double Strand Break Ends,Reactome,-1.209,-0.807,0.6029,0.8106,NS,10
GOBP_REGULATION_OF_PHOSPHORYLATION,Regulation Of Phosphorylation,GO:BP,1.123,0.892,0.6099,0.88,NS,82
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Epigenetic Regulation Of Gene Expression,GO:BP,-1.149,-0.866,0.6323,0.8682,NS,24
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-1.158,-0.857,0.6208,0.8793,NS,22
GOBP_OSTEOCLAST_DIFFERENTIATION,Osteoclast Differentiation,GO:BP,-1.387,-0.627,0.4459,0.9775,NS,11
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.245,0.769,0.5267,0.9378,NS,27
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,Neutral Lipid Metabolic Process,GO:BP,0.81,-1.203,0.9295,0.5135,NS,25
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,0.814,-1.198,0.9304,0.5161,NS,28
REACTOME_RHOB_GTPASE_CYCLE,Rhob Gtpase Cycle,Reactome,0.753,-1.258,0.9753,0.4302,NS,12
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Cytochrome Complex Assembly,GO:BP,-1.214,0.796,0.5673,0.9221,NS,18
GOBP_MITOCHONDRION_LOCALIZATION,Mitochondrion Localization,GO:BP,-1.017,0.992,0.7575,0.7636,NS,14
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,Regulation Of Telomere Maintenance,GO:BP,1.364,0.644,0.4318,0.9839,NS,26
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-1.13,0.877,0.6462,0.8664,NS,22
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,Activation Of Nmda Receptors And Postsynaptic Events,Reactome,-0.99,-1.016,0.8223,0.6546,NS,30
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO:BP,1.007,0.998,0.7575,0.7633,NS,20
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,0.944,1.061,0.8368,0.6699,NS,79
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,Cellular Response To External Stimulus,GO:BP,0.84,1.165,0.8912,0.5856,NS,15
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,DNA Damage Response Signal Transduction By p53 Class Mediator,GO:BP,1.127,0.877,0.6588,0.8554,NS,13
GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION,Protein Lipid Complex Organization,GO:BP,0.906,1.098,0.8466,0.6699,NS,13
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,0.831,1.173,0.9229,0.5472,NS,31
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,Response To Nerve Growth Factor,GO:BP,0.772,1.232,0.9357,0.5135,NS,13
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,Primary Alcohol Metabolic Process,GO:BP,-0.751,-1.253,0.9587,0.4571,NS,27
GOBP_LEUKOCYTE_HOMEOSTASIS,Leukocyte Homeostasis,GO:BP,0.632,-1.372,0.9913,0.3669,NS,16
GOSLIM_MICROTUBULE-BASED_MOVEMENT,Microtubule-Based Movement,GO Slim,1.125,-0.878,0.4398,0.9573,NS,54
GOBP_NUCLEOBASE_METABOLIC_PROCESS,Nucleobase Metabolic Process,GO:BP,1.086,-0.917,0.6862,0.8301,NS,19
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,0.864,1.139,0.8791,0.6098,NS,19
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,-0.811,-1.191,0.9271,0.5265,NS,22
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,Regulation Of Microtubule Based Process,GO:BP,-1.045,0.957,0.7116,0.8013,NS,56
REACTOME_METABOLISM_OF_COFACTORS,Metabolism Of Cofactors,Reactome,-0.857,-1.145,0.9352,0.5256,NS,12
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,Non Integrin Membrane Ecm Interactions,Reactome,-0.973,-1.028,0.8296,0.6328,NS,33
GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,Inflammasome Mediated Signaling Pathway,GO:BP,-1.157,0.843,0.6348,0.8767,NS,13
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,Er Nucleus Signaling Pathway,GO:BP,0.992,1.008,0.7715,0.7473,NS,14
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,Positive Regulation Of Proteolysis,GO:BP,0.894,-1.106,0.8776,0.5979,NS,58
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,-1.088,-0.911,0.6388,0.8733,NS,105
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,Protein Localization To Vacuole,GO:BP,0.687,-1.312,0.9893,0.4041,NS,26
GOSLIM_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,GO Slim,1.129,0.869,0.4398,0.9573,NS,59
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,-1.029,0.968,0.7345,0.7872,NS,35
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorrect Protein,GO:BP,-0.826,1.171,0.9221,0.5523,NS,28
REACTOME_MUSCLE_CONTRACTION,Muscle Contraction,Reactome,0.972,1.025,0.8403,0.6344,NS,81
GOBP_EXECUTION_PHASE_OF_APOPTOSIS,Execution Phase Of Apoptosis,GO:BP,1.233,0.761,0.5673,0.9242,NS,13
REACTOME_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Reactome,-0.955,-1.037,0.8594,0.6175,NS,65
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Cell Cycle Phase Transition,GO:BP,0.884,1.107,0.8564,0.6564,NS,12
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,Regulation Of Alpha Beta T Cell Differentiation,GO:BP,0.632,-1.359,0.9895,0.3999,NS,11
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Regulation Of Cellular Response To Growth Factor Stimulus,GO:BP,0.715,-1.276,0.9895,0.3935,NS,44
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,DNA Damage Recognition In Gg Ner,Reactome,-0.962,1.029,0.8385,0.6391,NS,16
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,Cross Presentation Of Soluble Exogenous Antigens Endosomes,Reactome,1.098,0.892,0.6857,0.7502,NS,34
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,-0.74,-1.249,0.9587,0.4668,NS,23
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,Detection Of Abiotic Stimulus,GO:BP,1.363,0.626,0.461,0.9775,NS,15
GOBP_VIRION_ASSEMBLY,Virion Assembly,GO:BP,-1.3,-0.689,0.4893,0.9678,NS,19
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,-0.827,-1.162,0.8911,0.3713,NS,31
GOBP_AUTOPHAGOSOME_ORGANIZATION,Autophagosome Organization,GO:BP,1.124,0.864,0.6477,0.88,NS,27
GOBP_RESPONSE_TO_INTERLEUKIN_1,Response To Interleukin 1,GO:BP,0.854,-1.134,0.8822,0.6127,NS,15
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,Antigen Activates B Cell Receptor Bcr Leading To Generation Of Second Messengers,Reactome,0.991,-0.997,0.8256,0.6546,NS,14
REACTOME_DNA_DAMAGE_BYPASS,DNA Damage Bypass,Reactome,-0.981,1.007,0.8256,0.6546,NS,12
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,Downstream Signaling Events Of B Cell Receptor Bcr,Reactome,-1.113,0.873,0.6301,0.7815,NS,42
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,Cytoskeleton Dependent Intracellular Transport,GO:BP,1.168,-0.818,0.5826,0.9242,NS,39
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,Negative Regulation Of Catabolic Process,GO:BP,0.969,1.017,0.8053,0.7255,NS,93
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,Metabolism Of Amino Acids And Derivatives,Reactome,1.105,0.88,0.6029,0.8427,NS,187
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Antigen Processing Ub ATP Independent Proteasomal Degradation,Reactome,-0.82,-1.165,0.9595,0.4988,NS,16
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,Protein Transmembrane Import Into Intracellular Organelle,GO:BP,0.758,1.226,0.9414,0.5071,NS,17
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,1.026,-0.957,0.7492,0.8008,NS,49
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Organization,GO:BP,0.95,-1.033,0.8187,0.7155,NS,24
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,1.079,-0.903,0.6862,0.847,NS,28
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,-1.057,-0.925,0.7177,0.8213,NS,21
GOBP_RUFFLE_ORGANIZATION,Ruffle Organization,GO:BP,-0.891,-1.091,0.8548,0.67,NS,15
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Positive Regulation Of Response To Biotic Stimulus,GO:BP,0.995,-0.986,0.7715,0.7664,NS,80
GOBP_REGULATION_OF_INSULIN_SECRETION,Regulation Of Insulin Secretion,GO:BP,-1.419,-0.561,0.3604,0.999,NS,36
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational Protein Modification,GO:BP,-1.21,-0.77,0.5446,0.9485,NS,31
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,GO:BP,-1.107,-0.873,0.6441,0.8806,NS,37
GOBP_NEURON_CELLULAR_HOMEOSTASIS,Neuron Cellular Homeostasis,GO:BP,-1.01,0.97,0.7575,0.7824,NS,15
REACTOME_CA_DEPENDENT_EVENTS,Ca Dependent Events,Reactome,-1.058,0.922,0.7503,0.7187,NS,11
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,Regulation Of Regulated Secretory Pathway,GO:BP,-1.098,0.881,0.6862,0.8554,NS,10
REACTOME_MAP2K_AND_MAPK_ACTIVATION,Map2k And Mapk Activation,Reactome,0.942,-1.035,0.8525,0.6328,NS,20
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,Neurotransmitter Receptors And Postsynaptic Signal Transmission,Reactome,0.847,-1.13,0.9607,0.4988,NS,45
GOBP_CARDIAC_CONDUCTION,Cardiac Conduction,GO:BP,-1.235,-0.741,0.5401,0.9584,NS,26
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,Negative Regulation Of Molecular Function,GO:BP,1.033,-0.943,0.7345,0.823,NS,75
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,1.057,-0.918,0.7162,0.8361,NS,29
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,Multicellular Organismal Response To Stress,GO:BP,0.93,1.045,0.8264,0.7113,NS,18
GOSLIM_VITAMIN_METABOLIC_PROCESS,Vitamin Metabolic Process,GO Slim,1.186,-0.787,0.4398,0.9975,NS,26
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Organization,GO:BP,-1.014,0.958,0.7575,0.8007,NS,48
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process,GO:BP,0.893,1.079,0.8615,0.6747,NS,22
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,Amyloid Beta Metabolic Process,GO:BP,0.77,-1.202,0.9392,0.5225,NS,17
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,-1.018,-0.954,0.7271,0.6516,NS,36
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-1.083,0.888,0.6862,0.8574,NS,20
REACTOME_ENOS_ACTIVATION,Enos Activation,Reactome,1.062,-0.909,0.7503,0.7187,NS,10
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,0.729,-1.241,0.9913,0.3904,NS,68
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,-0.947,1.022,0.8203,0.728,NS,33
