pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Reactive Oxygen Species Pathway,Hallmark,0.972,-1.52,0.7552,0.1144,NS,28
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,Positive Regulation Of Interleukin 6 Production,GO:BP,1.186,-1.304,0.6307,0.4507,NS,10
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,DNA Double Strand Break Repair,Reactome,-1.379,1.111,0.39,0.5425,NS,18
GOSLIM_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO Slim,1.504,0.984,0.06016,0.7708,NS,116
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Positive Regulation Of Cell Junction Assembly,GO:BP,1.146,-1.342,0.6441,0.4024,NS,13
GOBP_MEMBRANE_FISSION,Membrane Fission,GO:BP,-1.316,1.171,0.4614,0.5615,NS,22
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Cell Cycle Phase Transition,GO:BP,-1.054,1.433,0.7041,0.2588,NS,41
GOBP_MIDBRAIN_DEVELOPMENT,Midbrain Development,GO:BP,1.602,-0.884,0.2245,0.8608,NS,28
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,Branched Chain Amino Acid Metabolic Process,GO:BP,-1.572,0.913,0.2656,0.8371,NS,21
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS,Polysaccharide Catabolic Process,GO:BP,0.871,1.614,0.8674,0.2161,NS,12
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,Phase Ii Conjugation Of Compounds,Reactome,1.28,-1.205,0.4755,0.4261,NS,33
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plasma Membrane,GO:BP,1.458,-1.027,0.3353,0.7255,NS,36
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,Sphingolipid Biosynthetic Process,GO:BP,-1.502,0.983,0.3572,0.773,NS,10
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,Regulation Of Neurotransmitter Transport,GO:BP,-1.242,1.242,0.5526,0.5051,NS,13
REACTOME_PTEN_REGULATION,Pten Regulation,Reactome,-1.2,1.284,0.5411,0.3444,NS,48
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,-1.319,1.164,0.4614,0.5626,NS,26
GOBP_RESPONSE_TO_INTERLEUKIN_7,Response To Interleukin 7,GO:BP,1.141,-1.341,0.6553,0.4129,NS,11
GOBP_INTRACELLULAR_PH_REDUCTION,Intracellular Ph Reduction,GO:BP,-0.745,-1.736,0.9449,0.1574,NS,13
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,Signaling By Nuclear Receptors,Reactome,1.134,-1.347,0.6273,0.2419,NS,55
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,Retrograde Vesicle Mediated Transport Golgi To Endoplasmic Reticulum,GO:BP,1.896,-0.584,0.06704,0.9878,NS,15
REACTOME_PROTEIN_UBIQUITINATION,Protein Ubiquitination,Reactome,-1.449,1.031,0.2839,0.6328,NS,23
REACTOME_ESR_MEDIATED_SIGNALING,Esr Mediated Signaling,Reactome,1.148,-1.332,0.6272,0.295,NS,33
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,Response To Increased Oxygen Levels,GO:BP,1.113,-1.366,0.6818,0.3935,NS,11
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Positive Regulation Of Neuron Projection Development,GO:BP,0.799,-1.68,0.9304,0.1551,NS,24
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,1.07,-1.408,0.6824,0.2155,NS,92
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,1.099,-1.375,0.6696,0.3173,NS,33
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.496,0.976,0.1697,0.7872,NS,117
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Positive Regulation Of Myeloid Cell Differentiation,GO:BP,1.113,-1.358,0.67490000000000006,0.3807,NS,16
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,Neural Precursor Cell Proliferation,GO:BP,1.089,-1.382,0.6862,0.3693,NS,14
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,Triglyceride Metabolic Process,GO:BP,1.1,-1.37,0.6791,0.3668,NS,22
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,Branched Chain Amino Acid Catabolism,Reactome,-1.501,0.968,0.2542,0.6766,NS,18
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,-1.057,-1.41,0.6883,0.2411,NS,66
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway,GO:BP,-0.876,-1.586,0.873,0.2155,NS,24
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogenesis,GO:BP,1.042,-1.42,0.726,0.2872,NS,35
REACTOME_MITOPHAGY,Mitophagy,Reactome,-1.079,1.383,0.7007,0.3009,NS,19
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,Response To Amino Acid Starvation,GO:BP,-1.44,1.019,0.3963,0.7338,NS,12
REACTOME_RHOQ_GTPASE_CYCLE,Rhoq Gtpase Cycle,Reactome,1.459,-0.999,0.3352,0.6546,NS,14
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,-1.692,0.765,0.1602,0.9566,NS,43
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,1.434,-1.023,0.3655,0.7255,NS,27
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,Lipoprotein Metabolic Process,GO:BP,1.136,-1.321,0.6441,0.4041,NS,19
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,Regulation Of Mrna Splicing Via Spliceosome,GO:BP,1.106,-1.351,0.6588,0.3574,NS,29
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,Apoptotic Mitochondrial Changes,GO:BP,-0.939,1.517,0.8272,0.206,NS,40
REACTOME_CIRCADIAN_CLOCK,Circadian Clock,Reactome,-1.16,1.296,0.5922,0.3335,NS,42
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,1.284,-1.171,0.479,0.5335,NS,31
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,Nucleotide Excision Repair,Reactome,-1.402,1.051,0.3352,0.6175,NS,25
GOSLIM_NUCLEOCYTOPLASMIC_TRANSPORT,Nucleocytoplasmic Transport,GO Slim,1.247,-1.204,0.2788,0.3526,NS,83
GOBP_CELL_FATE_COMMITMENT,Cell Fate Commitment,GO:BP,-1.127,-1.323,0.6498,0.4089,NS,17
REACTOME_ION_HOMEOSTASIS,Ion Homeostasis,Reactome,-1.451,0.998,0.2823,0.6546,NS,25
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,Transcriptional Regulation By Tp53,Reactome,-1.125,1.324,0.6029,0.2586,NS,73
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Negative Regulation Of Nervous System Development,GO:BP,1.32,-1.126,0.4958,0.6302,NS,12
GOBP_PROTEIN_DEACYLATION,Protein Deacylation,GO:BP,-0.816,1.63,0.9116,0.1906,NS,14
GOBP_REGULATION_OF_HEART_GROWTH,Regulation Of Heart Growth,GO:BP,1.594,-0.851,0.2857,0.8678,NS,11
GOBP_GRANULOCYTE_MIGRATION,Granulocyte Migration,GO:BP,1.254,-1.191,0.5176,0.5225,NS,27
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,Actin Mediated Cell Contraction,GO:BP,-1.069,1.376,0.6862,0.3173,NS,38
REACTOME_GPER1_SIGNALING,Gper1 Signaling,Reactome,0.753,-1.692,0.9753,0.1088,NS,14
GOBP_NADH_METABOLIC_PROCESS,NADH Metabolic Process,GO:BP,-1.284,1.16,0.4888,0.5621,NS,28
GOBP_ORGANIC_ANION_TRANSPORT,Organic Anion Transport,GO:BP,1.144,1.3,0.5905,0.3574,NS,58
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,Fatty Acid Derivative Biosynthetic Process,GO:BP,-0.863,-1.578,0.8794,0.2215,NS,16
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT,Regulation Of D Glucose Transmembrane Transport,GO:BP,-1.197,1.243,0.5826,0.4803,NS,17
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Steroid Biosynthetic Process,GO:BP,-1.43,-1.009,0.351,0.7433,NS,37
GOBP_NEUTROPHIL_MIGRATION,Neutrophil Migration,GO:BP,1.128,-1.311,0.6441,0.4069,NS,23
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION,Regulation Of Neurotransmitter Secretion,GO:BP,-1.135,1.304,0.6566,0.4465,NS,10
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway,GO:BP,-1.48,0.958,0.3828,0.7916,NS,11
GOBP_REGULATION_OF_VASOCONSTRICTION,Regulation Of Vasoconstriction,GO:BP,-1.008,-1.429,0.7575,0.3483,NS,11
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum,GO:BP,-1.585,0.851,0.2656,0.8827,NS,20
GOBP_EPIDERMIS_DEVELOPMENT,Epidermis Development,GO:BP,0.978,-1.457,0.7831,0.2409,NS,40
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,Oxidative Stress Induced Senescence,Reactome,-1.21,1.225,0.5922,0.4655,NS,15
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,0.865,-1.569,0.9205,0.109,NS,83
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT,Late Endosome To Lysosome Transport,GO:BP,-1.375,1.058,0.4569,0.7104,NS,11
GOBP_RECEPTOR_METABOLIC_PROCESS,Receptor Metabolic Process,GO:BP,1.54,-0.892,0.3233,0.8484,NS,15
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Multi Multicellular Organism Process,GO:BP,1.052,-1.38,0.718,0.3152,NS,37
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,0.918,-1.514,0.8446,0.2376,NS,23
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,1.209,1.222,0.4614,0.3893,NS,129
REACTOME_CARDIAC_CONDUCTION,Cardiac Conduction,Reactome,-1.673,0.757,0.08634,0.8892,NS,29
GOBP_MRNA_EXPORT_FROM_NUCLEUS,Mrna Export From Nucleus,GO:BP,0.968,-1.461,0.7889,0.3053,NS,15
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Non Canonical Nf Kappab Signal Transduction,GO:BP,1.468,-0.961,0.3923,0.7821,NS,11
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Mitotic Cell Cycle Phase Transition,GO:BP,-1.007,1.421,0.7575,0.2963,NS,31
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Positive Regulation Of Vasculature Development,GO:BP,0.978,-1.45,0.783,0.2838,NS,29
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,Positive Regulation Of Response To Wounding,GO:BP,-0.804,-1.624,0.923,0.2179,NS,12
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,Response To Epidermal Growth Factor,GO:BP,1.204,-1.222,0.5851,0.5135,NS,14
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,-1.18,1.244,0.5826,0.4588,NS,28
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,1.232,-1.191,0.4615,0.4226,NS,93
REACTOME_HCMV_EARLY_EVENTS,Hcmv Early Events,Reactome,0.977,-1.445,0.8285,0.2289,NS,22
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,GO:BP,1.519,0.903,0.1697,0.8682,NS,95
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,0.886,1.535,0.873,0.2179,NS,28
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,1.4,-1.018,0.3353,0.7227,NS,62
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,1.262,-1.156,0.4972,0.5674,NS,31
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transition,GO:BP,1.079,1.339,0.6888,0.3823,NS,19
GOBP_REGULATION_OF_MRNA_PROCESSING,Regulation Of Mrna Processing,GO:BP,1.209,-1.207,0.5536,0.4919,NS,31
GOBP_NUTRIENT_STORAGE,Nutrient Storage,GO:BP,0.937,-1.479,0.8187,0.2872,NS,17
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,Striated Muscle Cell Apoptotic Process,GO:BP,-0.866,1.549,0.8751,0.2498,NS,11
HALLMARK_PEROXISOME,Peroxisome,Hallmark,-1.335,-1.08,0.2805,0.4626,NS,44
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Canonical Nf Kappab Signal Transduction,GO:BP,1.285,-1.129,0.4551,0.5534,NS,61
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,Organophosphate Ester Transport,GO:BP,1.136,-1.278,0.6441,0.4309,NS,24
GOSLIM_DIGESTION,Digestion,GO Slim,1.17,-1.242,0.4398,0.4036,NS,15
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,-1.512,-0.9,0.2986,0.8554,NS,30
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Regulation Of Actomyosin Structure Organization,GO:BP,1.306,-1.106,0.4744,0.6352,NS,24
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,Apoptotic Cleavage Of Cellular Proteins,Reactome,1.396,-1.015,0.39,0.6546,NS,14
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,1.068,-1.342,0.6974,0.3634,NS,30
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Negative Regulation Of Immune Effector Process,GO:BP,1.161,-1.248,0.6323,0.4802,NS,17
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH,Reference Promotion Of Microtubule Growth,KEGG,0.769,-1.64,0.9732,0.06,NS,15
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,Foxo Mediated Transcription,Reactome,1.283,-1.126,0.5411,0.5275,NS,11
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,Reactome,1.34,-1.068,0.3851,0.5722,NS,36
GOBP_AMINO_ACID_ACTIVATION,Amino Acid Activation,GO:BP,0.829,1.579,0.923,0.1848,NS,30
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,Positive Regulation Of Smooth Muscle Cell Proliferation,GO:BP,1.514,0.893,0.3572,0.847,NS,10
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Regulation Of Telomere Maintenance Via Telomere Lengthening,GO:BP,1.33,-1.077,0.4792,0.679,NS,16
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Positive Regulation Of Receptor Mediated Endocytosis,GO:BP,1.492,-0.914,0.3656,0.823,NS,12
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,Ncam Signaling For Neurite Out Growth,Reactome,0.992,-1.414,0.8256,0.2813,NS,17
GOBP_EXOCYTOSIS,Exocytosis,GO:BP,-1.09,-1.315,0.6536,0.3385,NS,58
GOBP_SMOOTH_MUSCLE_CONTRACTION,Smooth Muscle Contraction,GO:BP,-1.122,-1.283,0.6536,0.4468,NS,17
REACTOME_RSV_HOST_INTERACTIONS,Rsv Host Interactions,Reactome,0.979,-1.426,0.8256,0.295,NS,12
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,Aspartate Family Amino Acid Metabolic Process,GO:BP,-1.088,1.315,0.6862,0.4089,NS,17
GOBP_REGULATION_OF_EXOSOMAL_SECRETION,Regulation Of Exosomal Secretion,GO:BP,-1.173,-1.229,0.6249,0.5146,NS,12
GOBP_RESPONSE_TO_FUNGUS,Response To Fungus,GO:BP,1.119,-1.283,0.6656,0.4493,NS,13
GOBP_DIGESTION,Digestion,GO:BP,1.161,-1.238,0.638,0.496,NS,15
GOBP_ENDOCRINE_PROCESS,Endocrine Process,GO:BP,0.965,-1.434,0.7912,0.3385,NS,12
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,Regulation Of Actin Filament Based Movement,GO:BP,-1.249,1.148,0.5463,0.6046,NS,13
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY,Regulation Of Mitotic Spindle Assembly,GO:BP,-0.992,1.405,0.7699,0.3634,NS,12
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,Rho Gtpases Activate Formins,Reactome,1.315,-1.082,0.3982,0.5534,NS,41
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Regulation Of Actin Filament Bundle Assembly,GO:BP,1.346,-1.049,0.4454,0.6978,NS,26
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,Cellular Response To Interleukin 1,GO:BP,1.12,-1.275,0.6752,0.4742,NS,11
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,Regulation Of Response To Wounding,GO:BP,-0.656,-1.739,0.9973,0.1097,NS,33
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,Inorganic Ion Import Across Plasma Membrane,GO:BP,-1.627,0.767,0.2235,0.9242,NS,11
GOBP_MEMBRANE_REPOLARIZATION,Membrane Repolarization,GO:BP,-1.576,-0.817,0.2965,0.9026,NS,14
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,Positive Regulation Of Chromosome Organization,GO:BP,1.51,-0.883,0.3157,0.8574,NS,21
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,Metabolism Of Water Soluble Vitamins And Cofactors,Reactome,1.032,-1.361,0.7658,0.2586,NS,42
GOBP_TISSUE_HOMEOSTASIS,Tissue Homeostasis,GO:BP,1.133,-1.259,0.6353,0.4156,NS,35
REACTOME_RHOG_GTPASE_CYCLE,Rhog Gtpase Cycle,Reactome,0.924,-1.468,0.876,0.1935,NS,28
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Regulation Of Transmembrane Transport,GO:BP,-1.497,0.894,0.1772,0.8802,NS,95
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion,GO:BP,-1.501,0.89,0.3572,0.8554,NS,15
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,Modified Amino Acid Metabolic Process,GO:BP,-1.106,-1.285,0.6388,0.3669,NS,58
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY,Pathogen Escherichia Espt To Rac Signaling Pathway,KEGG,1.656,-0.734,0.1063,0.8718,NS,11
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Tumor Necrosis Factor Superfamily Cytokine Production,GO:BP,1.255,-1.134,0.5156,0.5921,NS,25
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Monoatomic Ion Transmembrane Transport,GO:BP,-1.613,-0.775,0.1309,0.9693,NS,71
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,Positive Regulation Of Telomere Maintenance,GO:BP,1.453,-0.934,0.3828,0.8072,NS,20
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Process,GO:BP,-1.184,1.203,0.501,0.4495,NS,82
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,Response To Xenobiotic Stimulus,GO:BP,-1.037,-1.35,0.7207,0.2748,NS,87
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Regulation Of Carbohydrate Biosynthetic Process,GO:BP,-0.945,1.442,0.8187,0.2872,NS,24
REACTOME_RHOBTB2_GTPASE_CYCLE,Rhobtb2 Gtpase Cycle,Reactome,1.65,-0.737,0.1249,0.8892,NS,18
GOBP_REGULATION_OF_CILIUM_ASSEMBLY,Regulation Of Cilium Assembly,GO:BP,1.361,-1.024,0.4614,0.7255,NS,12
GOBP_DEVELOPMENTAL_CELL_GROWTH,Developmental Cell Growth,GO:BP,1.089,-1.296,0.6791,0.3823,NS,37
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,1.005,-1.379,0.7576,0.3634,NS,19
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,Translation Of Sars Cov 2 Structural Proteins,Reactome,1.653,-0.731,0.1218,0.8892,NS,17
GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION,Embryonic Epithelial Tube Formation,GO:BP,-0.741,-1.641,0.9468,0.2019,NS,12
GOBP_NEURAL_TUBE_FORMATION,Neural Tube Formation,GO:BP,-0.741,-1.641,0.9468,0.2019,NS,12
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,Protein N Linked Glycosylation,GO:BP,1.551,0.831,0.3157,0.8827,NS,13
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,Positive Regulation Of DNA Biosynthetic Process,GO:BP,1.363,-1.019,0.4614,0.7306,NS,13
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,Polysaccharide Biosynthetic Process,GO:BP,0.823,1.559,0.9116,0.2179,NS,18
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,Ub Specific Processing Proteases,Reactome,-1.03,1.351,0.7524,0.2606,NS,54
GOBP_IRON_ION_TRANSPORT,Iron Ion Transport,GO:BP,1.684,-0.696,0.2182,0.9628,NS,16
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS,Phosphatidylcholine Metabolic Process,GO:BP,1.283,1.097,0.5267,0.67,NS,11
GOBP_PEPTIDYL_THREONINE_MODIFICATION,Peptidyl Threonine Modification,GO:BP,-1.364,1.015,0.4614,0.7433,NS,10
GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION,Peptidyl Threonine Phosphorylation,GO:BP,-1.364,1.015,0.4614,0.7433,NS,10
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Regulation Of Protein Import Into Nucleus,GO:BP,1.223,-1.156,0.5594,0.5693,NS,20
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,Cell Adhesion Mediated By Integrin,GO:BP,0.777,-1.6,0.9304,0.2346,NS,10
REACTOME_RHOC_GTPASE_CYCLE,Rhoc Gtpase Cycle,Reactome,1.275,-1.102,0.5312,0.5425,NS,19
GOBP_MUSCLE_HYPERTROPHY,Muscle Hypertrophy,GO:BP,1.356,1.02,0.4318,0.7338,NS,29
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Regulation Of Mrna Catabolic Process,GO:BP,1.421,-0.955,0.3655,0.8008,NS,39
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,Epithelial To Mesenchymal Transition,GO:BP,1.142,-1.234,0.6441,0.4959,NS,17
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,Regulation Of Epithelial Cell Migration,GO:BP,1.426,-0.949,0.4318,0.7905,NS,11
GOBP_NUCLEAR_EXPORT,Nuclear Export,GO:BP,1.052,-1.323,0.711,0.3514,NS,42
GOBP_ACUTE_INFLAMMATORY_RESPONSE,Acute Inflammatory Response,GO:BP,0.914,-1.46,0.8407,0.3034,NS,18
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,Regulation Of Membrane Permeability,GO:BP,-1.113,1.261,0.6591,0.4549,NS,22
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Transmembrane Transport,GO:BP,-1.277,1.095,0.4944,0.6575,NS,22
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,Protein Insertion Into Membrane,GO:BP,1.319,1.052,0.5002,0.7113,NS,10
GOBP_REGULATION_OF_BLOOD_PRESSURE,Regulation Of Blood Pressure,GO:BP,1.081,-1.29,0.6862,0.4041,NS,29
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Monosaccharide Catabolic Process,GO:BP,-0.926,1.444,0.8333,0.2861,NS,24
GOBP_MYOTUBE_CELL_DEVELOPMENT,Myotube Cell Development,GO:BP,0.89,-1.48,0.8548,0.2939,NS,15
GOBP_PROTEIN_PROCESSING,Protein Processing,GO:BP,1.404,-0.965,0.3572,0.7916,NS,46
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,Positive Regulation Of Cytokine Production Involved In Immune Response,GO:BP,1.314,-1.055,0.4972,0.7014,NS,13
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Negative Regulation Of Erk1 And Erk2 Cascade,GO:BP,-1.239,1.13,0.5563,0.6307,NS,11
GOBP_INTERLEUKIN_1_PRODUCTION,Interleukin 1 Production,GO:BP,1.387,-0.979,0.4424,0.7677,NS,15
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,-1.376,0.99,0.3958,0.7676,NS,31
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production,GO:BP,1.2,-1.166,0.5849,0.574,NS,18
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Cytosolic Trna Aminoacylation,Reactome,0.787,1.578,0.9753,0.1457,NS,23
