gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
GPT2,-0.4075,-0.2975,0.641687,0.839261,0.984315,NS,Concordant Down,TRUE
TTR,0.3574,-0.3472,0.793648,0.812228,0.509409,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFAB1,-0.0818,0.6223,0.976374,0.095759,0.138964,NS,Discordant (CRE Down / PLA Up),FALSE
DTD1,-0.6327,0.071,0.074253,0.985746,0.17437,NS,Discordant (CRE Down / PLA Up),TRUE
RUVBL1,0.4383,-0.2647,0.482785,0.803765,0.257175,NS,Discordant (CRE Up / PLA Down),TRUE
PARP1,-0.3553,0.3473,0.466656,0.508027,0.096081,NS,Discordant (CRE Down / PLA Up),TRUE
RBM8A,0.355,-0.3476,0.639545,0.672712,0.265389,NS,Discordant (CRE Up / PLA Down),TRUE
IDH1,0.0339,-0.6682,0.996744,0.105086,0.204339,NS,Discordant (CRE Up / PLA Down),FALSE
GSTZ1,-0.2903,0.4112,0.769448,0.598153,0.301492,NS,Discordant (CRE Down / PLA Up),TRUE
SEPTIN7,0.4315,-0.2695,0.462828,0.781209,0.227506,NS,Discordant (CRE Up / PLA Down),FALSE
RRAS,-0.2119,-0.4882,0.868274,0.398071,0.849288,NS,Concordant Down,FALSE
SF3B2,-0.3979,-0.3021,0.657048,0.789776,0.986526,NS,Concordant Down,TRUE
RPS11,-0.4874,-0.2118,0.331925,0.865891,0.8368,NS,Concordant Down,TRUE
CES2,0.1386,0.5603,0.944026,0.327988,0.670479,NS,Concordant Up,TRUE
VDAC1,-0.2,0.4983,0.868638,0.327573,0.205782,NS,Discordant (CRE Down / PLA Up),FALSE
MAP3K20,-0.5201,-0.1782,0.359617,0.923575,0.792967,NS,Concordant Down,TRUE
CSNK2B,-0.4585,0.2397,0.281213,0.772909,0.125511,NS,Discordant (CRE Down / PLA Up),TRUE
NCK1,-0.1307,0.5666,0.973166,0.51835,0.507608,NS,Discordant (CRE Down / PLA Up),TRUE
SLMAP,-0.2764,-0.4203,0.688384,0.472138,0.951643,NS,Concordant Down,TRUE
EMD,-0.6587,0.0379,0.205708,0.996738,0.317703,NS,Discordant (CRE Down / PLA Up),TRUE
GPD1L,-0.333,0.363,0.705077,0.665315,0.301226,NS,Discordant (CRE Down / PLA Up),FALSE
NOL3,-0.2639,0.432,0.781258,0.490297,0.239035,NS,Discordant (CRE Down / PLA Up),TRUE
LMAN2,0.1185,0.5763,0.942991,0.128792,0.464676,NS,Concordant Up,TRUE
P4HB,0.2263,-0.4683,0.767847,0.241812,0.099319,NS,Discordant (CRE Up / PLA Down),FALSE
PHYKPL,0.2616,-0.433,0.654653,0.337686,0.09626,NS,Discordant (CRE Up / PLA Down),TRUE
TMEM65,-0.0664,0.6273,0.989033,0.442543,0.434769,NS,Discordant (CRE Down / PLA Up),TRUE
CAND2,-0.5136,0.1799,0.30598,0.910084,0.247401,NS,Discordant (CRE Down / PLA Up),TRUE
SNX12,-0.1759,-0.5173,0.926188,0.41416,0.80437,NS,Concordant Down,TRUE
RAB12,-0.5072,-0.1852,0.138412,0.859542,0.688183,NS,Concordant Down,TRUE
AGT,0.3874,0.3041,0.717574,0.830901,0.991667,NS,Concordant Up,FALSE
ACACB,0.5155,-0.176,0.332448,0.932015,0.321738,NS,Discordant (CRE Up / PLA Down),TRUE
ABHD11,-0.0888,0.6027,0.982753,0.295506,0.351481,NS,Discordant (CRE Down / PLA Up),TRUE
AP1G1,0.0716,-0.6199,0.984972,0.503864,0.462176,NS,Discordant (CRE Up / PLA Down),TRUE
GCN1,0.0016,0.6895,0.999995,0.335785,0.460205,NS,Concordant Up,TRUE
COL18A1,0.0417,-0.6488,0.995054,0.125363,0.221451,NS,Discordant (CRE Up / PLA Down),TRUE
KCTD12,0.4707,-0.2195,0.390829,0.865199,0.256695,NS,Discordant (CRE Up / PLA Down),TRUE
PLEC,0.3985,0.2914,0.576265,0.77356,0.980033,NS,Concordant Up,FALSE
TMOD1,0.5272,0.1616,0.496793,0.950649,0.820611,NS,Concordant Up,TRUE
SCAMP3,-0.1087,-0.5785,0.967299,0.353379,0.626323,NS,Concordant Down,TRUE
H2BC4,0.1734,-0.5136,0.954019,0.616131,0.539741,NS,Discordant (CRE Up / PLA Down),FALSE
LSS,-0.3562,-0.3303,0.457451,0.5298,0.998232,NS,Concordant Down,TRUE
NUP93,0.0516,-0.6344,0.992585,0.372235,0.384819,NS,Discordant (CRE Up / PLA Down),TRUE
GPS1,-0.2841,0.4015,0.702452,0.480971,0.183692,NS,Discordant (CRE Down / PLA Up),FALSE
ITGB1,0.0877,-0.5971,0.979777,0.238161,0.284372,NS,Discordant (CRE Up / PLA Down),FALSE
NIPSNAP3B,-0.4975,0.1871,0.470354,0.93187,0.405843,NS,Discordant (CRE Down / PLA Up),TRUE
GLUD1,0.4762,-0.2079,0.304467,0.848603,0.181951,NS,Discordant (CRE Up / PLA Down),FALSE
RRAGC,-0.5052,0.1785,0.258322,0.939323,0.349253,NS,Discordant (CRE Down / PLA Up),TRUE
ACSL3,-0.045,0.6371,0.994045,0.137544,0.224545,NS,Discordant (CRE Down / PLA Up),TRUE
CAPZB,0.5101,0.172,0.333414,0.916342,0.770023,NS,Concordant Up,FALSE
MYCBP,-0.6029,0.0787,0.230165,0.978982,0.241361,NS,Discordant (CRE Down / PLA Up),TRUE
ERP29,0.1751,0.5056,0.866573,0.227817,0.696142,NS,Concordant Up,TRUE
MTDH,0.3368,-0.3426,0.497801,0.614749,0.163214,NS,Discordant (CRE Up / PLA Down),TRUE
RO60,0.1838,0.4954,0.90759,0.469978,0.830917,NS,Concordant Up,TRUE
ATP5PD,-0.1355,0.5419,0.940979,0.248551,0.223709,NS,Discordant (CRE Down / PLA Up),FALSE
LPP,0.3769,-0.3005,0.574062,0.738438,0.265759,NS,Discordant (CRE Up / PLA Down),TRUE
APOOL,-0.195,0.4819,0.893929,0.442452,0.306697,NS,Discordant (CRE Down / PLA Up),TRUE
DNAJB4,0.2693,0.4074,0.819748,0.639283,0.97061,NS,Concordant Up,TRUE
MOB1A,-0.34,0.3365,0.590972,0.808162,0.408395,NS,Discordant (CRE Down / PLA Up),TRUE
SYNCRIP,0.4951,0.1808,0.074678,0.802554,0.59728,NS,Concordant Up,FALSE
NUBPL,-0.4448,0.2311,0.461974,0.879684,0.340158,NS,Discordant (CRE Down / PLA Up),TRUE
KLHL40,-0.1244,0.5513,0.971234,0.506044,0.479299,NS,Discordant (CRE Down / PLA Up),TRUE
STT3B,0.1902,0.4843,0.955233,0.630757,0.915831,NS,Concordant Up,TRUE
HLA-A,0.4299,-0.2445,0.37298,0.778633,0.174168,NS,Discordant (CRE Up / PLA Down),FALSE
PRKG1,-0.566,0.1079,0.310165,0.974659,0.359648,NS,Discordant (CRE Down / PLA Up),TRUE
IGFBP5,0.5677,-0.106,0.228598,0.971976,0.290358,NS,Discordant (CRE Up / PLA Down),TRUE
NAA10,0.5667,0.1069,0.231802,0.969189,0.585561,NS,Concordant Up,TRUE
ATP2B1,-0.534,0.1396,0.163257,0.929614,0.161522,NS,Discordant (CRE Down / PLA Up),TRUE
MYO18A,0.2378,0.4348,0.769668,0.476418,0.911085,NS,Concordant Up,TRUE
IBA57,-0.3914,0.2811,0.628172,0.845814,0.416173,NS,Discordant (CRE Down / PLA Up),TRUE
TNNT1,0.0199,0.6523,0.999526,0.536575,0.670571,NS,Concordant Up,TRUE
HSDL2,-0.2519,0.4203,0.771517,0.440244,0.202878,NS,Discordant (CRE Down / PLA Up),FALSE
BIN1,-0.10780000000000001,0.5641,0.96887,0.286054,0.300457,NS,Discordant (CRE Down / PLA Up),FALSE
IMPA1,-0.3158,0.3559,0.691153,0.627492,0.264146,NS,Discordant (CRE Down / PLA Up),FALSE
COPZ1,-0.3839,0.2876,0.551721,0.767856,0.277718,NS,Discordant (CRE Down / PLA Up),TRUE
CSRP2,-0.6152,-0.0556,0.456351,0.994593,0.639991,NS,Concordant Down,TRUE
NIPSNAP3A,-0.2778,0.3928,0.781556,0.620485,0.327135,NS,Discordant (CRE Down / PLA Up),TRUE
C4A,0.2102,-0.4602,0.923894,0.689266,0.542278,NS,Discordant (CRE Up / PLA Down),TRUE
CCS,0.0953,-0.575,0.980066,0.340841,0.3808,NS,Discordant (CRE Up / PLA Down),TRUE
PLPBP,-0.3383,0.3316,0.610413,0.637739,0.219635,NS,Discordant (CRE Down / PLA Up),FALSE
RPS5,-0.1515,0.5166,0.910555,0.211604,0.163539,NS,Discordant (CRE Down / PLA Up),FALSE
NDUFA10,0.0357,0.6323,0.996594,0.164169,0.371106,NS,Concordant Up,FALSE
SCCPDH,0.1082,0.5588,0.956638,0.157634,0.499426,NS,Concordant Up,FALSE
EEF1A1,0.2377,-0.4287,0.79847,0.426907,0.213144,NS,Discordant (CRE Up / PLA Down),FALSE
RAB7A,0.1158,-0.55,0.928783,0.063019,0.064623,NS,Discordant (CRE Up / PLA Down),FALSE
FLNA,0.3357,-0.3299,0.732899,0.751258,0.392244,NS,Discordant (CRE Up / PLA Down),FALSE
NDRG2,-0.1576,0.5063,0.923483,0.347428,0.272195,NS,Discordant (CRE Down / PLA Up),FALSE
DBI,0.0212,-0.6426,0.998361,0.051155,0.135302,NS,Discordant (CRE Up / PLA Down),FALSE
NUBP1,-0.2256,0.4369,0.844341,0.527871,0.313046,NS,Discordant (CRE Down / PLA Up),TRUE
FUNDC2,-0.1782,0.4838,0.910852,0.419195,0.312408,NS,Discordant (CRE Down / PLA Up),FALSE
RPA1,-0.3392,0.3228,0.691053,0.789654,0.406172,NS,Discordant (CRE Down / PLA Up),TRUE
COX5A,0.1519,0.51,0.92139,0.279877,0.701222,NS,Concordant Up,FALSE
DNAJA2,-0.1125,0.5476,0.955125,0.191043,0.196306,NS,Discordant (CRE Down / PLA Up),FALSE
FKBP4,-0.3553,0.3044,0.541713,0.665705,0.197378,NS,Discordant (CRE Down / PLA Up),FALSE
IGHM,0.425,0.2341,0.770277,0.933207,0.969084,NS,Concordant Up,FALSE
CTSB,0.3049,-0.3542,0.68397,0.597742,0.239794,NS,Discordant (CRE Up / PLA Down),FALSE
L2HGDH,-0.1641,0.4948,0.933564,0.491576,0.391983,NS,Discordant (CRE Down / PLA Up),TRUE
HPR,0.0019,0.6562,0.999995,0.394722,0.557498,NS,Concordant Up,TRUE
NIF3L1,-0.2218,0.4361,0.764033,0.277943,0.114039,NS,Discordant (CRE Down / PLA Up),FALSE
SLC25A3,0.1748,0.4828,0.861676,0.210841,0.71175600000000006,NS,Concordant Up,FALSE
IGKV3-20,0.3672,-0.29,0.801111,0.880576,0.595293,NS,Discordant (CRE Up / PLA Down),FALSE
MPI,-0.2909,0.3657,0.668211,0.529776,0.19058,NS,Discordant (CRE Down / PLA Up),TRUE
GLRX5,0.203,0.4536,0.883786,0.456023,0.877782,NS,Concordant Up,TRUE
H3-3A,-0.3789,-0.2774,0.811395,0.902938,0.991221,NS,Concordant Down,FALSE
LRRC47,-0.269,0.3858,0.733555,0.502347,0.214025,NS,Discordant (CRE Down / PLA Up),FALSE
ITGA1,0.1698,-0.4848,0.906695,0.400985,0.285266,NS,Discordant (CRE Up / PLA Down),TRUE
SARS2,-0.0467,-0.6079,0.993534,0.32444,0.484955,NS,Concordant Down,TRUE
CUL1,-0.1815,0.4718,0.866481,0.292912,0.178767,NS,Discordant (CRE Down / PLA Up),TRUE
AK3,-0.1229,0.5303,0.957959,0.327029,0.312339,NS,Discordant (CRE Down / PLA Up),FALSE
AKT2,-0.0772,0.5758,0.973725,0.08839,0.120476,NS,Discordant (CRE Down / PLA Up),TRUE
STT3A,0.2553,0.3973,0.814339,0.619331,0.965064,NS,Concordant Up,TRUE
NDUFAF3,-0.1187,0.5333,0.953361,0.246919,0.239767,NS,Discordant (CRE Down / PLA Up),TRUE
ISOC1,-0.4375,0.214,0.326921,0.826219,0.18245,NS,Discordant (CRE Down / PLA Up),TRUE
RAB11B,0.3793,-0.2718,0.5162,0.747925,0.234639,NS,Discordant (CRE Up / PLA Down),FALSE
SUCLG1,-0.1626,0.4884,0.918813,0.367208,0.28393,NS,Discordant (CRE Down / PLA Up),FALSE
PFDN6,-0.3561,0.2949,0.446747,0.612437,0.126156,NS,Discordant (CRE Down / PLA Up),FALSE
FARSA,-0.0842,0.5666,0.969984,0.104655,0.13444,NS,Discordant (CRE Down / PLA Up),TRUE
PSME2,0.2204,-0.43,0.809749,0.395814,0.200544,NS,Discordant (CRE Up / PLA Down),FALSE
GNA11,0.373,-0.2773,0.414543,0.688556,0.150348,NS,Discordant (CRE Up / PLA Down),TRUE
EIF4EBP1,-0.3029,-0.3473,0.629237,0.639279,0.995858,NS,Concordant Down,TRUE
NAXD,-0.2965,0.3531,0.69994,0.599341,0.251053,NS,Discordant (CRE Down / PLA Up),FALSE
NPEPPS,-0.2845,0.3648,0.637438,0.460432,0.141155,NS,Discordant (CRE Down / PLA Up),FALSE
FERMT3,0.3772,-0.2718,0.729802,0.870039,0.515868,NS,Discordant (CRE Up / PLA Down),TRUE
SVIL,0.4031,0.2458,0.633516,0.92804,0.974848,NS,Concordant Up,TRUE
SIAE,-0.2792,0.3691,0.882445,0.823271,0.622022,NS,Discordant (CRE Down / PLA Up),TRUE
PYGL,-0.1623,-0.4857,0.872161,0.176122,0.660386,NS,Concordant Down,FALSE
MGST3,-0.2139,0.4334,0.852361,0.459282,0.277314,NS,Discordant (CRE Down / PLA Up),FALSE
SLIRP,-0.1975,0.4496,0.852115,0.34685,0.205151,NS,Discordant (CRE Down / PLA Up),TRUE
RPL15,0.2492,0.3971,0.713484,0.37761,0.93564,NS,Concordant Up,FALSE
ABCE1,0.1357,0.5102,0.906515,0.119849,0.5325,NS,Concordant Up,FALSE
JPT2,0.123,0.5223,0.943827,0.217648,0.597687,NS,Concordant Up,TRUE
MARCKS,0.3954,-0.2493,0.57718,0.842151,0.36036,NS,Discordant (CRE Up / PLA Down),TRUE
KHSRP,0.1966,-0.4476,0.866773,0.440805,0.272172,NS,Discordant (CRE Up / PLA Down),TRUE
SRSF7,0.0626,0.5812,0.992172,0.280414,0.581153,NS,Concordant Up,TRUE
HADHB,-0.1219,0.5213,0.939436,0.176936,0.165262,NS,Discordant (CRE Down / PLA Up),FALSE
LACTB,-0.3194,0.3238,0.672571,0.685358,0.291258,NS,Discordant (CRE Down / PLA Up),FALSE
PKM,0.1447,0.498,0.88268,0.106972,0.543359,NS,Concordant Up,FALSE
PPP2CB,-0.1155,0.5271,0.945522,0.280414,0.226761,NS,Discordant (CRE Down / PLA Up),TRUE
L3HYPDH,-0.3758,-0.2668,0.524961,0.82316,0.977961,NS,Concordant Down,TRUE
SRM,0.6319,-0.0106,0.110228,0.999707,0.27412,NS,Discordant (CRE Up / PLA Down),TRUE
PTGES2,-0.2259,0.4155,0.861753,0.591857,0.380133,NS,Discordant (CRE Down / PLA Up),TRUE
PACSIN2,-0.1337,-0.5075,0.924512,0.226246,0.618662,NS,Concordant Down,TRUE
FN3KRP,0.0692,0.5719,0.985593,0.260105,0.507951,NS,Concordant Up,TRUE
HDDC2,-0.0758,0.5653,0.991989,0.550807,0.600574,NS,Discordant (CRE Down / PLA Up),TRUE
COX6C,0.1139,0.5264,0.960295,0.287404,0.63832,NS,Concordant Up,FALSE
CLU,0.2703,-0.37,0.895377,0.810428,0.622046,NS,Discordant (CRE Up / PLA Down),FALSE
ADSS1,-0.4886,0.1516,0.333218,0.934747,0.299014,NS,Discordant (CRE Down / PLA Up),TRUE
ECI1,-0.0872,0.5525,0.980694,0.320755,0.359405,NS,Discordant (CRE Down / PLA Up),FALSE
CSDE1,-0.097,0.5413,0.973266,0.290029,0.313415,NS,Discordant (CRE Down / PLA Up),FALSE
SNRPB,0.2836,0.3546,0.614966,0.607264,0.988151,NS,Concordant Up,TRUE
EFEMP1,0.4541,-0.1841,0.598442,0.935581,0.496752,NS,Discordant (CRE Up / PLA Down),TRUE
HNRNPL,0.3095,-0.3285,0.667901,0.636725,0.254155,NS,Discordant (CRE Up / PLA Down),TRUE
ECHDC1,0.3149,-0.323,0.734664,0.753183,0.396241,NS,Discordant (CRE Up / PLA Down),TRUE
TTC38,0.4126,-0.2244,0.664233,0.921049,0.546686,NS,Discordant (CRE Up / PLA Down),TRUE
BCAP29,0.3512,0.2851,0.58386,0.710217,0.990506,NS,Concordant Up,TRUE
EZR,0.3104,-0.3257,0.618454,0.619869,0.213588,NS,Discordant (CRE Up / PLA Down),TRUE
ATP1A1,-0.1111,0.5243,0.956667,0.228765,0.229746,NS,Discordant (CRE Down / PLA Up),FALSE
DYSF,-0.0504,0.5848,0.991925,0.170017,0.251094,NS,Discordant (CRE Down / PLA Up),FALSE
CAB39,-0.1656,0.4691,0.907796,0.377358,0.274546,NS,Discordant (CRE Down / PLA Up),TRUE
ATP5MG,0.1112,0.5229,0.967156,0.356781,0.68326,NS,Concordant Up,FALSE
TMEM205,-0.2517,0.382,0.769051,0.495509,0.235407,NS,Discordant (CRE Down / PLA Up),TRUE
F10,-0.3793,0.2539,0.716585,0.8749,0.507104,NS,Discordant (CRE Down / PLA Up),TRUE
LTF,0.1455,-0.4875,0.957812,0.565528,0.50089,NS,Discordant (CRE Up / PLA Down),TRUE
HSP90AA1,0.2516,-0.381,0.650887,0.330021,0.093022,NS,Discordant (CRE Up / PLA Down),FALSE
YWHAB,0.2743,-0.3577,0.731171,0.573999,0.255697,NS,Discordant (CRE Up / PLA Down),FALSE
AMPD1,-0.3127,0.3191,0.804902,0.808192,0.514842,NS,Discordant (CRE Down / PLA Up),TRUE
FHL1,0.0195,0.6119,0.998719,0.092475,0.253213,NS,Concordant Up,FALSE
ALDH1A1,-0.2854,-0.346,0.722111,0.614615,0.992424,NS,Concordant Down,FALSE
IARS1,-0.0697,0.5617,0.983711,0.490628,0.448567,NS,Discordant (CRE Down / PLA Up),TRUE
CFD,0.4042,-0.2271,0.805402,0.941791,0.689739,NS,Discordant (CRE Up / PLA Down),TRUE
MYOM3,0.222,0.4087,0.945148,0.838736,0.975451,NS,Concordant Up,TRUE
PGPEP1,-0.3683,0.2624,0.589884,0.875912,0.460881,NS,Discordant (CRE Down / PLA Up),TRUE
UBE2M,-0.0619,0.5681,0.987724,0.181781,0.25363,NS,Discordant (CRE Down / PLA Up),FALSE
COBL,-0.2862,-0.3436,0.717939,0.656694,0.993562,NS,Concordant Down,TRUE
CUTC,-0.3481,0.2808,0.703581,0.818396,0.431989,NS,Discordant (CRE Down / PLA Up),TRUE
RPLP2,0.3284,-0.3003,0.664449,0.727548,0.316658,NS,Discordant (CRE Up / PLA Down),FALSE
USP47,-0.311,0.3151,0.634706,0.715408,0.298117,NS,Discordant (CRE Down / PLA Up),TRUE
TARS1,-0.1965,0.4291,0.851543,0.462728,0.270682,NS,Discordant (CRE Down / PLA Up),TRUE
TUBB4B,0.0231,-0.6023,0.997935,0.064817,0.154931,NS,Discordant (CRE Up / PLA Down),FALSE
SUCLG2,-0.2432,0.3821,0.795834,0.537122,0.280081,NS,Discordant (CRE Down / PLA Up),FALSE
DYNLL2,-0.1181,0.5071,0.953303,0.280446,0.266294,NS,Discordant (CRE Down / PLA Up),FALSE
APOL1,-0.0949,0.5302,0.987406,0.597156,0.6186,NS,Discordant (CRE Down / PLA Up),TRUE
ATP2B4,0.2489,-0.3755,0.805869,0.609623,0.338567,NS,Discordant (CRE Up / PLA Down),TRUE
APOM,-0.0919,0.5323,0.990847,0.681726,0.700341,NS,Discordant (CRE Down / PLA Up),TRUE
PECAM1,0.33,-0.294,0.62047,0.722284,0.283422,NS,Discordant (CRE Up / PLA Down),TRUE
GABARAPL2,-0.1709,0.4529,0.891148,0.437839,0.288074,NS,Discordant (CRE Down / PLA Up),TRUE
LMAN1,-0.1726,0.4511,0.862337,0.285381,0.168342,NS,Discordant (CRE Down / PLA Up),TRUE
CTSD,0.0896,-0.5338,0.976183,0.279442,0.311307,NS,Discordant (CRE Up / PLA Down),FALSE
VAMP2,-0.0643,-0.5591,0.986859,0.223902,0.480283,NS,Concordant Down,TRUE
RAB21,-0.293,0.3295,0.710016,0.650709,0.29215,NS,Discordant (CRE Down / PLA Up),FALSE
RANGAP1,0.5204,-0.102,0.384518,0.982082,0.489336,NS,Discordant (CRE Up / PLA Down),TRUE
SGCA,-0.408,-0.2137,0.489897,0.867755,0.922285,NS,Concordant Down,TRUE
THNSL1,0.2669,0.3546,0.862118,0.833103,0.992173,NS,Concordant Up,TRUE
C8G,-0.0719,0.5481,0.989563,0.429639,0.48378,NS,Discordant (CRE Down / PLA Up),TRUE
TXNRD1,-0.2769,0.343,0.660974,0.518901,0.180306,NS,Discordant (CRE Down / PLA Up),FALSE
SGCB,-0.4878,0.1321,0.288191,0.946031,0.282576,NS,Discordant (CRE Down / PLA Up),TRUE
IGHV3-7,0.4291,0.1893,0.733491,0.950673,0.943827,NS,Concordant Up,FALSE
ALDH6A1,-0.1013,-0.5167,0.96133,0.206923,0.553804,NS,Concordant Down,FALSE
ETFDH,-0.1504,0.4669,0.928162,0.387977,0.311316,NS,Discordant (CRE Down / PLA Up),FALSE
ECHDC2,0.1927,0.4245,0.915067,0.713961,0.931489,NS,Concordant Up,TRUE
DNAAF5,-0.3071,0.3098,0.786283,0.709849,0.4179,NS,Discordant (CRE Down / PLA Up),TRUE
ERI3,-0.5433,0.0725,0.180761,0.983869,0.267111,NS,Discordant (CRE Down / PLA Up),TRUE
MGLL,0.1845,-0.431,0.935704,0.717783,0.58332,NS,Discordant (CRE Up / PLA Down),TRUE
COX5B,0.2068,0.4077,0.849213,0.471974,0.906055,NS,Concordant Up,FALSE
MANF,0.5544,0.0601,0.437777,0.994271,0.693286,NS,Concordant Up,TRUE
HK1,0.0979,0.5165,0.954035,0.116878,0.446247,NS,Concordant Up,FALSE
FXR1,-0.2027,0.4112,0.875975,0.658478,0.446095,NS,Discordant (CRE Down / PLA Up),TRUE
RAB1B,0.0444,-0.5694,0.993173,0.140851,0.230174,NS,Discordant (CRE Up / PLA Down),FALSE
LACTB2,-0.3533,-0.2599,0.514482,0.764819,0.979426,NS,Concordant Down,TRUE
CHORDC1,0.3198,-0.2926,0.524628,0.818138,0.388272,NS,Discordant (CRE Up / PLA Down),TRUE
SUPV3L1,-0.367,0.2447,0.557632,0.861095,0.397623,NS,Discordant (CRE Down / PLA Up),TRUE
UBR4,-0.286,0.325,0.698585,0.792106,0.441867,NS,Discordant (CRE Down / PLA Up),TRUE
MYOM1,0.2296,0.3803,0.89164,0.736477,0.970784,NS,Concordant Up,TRUE
RBBP7,-0.4696,-0.1402,0.423799,0.934907,0.766096,NS,Concordant Down,TRUE
RPS15,-0.4579,-0.1514,0.829927,0.980348,0.945073,NS,Concordant Down,TRUE
TALDO1,-0.006,-0.6029,0.999901,0.164513,0.330297,NS,Concordant Down,FALSE
ACTR3,0.5224,-0.0865,0.131449,0.969393,0.174357,NS,Discordant (CRE Up / PLA Down),FALSE
RPL9,0.2329,-0.376,0.787932,0.566373,0.289266,NS,Discordant (CRE Up / PLA Down),TRUE
PRG4,0.3185,-0.2904,0.903065,0.940852,0.796525,NS,Discordant (CRE Up / PLA Down),TRUE
ISYNA1,-0.2604,0.3484,0.745874,0.64618,0.316472,NS,Discordant (CRE Down / PLA Up),TRUE
DUSP3,-0.242,0.3661,0.740487,0.480739,0.204033,NS,Discordant (CRE Down / PLA Up),TRUE
ESYT1,-0.0097,-0.5981,0.999796,0.294282,0.47144,NS,Concordant Down,FALSE
NDUFA6,-0.0611,0.5465,0.990687,0.342167,0.408817,NS,Discordant (CRE Down / PLA Up),FALSE
GFPT1,0.1976,-0.4096,0.838653,0.567031,0.331783,NS,Discordant (CRE Up / PLA Down),TRUE
NT5C3A,-0.5547,0.0524,0.248043,0.993189,0.36899,NS,Discordant (CRE Down / PLA Up),TRUE
UQCRC2,0.0682,0.5388,0.985216,0.230455,0.510152,NS,Concordant Up,FALSE
TLN2,0.0789,-0.5281,0.981458,0.309336,0.34222,NS,Discordant (CRE Up / PLA Down),TRUE
RPL8,-0.0027,-0.6038,0.999983,0.236342,0.407464,NS,Concordant Down,TRUE
ACTN1,0.5467,0.0592,0.623215,0.995866,0.790206,NS,Concordant Up,FALSE
CANX,0.2987,-0.3069,0.600085,0.59469,0.187827,NS,Discordant (CRE Up / PLA Down),FALSE
CP,0.5125,0.0929,0.584348,0.987058,0.80333,NS,Concordant Up,FALSE
FNTA,0.0173,0.5875,0.999046,0.186303,0.346071,NS,Concordant Up,TRUE
PGM1,-0.1928,0.4118,0.861119,0.436036,0.268687,NS,Discordant (CRE Down / PLA Up),FALSE
CRAT,-0.2173,0.3857,0.836202,0.538269,0.314377,NS,Discordant (CRE Down / PLA Up),TRUE
CDC37,-0.2024,0.4002,0.809577,0.366052,0.183702,NS,Discordant (CRE Down / PLA Up),FALSE
SNCA,0.2319,-0.3705,0.922059,0.806236,0.654805,NS,Discordant (CRE Up / PLA Down),FALSE
LYPLA1,-0.0762,0.5259,0.983354,0.301821,0.350976,NS,Discordant (CRE Down / PLA Up),FALSE
CARNS1,0.0266,0.5752,0.998283,0.442323,0.56942,NS,Concordant Up,TRUE
ACO1,-0.1528,-0.4482,0.883905,0.227264,0.706116,NS,Concordant Down,FALSE
ACY1,0.0448,0.5562,0.994161,0.23094,0.467837,NS,Concordant Up,FALSE
ARPC4,0.1963,0.4044,0.871197,0.499677,0.903793,NS,Concordant Up,FALSE
PFAS,-0.5745,0.0262,0.387802,0.998757,0.524117,NS,Discordant (CRE Down / PLA Up),TRUE
STAC3,0.083,-0.5162,0.977473,0.335997,0.340191,NS,Discordant (CRE Up / PLA Down),TRUE
OPA1,-0.2517,0.3475,0.782784,0.610812,0.320055,NS,Discordant (CRE Down / PLA Up),FALSE
PPIB,0.5403,-0.0586,0.366962,0.992529,0.4581,NS,Discordant (CRE Up / PLA Down),FALSE
ATP2A1,-0.2912,0.3076,0.77369,0.773383,0.448354,NS,Discordant (CRE Down / PLA Up),TRUE
GAMT,-0.2659,0.3324,0.780076,0.693904,0.381914,NS,Discordant (CRE Down / PLA Up),TRUE
GFM1,-0.3131,0.2849,0.650639,0.688078,0.276507,NS,Discordant (CRE Down / PLA Up),TRUE
ACOT9,-0.0506,0.5473,0.989249,0.090101,0.164466,NS,Discordant (CRE Down / PLA Up),TRUE
RPLP1,0.2445,-0.353,0.778385,0.570152,0.287576,NS,Discordant (CRE Up / PLA Down),FALSE
RPL10A,0.3607,-0.2364,0.508393,0.785885,0.256441,NS,Discordant (CRE Up / PLA Down),FALSE
ASS1,0.0101,-0.5865,0.999728,0.21168,0.360252,NS,Discordant (CRE Up / PLA Down),FALSE
NEK9,-0.0569,-0.5378,0.986784,0.282537,0.474786,NS,Concordant Down,TRUE
PLAA,-0.1569,0.4375,0.918988,0.44522,0.338184,NS,Discordant (CRE Down / PLA Up),TRUE
JUP,0.4881,0.106,0.323427,0.97361,0.718445,NS,Concordant Up,TRUE
UTRN,-0.509,0.0843,0.314574,0.979582,0.357431,NS,Discordant (CRE Down / PLA Up),TRUE
MCU,0.2904,0.3023,0.749741,0.746891,0.999756,NS,Concordant Up,TRUE
LARS2,0.477,-0.1154,0.637887,0.987335,0.716525,NS,Discordant (CRE Up / PLA Down),TRUE
LMNA,0.1681,-0.4242,0.947549,0.674364,0.575212,NS,Discordant (CRE Up / PLA Down),FALSE
CLEC3B,0.558,-0.0342,0.449071,0.998015,0.565313,NS,Discordant (CRE Up / PLA Down),FALSE
GARS1,-0.0425,0.5473,0.99347,0.151247,0.243009,NS,Discordant (CRE Down / PLA Up),FALSE
PRDX1,0.038,-0.5513,0.99428,0.111324,0.200259,NS,Discordant (CRE Up / PLA Down),FALSE
