contrast,method_a,method_b,spearman_rho
Cancer_vs_Healthy,rlr_RF,cycloess_RF,0.9940329514761138
Cancer_vs_Healthy,vsn_RF,cycloess_RF,0.9730798809179583
Cancer_vs_Healthy,cycloess_knn,cycloess_RF,0.9908712279845743
Cancer_vs_Healthy,rlr_knn,cycloess_RF,0.983446038132872
Cancer_vs_Healthy,vsn_knn,cycloess_RF,0.9610272223527894
Cancer_vs_Healthy,vsn_RF,rlr_RF,0.9790789689605984
Cancer_vs_Healthy,cycloess_knn,rlr_RF,0.9853767407881924
Cancer_vs_Healthy,rlr_knn,rlr_RF,0.9898336190693819
Cancer_vs_Healthy,vsn_knn,rlr_RF,0.9679480016026822
Cancer_vs_Healthy,cycloess_knn,vsn_RF,0.9673056127819795
Cancer_vs_Healthy,rlr_knn,vsn_RF,0.972803114470301
Cancer_vs_Healthy,vsn_knn,vsn_RF,0.9913006626606418
Cancer_vs_Healthy,rlr_knn,cycloess_knn,0.9923268843668548
Cancer_vs_Healthy,vsn_knn,cycloess_knn,0.9714406366810953
Cancer_vs_Healthy,vsn_knn,rlr_knn,0.9773598083261682
Supplement_Interaction,rlr_none,cycloess_none,0.9743333937473869
Supplement_Interaction,vsn_none,cycloess_none,0.901114226434788
Supplement_Interaction,cycloess_bpca,cycloess_none,0.9349632974328985
Supplement_Interaction,rlr_bpca,cycloess_none,0.9013174938027874
Supplement_Interaction,vsn_bpca,cycloess_none,0.8549709256469191
Supplement_Interaction,cycloess_RF,cycloess_none,0.962375345511868
Supplement_Interaction,rlr_RF,cycloess_none,0.9216830581218564
Supplement_Interaction,vsn_RF,cycloess_none,0.8736722511388338
Supplement_Interaction,cycloess_knn,cycloess_none,0.9587719862028451
Supplement_Interaction,rlr_knn,cycloess_none,0.9199520081900041
Supplement_Interaction,vsn_knn,cycloess_none,0.8661888229503374
Supplement_Interaction,vsn_none,rlr_none,0.8959952504002343
Supplement_Interaction,cycloess_bpca,rlr_none,0.9215331062703729
Supplement_Interaction,rlr_bpca,rlr_none,0.9326006261239012
Supplement_Interaction,vsn_bpca,rlr_none,0.8562191920443775
Supplement_Interaction,cycloess_RF,rlr_none,0.9444773105350139
Supplement_Interaction,rlr_RF,rlr_none,0.9550509557988991
Supplement_Interaction,vsn_RF,rlr_none,0.8719000005354305
Supplement_Interaction,cycloess_knn,rlr_none,0.9431137756142824
Supplement_Interaction,rlr_knn,rlr_none,0.9559354532357278
Supplement_Interaction,vsn_knn,rlr_none,0.8683142398185831
Supplement_Interaction,cycloess_bpca,vsn_none,0.8442310185022927
Supplement_Interaction,rlr_bpca,vsn_none,0.8312887259001717
Supplement_Interaction,vsn_bpca,vsn_none,0.9535825530385346
Supplement_Interaction,cycloess_RF,vsn_none,0.8726050543086123
Supplement_Interaction,rlr_RF,vsn_none,0.8498941505382361
Supplement_Interaction,vsn_RF,vsn_none,0.9767801079933404
Supplement_Interaction,cycloess_knn,vsn_none,0.867397759740207
Supplement_Interaction,rlr_knn,vsn_none,0.8466620169877311
Supplement_Interaction,vsn_knn,vsn_none,0.9683214181142882
Supplement_Interaction,rlr_bpca,cycloess_bpca,0.9783018105799569
Supplement_Interaction,vsn_bpca,cycloess_bpca,0.8971821070663203
Supplement_Interaction,cycloess_RF,cycloess_bpca,0.985118471200315
Supplement_Interaction,rlr_RF,cycloess_bpca,0.9627458965890409
Supplement_Interaction,vsn_RF,cycloess_bpca,0.8718414503546423
Supplement_Interaction,cycloess_knn,cycloess_bpca,0.961393770451401
Supplement_Interaction,rlr_knn,cycloess_bpca,0.9423184851724948
Supplement_Interaction,vsn_knn,cycloess_bpca,0.8421598624889589
Supplement_Interaction,vsn_bpca,rlr_bpca,0.8885363323651331
Supplement_Interaction,cycloess_RF,rlr_bpca,0.9603357877286174
Supplement_Interaction,rlr_RF,rlr_bpca,0.9871865597670687
Supplement_Interaction,vsn_RF,rlr_bpca,0.8619702640865573
Supplement_Interaction,cycloess_knn,rlr_bpca,0.9378268784535866
Supplement_Interaction,rlr_knn,rlr_bpca,0.9675961239007574
Supplement_Interaction,vsn_knn,rlr_bpca,0.8358849690273213
Supplement_Interaction,cycloess_RF,vsn_bpca,0.8929996475770615
Supplement_Interaction,rlr_RF,vsn_bpca,0.8749670842780753
Supplement_Interaction,vsn_RF,vsn_bpca,0.983901130312878
Supplement_Interaction,cycloess_knn,vsn_bpca,0.873761954338469
Supplement_Interaction,rlr_knn,vsn_bpca,0.8583554312721042
Supplement_Interaction,vsn_knn,vsn_bpca,0.9586091212642243
Supplement_Interaction,rlr_RF,cycloess_RF,0.9687431272966993
Supplement_Interaction,vsn_RF,cycloess_RF,0.8958532946994584
Supplement_Interaction,cycloess_knn,cycloess_RF,0.9829866056336326
Supplement_Interaction,rlr_knn,cycloess_RF,0.9530247445463244
Supplement_Interaction,vsn_knn,cycloess_RF,0.8730836289297322
Supplement_Interaction,vsn_RF,rlr_RF,0.8737954118648169
Supplement_Interaction,cycloess_knn,rlr_RF,0.9534463419356057
Supplement_Interaction,rlr_knn,rlr_RF,0.9846908762076823
Supplement_Interaction,vsn_knn,rlr_RF,0.8554132636037091
Supplement_Interaction,cycloess_knn,vsn_RF,0.8839276919682698
Supplement_Interaction,rlr_knn,vsn_RF,0.8626239910841647
Supplement_Interaction,vsn_knn,vsn_RF,0.9820771332193424
Supplement_Interaction,rlr_knn,cycloess_knn,0.9644805121333498
Supplement_Interaction,vsn_knn,cycloess_knn,0.8919545504834535
Supplement_Interaction,vsn_knn,rlr_knn,0.8686012265118469
