"gene","uniprot_id","logFC_CvH","pval_CvH","cancer_dir","logFC_Training_CRE","logFC_Training_PLA","P.Value_Training_CRE","P.Value_Training_PLA","logFC_Supplement_Interaction","P.Value_Supplement_Interaction","delta_from_identity"
"ALAD","P13716",1.86644153775164,4.48269968175042e-05,"Cancer Up",0.0792781867019308,-0.184687258306898,0.875631550175196,0.724801901716085,0.263965445008829,0.717503231210762,0.263965445008829
"NAPA","P54920",0.301027195411042,0.0298873704899158,"Cancer Up",-0.00381601126228759,-0.267116060371357,0.982296579768326,0.140789383791616,0.26330004910907,0.292008946811016,0.263300049109069
"RARS1","P54136",-0.658096138271166,0.00040657231168131,"Cancer Down",0.0338275969521327,0.297000532350069,0.869074623271143,0.195813260545174,-0.263172935397936,0.391858561240443,-0.263172935397936
"MYOF","Q9NZM1",-0.467037680816048,0.00848786954509389,"Cancer Down",0.149119270779604,0.412289086801525,0.468519507963609,0.0593081402157891,-0.263169816021922,0.375081819570512,-0.263169816021921
"MDH2","P40926",-0.373277766065335,0.0493979636758726,"Cancer Down",0.0775301242879891,0.340278898255438,0.739167370351448,0.164550052010986,-0.262748773967449,0.434954502290066,-0.262748773967449
"RAN","P62826",0.503671618493147,0.0101465359887819,"Cancer Up",0.0370397467833214,-0.225211914005694,0.875933327881303,0.362306430870464,0.262251660789016,0.444602802016073,0.262251660789015
"PNPT1","Q8TCS8",-0.512634602176462,0.0475338470298225,"Cancer Down",-0.0720470923784031,-0.331497411609272,0.844504850273928,0.455532743547329,0.259450319230869,0.651661405449444,0.259450319230869
"TFAM","Q00059",-0.587257860260834,0.0295035779554811,"Cancer Down",-0.181777476168378,0.072446342455212,0.583557864273675,0.824889378969297,-0.25422381862359,0.585823040029314,-0.25422381862359
"ARPC3","O15145",0.87091262729215,0.00530129339964063,"Cancer Up",0.354757478545615,0.100831768758084,0.326046449380676,0.785724975945913,0.253925709787531,0.623003629651517,0.253925709787531
"BTD","P43251",1.04010348864587,0.00137855775490953,"Cancer Up",-0.110326491643606,0.142640610094496,0.768400151809548,0.713045201126288,-0.252967101738102,0.639313279818797,-0.252967101738102
"LDHB","P07195",0.800987718690983,0.0124419531240169,"Cancer Up",-0.0873840886287844,-0.338975839966327,0.801002644665282,0.348149846808445,0.251591751337543,0.614637447795017,0.251591751337543
"NAP1L4","Q99733",-0.349071432152588,0.0119656950822727,"Cancer Down",0.136502094572972,0.387887435421003,0.420263393027962,0.0325150532199784,-0.251385340848032,0.304042539513984,-0.251385340848031
"APOE","P02649",2.77896647781612,8.5822514758732e-07,"Cancer Up",0.386303519620871,0.137718233905975,0.514503565597408,0.821735868011637,0.248585285714896,0.770011545555982,0.248585285714896
"PROS1","P07225",2.06252841640864,0.0493946229590955,"Cancer Up",-0.288815780942379,-0.536940568843789,0.564857461870806,0.299102226199126,0.248124787901411,0.728846564566695,0.24812478790141
"AP2A1","O95782",0.594448815180666,0.00054604340469474,"Cancer Up",0.222127475566083,-0.0214480702148663,0.273425427598778,0.917754407140676,0.243575545780949,0.401914586370044,0.243575545780949
"SPEG","Q15772",-0.48902966081236,0.0309124954102125,"Cancer Down",0.0234523407378511,-0.217944657446068,0.923713466846195,0.460521833825048,0.241396998183919,0.529653989717233,0.241396998183919
"SEC23A","Q15436",-0.373726303421954,0.0299531070998672,"Cancer Down",0.287855795271469,0.0476904105484905,0.200257222282,0.828316028786611,0.240165384722978,0.443873377059361,0.240165384722978
"IGHV3-7","P01780",3.06433878641584,3.74979677070349e-07,"Cancer Up",0.429119206987227,0.189292709166494,0.485647910845725,0.765495556633472,0.239826497820733,0.78579341330958,0.239826497820733
"HMBS","P08397",1.06110601838873,0.0051265454410809,"Cancer Up",0.108139600657999,-0.130774509908658,0.791773422867077,0.762325806514753,0.238914110566657,0.688551377530976,0.238914110566657
"VPS29","Q9UBQ0",0.622926638331037,0.0150112805578805,"Cancer Up",0.0674633987685809,-0.16796442413148,0.829486380594614,0.617943329323396,0.235427822900061,0.609109497213997,0.235427822900061
"EIF3A","Q14152",-0.413785667467728,0.00484398360282668,"Cancer Down",-0.0887860442320303,0.143855074037049,0.611092092082107,0.427391706261744,-0.232641118269079,0.356952771578857,-0.232641118269079
"AIFM1","O95831",-0.50571926590678,0.0047215455148227,"Cancer Down",-0.0514910656475607,0.178505429542078,0.808155761790674,0.41837278076209,-0.229996495189638,0.4530285576276,-0.229996495189639
"FERMT2","Q96AC1",0.383296334734716,0.0302496590136179,"Cancer Up",-0.198431326985297,0.0295241601873784,0.364256769305574,0.895477473756637,-0.227955487172675,0.467731792181589,-0.227955487172675
"RBP4","P02753",2.20283006376602,1.8897460634016e-06,"Cancer Up",-0.116733383593452,-0.342811335173831,0.80678572108144,0.489207918067191,0.226077951580379,0.742137708076732,0.226077951580379
"HNRNPF","P52597",0.850265063601263,0.00923528121210291,"Cancer Up",-0.141293715508301,-0.367175331997938,0.673110049002845,0.198293353951749,0.225881616489637,0.604704588475821,0.225881616489637
"C1R","P00736",1.53049832043765,0.0215927976791645,"Cancer Up",0.00553986549463303,0.230065140202957,0.989192951243002,0.581400107961288,-0.224525274708324,0.700761996768191,-0.224525274708324
"EEF1G","P26641",-0.386945467400206,0.00644439399887345,"Cancer Down",0.0459326213720566,0.269230954719458,0.79350759320872,0.14529741622559,-0.223298333347401,0.379457406318485,-0.223298333347401
"STAT5B","P51692",-0.28781414633816,0.0248135697610746,"Cancer Down",-0.0980859447697355,-0.318083129354452,0.499297514360485,0.0404967409474475,0.219997184584717,0.295033144901488,0.219997184584716
"IGKV4-1","P06312",2.46157197903366,0.00188313576329344,"Cancer Up",0.0573438440225118,0.27666097192358,0.918478030135656,0.636925056468728,-0.219317127901068,0.786695697722373,-0.219317127901068
"ECH1","Q13011",-0.448111431604996,0.0267899651834025,"Cancer Down",0.147305182126605,0.363943240691011,0.533872994750824,0.143534792445067,-0.216638058564406,0.524971869092277,-0.216638058564406
"CDC42","P60953",0.464407623061557,0.0250109245767818,"Cancer Up",0.0333908318183838,-0.180851729986447,0.893133427012558,0.483751007104602,0.214242561804831,0.550353536644282,0.214242561804831
"RGN","Q15493",0.685981925630889,0.0186882416020168,"Cancer Up",-0.00479095691195042,0.206298780296688,0.991392747656326,0.64408909349418,-0.211089737208638,0.737535371945488,-0.211089737208638
"DBT","P11182",-0.784818715299281,0.00140315731116863,"Cancer Down",-0.190839446261553,0.0200321512871469,0.477816908138437,0.942770809280381,-0.210871597548699,0.586501252211756,-0.2108715975487
"ANK1","P16157",2.49325071473079,6.02118346209714e-06,"Cancer Up",0.0372152189497363,-0.173484307569257,0.949777400080105,0.7767439093058,0.210699526518994,0.804374566570265,0.210699526518993
"BCAT2","O15382",-0.588960285834546,0.019197010942549,"Cancer Down",-0.31058401788033,-0.100955437197786,0.277472330518251,0.739537110219398,-0.209628580682544,0.614048971206351,-0.209628580682544
"MTAP","Q13126",0.366467278891744,0.0355076299378094,"Cancer Up",0.154157451728771,-0.0537773100829781,0.392328141772199,0.771808443003223,0.20793476181175,0.422308697049111,0.207934761811749
"AP2B1","P63010",0.406796283418004,0.0196551262387016,"Cancer Up",0.264668721424012,0.0589611927269011,0.219791753506006,0.789079503279332,0.205707528697111,0.503544801482,0.205707528697111
"GCLC","P48506",1.19534623565875,0.00019387984359171,"Cancer Up",-0.0968379553162357,-0.302308703220568,0.788798380198192,0.421335436197987,0.205470747904332,0.693075828819895,0.205470747904332
"HNRNPH1","P31943",0.525723181691511,5.58378283642605e-05,"Cancer Up",0.0741051714612802,-0.130933843062849,0.623674933198682,0.404020782796071,0.205039014524129,0.348165878258935,0.205039014524129
"GNAI1","P63096",1.32764720839246,0.0244201809706725,"Cancer Up",0.0344500615488634,-0.17053659364041,0.927869262515794,0.80443071139869,0.204986655189273,0.794521627423801,0.204986655189273
"PRDX3","P30048",-0.305617523544921,0.0204644338837848,"Cancer Down",0.0374837918871052,0.241242177784013,0.81465750366189,0.151923776644941,-0.203758385896908,0.378857820277587,-0.203758385896908
"RCN1","Q15293",0.594338357571655,0.00948086911703102,"Cancer Up",0.0512093231367174,-0.149976669775651,0.84144713499722,0.572204885341481,0.201185992912368,0.58580456272799,0.201185992912368
"AHSA1","O95433",0.428296810816171,0.0297578464904176,"Cancer Up",0.369820457080795,0.169605055639728,0.12297150924242,0.498481534788816,0.200215401441067,0.560074521146273,0.200215401441067
"XPNPEP1","Q9NQW7",-0.659550769897312,0.00039134387302221,"Cancer Down",-0.0957992438077007,0.102578448565495,0.635818116653404,0.624162073045446,-0.198377692373196,0.496477850873976,-0.198377692373196
"EIF3E","P60228",-0.323749685848941,0.0279353409341104,"Cancer Down",-0.228988457307125,-0.0348609047956892,0.185679201801533,0.847407758413694,-0.194127552511436,0.437362754236084,-0.194127552511436
"ACADVL","P49748",-0.557953815162907,0.00537274731043932,"Cancer Down",0.0306188405875147,0.22173134275581,0.894895270929281,0.358647942238039,-0.191112502168295,0.567663798179335,-0.191112502168295
"IGHM","P01871",3.63349291078858,1.25723513104038e-06,"Cancer Up",0.424954757205263,0.234101858116617,0.541076628725593,0.744315266483626,0.190852899088647,0.848278987944258,0.190852899088646
"PFDN2","Q9UHV9",-0.536972639635589,0.0202730830436753,"Cancer Down",-0.131165407604442,0.0591252077015518,0.62876356202164,0.832921099797757,-0.190290615305994,0.625972902252331,-0.190290615305994
"RTN2","O75298",-0.437544931034246,0.0303378806797295,"Cancer Down",-0.270849493894193,-0.0806259504349818,0.264015090753013,0.760281856346307,-0.190223543459211,0.594686122961112,-0.190223543459211
"FN1","P02751",2.52268313136262,9.55503814856185e-06,"Cancer Up",0.00011368940115374,0.185632845030153,0.999828745970788,0.73510459320605,-0.185519155628999,0.807799390255434,-0.185519155628999
"AKAP1","Q92667",-0.639068418070686,0.00661483816290886,"Cancer Down",-0.234508238071815,-0.0501738158298508,0.385999855847004,0.857640756198041,-0.184334422241964,0.634926138777787,-0.184334422241964
"USP24","Q9UPU5",-0.394832787406829,0.00620467136874142,"Cancer Down",-0.170244643584091,0.0105194878069064,0.336722752701321,0.960420207229801,-0.180764131390998,0.513211844783328,-0.180764131390997
"DCTN3","O75935",0.505523482726014,0.0316386312983438,"Cancer Up",-0.166748807798214,-0.347340307319353,0.440209237461214,0.194349151879066,0.180591499521139,0.595616663737891,0.180591499521139
"COA3","Q9Y2R0",-0.841189237019034,0.0096190803984617,"Cancer Down",0.0100428476525316,0.190296954945996,0.978745443458112,0.670139283368698,-0.180254107293464,0.75777323854341,-0.180254107293464
"ETF1","P62495",-0.380781676737616,0.0225276578072879,"Cancer Down",0.115825421886601,0.295923367835915,0.574723015179487,0.194507212755882,-0.180097945949313,0.555700336065585,-0.180097945949314
"PSMD12","O00232",-0.352729218521013,0.0293953155116776,"Cancer Down",-0.0246230526333555,0.155142858741353,0.90236460370839,0.457191418396664,-0.179765911374709,0.535005785864042,-0.179765911374708
"HARS1","P12081",-0.46991032663205,0.00271281919605643,"Cancer Down",0.0725876645357886,-0.104144733355703,0.70304752342494,0.597535141311203,0.176732397891492,0.519909897929143,0.176732397891492
"NDUFB9","Q9Y6M9",-0.619706627390389,0.0445157756681929,"Cancer Down",0.298720032256153,0.473795199901623,0.431402725558093,0.228604059613761,-0.17507516764547,0.746684060679678,-0.17507516764547
"USO1","O60763",-0.730128626139365,0.00057788190577423,"Cancer Down",-0.0747762037460156,0.0994310233861775,0.765020593929453,0.701055120803674,-0.174207227132193,0.628886297282316,-0.174207227132193
"MTX1","Q13505",-0.536785656581362,0.00840573011460619,"Cancer Down",-0.179313077948883,-0.00874161072088597,0.444198325074856,0.979313861164409,-0.170571467227997,0.677754227300835,-0.170571467227997
"JSRP1","Q96MG2",-0.835405942843416,0.0056862225130776,"Cancer Down",-0.180582280427121,-0.0122501183913855,0.592009144747524,0.974856528345341,-0.168332162035735,0.743444850434992,-0.168332162035735
"STIM1","Q13586",-0.610834834922876,0.00819679321016228,"Cancer Down",-0.111993951135119,0.0561514605281737,0.669399796016276,0.877521430615526,-0.168145411663293,0.708228355131181,-0.168145411663293
"CAST","P20810",0.653926516097478,0.00102460764825803,"Cancer Up",0.034775359295768,-0.125933033637885,0.879010591123857,0.595052139126347,0.160708392933653,0.625586619421341,0.160708392933653
"PGK1","P00558",0.278451544215422,0.0174635899764388,"Cancer Up",-0.036160898036087,-0.196356298168023,0.794233834073459,0.177688467863632,0.160195400131936,0.424313154287946,0.160195400131936
"FYCO1","Q9BQS8",-0.579411097860024,0.00455661287385962,"Cancer Down",-0.221161333837056,-0.0625053933846793,0.343937571497156,0.809512008885687,-0.158655940452377,0.648764023797066,-0.158655940452377
"ACADSB","P45954",-0.643985253221292,0.0164229446153873,"Cancer Down",-0.223229652577157,-0.0648376643774142,0.463014884511735,0.840427835059827,-0.158391988199742,0.720309133766649,-0.158391988199743
"CLIC4","Q9Y696",0.724789643045114,0.00188251908921533,"Cancer Up",0.245687805565158,0.0878348959546784,0.373039780626806,0.756833918397237,0.15785290961048,0.689209673370691,0.15785290961048
"TMEM256","Q8N2U0",1.3068721895761,0.00010522147267277,"Cancer Up",-0.208321083902003,-0.364651198659651,0.464826300534634,0.230299929702889,0.156330114757647,0.70458614198243,0.156330114757648
"GSS","P48637",0.429126504404142,0.0176059891633475,"Cancer Up",-0.141361762299244,0.0146257011574598,0.525948385870992,0.94926329186331,-0.155987463456704,0.62624399785811,-0.155987463456704
"RPS4X","P62701",-0.341112655528306,0.0153261632923824,"Cancer Down",0.0731263696505877,0.229102337292407,0.65758029972223,0.185532349495066,-0.155975967641819,0.512029488361475,-0.155975967641819
"CACNA1S","Q13698",-0.389117277648886,0.0276195943757,"Cancer Down",-0.300454944636016,-0.456385371322675,0.160726367532995,0.0596586822229903,0.155930426686659,0.619249633177828,0.155930426686659
"PPP2R5A","Q15172",-0.458296088961898,0.0364310749035875,"Cancer Down",-0.0149283101263968,0.139603310287402,0.950720522272719,0.629715402957685,-0.154531620413799,0.682037800002584,-0.154531620413799
"GNAS","Q5JWF2",0.592918228318048,0.00172825919068696,"Cancer Up",-0.107302381104812,-0.261779136856841,0.628218576521088,0.257931058055717,0.154476755752029,0.628068381832322,0.154476755752029
"MMUT","P22033",-0.616701773669426,0.0117166633244696,"Cancer Down",-0.0509579824630606,0.103188730007982,0.873839168728738,0.733759651509164,-0.154146712471043,0.727212024350972,-0.154146712471043
"AEBP1","Q8IUX7",1.77652237477605,0.046839040977517,"Cancer Up",0.860020355162684,0.706141698079833,0.243234818822258,0.336882448706633,0.153878657082853,0.879396883180382,0.153878657082851
"IMPA2","O14732",-0.798031920605958,0.0214275600087536,"Cancer Down",-0.182746572197235,-0.0308807880129542,0.670497434095164,0.946102630168793,-0.151865784184281,0.808571883275205,-0.151865784184281
"PRMT1","Q99873",-0.631992878086486,0.0089638084596962,"Cancer Down",-0.144483532073387,0.0060863444862207,0.612633701735931,0.985251921682476,-0.150569876559608,0.729685966558012,-0.150569876559608
"MTCH1","Q9NZJ7",0.450135219587464,0.0343835720215613,"Cancer Up",0.132865355343297,-0.017699591528114,0.711178669254842,0.94823520207554,0.150564946871411,0.738403844200603,0.150564946871411
"TGFBI","Q15582",1.20710269405232,0.00568454365132969,"Cancer Up",0.183343447098633,0.0338443278731226,0.714022864940761,0.950974946501065,0.14949911922551,0.840683329542044,0.14949911922551
"MT-ATP6","P00846",-0.595629219697166,0.0304641215535366,"Cancer Down",-0.0232756278990465,-0.169171102163787,0.935830261967101,0.624389781918493,0.145895474264741,0.745939730270302,0.14589547426474
"DCTN1","Q14203",-0.265151879385449,0.0225718897833525,"Cancer Down",0.0938764890570312,0.239534199442488,0.507279530277855,0.108553804154179,-0.145657710385457,0.474909250595531,-0.145657710385457
"DDB1","Q16531",-0.299230384664043,0.01741570905682,"Cancer Down",0.0166153927329944,0.161413130377621,0.915884514363945,0.325433961634193,-0.144797737644627,0.523840566563604,-0.144797737644627
"SLMAP","Q14BN4",-0.501069662168337,0.0254058423272625,"Cancer Down",-0.276401703025812,-0.420260352263909,0.258990101805549,0.167669942104706,0.143858649238098,0.708546341689505,0.143858649238097
"RANBP1","P43487",0.974189930220259,0.00075402676633087,"Cancer Up",-0.0172248905100467,-0.15938482043348,0.956030272103739,0.622708838281688,0.142159929923434,0.752036410096863,0.142159929923433
"APEH","P13798",0.351091013025133,0.0431511517446167,"Cancer Up",-0.129172175443912,0.0118150690871417,0.554255912192298,0.958182841648495,-0.140987244531054,0.653328310795304,-0.140987244531054
"ATIC","P31939",0.341251843053083,0.0215595754789395,"Cancer Up",-0.089781118778486,0.0509490265457018,0.614343384919492,0.781962077697988,-0.140730145324188,0.583249707522366,-0.140730145324188
"EIF4B","P23588",0.924926862414763,0.00185394490489659,"Cancer Up",-0.29921353360178,-0.438431067227071,0.294192540361655,0.192537930041152,0.139217533625292,0.749248431941347,0.139217533625291
"PPME1","Q9Y570",0.451031127075471,0.0173340412462793,"Cancer Up",-0.0480991327341833,-0.18730238673648,0.819061273102141,0.428226009011854,0.139203254002297,0.659431931921263,0.139203254002297
"PITHD1","Q9GZP4",1.00055276750923,0.00061359562670148,"Cancer Up",-0.104641323459415,0.0336292207551381,0.742200153936076,0.915120223546233,-0.138270544214553,0.757697998832281,-0.138270544214553
"NARS1","O43776",-0.326456741207892,0.00817776452641798,"Cancer Down",0.248992141368376,0.110996703408389,0.0768449148114803,0.435797866599065,0.137995437959987,0.485532592073765,0.137995437959987
"CARS1","P49589",0.532567498288225,0.0150293266253128,"Cancer Up",-0.134300449384117,-0.27219412557211,0.587885108407537,0.317341907049572,0.137893676187993,0.706618911167256,0.137893676187993
"C1S","P09871",2.11021075526117,0.0052255495141558,"Cancer Up",0.202547705813355,0.066798163664842,0.710508171482636,0.901480163234129,0.135749542148513,0.859538542720249,0.135749542148513
"PAFAH1B3","Q15102",0.708812195405166,0.0274614349771979,"Cancer Up",-0.122627338302379,0.0108380085600857,0.74397052723935,0.977724937187563,-0.133465346862465,0.80481606281008,-0.133465346862465
"RPL27","P61353",-0.461755311384088,0.035063988781101,"Cancer Down",0.387088266267675,0.519636765551319,0.154722862316084,0.0656662165402409,-0.132548499283644,0.727814453373625,-0.132548499283644
"PFDN4","Q9NQP4",-0.41871455137521,0.0291723138797455,"Cancer Down",0.161167012554934,0.0297344065938923,0.49639955634495,0.903101659385491,0.131432605961042,0.699117380665321,0.131432605961042
"LSM6","P62312",0.432506509309047,0.0167492088571072,"Cancer Up",0.0949925286434947,-0.0335310007104468,0.639394378277262,0.877259505618257,0.128523529353942,0.665477239263216,0.128523529353941
"APOC2","P02655",2.79549570340135,4.82072412097849e-07,"Cancer Up",0.15764081435259,0.285521500273358,0.767001964755114,0.604590511993588,-0.127880685920768,0.867275001225884,-0.127880685920768
"DBNL","Q9UJU6",1.01681655572171,0.00013165168819374,"Cancer Up",0.104015752556485,-0.0206561033839421,0.726858251718149,0.946970911324959,0.124671855940427,0.772047649185499,0.124671855940427
"DLD","P09622",-0.456473683661525,0.0059698624951756,"Cancer Down",-0.0501115031116406,0.0738068488379433,0.789702684879519,0.704415668252941,-0.123918351949584,0.647131074925769,-0.123918351949584
"UFM1","P61960",0.489760287323669,0.0040882683474107,"Cancer Up",-0.0278213694646361,-0.151664045964321,0.891537931135182,0.474433108485746,0.123842676499685,0.67359330142755,0.123842676499685
"C1QBP","Q07021",-0.406113144594553,0.0171753143966107,"Cancer Down",0.00405128110261543,0.12486210139631,0.984097618625171,0.553939907870336,-0.120810820293695,0.680017464129646,-0.120810820293695
"KPNB1","Q14974",0.257139482049009,0.0435785766360523,"Cancer Up",0.188151447381841,0.0698612535619461,0.234996874857002,0.666671006932033,0.118290193819895,0.600261496882533,0.118290193819895
"HSPB3","Q12988",-0.585247169599892,0.0198688394560269,"Cancer Down",-0.326005177516304,-0.208919284128957,0.223778257649743,0.5236711308328,-0.117085893387348,0.780426597075813,-0.117085893387347
"DNPEP","Q9ULA0",-0.580415047629224,0.00125146507917012,"Cancer Down",0.0580412960229708,0.174601900180239,0.785261845647836,0.430496368954545,-0.116560604157268,0.703933078472944,-0.116560604157268
"DARS1","P14868",-0.583926299481412,0.00046415670108715,"Cancer Down",0.0501360078578195,0.16662117641182,0.79875096691284,0.415293587652436,-0.116485168554,0.680863538674668,-0.116485168554001
"AHCYL1","O43865",-0.531958500387631,0.00447193116055122,"Cancer Down",0.159354754273043,0.275417743949745,0.47734365023011,0.238900465228567,-0.116062989676703,0.71823017154672,-0.116062989676702
"PTPA","Q15257",0.690659291408185,0.00661682252871675,"Cancer Up",-0.336871305118784,-0.221856361581793,0.269987149978199,0.479889673920987,-0.115014943536991,0.791507506107575,-0.115014943536991
"DIABLO","Q9NR28",-0.777984869398598,0.00037121653757655,"Cancer Down",-0.146557091631941,-0.0320596788195857,0.562178175669098,0.904821702545458,-0.114497412812355,0.755899807434249,-0.114497412812355
"ATG3","Q9NT62",0.91598161043501,0.00029758655279275,"Cancer Up",0.0426744934586214,-0.0717896850475981,0.881434463155417,0.81821758079228,0.114464178506221,0.78704933589438,0.11446417850622
"EIF3C","Q99613",-0.479603731753187,0.00115258398923971,"Cancer Down",0.0426619699283108,-0.0717727485860458,0.801378453803677,0.712966989551643,0.114434718514357,0.658292232847639,0.114434718514357
"NACA","E9PAV3",-0.406003231883126,0.0158144204981845,"Cancer Down",-0.118049644223351,-0.0073500643601605,0.567225302317687,0.972459338064403,-0.110699579863191,0.708813363858115,-0.11069957986319
"CPT1A","P50416",-0.777516067870458,0.0238945201507668,"Cancer Down",-0.304062593421914,-0.412704125929594,0.45834342090145,0.399275915816211,0.108641532507679,0.863966326346298,0.10864153250768
"HINT1","P49773",0.438852339350337,0.00928123952378122,"Cancer Up",-0.188868678582121,-0.0810668828321646,0.352011399106996,0.697668879480288,-0.107801795749957,0.71025969592381,-0.107801795749956
"MPST","P25325",0.467473145073665,0.00499036641072351,"Cancer Up",-0.251467003199934,-0.145267039223942,0.181167134226872,0.45054571150733,-0.106199963975993,0.690582483128914,-0.106199963975992
"MAPKAPK2","P49137",-0.470395300517456,0.0240696158127411,"Cancer Down",-0.15580554181712,-0.0496150535004318,0.576402432518146,0.883840095613853,-0.106190488316688,0.80887038687832,-0.106190488316688
"RPS9","P46781",-0.735771264289095,0.00011450709320579,"Cancer Down",0.235174733335004,0.129305335305741,0.289343568384519,0.570745905501167,0.105869398029263,0.73807365730545,0.105869398029263
"COQ5","Q5HYK3",-0.673732704373833,0.036416531847751,"Cancer Down",-0.139822315918764,-0.0352282572376232,0.712515083246922,0.932756757646321,-0.10459405868114,0.852880901126153,-0.104594058681141
"DHRS7B","Q6IAN0",-0.837253945919258,0.00074119139219549,"Cancer Down",-0.0218438315747775,0.0826859634486574,0.942163580118921,0.788966059076069,-0.104529795023435,0.808572785892559,-0.104529795023435
"ITIH4","Q14624",3.07942816765188,3.0147665210179e-07,"Cancer Up",0.23302530199641,0.128894774290465,0.701566528042242,0.8375473171355,0.104130527705944,0.905166227855213,0.104130527705945
"KPNA1","P52294",-0.664088119817052,0.00668872515181982,"Cancer Down",-0.0718236566692863,-0.175261081471517,0.800856794318025,0.610448471103534,0.10343742480223,0.816604562410496,0.103437424802231
"MFN2","O95140",-0.831356010729394,0.00023994892756531,"Cancer Down",0.142499879079999,0.040396162092744,0.579139155818288,0.886201344868319,0.102103716987255,0.788927176123845,0.102103716987255
"BTF3L4","Q96K17",-0.265295159316015,0.0481891330200345,"Cancer Down",0.0123496197908146,-0.0889999661947378,0.939441413218515,0.597599123614284,0.101349585985552,0.665314921508362,0.101349585985552
"SDHC","Q99643",-1.6807770934746,8.82800481078461e-05,"Cancer Down",0.129651158882762,0.227463889266136,0.783611724090691,0.664813921644623,-0.0978127303833745,0.889667177852243,-0.097812730383374
"CMPK1","P30085",0.727194275220441,0.00174622294431005,"Cancer Up",-0.158415580138151,-0.25587267789124,0.540479942272293,0.341594905006859,0.0974570977530895,0.793032608319382,0.097457097753089
"TMEM43","Q9BTV4",0.525870003172606,0.0385321972404632,"Cancer Up",-0.0637676335488102,0.0330008282387766,0.83189254114899,0.915426872279313,-0.0967684617875868,0.822876867558965,-0.0967684617875868
"EIF5A","P63241",0.421999624640634,0.0116808767656519,"Cancer Up",-0.0664683173234621,-0.162601659157712,0.732250825890148,0.42075898559286,0.0961333418342498,0.730948639760129,0.0961333418342499
"MYL9","P24844",0.835770857034989,0.0105746586215825,"Cancer Up",0.403824609669297,0.499650410590451,0.260238074481183,0.180258283153187,-0.0958258009211548,0.8511442182705,-0.095825800921154
"ABCA8","O94911",0.650724137221964,0.0490658917377914,"Cancer Up",0.012574706826463,-0.0827124624178452,0.971789083952921,0.839183828566088,0.0952871692443082,0.86017373203742,0.0952871692443082
"IGHA2","P01877",2.88169337795577,4.98008418289952e-05,"Cancer Up",-0.307887012951571,-0.402651828569567,0.578436464039332,0.487121304175516,0.0947648156179959,0.905539379376919,0.094764815617996
"FAM114A2","Q9NRY5",0.615822720905776,0.00675167182494146,"Cancer Up",0.00286489024479764,-0.0907882066118013,0.991100057601983,0.732901958051833,0.093653096856599,0.800067871610362,0.0936530968565989
"RRAD","P55042",-0.657564187271682,0.0154234624385914,"Cancer Down",0.155448502192172,0.0624630697782678,0.616963784281711,0.859501901828571,0.0929854324139043,0.84308332585019,0.0929854324139042
"EIF3L","Q9Y262",-0.521200932710205,0.019929502948001,"Cancer Down",-0.0662052415693708,0.0264990479450731,0.794281030753364,0.921778338179992,-0.0927042895144439,0.802480930953614,-0.0927042895144439
"EIF3J","O75822",-0.503371043964766,0.00155051709845851,"Cancer Down",-0.0113097515429779,0.0806548561030738,0.951944272786039,0.68653711547959,-0.0919646076460516,0.737344693014533,-0.0919646076460517
"GAA","P10253",-0.451226862403779,0.00728691266338146,"Cancer Down",0.388068466431307,0.479280930251267,0.0607186550267937,0.0353223125135305,-0.0912124638199607,0.758663648687323,-0.09121246381996
"MPC2","O95563",-0.940022456435191,0.00149260835109045,"Cancer Down",-0.201197720623263,-0.110569708863238,0.558808572721219,0.762048003500152,-0.0906280117600247,0.856447506193654,-0.090628011760025
"PGLS","O95336",0.715796197265245,0.0002963834079805,"Cancer Up",0.0721619519684253,-0.014275820986974,0.735619084485126,0.948479157653419,0.0864377729553993,0.778592232318101,0.0864377729553993
"PA2G4","Q9UQ80",0.392515661995269,0.00942361101533918,"Cancer Up",-0.161351324139581,-0.247683287158313,0.377549446743867,0.194051075909527,0.0863319630187327,0.741381209983174,0.086331963018732
"DDX19B","Q9UMR2",1.90864196977482,0.00068617289369644,"Cancer Up",-1.30618828289018,-1.22117314382675,0.130416240792011,0.167605282519889,-0.085015139063433,0.94069267763875,-0.0850151390634302
"AGT","P01019",2.40732151581921,5.15304583571823e-07,"Cancer Up",0.387416496611749,0.304077244979613,0.424582951661393,0.543783670473341,0.0833392516321361,0.904467143693377,0.083339251632136
"RPS8","P62241",-0.353204884097291,0.0157405738606467,"Cancer Down",0.0295578708864284,-0.053623124180362,0.859276762388178,0.756058441583803,0.0831809950667903,0.728999306764043,0.0831809950667904
"PHKA2","P46019",-0.764058802503001,0.0417128046221188,"Cancer Down",0.499826659366512,0.416655252346903,0.271575899054782,0.429095387700508,0.0831714070196092,0.904000953166314,0.083171407019609
"CAMK2B","Q13554",-0.945271733950658,0.00018093249676041,"Cancer Down",0.212375080006694,0.129581726045828,0.487945704193292,0.678862842035341,0.0827933539608665,0.849594639409478,0.082793353960866
"FBN1","P35555",2.01824121387265,0.00016789780164254,"Cancer Up",-0.321909113532996,-0.24113277664831,0.599867036232538,0.703805562058432,-0.0807763368846857,0.926943975385743,-0.080776336884686
"HSD17B10","Q99714",-0.321759454425926,0.0333121173506435,"Cancer Down",0.150381054350039,0.0706916401828792,0.419558973955907,0.712613862682698,0.0796894141671594,0.765163371076416,0.0796894141671598
