"pathway","database","size","NES_Training_CRE","NES_Training_PLA","padj_Training_CRE","padj_Training_PLA","sig_cat"
"GOBP_INCLUSION_BODY_ASSEMBLY","GO:BP",15,-0.769507395595401,1.00583614614205,0.943452832789757,0.746077184054283,"NS"
"GOBP_ASSOCIATIVE_LEARNING","GO:BP",10,0.75228460960467,-0.545554458657532,0.943681516593092,0.995723845275012,"NS"
"GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS","GO:BP",12,-0.755346392152292,-1.18022506782229,0.943681516593092,0.561798612971811,"NS"
"GOBP_AMYLOID_BETA_METABOLIC_PROCESS","GO:BP",17,0.765197227506483,-1.20889853178787,0.94399119183494,0.511688742331853,"NS"
"GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","GO:BP",14,-0.76130183139128,-0.78393864345043,0.94399119183494,0.920535762112209,"NS"
"GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GO:BP",10,0.747301237170304,-1.16246319553709,0.94399119183494,0.587822446592378,"NS"
"GOBP_LIMBIC_SYSTEM_DEVELOPMENT","GO:BP",15,0.765689335953299,-0.895121665751255,0.94399119183494,0.838934337727558,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION","GO:BP",16,0.767498864265332,-1.3360916741048,0.94399119183494,0.387477313974592,"NS"
"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS","GO:BP",14,-0.758949674787623,0.854443749295002,0.94399119183494,0.87362270387036,"NS"
"GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH","GO:BP",17,0.761099723263656,-1.18777282022218,0.94399119183494,0.542275538359944,"NS"
"GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS","GO:BP",14,0.75641912264821,-0.618730360028677,0.94399119183494,0.984800452645213,"NS"
"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION","GO:BP",39,-0.81024570016122,1.41470198029661,0.94399119183494,0.285653111717313,"NS"
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING","GO:BP",11,0.749030634517505,-0.954844753200045,0.94399119183494,0.782112520769601,"NS"
"GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS","GO:BP",22,0.771519032271652,-1.1634095418343,0.94399119183494,0.549059756556841,"NS"
"GOBP_BROWN_FAT_CELL_DIFFERENTIATION","GO:BP",10,-0.746255992972853,0.793929008811967,0.944283182757048,0.912850037619251,"NS"
"GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION","GO:BP",12,-0.744828582159417,-1.64103924078175,0.944283182757048,0.18602558838539,"NS"
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN","GO:BP",13,0.745624759344908,1.75763325835638,0.944283182757048,0.0997667856838296,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",13,0.750896729183379,0.825374769710026,0.944283182757048,0.891580121572007,"NS"
"GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY","GO:BP",11,0.742726702215929,1.30433634760245,0.944283182757048,0.431809736157562,"NS"
"GOBP_NEURAL_TUBE_FORMATION","GO:BP",12,-0.744828582159417,-1.64103924078175,0.944283182757048,0.18602558838539,"NS"
"GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS","GO:BP",10,-0.743211771254928,-1.04639377634728,0.944283182757048,0.706045439823775,"NS"
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION","GO:BP",23,0.76474335182536,-0.719777936562787,0.944283182757048,0.963096943761801,"NS"
"GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE","GO:BP",17,0.753401629922094,1.23025743862972,0.944283182757048,0.493171774768353,"NS"
"GOBP_REGULATION_OF_PROTEIN_NEDDYLATION","GO:BP",11,-0.74647610645754,1.11403628844274,0.944283182757048,0.637653282038952,"NS"
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","GO:BP",28,-0.781932557957986,0.765434630369335,0.944283182757048,0.94145989322768,"NS"
"GOBP_AMIDE_BIOSYNTHETIC_PROCESS","GO:BP",51,-0.812475842519585,-0.832430758642613,0.945086135642405,0.921144339902543,"NS"
"GOBP_PROTEIN_DEACETYLATION","GO:BP",10,0.728254622059478,1.47827797224003,0.94732565990194,0.292880967955853,"NS"
"GOBP_MAINTENANCE_OF_CELL_NUMBER","GO:BP",11,-0.728346968433254,-0.900032574944013,0.950244459440125,0.828855036055724,"NS"
"GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES","GO:BP",12,-0.725355983508414,0.904395243594217,0.952152768611404,0.830854241929909,"NS"
"GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION","GO:BP",12,0.730965418879012,0.777664435528155,0.952343044765126,0.920535762112209,"NS"
"GOBP_INTERFERON_BETA_PRODUCTION","GO:BP",12,-0.721823381759154,-0.756694994856567,0.952665639796813,0.926463073963624,"NS"
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN","GO:BP",23,0.750200732188213,1.20629990296141,0.95362471055193,0.511688742331853,"NS"
"GOBP_EAR_MORPHOGENESIS","GO:BP",10,0.713763964262876,0.865427227875543,0.958141354493814,0.85682797901184,"NS"
"GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS","GO:BP",31,-0.771750131620268,1.02256753241092,0.958166669640662,0.719920612318596,"NS"
"GOBP_AMYLOID_BETA_FORMATION","GO:BP",12,0.713212729263949,-1.13290030483051,0.959031694014222,0.616411900990035,"NS"
"GOBP_LIPID_IMPORT_INTO_CELL","GO:BP",11,0.707962569627322,1.45895076637009,0.959031694014222,0.30407488369486,"NS"
"GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS","GO:BP",15,0.728533123656937,-1.13506823147694,0.959031694014222,0.604552015027267,"NS"
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",20,-0.74314304424292,-0.961095630496576,0.959031694014222,0.782112520769601,"NS"
"GOBP_PROTEIN_EXPORT_FROM_NUCLEUS","GO:BP",20,-0.738699332072714,-0.768152473921121,0.959031694014222,0.93568120528079,"NS"
"GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GO:BP",28,0.748218365417662,-1.45433240818201,0.959031694014222,0.268474853897978,"NS"
"GOBP_RESPONSE_TO_COLD","GO:BP",11,-0.707765945464743,0.8004008672628,0.959031694014222,0.911154206977694,"NS"
"GOBP_GLUTATHIONE_METABOLIC_PROCESS","GO:BP",24,-0.750923125361488,-1.41589408515332,0.95929675092856,0.305952152791087,"NS"
"GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","GO:BP",22,0.735072136255979,-0.94335945769232,0.960029762751466,0.801933418663689,"NS"
"GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS","GO:BP",27,-0.751977094661509,-1.26641859039785,0.960029762751466,0.431809736157562,"NS"
"GOBP_FATTY_ACID_CATABOLIC_PROCESS","GO:BP",43,0.765717707530582,1.25261255868311,0.961129569716522,0.424534847481841,"NS"
"GOBP_ACETYL_COA_METABOLIC_PROCESS","GO:BP",21,-0.734299363974721,0.967989473168588,0.961626758115743,0.778858447402266,"NS"
"GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION","GO:BP",11,0.697165328600843,1.35453920941048,0.963039236939085,0.385856417636989,"NS"
"GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT","GO:BP",16,-0.716046200794379,1.08281353678274,0.963039236939085,0.66724912611352,"NS"
"GOBP_XENOBIOTIC_METABOLIC_PROCESS","GO:BP",23,-0.73170349663933,-1.28953988130894,0.965413691679204,0.406237221427111,"NS"
"GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS","GO:BP",11,-0.69092825738758,1.40617688341865,0.969641327845639,0.345778356983716,"NS"
"GOBP_ALCOHOL_CATABOLIC_PROCESS","GO:BP",13,-0.694600638338347,-1.11145131956881,0.969886103854743,0.637033016999868,"NS"
"GOBP_RESPONSE_TO_OXYGEN_RADICAL","GO:BP",13,0.691401121803075,-1.99784134533459,0.970254973862581,0.038815066134985,"Tr.(PLA) only"
"GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS","GO:BP",16,0.697245446393446,1.43254144912927,0.974380111783969,0.308126343899269,"NS"
"GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA","GO:BP",11,0.676691649375604,1.27734213309059,0.980511943417272,0.457309325316887,"NS"
"GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT","GO:BP",15,0.691000443095897,-0.960166021625795,0.980644946154292,0.78021907845351,"NS"
"GOBP_GLIAL_CELL_MIGRATION","GO:BP",14,-0.688433728015663,-1.07131361578819,0.981082560328494,0.681968232611442,"NS"
"GOBP_LEARNING","GO:BP",20,-0.699364909476389,-0.833251302249373,0.98258434579636,0.897017340178018,"NS"
"GOBP_MITOCHONDRIAL_FISSION","GO:BP",12,0.664618924676643,1.36818493632547,0.98258434579636,0.377574873184629,"NS"
"GOBP_ORGANELLE_MEMBRANE_FUSION","GO:BP",32,-0.730609798740912,-1.33112920065593,0.98258434579636,0.359131229019133,"NS"
"GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS","GO:BP",19,0.684953371979827,-1.50095926395426,0.98258434579636,0.268474853897978,"NS"
"GOBP_PROTEIN_HOMOTETRAMERIZATION","GO:BP",20,0.693581413924497,-1.43937538217173,0.98258434579636,0.298700358995133,"NS"
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX","GO:BP",13,-0.668993119389177,1.05728829332167,0.98258434579636,0.697976550933027,"NS"
"GOBP_TYPE_I_INTERFERON_PRODUCTION","GO:BP",24,0.702556437132981,0.684732168437395,0.98258434579636,0.97038954828869,"NS"
"GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS","GO:BP",16,0.680939747099001,-1.03680296709777,0.982617145170205,0.708929738452102,"NS"
"GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",23,-0.700342932577329,-0.982220992588894,0.983342362493098,0.759650273051382,"NS"
"GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT","GO:BP",11,-0.655350824100743,-1.23475089676957,0.983397515429122,0.511688742331853,"NS"
"GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","GO:BP",11,-0.655350824100743,-1.23475089676957,0.983397515429122,0.511688742331853,"NS"
"GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","GO:BP",13,-0.659211944889124,-1.66595058835765,0.983397515429122,0.177279444837114,"NS"
"GOBP_AXONAL_TRANSPORT","GO:BP",15,0.660163202896066,0.830117815558409,0.988866142922305,0.888392360879522,"NS"
"GOBP_FATTY_ACID_TRANSPORT","GO:BP",25,0.684310834004146,1.51053707052263,0.989868346054788,0.238386902427589,"NS"
"GOBP_DENDRITE_MORPHOGENESIS","GO:BP",17,0.66123987752135,-1.35998303926468,0.990838853985805,0.373579595649696,"NS"
"GOBP_GLYCEROLIPID_CATABOLIC_PROCESS","GO:BP",10,-0.641651662612807,-1.15921378755605,0.990838853985805,0.59134448495343,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GO:BP",22,-0.672285081848415,-0.546764771611924,0.990838853985805,0.999195369204614,"NS"
"GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",42,0.704034497208965,-1.14075198066753,0.990838853985805,0.559036354907694,"NS"
"GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE","GO:BP",10,-0.633875762989511,1.39904727163585,0.992145971131137,0.356105832440383,"NS"
"GOBP_GRANULOCYTE_ACTIVATION","GO:BP",10,-0.635136810738394,-0.706200103961288,0.992145971131137,0.952782723753206,"NS"
"GOBP_RIBOSOME_ASSEMBLY","GO:BP",23,-0.673654864835222,1.04702969119099,0.992145971131137,0.699956974715192,"NS"
"GOBP_FATTY_ACID_METABOLIC_PROCESS","GO:BP",128,-0.790463853609883,-1.16207112815297,0.993675843558351,0.431809736157562,"NS"
"GOBP_POLYSACCHARIDE_METABOLIC_PROCESS","GO:BP",35,0.684911261253078,1.66288583909908,0.993675843558351,0.131672372258146,"NS"
"GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS","GO:BP",11,0.628896913633995,-0.781885147446257,0.993675843558351,0.918485384125152,"NS"
"GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","GO:BP",11,0.634181870338085,-1.3623153458742,0.993675843558351,0.385682633445821,"NS"
"GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT","GO:BP",11,-0.625237662745451,0.596819243287538,0.993675843558351,0.986480224769107,"NS"
"GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS","GO:BP",68,0.729231093195778,-1.24495811373324,0.993675843558351,0.383524475027115,"NS"
"GOBP_REGULATION_OF_NEUROGENESIS","GO:BP",50,0.700667459386625,-1.06773641238689,0.995317987990499,0.656097809431128,"NS"
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER","GO:BP",13,0.624022460643807,1.04952496692053,0.995317987990499,0.701210870793647,"NS"
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION","GO:BP",10,0.608554945747072,-1.56763514778452,0.995376746202502,0.258109743615527,"NS"
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","GO:BP",47,-0.713506387572244,-1.38732098210723,0.996544963291248,0.287415301186041,"NS"
"GOBP_HYPEROSMOTIC_RESPONSE","GO:BP",11,-0.612258347225111,1.27589753222876,0.998391166438905,0.457706964897834,"NS"
"GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING","GO:BP",14,0.613337336202237,1.58643830930226,0.998525668991972,0.209128991893803,"NS"
"GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN","GO:BP",12,0.602768387848999,-0.804057170461987,0.998619787589166,0.90642440946013,"NS"
"GOBP_DENDRITE_DEVELOPMENT","GO:BP",33,0.659619410296314,-1.46280008471578,0.998619787589166,0.264090177133655,"NS"
"GOBP_MONOATOMIC_ANION_TRANSPORT","GO:BP",18,0.627077928441296,0.718075059581065,0.998619787589166,0.957966902466267,"NS"
"GOBP_CELLULAR_RESPONSE_TO_KETONE","GO:BP",23,-0.618415720250505,-1.05208256441277,0.999689300250129,0.692862777580562,"NS"
"GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS","GO:BP",65,-0.720828826871619,-1.13473455566741,0.999689300250129,0.547392418046712,"NS"
"GOBP_DETOXIFICATION","GO:BP",57,0.665568411350596,-2.09166045080374,0.999689300250129,0.00317115219457725,"Tr.(PLA) only"
"GOBP_ENERGY_RESERVE_METABOLIC_PROCESS","GO:BP",35,0.636047513855483,1.55992743973431,0.999689300250129,0.190295944824377,"NS"
"GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","GO:BP",10,-0.588271391920109,1.20515959006743,0.999689300250129,0.547392418046712,"NS"
"GOBP_GLUCOSE_CATABOLIC_PROCESS","GO:BP",18,0.62218946297054,1.42470083433518,0.999689300250129,0.308126343899269,"NS"
"GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS","GO:BP",53,0.675602243272571,1.19373362749128,0.999689300250129,0.473276705544155,"NS"
"GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE","GO:BP",17,0.59717130535021,-0.676092320564307,0.999689300250129,0.97038954828869,"NS"
"GOBP_PEPTIDYL_LYSINE_MODIFICATION","GO:BP",19,-0.595299151277031,0.795361307075683,0.999689300250129,0.919334345656822,"NS"
"GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GO:BP",43,-0.688206018678552,-0.770567769602759,0.999689300250129,0.95589448441247,"NS"
"GOBP_PROTEIN_TETRAMERIZATION","GO:BP",29,0.633638234024653,-1.21794467224546,0.999689300250129,0.471612914055774,"NS"
"GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GO:BP",14,0.587417136023367,-1.37910942433507,0.999689300250129,0.362594783465994,"NS"
"GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS","GO:BP",11,-0.578512042911069,-1.51145792648215,0.999689300250129,0.287415301186041,"NS"
"GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION","GO:BP",11,-0.582338583359069,-0.632984299338122,0.999689300250129,0.977562097277428,"NS"
"GOBP_RESPONSE_TO_KETONE","GO:BP",41,0.642610694495673,-1.54076734518747,0.999689300250129,0.187496413901574,"NS"
"GOBP_SYNAPSE_ASSEMBLY","GO:BP",23,-0.623190449968915,-0.832351907624563,0.999689300250129,0.897085701579313,"NS"
"GOBP_TUBE_FORMATION","GO:BP",15,0.581052281899894,-1.52287583903957,0.999689300250129,0.262104427649515,"NS"
"GOBP_ATP_METABOLIC_PROCESS","GO:BP",123,-0.746177233928835,2.21646393525509,1,5.27426847296677e-06,"Tr.(PLA) only"
"GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS","GO:BP",17,0.553704479194039,-1.11750368493767,1,0.626609609168767,"NS"
"GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS","GO:BP",14,0.492069258970093,-1.14599243472834,1,0.587822446592378,"NS"
"GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GO:BP",39,0.537171543660624,-1.06892816529393,1,0.657493029232218,"NS"
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS","GO:BP",44,-0.601843382211007,-1.06674289999743,1,0.653641211667123,"NS"
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","GO:BP",15,0.570289488314414,0.858463537154068,1,0.869873573851372,"NS"
"GOBP_ELECTRON_TRANSPORT_CHAIN","GO:BP",80,-0.558256828964568,2.46546202404812,1,2.07745083813418e-07,"Tr.(PLA) only"
"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","GO:BP",181,-0.605741300265653,2.55730038591776,1,7.7514047515152e-13,"Tr.(PLA) only"
"GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY","GO:BP",14,-0.484203248841016,-0.595741155567067,1,0.988712753919931,"NS"
"GOBP_FATTY_ACID_BETA_OXIDATION","GO:BP",37,0.527178056454253,1.20403719949901,1,0.489277861003793,"NS"
"GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",11,-0.413905008652983,1.30493063916895,1,0.431809736157562,"NS"
"GOBP_GLUCAN_BIOSYNTHETIC_PROCESS","GO:BP",16,-0.317210181507353,1.53796311115085,1,0.238386902427589,"NS"
"GOBP_GLUCAN_METABOLIC_PROCESS","GO:BP",33,-0.574280867208512,1.65098235340373,1,0.135355634596492,"NS"
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS","GO:BP",21,-0.583727376007831,0.862598922346869,1,0.872561114918894,"NS"
"GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GO:BP",13,-0.546710868398395,-1.08593537660946,1,0.662428525267284,"NS"
"GOBP_LIPID_MODIFICATION","GO:BP",48,0.505407519576029,1.53687542301432,1,0.180029803571469,"NS"
"GOBP_LIPID_OXIDATION","GO:BP",44,0.553440104336836,1.32835311089553,1,0.345778356983716,"NS"
"GOBP_LONG_TERM_SYNAPTIC_POTENTIATION","GO:BP",18,0.451992937625845,0.7432390207171,1,0.945100947454975,"NS"
"GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE","GO:BP",20,0.559802616618437,-1.18646553422431,1,0.53148367218479,"NS"
"GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS","GO:BP",76,-0.479497210297241,2.32304985384304,1,3.31613143278504e-06,"Tr.(PLA) only"
"GOBP_REGULATION_OF_AXON_EXTENSION","GO:BP",15,-0.493763853970182,-1.19740382394785,1,0.53753008423586,"NS"
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GO:BP",10,-0.538057283449103,-1.2915143097512,1,0.446900045378235,"NS"
"GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS","GO:BP",24,0.52836435786388,-0.942947065551921,1,0.796169121978025,"NS"
"GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",15,-0.575894421721741,-1.018345314066,1,0.727320275673906,"NS"
"GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS","GO:BP",30,-0.560103463022182,-1.01995813879018,1,0.719920612318596,"NS"
"GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY","GO:BP",14,0.488002229101505,-0.832278444834923,1,0.88392513831628,"NS"
"GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE","GO:BP",10,-0.546203949610356,0.81140730472963,1,0.899459900219034,"NS"
"GOBP_RESPONSE_TO_PROSTAGLANDIN","GO:BP",12,0.497229125629573,-1.4531116925525,1,0.31564598395537,"NS"
"GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS","GO:BP",49,0.638987051290546,-0.88270984909532,1,0.87362270387036,"NS"
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","GO:BP",30,0.528494789616578,-1.75651523262813,1,0.0871158656989788,"NS"
"GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS","GO:BP",16,-0.55278521731709,0.635472591523302,1,0.980953460589307,"NS"
"HALLMARK_COAGULATION","Hallmark",53,1.66209826224805,-1.66084940053179,0.0481595834846834,0.0351479483406899,"Both"
"HALLMARK_PROTEIN_SECRETION","Hallmark",49,1.50975989897434,-1.21101734380765,0.11371511946015,0.311044896238527,"NS"
"HALLMARK_KRAS_SIGNALING_UP","Hallmark",24,1.42894370574115,-1.22729862385763,0.249564277746793,0.31942223368584,"NS"
"HALLMARK_UV_RESPONSE_DN","Hallmark",26,1.3579863985515,-1.55203860348968,0.299213976150098,0.109036422314431,"NS"
"HALLMARK_MYOGENESIS","Hallmark",113,1.22159978816644,1.35823954218139,0.310591831841432,0.126338924233661,"NS"
"HALLMARK_SPERMATOGENESIS","Hallmark",12,-1.27948310120198,-0.741750691639985,0.403004617186962,0.886148850247714,"NS"
"HALLMARK_BILE_ACID_METABOLISM","Hallmark",25,-1.12603474342428,-1.67915366536468,0.578125633232016,0.0745158002038736,"NS"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Hallmark",10,0.961758543996759,-1.30468302138557,0.727311780981506,0.311044896238527,"NS"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Hallmark",28,0.988372254345874,-1.51114564150357,0.727311780981506,0.126338924233661,"NS"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","Hallmark",35,-0.963913128188435,0.712188358070049,0.727311780981506,0.90484022556391,"NS"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","Hallmark",21,-0.740333722890296,-1.29231973916795,0.974652813733273,0.311044896238527,"NS"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",17,-0.616976854492348,0.952972917477915,0.975242202411152,0.68051668757496,"NS"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY","KEGG",10,1.64142231906985,-0.599669419904904,0.105512287750777,0.97657522567204,"NS"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.64541640814394,-0.473627134645708,0.105512287750777,0.993216630196936,"NS"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY","KEGG",11,1.65337729002292,-0.740857575225951,0.105512287750777,0.861187086518456,"NS"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY","KEGG",11,1.66241174619564,-0.701599955514881,0.105512287750777,0.89347647702407,"NS"
"KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY","KEGG",11,1.64194776315209,-1.04606000245113,0.105512287750777,0.581600228332223,"NS"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG",14,1.67765380937965,-0.823074007374076,0.105512287750777,0.79742726796799,"NS"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY","KEGG",12,1.7285329957707,-0.99081634832128,0.105512287750777,0.638729877605237,"NS"
"KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.72005413782568,-0.913690070251065,0.105512287750777,0.698261388502089,"NS"
"KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG",14,1.67765380937965,-0.823074007374076,0.105512287750777,0.79742726796799,"NS"
"KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG",14,1.67765380937965,-0.823074007374076,0.105512287750777,0.79742726796799,"NS"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY","KEGG",12,1.73413673851913,-0.792949935102526,0.105512287750777,0.81687758812791,"NS"
"KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.72005413782568,-0.913690070251065,0.105512287750777,0.698261388502089,"NS"
"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY","KEGG",12,1.51115359886907,-1.94336779685362,0.242804995196926,0.013712731776795,"Tr.(PLA) only"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY","KEGG",11,1.47092869620402,-1.86753679103179,0.281569431051109,0.0416630196936543,"Tr.(PLA) only"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG",11,1.45755693746566,-1.61999090821899,0.289976742866867,0.0706783369803063,"NS"
"KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","KEGG",10,1.37641593548517,-1.75024701065068,0.319843516144807,0.0469692273632942,"Tr.(PLA) only"
"KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2","KEGG",10,-1.42639980339626,1.37758479889056,0.319843516144807,0.200042789901583,"NS"
"KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY","KEGG",10,-1.44535824003693,-0.67744724233309,0.319843516144807,0.912393813983882,"NS"
"KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE","KEGG",10,1.3271459239664,0.939034005026019,0.370438052862969,0.693190533963659,"NS"
