uniprot_id,module,gene,kME,GS,functional_group,GS_pheno
P62873,turquoise,GNB1,0.9277520497403337,0.500383594576565,Platelet Activation Signaling An...,Cancer Status
Q00610,turquoise,CLTC,0.9534844041074719,0.5186094082939887,Other,Cancer Status
P09525,turquoise,ANXA4,0.905564342778089,0.6027286834462963,Other,Cancer Status
P23284,turquoise,PPIB,0.9389912453692193,0.5707244755195208,Other,Cancer Status
Q969G5,turquoise,CAVIN3,0.9355364106261209,0.46804091624237987,Positive Regulation Of Mapk Cascade,Cancer Status
P00488,turquoise,F13A1,0.9086083455516054,0.5957921422186726,Wound Healing,Cancer Status
P05556,turquoise,ITGB1,0.907650987924102,0.4086747057315453,Wound Healing,Cancer Status
Q15907,turquoise,RAB11B,0.9137584725772433,0.4340231364292705,Other,Cancer Status
P17931,turquoise,LGALS3,0.9436449779652938,0.4949878577037926,Other,Cancer Status
Q6DD88,turquoise,ATL3,0.9355831783934336,0.5315339576620036,Other,Cancer Status
Q9BUF5,turquoise,TUBB6,0.947197157301846,0.6022757966094434,Other,Cancer Status
P21926,turquoise,CD9,0.9263698150007492,0.5840774626760593,Wound Healing,Cancer Status
Q16181,turquoise,SEPTIN7,0.947447042074423,0.5069720257636493,Other,Cancer Status
O00159,turquoise,MYO1C,0.9056009743433203,0.5134320262218799,Actin Filament Organization,Cancer Status
P23142,turquoise,FBLN1,0.9048547132722262,0.739769100930213,Wound Healing,Cancer Status
O00299,turquoise,CLIC1,0.9458288259650347,0.7044934443441636,Wound Healing,Cancer Status
O76070,turquoise,SNCG,0.9109319926466121,0.5361122402337295,Other,Cancer Status
Q01082,turquoise,SPTBN1,0.9557432364276303,0.6377507580889072,Actin Filament Organization,Cancer Status
P19971,turquoise,TYMP,0.9250026804525906,0.5053033070108501,Other,Cancer Status
Q14847,turquoise,LASP1,0.9431124867290752,0.6260340786546978,Other,Cancer Status
Q9HDC9,turquoise,APMAP,0.9405327800303057,0.5858436590865768,Other,Cancer Status
P67936,turquoise,TPM4,0.9452549096239405,0.6379320037652582,Actin Filament Organization,Cancer Status
Q02952,turquoise,AKAP12,0.9314652164504768,0.6587616988395724,Positive Regulation Of Mapk Cascade,Cancer Status
O75368,turquoise,SH3BGRL,0.9213260994851874,0.6913544064657885,Other,Cancer Status
Q9H299,turquoise,SH3BGRL3,0.9126960079419535,0.6440922110312337,Other,Cancer Status
Q53TN4,turquoise,CYBRD1,0.9323002921817672,0.5505813773618318,Other,Cancer Status
Q12805,turquoise,EFEMP1,0.9335293424869845,0.6403094137383163,Other,Cancer Status
P26599,turquoise,PTBP1,0.9249006496535549,0.6270596481117662,Other,Cancer Status
Q9H4G4,turquoise,GLIPR2,0.9170021280386716,0.5977239826820958,Positive Regulation Of Mapk Cascade,Cancer Status
O95865,turquoise,DDAH2,0.9159142903565819,0.628192233964496,Other,Cancer Status
Q9NVA2,turquoise,SEPTIN11,0.917705825503962,0.4796381487151016,Other,Cancer Status
P16070,turquoise,CD44,0.9141147111957095,0.5044091532916736,Wound Healing,Cancer Status
P09486,turquoise,SPARC,0.9127057424569371,0.6389666354572592,Platelet Activation Signaling An...,Cancer Status
P40121,turquoise,CAPG,0.9332044082069482,0.5221393195875392,Actin Filament Organization,Cancer Status
O15143,turquoise,ARPC1B,0.9060931640055708,0.6451831728429941,Actin Filament Organization,Cancer Status
P49407,turquoise,ARRB1,0.9152341868582776,0.48402948602622853,Platelet Activation Signaling An...,Cancer Status
P52594,turquoise,AGFG1,0.9194751478910969,0.5072263633518018,Other,Cancer Status
Q05639,blue,EEF1A2,0.8486253385791543,-0.4656966282188617,Other,Cancer Status
O75298,blue,RTN2,0.8827774085792626,-0.4693106621567612,Other,Cancer Status
Q14353,blue,GAMT,0.8413704965544108,-0.29685015386406044,Other,Cancer Status
P17858,blue,PFKL,0.8574654997238015,-0.4700480325166931,Other,Cancer Status
P10644,blue,PRKAR1A,0.8626061946409117,-0.46961954812076206,Other,Cancer Status
P48147,blue,PREP,0.8465858049120826,-0.24521524362325114,Other,Cancer Status
A8MU46,blue,SMTNL1,0.8441522920395849,-0.618423651813911,Other,Cancer Status
P13861,blue,PRKAR2A,0.8409948911781111,-0.5663070383976482,Other,Cancer Status
P23327,blue,HRC,0.8507625647682688,-0.24304222930183358,Other,Cancer Status
P51649,blue,ALDH5A1,0.8502699012992584,-0.3987021646705968,Other,Cancer Status
P21817,blue,RYR1,0.9017771183158114,-0.49492796664902994,Other,Cancer Status
O75923,blue,DYSF,0.9207473387128626,-0.46082788251438744,Other,Cancer Status
Q13085,blue,ACACA,0.845984501075095,-0.40664294152855657,Other,Cancer Status
Q5BKX8,blue,CAVIN4,0.8432073551015983,-0.38768103954696587,Other,Cancer Status
Q9Y613,blue,FHOD1,0.865970125559553,-0.4611588518754516,Other,Cancer Status
P46734,blue,MAP2K3,0.8520721842479927,-0.297024580076929,Other,Cancer Status
Q9H0E2,blue,TOLLIP,0.8615222898386006,-0.30883701909885664,Other,Cancer Status
O75155,blue,CAND2,0.9039657878185132,-0.5035707534691735,Other,Cancer Status
P35241,blue,RDX,0.8487013536828674,-0.17727908905923379,Other,Cancer Status
O60936,blue,NOL3,0.8751333188053217,-0.47396811963296054,Other,Cancer Status
Q9H0W9,blue,C11orf54,0.8971010246438692,-0.4370009240907262,Other,Cancer Status
Q93034,blue,CUL5,0.9285735591113895,-0.4464845151383534,Other,Cancer Status
Q9NZA1,blue,CLIC5,0.896779263162207,-0.496561883303823,Other,Cancer Status
Q04637,blue,EIF4G1,0.8933213124695581,-0.488122930174832,Other,Cancer Status
P52564,blue,MAP2K6,0.8385168347199019,-0.3658872565669813,Other,Cancer Status
Q9H1R3,blue,MYLK2,0.8486749974401494,-0.47220162268458643,Other,Cancer Status
P10636,blue,MAPT,0.8662116727398771,-0.4069938607054776,Other,Cancer Status
P51812,blue,RPS6KA3,0.9019735012557775,-0.3563147834050202,Other,Cancer Status
Q9Y6E2,blue,BZW2,0.845883195352809,-0.3495766815948236,Other,Cancer Status
Q96MG2,blue,JSRP1,0.8750875859306891,-0.5322079451396777,Other,Cancer Status
Q8N1G4,blue,LRRC47,0.9348406462104936,-0.5143676398587949,Other,Cancer Status
Q5VYK3,blue,ECPAS,0.9241883629227439,-0.5722680345199609,Other,Cancer Status
P16298,blue,PPP3CB,0.8467255865825178,-0.3028868312688141,Other,Cancer Status
P16989,blue,YBX3,0.8452274183562701,-0.32954009120155503,Other,Cancer Status
Q13310,blue,PABPC4,0.8715344633912597,-0.5086300705811948,Other,Cancer Status
Q13554,blue,CAMK2B,0.8854078824572741,-0.6018970353077958,Other,Cancer Status
Q99873,blue,PRMT1,0.8941662445045495,-0.5113507984038143,Other,Cancer Status
Q9NYL2,blue,MAP3K20,0.8417987338514209,-0.3165938093801033,Other,Cancer Status
P55060,blue,CSE1L,0.868887117310704,-0.6637449539279126,Other,Cancer Status
Q9UHV9,blue,PFDN2,0.8766150053245476,-0.410818073451817,Other,Cancer Status
Q8N3L3,blue,TXLNB,0.9269057899778187,-0.4080858749397394,Other,Cancer Status
O14744,blue,PRMT5,0.8405698200688994,-0.4854601683039327,Other,Cancer Status
P61081,blue,UBE2M,0.8990551787294734,-0.34241708164343315,Other,Cancer Status
O94919,blue,ENDOD1,0.8660170172031789,-0.5166945245545651,Other,Cancer Status
P07814,blue,EPRS1,0.8679662289360985,-0.5411421447861174,Other,Cancer Status
O95372,blue,LYPLA2,0.8449183577647231,-0.3341731680457414,Other,Cancer Status
Q02641,blue,CACNB1,0.8568456205602443,-0.5289187381657101,Other,Cancer Status
O60763,blue,USO1,0.8632143322328926,-0.5661422721033673,Other,Cancer Status
P62633,blue,CNBP,0.9049385856151086,-0.23730293551189377,Other,Cancer Status
Q12904,blue,AIMP1,0.885244934783386,-0.39909249205059444,Other,Cancer Status
O75534,blue,CSDE1,0.8577361259961809,-0.3324812766315798,Other,Cancer Status
Q8NDH3,blue,NPEPL1,0.8404680820778243,-0.3632254808802652,Other,Cancer Status
Q9NUU7,blue,DDX19A,0.893677166944234,-0.3209752354262389,Other,Cancer Status
P41236,blue,PPP1R2,0.8403873218485386,-0.3039118520153206,Other,Cancer Status
Q96S19,blue,METTL26,0.8953898926675826,-0.46192596119882234,Other,Cancer Status
Q13619,blue,CUL4A,0.8495093149574714,-0.31977186884793035,Other,Cancer Status
P30622,blue,CLIP1,0.9416920057049691,-0.4988390612245027,Other,Cancer Status
Q13155,blue,AIMP2,0.8484015193561266,-0.45524450573470376,Other,Cancer Status
Q8N3D4,blue,EHBP1L1,0.8566797085973854,-0.6012542575515505,Other,Cancer Status
P09874,blue,PARP1,0.8447119910782219,-0.2402766844516741,Other,Cancer Status
Q9NS86,blue,LANCL2,0.8641291340472066,-0.5736285918699088,Other,Cancer Status
P48735,brown,IDH2,0.8728085168096409,-0.2500925056525948,Oxidative Phosphorylation,Cancer Status
P40926,brown,MDH2,0.8811920652740521,-0.22284209339955655,Oxidative Phosphorylation,Cancer Status
P17540,brown,CKMT2,0.8917008421425294,-0.22191696007900938,Other,Cancer Status
O75964,brown,ATP5MG,0.8884421644275438,-0.2740518479160888,Oxidative Phosphorylation,Cancer Status
P36542,brown,ATP5F1C,0.9032865894615163,-0.3068559326261598,Oxidative Phosphorylation,Cancer Status
O75947,brown,ATP5PD,0.9634439998012239,-0.3646698223785933,Oxidative Phosphorylation,Cancer Status
Q13423,brown,NNT,0.9144995770981307,-0.3934451504740672,Oxidative Phosphorylation,Cancer Status
P07954,brown,FH,0.9272845796679984,-0.27557129221382554,Oxidative Phosphorylation,Cancer Status
P56385,brown,ATP5ME,0.879008603113021,-0.291742337499889,Oxidative Phosphorylation,Cancer Status
P36957,brown,DLST,0.8915802609253669,-0.3363743222246296,Oxidative Phosphorylation,Cancer Status
P24539,brown,ATP5PB,0.8928144718838553,-0.1546942297471742,Oxidative Phosphorylation,Cancer Status
P11177,brown,PDHB,0.9268140487841096,-0.31461736568864884,Oxidative Phosphorylation,Cancer Status
Q02218,brown,OGDH,0.9036312108223474,-0.3198096103773982,Oxidative Phosphorylation,Cancer Status
O75208,brown,COQ9,0.8753092140385189,-0.25023333984112694,Cellular Respiration,Cancer Status
P10515,brown,DLAT,0.878206255903292,-0.41074346643832327,Oxidative Phosphorylation,Cancer Status
P08559,brown,PDHA1,0.9407924319291879,-0.3361860613996742,Oxidative Phosphorylation,Cancer Status
Q9P2R7,brown,SUCLA2,0.9264487689205383,-0.30149972871859,Oxidative Phosphorylation,Cancer Status
P21912,brown,SDHB,0.8856235691179818,-0.3553247446915346,Oxidative Phosphorylation,Cancer Status
P53597,brown,SUCLG1,0.9382732532718031,-0.31467636722173536,Oxidative Phosphorylation,Cancer Status
O95831,brown,AIFM1,0.8978818415657304,-0.44953555384629207,Oxidative Phosphorylation,Cancer Status
Q16891,brown,IMMT,0.8727027913967286,-0.23810166922188208,Oxidative Phosphorylation,Cancer Status
P18859,brown,ATP5PF,0.8910832541505421,-0.16615354226343973,Oxidative Phosphorylation,Cancer Status
O00330,brown,PDHX,0.8801954505041163,-0.4105117689785841,Oxidative Phosphorylation,Cancer Status
O75521,brown,ECI2,0.8741440668780507,-0.4686806343994562,Other,Cancer Status
Q16134,brown,ETFDH,0.917862190855008,-0.3755032396847652,Oxidative Phosphorylation,Cancer Status
Q9NSE4,brown,IARS2,0.8753821214276164,-0.3008610992795909,Other,Cancer Status
P42704,brown,LRPPRC,0.9489582122097432,-0.33769852826828617,Oxidative Phosphorylation,Cancer Status
Q96A26,brown,FAM162A,0.9237934426578224,-0.40789452384837227,Other,Cancer Status
Q6UXV4,brown,APOOL,0.8784688955297828,-0.24517404215161548,Cristae Formation,Cancer Status
Q9Y512,brown,SAMM50,0.9004927827531456,-0.30088932984733285,Cristae Formation,Cancer Status
P23434,brown,GCSH,0.8878710910120244,-0.25904767693933684,Other,Cancer Status
P30405,brown,PPIF,0.9457271102913213,-0.21722739459239626,Cellular Respiration,Cancer Status
P51553,brown,IDH3G,0.9291961176016725,-0.29183459716435417,Oxidative Phosphorylation,Cancer Status
Q9NZJ6,brown,COQ3,0.8974770163225777,-0.4312401884331889,Other,Cancer Status
Q9Y4W6,brown,AFG3L2,0.8950164004698451,-0.40661112235879476,Oxidative Phosphorylation,Cancer Status
Q9BUR5,brown,APOO,0.9071945108912718,-0.3330173928946605,Cristae Formation,Cancer Status
O60313,brown,OPA1,0.89043205394447,-0.3836529801069364,Oxidative Phosphorylation,Cancer Status
P83111,brown,LACTB,0.8893209513802222,-0.5172741886011152,Other,Cancer Status
Q9BV79,brown,MECR,0.8852326350900033,-0.2919890913390926,Other,Cancer Status
P03928,brown,MT-ATP8,0.9042819465821088,-0.33949075234170617,Cellular Respiration,Cancer Status
Q03154,brown,ACY1,0.8863479680384225,-0.22580363598783398,Other,Cancer Status
Q5HYK3,brown,COQ5,0.8849657886773789,-0.38597915136865746,Other,Cancer Status
P47897,brown,QARS1,0.9123694686987486,-0.30460116094581025,Other,Cancer Status
Q9GZT3,brown,SLIRP,0.9035485795897843,-0.17712667585232597,Other,Cancer Status
P07951,yellow,TPM2,0.9375121655480175,0.04684388604367222,Other,Cancer Status
P09493,yellow,TPM1,0.9394345368033333,0.09346051529955597,Other,Cancer Status
Q8WZ42,yellow,TTN,0.9053512875651172,0.3014487281359173,Other,Cancer Status
P20929,yellow,NEB,0.9370182492501185,0.11818316681470825,Other,Cancer Status
P17661,yellow,DES,0.9423407573807603,-3.199286878540382e-4,Other,Cancer Status
