pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Regulation Of Cellular Response To Growth Factor Stimulus,GO:BP,0.713,-1.28,0.9908,0.3835,NS,44
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorrect Protein,GO:BP,-0.824,1.167,0.9248,0.5493,NS,28
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,Cross Presentation Of Soluble Exogenous Antigens Endosomes,Reactome,1.1,0.89,0.6712,0.7555,NS,34
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,-1.057,-0.933,0.7102,0.813,NS,21
GOBP_RESPONSE_TO_INTERLEUKIN_1,Response To Interleukin 1,GO:BP,0.851,-1.139,0.8842,0.5997,NS,15
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,Downstream Signaling Events Of B Cell Receptor Bcr,Reactome,-1.115,0.874,0.6352,0.7794,NS,42
REACTOME_DNA_DAMAGE_BYPASS,DNA Damage Bypass,Reactome,-0.983,1.006,0.8255,0.6553,NS,12
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,DNA Damage Recognition In Gg Ner,Reactome,-0.959,1.03,0.8525,0.6363,NS,16
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,Regulation Of Regulated Secretory Pathway,GO:BP,-1.101,0.887,0.6837,0.8409,NS,10
WP_MICROTUBULE_CYTOSKELETON_REGULATION,Wp Microtubule Cytoskeleton Regulation,WikiPathways,-0.69,-1.298,0.96,0.4698,NS,18
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,1.079,-0.908,0.6837,0.8403,NS,28
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,Negative Regulation Of Catabolic Process,GO:BP,0.971,1.016,0.8008,0.7268,NS,93
GOBP_RUFFLE_ORGANIZATION,Ruffle Organization,GO:BP,-0.891,-1.096,0.8581,0.6537,NS,15
GOBP_REGULATION_OF_INSULIN_SECRETION,Regulation Of Insulin Secretion,GO:BP,-1.422,-0.565,0.3523,0.9995,NS,36
WP_PERTURBATIONS_TO_HOSTCELL_AUTOPHAGY_INDUCED_BY_SARSCOV2_PROTEINS,Wp Perturbations To Hostcell Autophagy Induced By Sarscov2 Proteins,WikiPathways,1.183,-0.803,0.638,0.8859,NS,14
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational Protein Modification,GO:BP,-1.214,-0.772,0.5228,0.951,NS,31
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,GO:BP,-1.109,-0.876,0.6411,0.8779,NS,37
GOBP_AUTOPHAGOSOME_ORGANIZATION,Autophagosome Organization,GO:BP,1.119,0.866,0.6487,0.8726,NS,27
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Antigen Processing Ub ATP Independent Proteasomal Degradation,Reactome,-0.818,-1.167,0.9704,0.4989,NS,16
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,-0.828,-1.156,0.8904,0.385,NS,31
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,Detection Of Abiotic Stimulus,GO:BP,1.359,0.624,0.4512,0.9838,NS,15
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,Cytoskeleton Dependent Intracellular Transport,GO:BP,1.161,-0.822,0.5922,0.9205,NS,39
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Positive Regulation Of Response To Biotic Stimulus,GO:BP,0.994,-0.989,0.7714,0.7597,NS,80
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,Protein Transmembrane Import Into Intracellular Organelle,GO:BP,0.753,1.23,0.9443,0.4932,NS,17
WP_P53_TRANSCRIPTIONAL_GENE_NETWORK,Wp p53 Transcriptional Gene Network,WikiPathways,-1.068,0.915,0.7162,0.7687,NS,14
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,Metabolism Of Amino Acids And Derivatives,Reactome,1.103,0.879,0.6004,0.8548,NS,187
GOBP_CARDIAC_CONDUCTION,Cardiac Conduction,GO:BP,-1.233,-0.748,0.5228,0.9528,NS,26
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Organization,GO:BP,0.947,-1.034,0.8164,0.7089,NS,24
GOBP_NEURON_CELLULAR_HOMEOSTASIS,Neuron Cellular Homeostasis,GO:BP,-1.01,0.97,0.7495,0.7789,NS,15
WP_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART,Wp Physiological And Pathological Hypertrophy Of The Heart,WikiPathways,-0.903,1.077,0.8541,0.647,NS,11
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,Wp Glycolysis And Gluconeogenesis,WikiPathways,0.596,1.384,1,0.3093,NS,31
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,Neurotransmitter Receptors And Postsynaptic Signal Transmission,Reactome,0.843,-1.135,0.9704,0.4989,NS,45
WP_ALPHA_6_BETA_4_SIGNALING,Wp Alpha 6 Beta 4 Signaling,WikiPathways,-0.996,-0.982,0.8034,0.7074,NS,17
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Organization,GO:BP,-1.017,0.961,0.7495,0.7874,NS,48
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,1.02,-0.957,0.7495,0.7898,NS,49
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,Multicellular Organismal Response To Stress,GO:BP,0.928,1.049,0.8292,0.7012,NS,18
REACTOME_MAP2K_AND_MAPK_ACTIVATION,Map2k And Mapk Activation,Reactome,0.942,-1.035,0.8525,0.634,NS,20
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,1.053,-0.923,0.7157,0.8216,NS,29
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,-0.951,1.025,0.8208,0.7191,NS,33
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,Wp 7q1123 Copy Number Variation Syndrome,WikiPathways,0.932,1.044,0.8541,0.6586,NS,39
REACTOME_CA_DEPENDENT_EVENTS,Ca Dependent Events,Reactome,-1.062,0.913,0.7379,0.723,NS,11
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,Amyloid Beta Metabolic Process,GO:BP,0.765,-1.209,0.944,0.5117,NS,17
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,0.729,-1.245,0.9937,0.3835,NS,68
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,-1.023,-0.95,0.6929,0.6805,NS,36
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-1.084,0.888,0.6837,0.8473,NS,20
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY,Wp Kisspeptinkisspeptin Receptor System In The Ovary,WikiPathways,-0.936,1.036,0.8387,0.6773,NS,11
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Negative Regulation Of Endothelial Cell Migration,GO:BP,1.178,-0.793,0.6209,0.9122,NS,12
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,Negative Regulation Of Molecular Function,GO:BP,1.03,-0.941,0.7339,0.8216,NS,75
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling Pathway,GO:BP,0.98,-0.991,0.7877,0.7574,NS,34
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,Sig Pip3 Signaling In Cardiac Myoctes,Other,1.355,-0.615,0.1456,0.9744,NS,15
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,Glucagon Like Peptide 1 Glp1 Regulates Insulin Secretion,Reactome,-0.748,-1.221,0.9726,0.4748,NS,11
GOBP_CELLULAR_RESPONSE_TO_CAMP,Cellular Response To Camp,GO:BP,1,-0.969,0.7622,0.7739,NS,13
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,Sars Cov 1 Modulates Host Translation Machinery,Reactome,1.139,-0.83,0.622,0.8309,NS,32
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Transport,GO:BP,-1.207,-0.761,0.5228,0.9596,NS,40
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process,GO:BP,0.891,1.076,0.8585,0.673,NS,22
PID_HEDGEHOG_GLI_PATHWAY,Pid Hedgehog Gli Pathway,PID,1.044,-0.923,0.6404,0.8732,NS,15
REACTOME_RHOBTB1_GTPASE_CYCLE,Rhobtb1 Gtpase Cycle,Reactome,1.203,0.764,0.5923,0.8619,NS,14
REACTOME_ENOS_ACTIVATION,Enos Activation,Reactome,1.064,-0.903,0.7385,0.723,NS,10
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,-1.027,-0.94,0.7429,0.8027,NS,28
GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,Deoxyribonucleotide Catabolic Process,GO:BP,1.011,-0.956,0.7554,0.7819,NS,11
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,Regulation Of Amyloid Precursor Protein Catabolic Process,GO:BP,0.587,-1.379,0.9997,0.3626,NS,14
GOBP_LUNG_MORPHOGENESIS,Lung Morphogenesis,GO:BP,1.092,-0.872,0.6857,0.8568,NS,15
PID_LKB1_PATHWAY,Pid Lkb1 Pathway,PID,1.022,-0.941,0.6497,0.8568,NS,17
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Nuclear Receptor Mediated Signaling Pathway,GO:BP,0.795,-1.167,0.9405,0.5261,NS,31
GOBP_INTERLEUKIN_2_PRODUCTION,Interleukin 2 Production,GO:BP,0.968,-0.994,0.7925,0.7504,NS,11
REACTOME_M_PHASE,M Phase,Reactome,-0.841,-1.121,0.9759,0.4693,NS,111
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,Wp Envelope Proteins And Their Potential Roles In Edmd Physiopathology,WikiPathways,-1.186,-0.776,0.6216,0.8893,NS,16
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,Response To Muscle Activity,GO:BP,-1.253,0.708,0.5472,0.9528,NS,12
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,0.821,1.14,0.9405,0.5493,NS,59
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Snca To 26s Proteasome Mediated Protein Degradation,KEGG,-0.868,1.093,0.9227,0.4943,NS,33
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,Tcf Dependent Signaling In Response To Wnt,Reactome,-0.684,1.277,1,0.3423,NS,49
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation Of Innate Immune Response,GO:BP,1.077,-0.883,0.6744,0.8839,NS,67
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Class I Mhc Mediated Antigen Processing Presentation,Reactome,-1.106,0.854,0.6011,0.8579,NS,109
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS,Glucose 6 Phosphate Metabolic Process,GO:BP,-0.903,-1.056,0.8502,0.698,NS,14
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,Signaling By Moderate Kinase Activity Braf Mutants,Reactome,0.969,-0.99,0.8385,0.659,NS,23
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY,Wp Novel Intracellular Components Of Rigilike Receptor Pathway,WikiPathways,-1.232,0.727,0.5887,0.9057,NS,11
GOBP_B_CELL_MEDIATED_IMMUNITY,B Cell Mediated Immunity,GO:BP,1.144,-0.815,0.6278,0.9205,NS,28
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,Striated Muscle Cell Proliferation,GO:BP,1.144,-0.815,0.6515,0.8893,NS,10
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,1.148,-0.81,0.5987,0.939,NS,56
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,Amino Sugar Metabolic Process,GO:BP,1.047,-0.911,0.7324,0.8158,NS,10
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,Establishment Of Protein Localization To Vacuole,GO:BP,0.774,-1.184,0.9424,0.5474,NS,18
HALLMARK_ADIPOGENESIS,Adipogenesis,Hallmark,-0.794,-1.164,0.9752,0.311,NS,117
REACTOME_ION_CHANNEL_TRANSPORT,Ion Channel Transport,Reactome,-1.409,0.548,0.2622,0.9915,NS,32
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Transforming Growth Factor Beta Receptor Signaling Pathway,GO:BP,1.16,-0.797,0.6035,0.9357,NS,35
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway,GO:BP,0.904,-1.052,0.8502,0.7012,NS,12
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,0.75,1.206,0.9536,0.5117,NS,23
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,Reference Beta Oxidation,KEGG,-1.21,0.746,0.4599,0.8612,NS,11
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-0.643,-1.312,1,0.3579,NS,42
WP_GASTRIN_SIGNALING,Wp Gastrin Signaling,WikiPathways,1.046,-0.908,0.7216,0.7918,NS,33
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,Binding Of Sperm To Zona Pellucida,GO:BP,0.677,1.277,0.9805,0.4573,NS,11
WP_CHOLESTEROL_METABOLISM,Wp Cholesterol Metabolism,WikiPathways,0.742,-1.212,0.96,0.5327,NS,18
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,Regulation Of Stem Cell Differentiation,GO:BP,-1.401,0.552,0.4304,0.9957,NS,12
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Regulation Of Microtubule Polymerization Or Depolymerization,GO:BP,-1.03,0.923,0.7387,0.8154,NS,28
GOBP_HEART_GROWTH,Heart Growth,GO:BP,1.385,-0.568,0.43120000000000003,0.9959,NS,17
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,Regulation Of Steroid Biosynthetic Process,GO:BP,-0.932,1.021,0.8278,0.7286,NS,16
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,Regulation Of Multicellular Organism Growth,GO:BP,-0.836,-1.117,0.8951,0.6324,NS,14
GOBP_FATTY_ACID_METABOLIC_PROCESS,Fatty Acid Metabolic Process,GO:BP,-0.79,-1.162,0.9937,0.4318,NS,128
REACTOME_METABOLISM_OF_STEROIDS,Metabolism Of Steroids,Reactome,0.736,-1.216,0.9929,0.437,NS,33
GOBP_RESPONSE_TO_PROSTAGLANDIN,Response To Prostaglandin,GO:BP,0.497,-1.453,1,0.3156,NS,12
WP_UROTENSINIIMEDIATED_SIGNALING,Wp Urotensiniimediated Signaling,WikiPathways,1.032,0.917,0.748,0.7687,NS,23
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Negative Regulation Of Release Of Cytochrome C From Mitochondria,GO:BP,-0.888,1.061,0.8561,0.7004,NS,10
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH,Regulation Of Extent Of Cell Growth,GO:BP,0.761,-1.188,0.944,0.5423,NS,17
REACTOME_NUCLEOTIDE_CATABOLISM,Nucleotide Catabolism,Reactome,0.926,-1.023,0.868,0.6401,NS,11
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response To Virus,GO:BP,-1.325,0.623,0.4124,0.9957,NS,42
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,Positive Regulation Of Small Gtpase Mediated Signal Transduction,GO:BP,1.238,0.71,0.5539,0.9587,NS,16
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Positive Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,GO:BP,-1.21,-0.738,0.58,0.9426,NS,14
WP_SYNAPTIC_SIGNALING_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,Wp Synaptic Signaling Associated With Autism Spectrum Disorder,WikiPathways,-0.99,0.958,0.812,0.7268,NS,14
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,Insulin Secretion Involved In Cellular Response To Glucose Stimulus,GO:BP,-1.123,-0.824,0.6582,0.8893,NS,14
GOBP_REGULATED_EXOCYTOSIS,Regulated Exocytosis,GO:BP,0.959,-0.988,0.8007,0.7508,NS,26
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,Positive Regulation Of Cell Growth,GO:BP,-0.812,-1.135,0.9407,0.5698,NS,34
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,Formation Of Paraxial Mesoderm,Reactome,-0.833,1.114,0.9704,0.5283,NS,30
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,Regulation Of Ornithine Decarboxylase Odc,Reactome,-0.833,1.114,0.9704,0.5283,NS,30
REACTOME_SOMITOGENESIS,Somitogenesis,Reactome,-0.833,1.114,0.9704,0.5283,NS,30
GOBP_NEGATIVE_REGULATION_OF_BINDING,Negative Regulation Of Binding,GO:BP,-1.278,0.668,0.5177,0.9664,NS,12
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,Cardiac Ventricle Development,GO:BP,0.482,1.464,1,0.2987,NS,13
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,1.028,0.917,0.7465,0.8219,NS,22
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Monoatomic Ion Transmembrane Transport,GO:BP,-1.079,-0.865,0.6837,0.881,NS,30
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.97,0.974,0.792,0.7713,NS,29
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,Negative Regulation Of Lipid Localization,GO:BP,0.94,1.004,0.8208,0.7461,NS,14
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Positive Regulation Of Muscle Cell Differentiation,GO:BP,0.763,-1.181,0.944,0.5577,NS,15
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,0.774,-1.17,0.9826,0.4573,NS,92
GOBP_NUCLEOSOME_ORGANIZATION,Nucleosome Organization,GO:BP,-0.653,1.29,0.9875,0.4464,NS,13
WP_APOPTOSIS_MODULATION_AND_SIGNALING,Wp Apoptosis Modulation And Signaling,WikiPathways,-0.79,1.151,0.9359,0.6025,NS,15
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,Sig Regulation Of The Actin Cytoskeleton By Rho Gtpases,Other,1.374,0.566,0.1456,0.9744,NS,20
REACTOME_HSF1_ACTIVATION,Hsf1 Activation,Reactome,1.015,-0.924,0.8007,0.7199,NS,18
REACTOME_CO_STIMULATION_BY_CD28,Co Stimulation By Cd28,Reactome,0.495,1.444,1,0.2683,NS,12
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,L Amino Acid Catabolic Process,GO:BP,-0.896,-1.042,0.8585,0.7012,NS,27
WP_IL3_SIGNALING,Wp Il3 Signaling,WikiPathways,-1.323,0.614,0.5078,0.9662,NS,14
GOBP_RNA_MODIFICATION,RNA Modification,GO:BP,1.032,0.904,0.741,0.8349,NS,19
REACTOME_TP53_REGULATES_METABOLIC_GENES,Tp53 Regulates Metabolic Genes,Reactome,1.033,0.903,0.7568,0.7439,NS,43
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,Negative Regulation Of Erbb Signaling Pathway,GO:BP,1.065,-0.87,0.7159,0.8527,NS,11
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,Regulation Of Protein Export From Nucleus,GO:BP,-0.755,-1.18,0.9437,0.5618,NS,12
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,Sensory Perception Of Mechanical Stimulus,GO:BP,0.772,-1.163,0.944,0.5491,NS,22
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,Organelle Biogenesis And Maintenance,Reactome,0.871,1.064,0.9681,0.5672,NS,80
BIOCARTA_MCALPAIN_PATHWAY,Biocarta Mcalpain Pathway,BioCarta,-0.765,-1.169,0.7984,0.657,NS,12
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.385,-0.548,0.3994,0.9995,NS,26
GOBP_GLIAL_CELL_DIFFERENTIATION,Glial Cell Differentiation,GO:BP,0.845,-1.088,0.9162,0.6302,NS,47
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,Reactome,-0.926,1.007,0.878,0.6553,NS,32
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,Cdk Mediated Phosphorylation And Removal Of Cdc6,Reactome,-0.926,1.007,0.878,0.6553,NS,32
HALLMARK_KRAS_SIGNALING_DN,KRAS Signaling Dn,Hallmark,-1.18,0.752,0.5342,0.8861,NS,13
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,-0.94,-0.991,0.8585,0.7597,NS,136
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS,Positive Regulation Of Gliogenesis,GO:BP,-1.147,0.783,0.6454,0.9185,NS,10
REACTOME_INTERLEUKIN_1_SIGNALING,Interleukin 1 Signaling,Reactome,-0.992,0.938,0.8255,0.7199,NS,45
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,Positive Regulation Of Phagocytosis,GO:BP,-1.128,-0.801,0.6542,0.9118,NS,13
WP_CILIARY_LANDSCAPE,Wp Ciliary Landscape,WikiPathways,-0.793,1.135,0.96,0.5652,NS,66
WP_PHYSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS,Wp Physicochemical Features And Toxicityassociated Pathways,WikiPathways,1.143,0.783,0.6798,0.8893,NS,20
GOBP_METHYLATION,Methylation,GO:BP,1.142,0.782,0.6192,0.9406,NS,39
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,-0.947,-0.977,0.8281,0.7713,NS,41
GOBP_COGNITION,Cognition,GO:BP,-0.868,-1.056,0.9047,0.673,NS,42
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,-0.862,1.061,0.944,0.6575,NS,117
GOBP_VESICLE_TARGETING,Vesicle Targeting,GO:BP,0.948,-0.973,0.8154,0.7702,NS,13
WP_IL18_SIGNALING,Wp Il18 Signaling,WikiPathways,1.158,-0.763,0.5935,0.9422,NS,62
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,-1.201,0.719,0.5577,0.9602,NS,24
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,Muscle Cell Cellular Homeostasis,GO:BP,-0.803,1.117,0.9181,0.6324,NS,14
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,Regulation Of Muscle System Process,GO:BP,-1.082,0.837,0.6527,0.9261,NS,76
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,-0.834,1.084,0.944,0.6389,NS,60
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,Glutamine Family Amino Acid Catabolic Process,GO:BP,1.039,0.879,0.7429,0.8473,NS,10
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,Toll Like Receptor Cascades,Reactome,-0.801,1.116,0.9726,0.5241,NS,41
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Negative Regulation Of Reactive Oxygen Species Metabolic Process,GO:BP,-0.982,0.935,0.7718,0.8067,NS,16
BIOCARTA_AT1R_PATHWAY,Biocarta At1r Pathway,BioCarta,-1.007,-0.91,0.5765,0.7899,NS,12
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING,Wp Sterol Regulatory Elementbinding Proteins Srebp Signaling,WikiPathways,-1.065,-0.851,0.7075,0.8494,NS,26
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,Central Nervous System Neuron Differentiation,GO:BP,-1.081,-0.834,0.6867,0.884,NS,15
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Negative Regulation Of Response To Biotic Stimulus,GO:BP,1.023,-0.892,0.7495,0.8522,NS,25
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,-0.877,1.038,0.8742,0.7089,NS,19
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,Receptor Localization To Synapse,GO:BP,-0.961,-0.953,0.798,0.7874,NS,15
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Endoplasmic Reticulum Organization,GO:BP,0.821,-1.092,0.922,0.6302,NS,31
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,Wp Purine Metabolism And Related Disorders,WikiPathways,-1.111,0.802,0.6798,0.8839,NS,13
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-1.118,-0.794,0.6471,0.9273,NS,27
