Col_ID,pct_missing,abs_delta,miss_flag,mahal_dist,pca_flag,sample_median,mad_deviation,mad_flag,n_flags,tier
CR6_T1,8.201202843083651,11.427009294696555,FALSE,0.3784681094314299,FALSE,19.60511233010478,0.084524485816452,FALSE,0,normal
CR6_T2,19.628212137780206,11.427009294696555,TRUE,2.1599952770357858,FALSE,20.14387747016409,0.6232896258757599,FALSE,1,normal
CR7_T1,29.46965554948059,28.102788408966646,TRUE,6.118162498846846,FALSE,20.12476556302973,0.6041777187414006,FALSE,1,normal
CR7_T2,1.366867140513942,28.102788408966646,FALSE,0.4178184225142623,FALSE,19.52058784428833,0,FALSE,0,normal
CR72_T1,0.6560962274466922,6.560962274466922,FALSE,0.23597802959042588,FALSE,19.59368837080294,0.07310052651461163,FALSE,0,normal
CR72_T2,7.217058501913614,6.560962274466922,FALSE,2.9636060428558473,FALSE,19.996575548029526,0.4759877037411968,FALSE,0,normal
CR8_T1,2.952433023510115,0.2733734281027882,FALSE,2.2108532415134676,FALSE,19.77763096811447,0.2570431238261399,FALSE,0,normal
CR8_T2,2.6790595954073266,0.2733734281027882,FALSE,1.7275008134750882,FALSE,19.674521100063263,0.153933255774934,FALSE,0,normal
CR9_T1,60.08747949699289,49.91798797156916,TRUE,32.89556144409533,TRUE,20.799409429138393,1.2788215848500641,TRUE,3,catastrophic
CR9_T2,10.16949152542373,49.91798797156916,TRUE,10.514450717942477,FALSE,19.32622318748774,0.19436465680058745,FALSE,1,normal
PPS2,5.139420448332422,NA,FALSE,0.6109054638580069,FALSE,19.38236861114737,0.1382192331409584,FALSE,0,normal
PPS20,3.389830508474576,NA,FALSE,1.0355562595739665,FALSE,19.35036947517771,0.17021836911061783,FALSE,0,normal
PPS28,2.460360852925096,NA,FALSE,1.6010611574460223,FALSE,19.270298168837968,0.25028967545036096,FALSE,0,normal
PPS31,3.225806451612903,NA,FALSE,1.5642599861291613,FALSE,19.17500469451611,0.34558314977221727,FALSE,0,normal
PPS32,2.0229633679606343,NA,FALSE,2.31964289426689,FALSE,19.22867360850273,0.2919142357855975,FALSE,0,normal
PPS37,1.366867140513942,NA,FALSE,1.0834771050692493,FALSE,19.400489626502882,0.12009821778544705,FALSE,0,normal
PPS40,1.8589393110989612,NA,FALSE,1.4132819689315954,FALSE,19.272919049424306,0.2476687948640226,FALSE,0,normal
PPS41,1.6402405686167305,NA,FALSE,0.7424693703083547,FALSE,19.385293681524825,0.13529416276350403,FALSE,0,normal
PPS42,1.6402405686167305,NA,FALSE,1.1662425089897395,FALSE,19.299782638290168,0.2208052059981611,FALSE,0,normal
PPS44,2.8977583378895573,NA,FALSE,0.9420392263485743,FALSE,19.356643608208515,0.16394423607981423,FALSE,0,normal
