uniprot_id,protein,gene,description,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1",26.64280694676202,30.150606448932574,32.04186013602582,26.915386182754034,26.081175307076762,25.738118610996096,30.5782808207393,26.809133692171418,27.022792424508683,28.479552504071943,29.17738626003722,26.770974544688936,28.59631617218051,28.124532256113742,26.977808964576738,28.296326377863085,27.111969468454163,29.820310380916315,27.629497362680656,29.40597831996326,27.183566757318896,28.99583820104073,27.226085225081082,27.432417180071326,26.7373410878441,26.90241695508567,26.743111107847515,28.31242286247185,26.88461410868637,26.973422909466468,27.06230516248093,25.649473044671687,26.730239012169612,25.99848096012469,25.54005033817858,26.189465483666083,26.398819288056636,26.469932305034664
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,27.04163109228798,26.99838085536531,32.316116753615276,27.59182886649467,26.66455703472783,27.094452779857495,31.35091394007346,26.61204121031861,26.56618513594652,27.329959647801324,28.76093064908271,27.487856899574705,27.427598396445866,26.282249768999172,28.43768656367028,29.27959572120918,28.034161431700763,29.861179835945862,28.56047874088283,27.18963745184093,27.506001205082026,29.177089783474845,28.327468888740135,26.926826251898838,26.778120070064386,27.14608405310726,26.491724952851044,28.422041888775468,25.674364198612707,26.03941140616664,25.86104081093978,25.769754031945862,25.945111208720693,25.906774405438608,26.1276085508705,26.72934730115169,26.299302254942152,26.109830575322036
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,27.59679776239123,27.658707273992338,26.924009239927805,27.358675459905143,27.853303731318803,27.64315689921681,27.644513407547695,27.741538103529873,27.200521646349987,27.580922293551485,27.383514611831004,27.509965540163716,27.66866283391344,27.7072262346794,27.92503053033021,27.475460853446673,27.905025260011026,26.865879150128997,27.72276776580319,27.93570669493678,27.71381440792515,28.107552721202357,27.645588388937306,27.9930313174319,27.522018918100247,27.400220561827364,27.4006123757491,27.50386800403631,27.85729896276785,27.49573736142612,27.60410112417098,28.029522266357116,27.2689597860834,27.58070832883848,28.02828170389462,27.557692148928044,27.330661713277177,27.542175955375757
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,27.875710579054235,27.659358587059792,27.052084149366568,27.179282386579924,27.756379323528716,27.780315215997103,27.765375328241035,27.871325783256264,27.41981411020225,27.074585467802496,27.38799705455163,27.370183174001042,27.43519859829735,27.531603700326077,27.488142484434462,27.57021594045186,27.630676090607555,27.41729132172516,27.197127507561603,27.347656109637548,27.616014995558633,27.647302431153037,27.180935263553454,27.50341696519318,27.709350340863796,27.55781061456927,27.78766597150204,27.156352650617297,27.668754108171623,27.543056888515476,27.43016961509362,27.692219504918157,27.355317172316663,27.235515207677032,27.92945876961913,27.682635979975743,27.378259106416476,27.61942350335115
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,27.587241967876025,27.941038649992606,28.8498396282206,27.35015996848888,28.179056168048053,27.61057306321985,25.684074429798212,27.867452265519443,26.471345920220102,27.01576091981431,27.401894090106566,27.569073831670657,27.306065530414536,28.003055161879445,27.55060341462666,26.89611855623486,27.45120434247577,26.84188107693105,27.700197153824963,26.9408393818565,27.60307677698928,27.657568447029526,27.126676907712717,27.566658088416098,26.850350135351253,26.877298380485346,27.270076529129195,27.36432887044773,27.54546663705024,27.2015052871124,27.14193620882155,27.891217545235637,26.752512652459522,27.16559350503976,28.018955816105095,27.383263107327245,26.913122070756756,26.657704824788524
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,27.21677779893002,27.199319781701554,29.37882709502565,26.76396559660059,27.354638946425098,26.90860808263003,28.425824100799808,27.5611846780699,27.22399058088193,27.201554540362864,28.02915528427962,27.78917043284808,27.340198877593668,27.42482089797364,27.08496066408271,27.685956493835594,27.169068968737655,27.967298523916984,27.364911110996932,27.467344151583724,27.379134763685993,27.818499103824454,27.62843122533073,27.614851961045407,27.036628659870527,27.03698344488754,27.2093480942489,27.53777740307665,27.41426378890345,27.331728312597978,27.051558449176294,26.957698775990295,27.065430601305888,26.68876332096116,27.057905799612104,26.792535842794017,26.60742135173839,27.446664146994657
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,27.160356978897866,27.218358464123476,NA,27.37388757022327,27.184849135714526,26.928636195316557,27.426678466770394,27.617842354820638,27.659005215869087,27.64302139266382,26.85480355166008,27.430766460689156,27.341783118608124,27.27965992574038,27.21220669729017,26.994178661048412,27.55343741327817,26.530928458495463,27.12045540862242,27.4966934171457,27.14316019457118,26.59635318627678,27.04213698454062,26.868896059606403,27.33531345464026,27.037949448349025,27.47164471168663,26.843875718025537,26.799002472574006,27.053195396029725,26.764127916966732,27.55145114352187,27.444045316338812,27.543623299344613,27.319464938589288,27.982896012110395,27.593843757617957,27.166337260727516
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,27.189455214804312,27.112419068230082,27.791266239383617,26.768979124188746,27.528845501518187,27.1529958002997,27.995606766328404,27.484000748894104,27.454798901699814,26.991570557231995,27.47837247704921,27.291444922742894,27.18997211848137,27.2820820506686,27.2430814367652,27.63714178886019,27.610218636247726,27.197818000818106,27.228551961667247,27.009430605088173,27.23948757355062,27.741401339862232,27.152846413287005,27.08254874776966,27.156565004041074,27.14707948922175,27.267229918258394,27.249867414649792,27.280971058931893,27.022052900276552,26.87722086457934,27.127013407177195,26.680293300000773,26.908546507368147,27.447349060528,27.124288312870583,26.81090648467767,27.050877028289502
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,27.176050919832434,26.923580752149505,27.585578607310882,27.42205072896732,26.042260676126048,26.482110837444974,28.240038791179867,27.636119452011275,27.501778392483953,27.329254922130822,27.17865478117079,27.1739054613829,27.450335828218485,26.96293414596832,27.020129511728147,27.32698956481896,27.25203686015253,27.459896724214936,27.24938818783778,26.925080102772082,26.62571380372422,27.73713500617633,26.85722784900122,27.409169859248582,26.588893953027195,27.154363978517985,27.492659943409453,27.337557160016196,27.561231408239188,27.333486297502635,27.16955510911474,26.844175031232965,27.435167572030206,27.09665046858591,26.16740559946217,27.651638464226156,27.092485674461173,27.166547906143897
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",26.431055059778974,29.576612084273854,NA,27.301239821420506,25.674283558322063,25.008232118176057,25.734673129909325,26.418997807884637,26.80214438009727,27.77715409674038,25.91512661567858,26.1246765532912,27.743943159315645,27.870697945255348,26.463450779744782,26.809047432056047,25.95496421632719,24.47650022137708,26.85435155934479,28.814289333978827,26.54845433372937,25.87537758262965,25.87078646696745,26.824556013813606,25.824798246830653,26.636942722963703,27.532187339775007,25.838862001377972,26.296751247284938,27.12795506424029,27.34164003434325,26.44267874594833,26.72542613622852,26.49396552482969,26.349555406147935,27.601102494275526,26.579277555782394,27.45743368998323
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form",27.0901172851865,27.392017489885834,24.093515280800325,26.993249571199193,26.916736043488385,26.56001970232688,25.381597294700878,27.099586977152377,26.523300202346647,26.87219926587295,26.929501122672576,27.23071677439532,27.11410383458759,27.6039407270324,27.4680884635506,27.308390230598384,27.502470806971047,25.14824524804764,26.817305208375345,27.067522813648324,26.465571612654042,26.81453949634423,27.007628404373644,26.912605413629358,27.32267831870888,26.855259073027316,26.683178268346772,26.54243664775522,27.033677180095758,26.864320340252757,27.095971095650743,27.394529363367823,26.914943455301945,27.174371670155566,27.025572510877115,27.30207373240535,26.780690303585615,26.963943292352894
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,27.069056159037714,27.159957239721887,28.911178988668567,27.018875797858893,26.27087795966303,26.56237315561228,27.710268633665518,26.817362519854516,27.02439820315618,26.982298252682234,27.069033787793813,26.804757177458793,26.45842902010339,26.654560143510846,27.117509166507496,26.85473328623996,26.743874153378922,27.541833177241546,26.895185562208805,26.525433860538662,26.598824419215287,27.01693326057013,26.13719637475735,26.450527808201464,26.65670426522318,26.86476630605362,27.375492793796663,26.78097964538401,26.69773421081324,27.155429887136837,27.09843928945339,27.015061625823286,27.92098440055195,26.985107552608202,26.527487788608216,26.99601558258718,26.806612170922815,26.83815052529524
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,26.669858438166653,26.709236067903706,27.7728781744018,26.236588864098362,26.492331816981363,26.72035770009797,27.849060942183097,28.000182229043965,25.645551919821987,26.032750694757816,27.145800832608703,26.515138472239602,26.55411879537226,26.954475295378845,27.246454887384047,26.80536409387471,27.018801245617023,27.286765119991554,26.820869077344454,26.75335722083936,26.886000727525285,27.29021853371021,27.130105443756634,27.10077772871873,27.12773802768448,26.915712048565997,26.495917679485963,27.134273755398446,27.39996559348966,26.545465667543347,26.33395216804499,26.63926179284773,25.974939570209337,26.449157514665806,27.455586915430406,27.065624361534418,26.948861635121897,27.127987689322044
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",26.234121027737345,28.09893503160885,NA,27.25781653303021,24.484767181419123,24.181999328611337,26.017435667994,25.431353389545958,26.993051820638488,27.759863682709145,27.76289914952117,26.594384303549955,26.940011527921445,27.086766912218074,26.105674956527448,27.536389338412967,25.58697542627626,26.96163816460451,27.12140015947159,27.32943303215069,26.3823851466821,25.6586359635045,27.165600601233212,26.286984275710225,26.190296397614873,26.553347173049826,26.872842276678664,26.483446273814682,26.136307716566254,26.516428223649704,26.954933663262743,26.70242263045868,27.162583967541643,26.706397448559166,25.709221004890985,27.273497766702008,26.649595647611722,27.39956377019026
P00568,KAD1_HUMAN,AK1,Adenylate kinase isoenzyme 1,27.046265180610995,26.736848946800464,26.00327181473783,26.327036874097004,26.986438943283414,27.211045065216453,26.824340006639442,27.182984485039327,26.87459530372674,26.467512330331598,26.529772190551277,26.90113254292203,27.022767387449303,26.91699000049629,26.82253351229281,27.051447736856506,27.415291865351293,26.027108249319532,26.770230694740995,26.745225588088964,27.13701124397448,27.08681373475404,26.403710683352124,26.441410470137036,26.644057105314467,26.78964620874002,26.69143553867526,26.902440464198275,26.809768960788038,27.035462926425616,26.072078103218004,26.377189972390845,26.217667563838035,26.43817477080974,27.09580008575281,26.850598962515598,26.44760342084376,27.26699297676785
P15090,FABP4_HUMAN,FABP4,"Fatty acid-binding protein, adipocyte",23.820931289957493,23.68606176053763,30.403781190204654,25.45480640526574,24.443274638011033,24.313751096324825,30.482093909514735,26.06322506504597,25.275810826934713,26.338159360233227,29.761909950698094,24.86890247839799,25.395921922242888,23.41899609809,24.903276906122436,27.33281616514067,25.703016555106533,29.666834389165526,26.842913655022556,26.07035361742546,26.223452268575972,27.364206445629218,25.00590951990839,25.3745208795607,23.55721477594577,24.013651423447808,23.581728093285125,27.339716421094142,24.09548964458622,24.137298004581073,23.173950939932656,22.81641757305595,23.86476795301959,23.977318311025815,23.343218643261597,24.004735106987052,23.93953039582779,23.43990600402068
P05413,FABPH_HUMAN,FABP3,"Fatty acid-binding protein, heart",26.67381230617753,26.58118387095718,23.31501583562409,26.95143616580917,27.263436971913144,27.406804912498348,24.868232928759443,26.65648512316136,27.26673102892922,26.80042226850242,25.854710409199708,26.68866588428041,26.10359138078808,26.05924298160881,26.624599252223184,26.80322417441639,26.871163391269494,27.58252344943842,26.72527984647176,26.604599337308837,27.040957112088325,26.51133309677947,27.25125132343282,27.001244881100213,27.142878548159807,27.436940810701845,26.462978629516147,26.618165944200896,26.980730859675745,27.171762613040052,26.58264932040993,26.600704526905115,26.846247231021554,26.966092661262458,26.170497977428084,26.508693141732167,27.278269180616817,26.84664199657974
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,26.469130189893807,26.44721953985911,NA,25.978989036126904,26.144196571107315,26.12188720607536,25.461724755953856,26.844918501374156,26.852871227828363,26.866604480682067,26.629223952782773,26.974026662147324,27.070642533563458,26.777175117349366,26.334517330536396,27.01405974678462,27.019529905616725,23.13149646088958,26.865156053861035,26.68506772112725,26.8591699956972,26.42715382599211,26.78649796662196,26.709508057802346,26.146733882220463,25.6093601960101,26.73531698861588,26.483195912723836,26.76865066164933,26.801714196967467,26.439422633249634,26.753952271059443,26.119555800356643,26.66709304110435,26.4526837475055,27.849112500091604,26.427500921854275,26.87576744607606
P00918,CAH2_HUMAN,CA2,Carbonic anhydrase 2,25.733886205206446,26.04249832751289,29.684349225336035,26.367273335250772,25.963173710424368,25.447839240188433,29.967665053668803,25.531955169756515,25.974269157549962,26.261933471990112,27.635111213644905,26.252620070958283,25.703126974769134,25.709740807530313,27.32113379113324,28.10858412371049,27.047662351160582,28.951534074693004,27.50149795863236,26.13794950158304,26.262682471020167,27.803969528829054,27.614722119204785,25.54010648853191,25.756339074220467,25.772301038318464,25.612362467450353,26.984827386016693,24.959584944922536,25.09285892951286,25.926522971475254,25.166018883483435,24.679538730205607,24.522306173619345,25.06638460103241,25.211087589154825,25.21479442428354,25.123810985021723
P40925,MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic",26.63736866455451,26.170754691963833,27.036390264854536,26.635804185888475,27.001047451598794,26.868935992751094,27.189801935931943,26.527721694354664,26.731102661377474,26.437053007354635,26.643415732204215,26.54343820483343,26.170858808746623,26.24979261346691,26.50790984596819,26.35078037806909,26.256948755556675,27.150807848252345,26.481017824815144,26.134156120322835,26.37611619544764,26.143911389752482,26.53856947687268,26.39099705329935,27.011220225709337,26.9556850967972,26.70863890005319,26.38706803881232,26.824869411471397,26.469693708331448,26.832547786712556,26.74358250703517,26.93015435191142,26.700167488018373,26.639461048457985,26.433843748601596,26.781522725498764,26.54616637212022
P12883,MYH7_HUMAN,MYH7,Myosin-7,25.971625273669538,29.106980735264965,NA,27.37640432438342,24.687470157014538,23.889557352024088,23.284973724534527,24.757895813803255,26.7922492560412,27.828857213602408,24.455143009862773,25.428270384880527,27.114794742903342,27.92864066316371,25.215033657742204,25.145753241130837,24.648305448321675,25.127895990184985,26.595932480149056,28.30143219023828,25.856794144528905,23.776641111567923,24.65558717243592,25.65966900824707,25.47664940704732,26.347200324259305,27.092994262525536,23.95441765914951,25.858987024588888,26.550670349559578,26.96466088030704,26.058205225171207,26.917061051720506,26.382829601069705,25.944174709680517,27.00593232346905,26.811178919799346,26.36621379703923
P15259,PGAM2_HUMAN,PGAM2,Phosphoglycerate mutase 2,26.31378181669891,26.577148873747316,NA,26.31663846332965,26.739678952633415,26.25814572101909,24.130391267108674,26.563920873540187,26.254498797405514,25.971088900225677,26.13892670307758,26.833760712351406,26.46596876918187,26.559644576329163,26.686981679942356,26.186664770588543,26.428142402296128,25.75698212882475,26.74677399007746,26.590002323326885,26.48798595366385,26.84101987869101,26.49926064976182,26.606893091376723,26.258405604653586,26.144208940489847,26.49028277715379,26.73815272392382,26.415607761750174,26.802680291524688,26.304189993918698,26.43904546929024,25.97121114529199,26.179520005280736,26.44728400042793,26.50603507334811,26.193241070174498,26.382716692491158
P11216,PYGB_HUMAN,PYGB,"Glycogen phosphorylase, brain form",26.43411181655972,26.56482652717907,25.846945884821807,26.31483170111377,26.21711436219054,25.94612891002414,25.520315839384992,26.485505955017093,26.13382610384262,26.24102007912041,26.775316718254157,26.4750718311437,26.389380551286322,27.1816751278126,26.389474905663608,26.465813404301873,26.91352581686763,25.298879634869646,26.34452011757673,26.423810785574457,26.07824536726579,26.46546311785564,26.542363023476863,26.39844053792457,26.720591115452493,26.435323685221046,26.012750265547044,26.17659999302416,26.298898503259558,26.172722386271694,26.42468449032289,26.639074922460797,26.221738841605465,26.4802168612928,26.33611421159169,26.552615927419044,26.163164619080206,26.54910019895428
P30041,PRDX6_HUMAN,PRDX6,Peroxiredoxin-6,26.26963221311751,25.704386143057327,27.80717282929698,26.09376835674373,25.968185766522367,25.68732687351071,27.601013754314998,26.25339530128809,26.531583404620307,26.14743859791686,26.545872710690947,26.212918972566484,26.065058129100503,25.683595790536025,25.890802428335217,26.168494325564485,25.928473774138315,27.208335107300147,26.309130500526038,25.778756312586566,26.07272946616114,26.287887960060537,26.353542294733455,26.25820309232436,25.749225453157155,26.08796839205471,25.922727048605395,26.217922396154226,26.154572313412178,26.34503469234101,25.634120513033235,25.83375984885581,25.981810936811037,25.91904797532243,25.487896540259655,26.179310548031044,26.21453886231445,26.01599864632135
P48735,IDHP_HUMAN,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",25.962702056993066,26.042269515569988,24.684932629701983,26.695778125569987,27.376753133892343,27.134731367486054,25.450109345674072,25.93516167577706,26.264309607904153,26.233876633800733,25.617129984557998,26.20201525892318,26.044046766865442,25.96480088265923,26.165604327651824,25.585064066172013,26.07631375911679,25.744502845160067,25.856344799396037,26.222475958900304,26.523925250195767,25.984087732821614,26.1389010544304,26.3382276952392,26.861672203890702,26.791368351374704,26.2128298329802,26.208694976334552,26.089862082440384,26.10744061597848,26.407631450542414,26.857030625004416,26.374696206176477,26.719647378004492,26.88256675172313,25.994186417017893,26.28453834503439,26.598385803288416
Q9UKX2,MYH2_HUMAN,MYH2,Myosin-2,24.942909711158116,29.043032137072224,NA,26.434867572172354,25.110344155486672,23.896466942752387,23.145258469551827,25.54341294421316,25.92965108899691,27.09751547333396,24.389366847302195,25.407464422237158,26.86635664214524,27.24434492088653,24.881114637562412,25.480231907489575,24.88292429622058,21.42537881225058,26.121672912573377,28.705810183071353,26.170504125169057,24.59633046699589,24.303689670349268,25.178794590484884,24.80886034654659,25.277273243246945,26.764112690410958,24.668662424283664,25.00279246402017,26.153994774807863,26.464365015469166,25.953065019781008,25.85622036072228,26.02065403629706,25.80958743723623,27.16764774928225,26.09972389749898,26.510868394891254
P16615,AT2A2_HUMAN,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,26.57023955863014,26.105910985004126,23.33679024000727,26.316343745829613,25.580090716518775,25.90282872056323,24.127791444649112,25.739508969075185,26.687770112180537,26.59994021890637,25.705782806274414,26.436929289590637,26.37628149674571,26.253533717186993,26.049210735683204,25.873316768533623,25.718228972774373,25.624625354184253,25.828259153755127,25.793549670667755,26.03778728391683,25.04710941914909,26.134930863532105,25.969010116946325,26.14221422813615,25.787809755839945,26.457254746533984,25.29669578442461,26.51103193090223,26.1680313228445,26.50885678614368,26.58998995886325,27.279089148591737,26.655751104691173,25.86803545590071,26.92317308581365,26.742772442543565,26.216961635791577
P06576,ATPB_HUMAN,ATP5F1B,"ATP synthase subunit beta, mitochondrial",26.094914485425214,26.08919581768408,26.33473913419218,26.310582307840342,27.152784192809996,26.978471009619174,26.35095563487532,25.852449690174005,25.451519811765102,25.912992876154547,26.146541556663863,25.857322528995716,25.82081880039068,25.898641343939996,26.2321378539447,25.88732796500861,26.082062381742972,26.12748589741646,25.552905725713877,25.770428553481352,26.05218900929791,25.88369499443226,26.418673039745638,26.106179892904112,26.851997081906106,26.89686302368837,25.79670426393078,26.5041140287733,25.564861623347433,25.97025631770714,26.3733704002669,26.39148744200513,26.46514576870458,26.24038721423047,26.554055431764386,25.967043163517907,26.092759342622696,26.301078189025574
P40926,MDHM_HUMAN,MDH2,"Malate dehydrogenase, mitochondrial",26.14306314850233,25.985392624562675,24.918202424239496,26.269244125617348,27.0463639638575,27.1672895708149,25.956592522888766,26.138085897541185,25.796363658093554,25.857423863695256,25.667562343387793,25.93166782807762,25.603413931550275,25.838965429660266,26.19891995269237,25.387765216928106,25.923647600329538,25.66769084874244,25.634417233699395,26.024749331669234,26.267715337983333,25.894386742779496,26.236113284771008,26.10036992532627,26.6111241057234,26.705740389442937,26.029942334243117,26.09466186798838,26.018592657418985,26.109961226894946,26.368005531968343,26.431092332798013,26.197504074323014,26.335051167384954,26.707181331081642,25.859979500507603,26.02729490647697,26.45704595177805
