gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d
ADSS1,23.432769599196266,23.316638359998848,0.5935643682924266,5,-0.11613123919741852,-0.19565062426423324
MT-ATP6,23.31174238994357,23.093574761371663,0.6684940157201957,22.5,-0.21816762857190852,-0.32635689092424813
TNNI1,22.863742623221725,22.81044657222164,1.257544376567239,5,-0.0532960510000855,-0.04238104992013842
HSPB7,23.412100604829,23.374757007748563,0.6210150129587658,2.5,-0.03734359708043655,-0.06013316313001292
RTN2,23.375325165884014,23.27690391026777,0.48847179844430594,5,-0.09842125561624471,-0.20148810213752064
ACTN2,21.590888802056117,21.534803826152846,2.090016479457851,5,-0.05608497590327133,-0.026834705110947134
TNNT1,22.711352608867468,22.64415861989667,1.3199113566433058,5,-0.06719398897079998,-0.050907955774910835
PADI2,23.37384236264202,23.29634816775924,0.4894163082734165,5,-0.07749419488277809,-0.15834003398081561
UQCR10,23.261969391540262,23.17751722111749,0.6173016328441612,5,-0.08445217042277164,-0.1368085971742306
GLRX,22.296401285104242,22.294791645399677,0.6774085614655045,7.5,-0.001609639704565069,-0.0023761726617136003
MYH3,22.53192945368706,22.47664691644127,1.5403726110618696,17.5,-0.05528253724579102,-0.03588906791044636
NIPSNAP2,23.189812949722423,23.138345467116388,0.6433282640511613,2.5,-0.05146748260603573,-0.08000189869155622
IGKV3-15,22.229652097614903,22.20824593902973,1.97869287714278,2.5,-0.021406158585172363,-0.010818333068486464
VBP1,23.105344575506752,23.093765868750808,0.38735094743564624,15,-0.011578706755944523,-0.029892031586854936
AGL,22.94193444579065,22.87729619587022,0.848365691564621,2.5,-0.06463824992043143,-0.07619149449716739
KLHL41,22.727680599272883,22.62580760372444,1.0600183406263075,5,-0.10187299554844387,-0.09610493672048412
CISD1,22.907462611920263,22.86928030706928,0.5686246366223834,2.5,-0.038182304850984394,-0.06714852363377423
MACROD1,22.891737676565985,22.836922356938672,0.6927482215221098,2.5,-0.054815319627312675,-0.07912733360306892
NDRG2,22.91311167244656,22.86866789829478,0.5756140356566156,2.5,-0.044443774151780246,-0.07721106748393002
NEB,21.893732365384437,21.702171058597013,1.4107763608022377,10,-0.191561306787424,-0.13578431855669365
CRAT,22.76349917587047,22.717375557918707,0.6204053359893823,2.5,-0.04612361795176412,-0.07434432825792699
SYPL2,22.75164088057124,22.68161372310788,0.5977097440351948,5,-0.07002715746336108,-0.11715913645744025
GYG1,22.702717473251617,22.645563129209272,0.6587550990634492,2.5,-0.05715434404234543,-0.08676114101219352
HSPA2,22.624800502733713,22.562236450760526,0.8934425358069543,2.5,-0.06256405197318671,-0.07002582646983453
ATP5PB,22.680869517552292,22.66408327058819,0.5618272588807791,2.5,-0.016786246964102247,-0.02987795038201292
KRT1,21.827660354272524,21.77856227861132,1.6457623410018465,2.5,-0.0490980756612025,-0.02983302900910613
IGHG3,21.81921407267642,21.66863719614992,1.8443803512140544,5,-0.15057687652650031,-0.0816409025542827
COQ8A,22.56861037328363,22.52472330527123,0.6499312974381469,2.5,-0.043887068012399055,-0.06752570338648098
SLC25A12,22.586174739607475,22.48705501987896,0.5948633435118867,5,-0.09911971972851674,-0.16662603404564313
FBP1,22.300359037659383,22.27531795479241,1.0187023895944791,5,-0.025041082866973596,-0.024581352829595157
GAMT,22.44821590312293,22.34202599092064,0.6075634423151951,5,-0.10618991220228935,-0.1747799568019426
LRRC20,22.397062250920904,22.333111258883385,0.6560296430816084,2.5,-0.06395099203751897,-0.09748186337604814
IGKV3-11,21.547957104299037,21.515961376612637,1.7257894834025482,2.5,-0.031995727686400244,-0.01853976281238996
GSTM1,21.62718514624874,21.711831604745697,1.6516043160859888,12.5,0.08464645849695884,0.05125105188484615
NDUFV2,22.155534943901596,22.127377936083647,0.5035316454001456,2.5,-0.028157007817949165,-0.05591904317269554
DUSP3,22.18504258102507,22.145626707319185,0.4166497942341352,2.5,-0.03941587370588451,-0.0946019276892643
AMPD1,21.906495559336506,21.770644728856603,0.9351678965810503,7.5,-0.1358508304799031,-0.1452689201335613
PFN2,22.086095487006535,22.042748571130893,0.5736520529654211,2.5,-0.043346915875641656,-0.07556307983483246
HSPB2,22.11527647919854,22.06141401872109,0.45573425155378583,5,-0.053862460477446916,-0.11818830885281849
SLC25A13,21.97495618253957,21.863667031720173,0.6646570336671218,5,-0.11128915081939894,-0.16743846101406873
PLN,21.87316516546869,21.570888990344365,0.9198120483997122,20,-0.3022761751243266,-0.32862819708681384
PPP3R1,21.781429770179695,21.76277891030424,0.31130174955434503,2.5,-0.018650859875453563,-0.05991248010059005
PRKAR1A,21.897349801872434,21.87007828891364,0.40874102035617715,2.5,-0.027271512958794375,-0.06672076351678616
DEFA3,21.3661201793604,21.303562186382187,1.4438519923977369,5,-0.0625579929782134,-0.043327150779718285
SMPX,21.81164547632168,21.881075648522902,0.6981715975939591,25,0.06943017220122272,0.09944571283119102
PCBD2,21.85384593362116,21.803189835007725,0.5591353948335388,2.5,-0.0506560986134339,-0.09059719538684331
PREP,21.869587367528354,21.836822593792284,0.5516277782602348,2.5,-0.03276477373606923,-0.05939652611296197
PBXIP1,21.843351222758805,21.820038376245353,0.4670473711936226,2.5,-0.023312846513452,-0.04991537893441489
MYOZ1,20.63533867842626,20.286120565358974,1.6448642843316663,20,-0.349218113067284,-0.21230816207379485
MYOM1,21.568081296611783,21.382435352357312,0.7817428247538694,10,-0.18564594425447112,-0.23747700442651518
DES,20.820898789495523,20.741422718277022,1.4379014831861354,5,-0.07947607121850098,-0.05527226457990436
ADPRHL1,21.567169867047227,21.436726927419702,0.8777587759346638,5,-0.13044293962752462,-0.1486090976289301
PACSIN3,21.756526498788958,21.67510386838399,0.4586012066050093,5,-0.081422630404969,-0.17754560876046246
COASY,21.751332852574002,21.764440886801022,0.4583730383826816,2.5,0.013108034227020227,0.028596870080470856
MYOT,21.42608869309164,21.344373254666948,0.9322612949632638,5,-0.0817154384246912,-0.0876529347149516
GYS1,21.596111170717336,21.510100129887814,0.6690696191029866,5,-0.08601104082952205,-0.12855320040511778
SMTNL1,21.408860305008695,21.27191642894477,0.9954614295800631,5,-0.1369438760639241,-0.1375682392051032
NT5C3A,21.50550970314381,21.38918053679426,0.6684907261234053,5,-0.11632916634955137,-0.1740176217913256
S100A11,20.706133836141856,20.5377925414728,1.5064485250662614,10,-0.16834129466905523,-0.111747127012953
SLC2A1,20.68139412994122,20.56286549358746,1.6955523625787652,5,-0.1185286363537621,-0.06990561835170453
FHL3,21.344173491502104,21.213393856459454,0.9671289547786909,5,-0.13077963504265,-0.13522460928964375
UBE2D1,21.437473128517247,21.006089507445303,0.7603754259809633,22.5,-0.4313836210719444,-0.567329777281288
CST3,21.130248405089397,21.13273659509581,1.0675531585006508,2.5,0.0024881900064137596,0.002330741084508011
AMPD3,21.380319884090436,21.221845592202527,0.8929127108517071,7.5,-0.1584742918879094,-0.17748016123182778
BCAT2,21.39212354381221,21.294401831894895,0.6947078386402185,7.5,-0.09772171191731616,-0.1406659123187541
MYBPC2,21.0122673753626,20.968013303734736,1.2422758418075495,7.5,-0.04425407162786499,-0.03562338583633242
NDUFA6,21.345766042753862,21.306969428694945,0.7252818594788405,2.5,-0.0387966140589171,-0.05349177502770419
STAC3,21.41183244684519,21.2269627806996,0.6115476973607907,17.5,-0.18486966614558753,-0.3022980332415857
NIPSNAP3B,21.23750343748592,21.060162918756756,0.9924884682098631,7.5,-0.17734051872916368,-0.1786826995068569
MYL6B,20.928016265718362,20.757464532794486,1.3889029294414401,10,-0.17055173292387593,-0.12279600633606905
DDAH1,21.212703400367005,21.151727338646968,0.7820716285299498,2.5,-0.06097606172003722,-0.077967361934166
SDHC,21.141701777084208,20.592847330823606,1.0877902542200488,20,-0.5488544462606022,-0.5045590766522666
HRC,21.280521683453422,21.161298524562984,0.5872602725812702,5,-0.11922315889043844,-0.2030158763615996
OGN,20.52143304157854,20.47359683706548,1.5502757468761121,2.5,-0.04783620451306092,-0.030856578005205467
EIF4A2,21.40925402042107,21.38634306934655,0.35993286835535737,2.5,-0.022910951074518238,-0.06365340064441831
CACYBP,21.360876865187112,21.319310285433733,0.47119060614404795,7.5,-0.041566579753379074,-0.08821606205933513
TPSB2,20.829888150797085,20.816347491938963,1.1506040295142472,2.5,-0.013540658858122612,-0.011768304743239165
RYR1,21.192328338985586,21.076619824237522,0.6719995695775929,5,-0.11570851474806432,-0.1721854000900576
TMEM109,21.25646831699227,21.25310499094696,0.38740959257971874,2.5,-0.003363326045310089,-0.008681576578716245
ANP32A,21.149583493372567,21.143266969763523,0.6230613021121453,2.5,-0.006316523609044111,-0.010137884647355606
APOC2,20.362596674130792,20.30825840610543,1.7045034880425296,2.5,-0.05433826802536146,-0.031879235452761744
COL6A1,19.944812396538186,19.80874868172083,1.7006564859468647,12.5,-0.13606371481735735,-0.08000658330574145
MPI,21.161693940750084,21.114101979934354,0.49322690370485917,2.5,-0.047591960815729806,-0.09649100740094307
ANK2,21.139479487603925,21.130533357610954,0.4194910183423632,2.5,-0.008946129992970953,-0.021326153843107227
HP1BP3,21.131635367911734,21.17622037878104,0.5740703909293797,22.5,0.04458501086930511,0.07766471076330048
DYSF,21.102712257102645,21.060463308000678,0.5619866296125022,2.5,-0.042248949101967526,-0.07517785455340598
MUSTN1,20.76087268740103,20.66617940440472,1.2652006869407855,5,-0.0946932829963103,-0.0748444764326485
NDUFA8,21.00607290369406,20.950878923226682,0.747423373615522,7.5,-0.05519398046737933,-0.07384567089518312
CAV2,19.839432497038636,19.788386509032147,1.6339363978505466,22.5,-0.051045988006489296,-0.031241110776184806
CPT1B,20.948328844886788,20.798878139389306,0.6494703142799152,10,-0.14945070549748252,-0.23011168056723647
JCHAIN,19.926987683116725,19.563276242320505,2.0013124679445653,12.5,-0.3637114407962194,-0.18173645875986913
ACACA,20.69238681959849,20.689513950347305,1.2490384167540658,2.5,-0.0028728692511847953,-0.002300064763941092
ASPN,20.125443737071244,20.01113202428668,1.4928556998628186,10,-0.11431171278456276,-0.07657251320075147
SDHD,20.757433638022903,20.69400306641471,1.0271988025566,5,-0.06343057160819399,-0.0617510178655985
NDUFB1,20.897690835976366,20.773545450212442,0.6861418427747722,10,-0.12414538576392431,-0.180932539053263
SMYD1,20.911368876868337,20.821190086386896,0.6551669049123754,5,-0.09017879048144195,-0.13764246912548614
ECI2,20.83397314265971,20.789690257092293,0.782591133046499,2.5,-0.044282885567415775,-0.056584956943007726
RBP4,20.240754892011893,20.195331042575503,1.370827967494989,2.5,-0.04542384943638922,-0.0331360685027425
DGLUCY,20.78617733974058,20.712150821061524,0.8346456478364362,7.5,-0.07402651867905519,-0.0886921520179807
UCHL1,20.720298899160383,20.714072337932926,0.8354614602249197,2.5,-0.006226561227457239,-0.007452840763930569
PGP,20.86140069473912,20.84170023091723,0.4689877030502499,2.5,-0.01970046382189139,-0.04200635473757949
ATP1A2,20.70802920259964,20.620708213753197,0.7024781023865605,5,-0.08732098884644302,-0.1243042146791245
CUTA,20.845535804687344,20.827103354441793,0.43300469889200927,10,-0.018432450245551735,-0.04256870720506606
NQO2,20.680985957899853,20.661962780924373,0.7439607976250824,5,-0.019023176975480283,-0.025570133582585593
PPP1R1A,20.76423580269414,20.74595826827301,0.4851493171489719,5,-0.01827753442113078,-0.03767403925979021
ATP5IF1,20.069630716212824,19.744569551401458,2.1485968168528538,22.5,-0.32506116481136615,-0.15128997784121165
SH3BGR,20.597591777811818,20.4966035468673,0.7750611322067499,5,-0.10098823094451959,-0.1302971168957814
IMPA2,20.669693916169695,20.403151422036878,0.864539745857422,10,-0.2665424941328176,-0.30830565674973054
GFM1,20.73345263395202,20.670014319227626,0.5466025460297106,12.5,-0.06343831472439376,-0.11605931070973381
KRT2,20.093447412986027,20.013827838535057,1.2107675854413256,10,-0.07961957445096957,-0.06575958541370117
TACO1,20.54568480347285,20.439204062135918,0.8026698247864469,17.5,-0.10648074133693086,-0.13265820895317754
NONO,20.68226439635158,20.6599753109139,0.5570363033624679,5,-0.02228908543768071,-0.04001370342136754
HINT2,20.549196430131715,20.550308934080626,0.7143358120991763,2.5,0.0011125039489101596,0.0015573962974653479
NDUFS7,20.56582601263765,20.4686772191222,0.7756595092089964,7.5,-0.09714879351545136,-0.12524669956605308
PHKA1,20.688189783394943,20.520098533379954,0.5311774747834974,10,-0.1680912500149887,-0.3164502600256176
CAVIN4,20.379107970695056,20.26071957362978,0.6608523674920691,5,-0.11838839706527793,-0.17914499953228769
CAB39,20.672166763920902,20.632160691667355,0.5455204941440338,2.5,-0.04000607225354713,-0.0733355990893063
GLRX5,20.56873903720799,20.49979215858999,0.8006886679364554,7.5,-0.06894687861800008,-0.08610947223181117
PLS3,20.296405426278877,20.287804324191804,0.9562182830719393,2.5,-0.008601102087073542,-0.008994914905247063
FHOD1,20.656791033154807,20.50401390863611,0.5935103556538841,7.5,-0.15277712451869618,-0.25741273604295933
MICOS13,20.521773382196628,20.35954851463405,0.7909318123330021,15,-0.16222486756257837,-0.2051060091818353
PTGR2,20.583244459679552,20.556905459030318,0.6585837916126532,2.5,-0.026339000649233668,-0.03999339337632071
NDUFS2,20.566292541674123,20.535133116041717,0.6332362022629391,2.5,-0.031159425632406368,-0.04920663967261306
MYH4,20.004047060385727,19.758326239743347,1.3283080126054192,15,-0.24572082064237932,-0.1849878328750035
MAP2K3,20.565129487173174,20.465161237341512,0.646516601607777,5,-0.09996824983166164,-0.1546259594619188
TOLLIP,20.584809425570914,20.579740819353642,0.4707351898581154,2.5,-0.005068606217271565,-0.010767425776686245
APOOL,20.512131236435216,20.461689431749228,0.6642415956838086,2.5,-0.050441804685988245,-0.07593894301976158
CACNB3,20.572302963783233,20.404919321062387,0.6296953028769537,7.5,-0.16738364272084638,-0.2658168831117264
PSMB4,20.59028922903107,20.57755061955273,0.3546585435185316,2.5,-0.01273860947834038,-0.035917954638740465
KLHL40,20.38416448234951,20.289545688113982,0.9216390756541845,5,-0.09461879423552944,-0.1026636095788023
APOM,19.362423506078976,19.131293146728673,2.0419866598535807,10,-0.23113035935030268,-0.11318896636027766
CAND2,20.524013592684796,20.41607487350516,0.6830591810132812,5,-0.10793871917963571,-0.1580224996310195
NDUFB9,20.427030126504615,20.338896113237848,0.7483464367282436,5,-0.0881340132667674,-0.11777167491047011
ADPRH,20.22166637855692,20.035376350552678,1.1915017969804709,7.5,-0.18629002800424388,-0.15634892744294976
EIF3K,20.428043464213875,20.358849853625166,0.8389000611747771,5,-0.06919361058870876,-0.08248135122533137
PSMB5,20.515173342013725,20.48945312584174,0.3858455449874022,2.5,-0.025720216171983168,-0.06665935762669731
COL6A2,19.289459956667777,19.02477544116764,1.6425585468676869,20,-0.26468451550013583,-0.161141601926386
NOL3,20.44261610426579,20.39221703531885,0.6727447551391844,2.5,-0.05039906894694113,-0.07491558806209354
RPS20,20.3949064242976,20.377073057156814,0.565138952082071,2.5,-0.017833367140784873,-0.031555721075469355
MYH13,19.785765968901607,19.659805982867518,1.3366734239974258,12.5,-0.12595998603408987,-0.09423392713038069
AKR1C2,19.822229546340502,19.68995332838078,1.262781585611526,20,-0.13227621795972055,-0.10474987873351295
FARSB,20.46388702631742,20.45093091910079,0.43972533840188915,5,-0.012956107216627544,-0.02946409061555203
SAR1B,20.32543288224855,20.28609165372297,0.7266109500424105,2.5,-0.0393412285255792,-0.05414345671955941
TMEM11,20.397554009124484,20.16242399871651,0.5434545662614616,12.5,-0.23513001040797477,-0.4326580822118832
CYB5A,19.298671085684383,19.188850540886968,1.2660639694329543,10,-0.10982054479741521,-0.08674170298567277
PDLIM7,20.178748983290937,20.166394552043343,0.7874341820861854,2.5,-0.012354431247594277,-0.01568947796355896
CUTC,20.314137778173823,20.25329662344373,0.7159175441278689,2.5,-0.06084115473009177,-0.08498346664238896
C1QB,19.63867589515736,19.305341340650127,1.544407155623591,12.5,-0.33333455450723193,-0.2158333398634379
XIRP1,20.230570233247864,20.10764829750801,0.8454419179384458,5,-0.12292193573985344,-0.14539370846384156
BGN,19.431406661381022,19.27849726996137,1.3995927615218013,17.5,-0.15290939141965154,-0.10925277382357317
MPC2,20.216183642841845,20.154663304697273,0.7800980803916457,2.5,-0.061520338144571696,-0.0788623119206826
PSMB6,20.337375653948936,20.330607575462047,0.3655947020751007,2.5,-0.006768078486889095,-0.018512517956288086
BAG3,20.280587999001494,20.25247584422777,0.547964318304109,2.5,-0.028112154773722864,-0.05130289297070835
ATP1B1,20.24962395671601,20.15782304911318,0.6910820875078924,5,-0.09180090760283122,-0.1328364737883368
CLIC5,20.270142896836376,20.10166610348811,0.634845411177765,7.5,-0.16847679334826537,-0.26538239133792785
VAPA,20.288405415741742,20.264485596686477,0.4456298276935705,2.5,-0.023919819055265634,-0.053676431802302235
EPB41,19.567202767136816,19.52727692964619,1.4096701753543968,2.5,-0.039925837490624616,-0.028322822025079093
CD9,19.322741037528708,19.193647400594937,1.3808577071805481,7.5,-0.12909363693377074,-0.0934880084041068
MAP2K6,20.26690426153754,20.1133240225624,0.5402238951734532,7.5,-0.15358023897514173,-0.28428997744690787
COQ6,20.106384417135754,19.977246475185932,0.8353843645512331,7.5,-0.1291379419498213,-0.15458505979962167
DHRS7C,20.142166773518785,19.972509454643053,0.7948862037997896,7.5,-0.169657318875732,-0.21343598374801345
PAFAH1B2,19.95774569062031,19.938388455348377,0.7378738512888928,2.5,-0.019357235271932893,-0.026233800314403793
BCAP31,19.65256363638227,19.588445064891037,0.8940663792011501,10,-0.06411857149123179,-0.07171567232907455
HPRT1,19.767285459535792,19.73298627808898,1.1022862665265178,2.5,-0.0342991814468121,-0.03111640096441949
MYLK2,20.036992232635544,19.82561823889128,0.9286073177887622,7.5,-0.2113739937442638,-0.2276247340453834
NDUFB6,20.050271832775746,19.943059593040545,0.6299639356401208,7.5,-0.10721223973520111,-0.17018790071888845
BLMH,20.15923191346348,20.164663373333376,0.34633144496153345,2.5,0.005431459869896571,0.015682837781304658
SUMO2,19.847448320563622,19.844873928013108,0.732240014832271,2.5,-0.0025743925505139487,-0.003515776928830701
EHD4,19.844154330127854,19.827373833079534,0.8151298992667271,2.5,-0.01678049704831963,-0.02058628577287497
ACOT9,20.121012478607863,20.107805137365567,0.46267400293185473,2.5,-0.013207341242296167,-0.028545673970450894
UQCR11,20.01039727059869,19.92367293895332,0.7447836633302749,5,-0.08672433164537097,-0.11644231192932732
ACADSB,20.006547178309937,19.944093359763443,0.7010193554657425,5,-0.06245381854649423,-0.08909000594570066
RPS5,20.017475090778138,20.027984373349664,0.5600987291490128,2.5,0.010509282571526057,0.018763268017932048
FN1,19.316618374946017,19.137627037761632,1.5637341054579703,7.5,-0.1789913371843852,-0.11446404894517796
CHCHD2,20.06357016889716,20.043702824246306,0.42688819102441733,5,-0.019867344650855046,-0.04653992560248326
HSPB3,20.039268559515612,19.88136069978156,0.6429793061425971,10,-0.15790785973405264,-0.2455877789930498
LAMB2,19.137217689878607,19.0393029290521,1.3886943744383424,15,-0.09791476082650874,-0.07050850253938011
MAPRE2,20.025602356143853,19.92837917212871,0.6068414774184592,7.5,-0.0972231840151423,-0.16021183065589992
NIPSNAP3A,19.94173442593525,19.857237365810782,0.7227598933884649,10,-0.08449706012446612,-0.11690889449928445
CACNA1S,20.057450954585708,19.938510191101074,0.4698755366616559,20,-0.118940763484634,-0.2531324876576409
NDUFC2,20.04119525584403,19.826468734167296,0.4861892533187295,17.5,-0.21472652167673445,-0.4416521348652001
PIN1,19.892295239070965,19.881924183692917,0.38395424631983743,5,-0.010371055378048055,-0.027011175100818838
GOSR2,19.924195458224354,19.8227284910978,0.805973622161637,27.500000000000004,-0.10146696712655512,-0.12589365748027675
KPNA4,20.01949901335501,20.00123203829032,0.36225284567914945,2.5,-0.018266975064690882,-0.05042603607555951
RPS6KA3,19.99819639062906,19.952030189646543,0.5043390963638803,2.5,-0.046166200982519,-0.09153801740805381
TXN2,19.938889716829344,19.93779125104383,0.46751652371596014,2.5,-0.0010984657855139801,-0.002349576388836587
ASAH1,19.509242515853696,19.502887473341282,0.8797473394073796,2.5,-0.006355042512414144,-0.007223713250096402
EIF3J,19.940266630604604,19.908886608019802,0.36176920013481795,2.5,-0.03138002258480199,-0.08674044825570508
MT-ND1,19.8061321971871,19.58141414105453,0.9180417823796715,15,-0.2247180561325699,-0.24477976977265073
IDH3G,19.867747281219398,19.79241900216853,0.6912854927515814,5,-0.07532827905086847,-0.10896840717867959
BZW2,19.783588650569847,19.637714341116457,0.9845084032813008,5,-0.14587430945339008,-0.14816969460819301
TPP1,19.597676971259283,19.55904992064191,0.8115430357310631,10,-0.038627050617371594,-0.04759704527878198
JSRP1,19.875107040754095,19.690509574914522,0.7359339579087399,7.5,-0.18459746583957326,-0.2508342818751467
PHKG1,19.890442156677608,19.7353632585932,0.6630329363440273,7.5,-0.15507889808440822,-0.23389320437008063
COX7A2,19.91026600060621,19.85492185318518,0.5158340208447922,10,-0.055344147421031664,-0.10729061129080511
MT-ND5,19.85123448437688,19.759426838007027,0.7319424043562098,5,-0.09180764636985472,-0.1254301510931115
TOMM70,19.82812512438418,19.82524037729117,0.6014518520911424,2.5,-0.0028847470930095653,-0.004796305943659175
PUDP,19.772709515022786,19.729778083967332,0.8098009924178556,5,-0.04293143105545383,-0.05301479185308444
SETD7,19.907603131073603,19.879919014011524,0.4147749722635845,2.5,-0.02768411706207985,-0.0667449072710369
COQ7,19.846160540345508,19.745609626633374,0.7097903546051786,7.5,-0.10055091371213365,-0.1416628347507838
SNCG,18.46348928126218,18.125645041647964,1.643885683517738,20,-0.33784423961421695,-0.2055156529444716
HNRNPL,19.75247402768831,19.70558102395604,0.5858991221888158,7.5,-0.04689300373227212,-0.08003596857610595
TPPP3,19.657020340283868,19.642205809796675,0.7780421068921809,2.5,-0.014814530487193167,-0.0190407824408996
PSMD8,19.90642547622524,19.896463055344864,0.44260255808580395,2.5,-0.009962420880377465,-0.022508728651419424
GSTZ1,19.86351331332072,19.80810620430049,0.6841133388019782,5,-0.05540710902022994,-0.08099112512154648
MYH14,19.828839402629292,19.823747199003414,0.6595018471028816,12.5,-0.0050922036258782555,-0.0077212878906218994
DIABLO,19.834059215777817,19.798052277403606,0.5780943783308203,5,-0.03600693837421076,-0.06228557087542794
COQ3,19.63902988363928,19.563709412837884,1.0427019626408986,2.5,-0.07532047080139748,-0.07223585789618148
UNC45B,19.839564900447936,19.749041901553046,0.5967272328528787,5,-0.09052299889489035,-0.15169912467730215
PKIA,19.892018877095346,19.8055718577317,0.337533406781311,12.5,-0.0864470193636464,-0.25611396569008565
PTGR1,19.797543181425738,19.795676556813838,0.4951444985750042,2.5,-0.001866624611899681,-0.0037698583287741525
ALDH1B1,19.68701903729471,19.680900648168727,0.7862884209786618,2.5,-0.006118389125983725,-0.007781354732870682
OBSCN,19.709900545788965,19.47514367996533,0.7360819586850241,15,-0.2347568658236341,-0.31892761811879783
C1QC,19.08581245426575,18.717949456792592,1.603864092594872,12.5,-0.3678629974731571,-0.22936045464924407
RPS6,19.54039474211226,19.550236587322594,0.3728891557522908,2.5,0.009841845210335265,0.026393487336685045
NDUFB8,19.73065804409239,19.58859174115613,0.7370959819466963,10,-0.14206630293626077,-0.19273786103277715
ADIPOQ,19.820193355589726,19.824540606450096,0.4228138023629474,2.5,0.004347250860369911,0.010281714636737873
PDCD5,19.786018469595692,19.758934502269536,0.35988017714308973,2.5,-0.027083967326156255,-0.07525829163796251
TYMP,18.956439839255058,18.884483500583592,1.2266669040362752,10,-0.07195633867146611,-0.05866004734838612
GRB2,19.787115197891108,19.753766384567566,0.42644479419355796,2.5,-0.033348813323542004,-0.07820194730388805
AFG3L2,19.69786243345208,19.549480083747078,0.7533696287467404,10,-0.14838234970500253,-0.19695823144854183
ECPAS,19.768306476454025,19.739553497584446,0.5342707590891491,2.5,-0.028752978869579948,-0.05381724225110023
LASP1,19.11209689198597,18.996857391635015,1.235656575800366,7.5,-0.11523950035095609,-0.09326175460711045
DMD,19.7301032659231,19.694299598204054,0.6467020840231121,2.5,-0.035803667719044086,-0.05536346426520023
MT-ND2,19.750627160610314,19.566438594171643,0.5318774681414403,17.5,-0.18418856643867088,-0.34629887045655083
MCTS1,19.748135291600335,19.72490743932809,0.5604253907454197,2.5,-0.023227852272245997,-0.041446823530516194
DNPH1,19.742725195518833,19.72969207156485,0.44553188202750454,12.5,-0.013033123953984926,-0.029252954681210305
