gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d
ADK,18.150930601512975,18.14935098979409,0.4303537010024164,2.5,-0.0015796117188848768,-0.0036704964200505565
SSB,18.15284696861293,18.129233994456047,0.40035827483385183,12.5,-0.023612974156883126,-0.05897960811895915
LAMP1,17.785394621208155,17.75495880997064,1.0228239236712156,7.5,-0.03043581123751693,-0.029756647779877753
EIF1AX,18.18357783922377,18.165367420030048,0.36775830478672017,2.5,-0.01821041919372135,-0.049517356798461434
CSDE1,18.161193576111202,18.14531518049848,0.6121163942524227,2.5,-0.01587839561272375,-0.02594015739786879
RAB1A,17.8227374911033,17.837639898014096,0.7671802429148241,2.5,0.014902406910795918,0.01942490965900754
MPP1,17.667996668802008,17.671030563317082,1.0613492286660902,7.5,0.003033894515073854,0.0028585261411899925
HMGCL,18.196554555346452,18.10964836971804,0.5260491382004702,12.5,-0.08690618562841124,-0.1652054519577836
DDX1,18.18545960744957,18.164295142055177,0.3422465123691995,2.5,-0.021164465394392096,-0.06183982781265237
HINT3,18.163193520673435,18.02185313385736,0.6807907669132672,10,-0.14134038681607564,-0.20761207948944232
MPC1,17.66855601554262,17.123176658085573,1.7740655881417438,32.5,-0.5453793574570476,-0.30741780974868504
LDHD,17.894083564436283,17.733856521385356,0.9927265398829773,12.5,-0.16022704305092716,-0.1614009866904684
NAP1L1,18.131882053008784,18.145158100629835,0.26315036050153157,5,0.01327604762105139,0.050450425360424773
HNRNPC,17.594174185401652,17.435612860206387,0.9876239625872046,27.500000000000004,-0.1585613251952651,-0.16054827667394164
APEX1,18.074066793141135,18.064546166771162,0.4243524455183138,2.5,-0.009520626369972973,-0.022435658072723633
FXYD1,17.875972142586527,17.8703865864893,0.7525014529079895,25,-0.005585556097226885,-0.0074226515784679105
COA3,18.03622574168089,17.95294459623216,0.7742584399661474,15,-0.08328114544872989,-0.1075624638361981
CNIH4,18.150073602268762,18.079748424089296,0.5069269976550527,10,-0.07032517817946626,-0.13872841356798332
DTD1,18.09845181018169,18.059748664767824,0.6027241429997272,12.5,-0.03870314541386577,-0.06421369686842507
C8G,17.59168655738966,17.561826696076814,1.161412775566104,2.5,-0.029859861312846903,-0.025709947351226958
RAB12,18.132861195485127,18.13177165065887,0.3897479937553579,15,-0.0010895448262573382,-0.00279551105769447
SLIRP,18.106476584049545,18.07081621074077,0.497800608863048,7.5,-0.03566037330877592,-0.07163585715618638
NPEPL1,18.076935640903933,18.076703104303053,0.6277676777934205,10,-2.3253660087974026e-4,-3.7041824405024737e-4
VPS29,17.919259499799693,17.990426148472363,0.6672713910814213,10,0.0711666486726692,0.1066532292915063
RPS14,17.60837902931099,17.592863179044357,0.6522369206199756,2.5,-0.015515850266631048,-0.023788672146744853
TNXB,17.50748608155589,17.322801701539763,1.0294801827767097,17.5,-0.18468438001612597,-0.1793957602156032
SSBP1,17.970186561108616,17.94755750330807,0.5787751739803881,2.5,-0.022629057800546803,-0.03909818322876715
PPP1R2,18.02865108320553,17.98987765100513,0.652310632736941,10,-0.03877343220040075,-0.059440135197117064
TIMM44,17.916600622650257,17.933000367346658,0.7450513012547366,2.5,0.016399744696400376,0.02201156439668203
METTL26,18.07184843563903,18.022972025841323,0.552200154001079,10,-0.0488764097977068,-0.08851212634325215
XPO1,18.0599564060166,18.05725308121218,0.329877618308319,5,-0.002703324804418372,-0.008194932467020901
RPL24,17.8577350731207,17.91396609568539,0.6062554934869807,25,0.05623102256468826,0.09275136170934477
ARMT1,18.05554989470776,17.976226207943583,0.5005053403044398,7.5,-0.07932368676417667,-0.15848719359503108
NXN,18.033673387008804,17.82790318275059,0.5663634242297791,15,-0.20577020425821502,-0.3633183137453665
EIF3B,18.04576176252617,18.027180333401816,0.32310306375443015,5,-0.01858142912435312,-0.05750929411946298
SNX12,17.819558914064782,17.781591418550345,0.6770600846908201,20,-0.03796749551443668,-0.05607699578357888
DTNA,17.96152124831166,17.75644638562202,0.7352168668648816,10,-0.2050748626896386,-0.2789311180578877
GLUL,17.647887323014693,17.629509504209366,0.7450734525409846,5,-0.01837781880532674,-0.024665781263110868
GLRX3,17.905271772053062,17.913902880566486,0.47511636563766674,5,0.008631108513423413,0.018166304378590212
GNA11,17.891557625110732,17.91091280462816,0.4687745078291321,7.5,0.019355179517429377,0.041288890914871
SPPL2A,17.918241870893283,17.987461367638613,0.5627553125874196,25,0.06921949674532968,0.12300105427183679
RPL9,17.82241345656197,17.822973079523187,0.4770370027397262,10,5.59622961215922e-4,0.001173122751488641
VPS25,17.965976037865527,18.018375907852878,0.4231264318754617,17.5,0.05239986998735091,0.12383974632616122
MT-ND3,17.783466266999007,17.605708488168354,1.1497869698930183,5,-0.17775777883065302,-0.1546006203629116
GMPR,17.87464672767855,17.85160490774482,0.6734680428946849,2.5,-0.023041819933727226,-0.03421367973852093
CHMP2A,17.820293974748683,17.815319167253367,0.6256811960371548,2.5,-0.004974807495315758,-0.007951026060595147
TRMT112,17.983410510973773,17.957918388651073,0.36850602755959905,15,-0.025492122322699373,-0.06917694804483623
RPIA,17.856185424483012,17.85203973681088,0.5723451377134916,2.5,-0.00414568767213197,-0.0072433351817994245
RRAD,17.97824162782089,17.830313791713316,0.5905199851212708,22.5,-0.14792783610757354,-0.250504368750864
RRAS2,17.8337255626109,17.893730791927496,0.7754315915896154,22.5,0.060005229316594466,0.07738300833679634
IDI1,17.9203458677884,17.737571341178974,0.6538534870616103,17.5,-0.18277452660942473,-0.2795343761655316
RPL4,17.917829759838323,17.907416650120336,0.3213042531707267,2.5,-0.010413109717987368,-0.03240887605821485
RARS1,17.96681616420564,17.921720135389272,0.4249299748890947,5,-0.045096028816367095,-0.10612578890942445
TXNDC5,17.422413075629358,17.36842699494651,0.8492860173269039,20,-0.05398608068284716,-0.0635664306033983
ABCF1,17.902244950040448,17.828726456226843,0.6347305459958302,7.5,-0.07351849381360509,-0.11582630500043409
NT5C,17.84354134884554,17.88314652644769,0.6275689419554453,5,0.03960517760214799,0.06310888725427044
HDHD2,17.917260282369767,17.91043061563081,0.4606525938227684,10,-0.006829666738958906,-0.014826068127137375
DEPTOR,17.9781697515576,17.772973840141272,0.43381229822422374,15,-0.20519591141632887,-0.4730062108803325
PRPSAP2,17.762678990006176,17.739693015703846,0.6884298935671067,12.5,-0.022985974302329737,-0.03338898342026909
NLN,17.787916809773865,17.779094273150296,0.5490715663531951,10,-0.008822536623569022,-0.016068099614347627
CDV3,17.790151385333772,17.776271506602093,0.44095869164787427,17.5,-0.01387987873167873,-0.03147659632200299
EIF3E,17.93117266034883,17.920122347630734,0.3327417766492142,2.5,-0.011050312718097643,-0.03320987472440888
RAB5B,17.844122304254505,17.85111259899248,0.47972816522979395,5,0.006990294737974523,0.014571366129037078
SH3GLB1,17.88034819569934,17.872742868244167,0.39562988239278407,2.5,-0.007605327455173949,-0.019223339271484372
GSPT1,17.903746980382632,17.8991351172965,0.3183833175095275,2.5,-0.004611863086132928,-0.014485253568585358
TIMM50,17.852109772840958,17.70256623415714,0.6171664734386193,30,-0.14954353868381887,-0.2423066467797879
DCTN1,17.848883459855163,17.850200094462128,0.23519090400581255,2.5,0.0013166346069652946,0.0055981527539549535
LMAN2,17.79200398108038,17.747411517394003,0.5949116100456424,10,-0.044592463686377926,-0.07495645224163087
NDUFV3,17.76868537357432,17.684664531672006,0.6991498190296285,17.5,-0.08402084190231562,-0.12017573289074256
DDX3X,17.830558943689688,17.827854543099505,0.3164619196601097,2.5,-0.0027044005901828427,-0.008545737803421834
CUL4A,17.821063571408953,17.724135419476927,0.6820430776150955,5,-0.0969281519320262,-0.14211441346337755
ECHDC3,17.68993958529621,17.641513755389187,0.6204192448201433,20,-0.04842582990702127,-0.07805339745877755
LNPK,17.77429524702258,17.75439339655818,0.43877982059962545,2.5,-0.019901850464400184,-0.045357260133802
DCUN1D1,17.779652367396142,17.89388788695345,0.5728584047907967,15,0.11423551955730815,0.19941318587972195
PIN4,17.802725086600805,17.765993522698277,0.48943786627749525,5,-0.03673156390252785,-0.07504847179458375
SMS,17.75246687097334,17.718721610227607,0.5979582248294086,12.5,-0.03374526074573225,-0.05643414430056452
AGO2,17.75924432254634,17.74275811402395,0.5410772960026291,5,-0.01648620852239091,-0.03046922989411628
RCN1,17.590660276215328,17.585725684090875,0.5871132328052872,2.5,-0.004934592124453019,-0.008404838877289534
CUL3,17.861661016479207,17.821154128913612,0.305484608478285,12.5,-0.04050688756559495,-0.13259878383848048
ADD1,17.228198462788953,17.190617983869785,1.191847681737057,2.5,-0.037580478919167604,-0.031531276601046855
ATP6V1G1,17.723045196413945,17.761702220492136,0.3640830382539095,15,0.038657024078190716,0.10617639388965855
CLIP1,17.791738213599945,17.797323056130267,0.5220508692450019,2.5,0.005584842530321765,0.010697889534019265
EIF3C,17.807261060589674,17.805741118321087,0.3518472074608707,12.5,-0.0015199422685867603,-0.004319892943177031
DHX9,17.619779773293583,17.62949562606577,0.5999468831944544,5,0.00971585277218523,0.016194521622401918
EIF3G,17.695168683554297,17.686305981398796,0.38400509930494525,5,-0.008862702155500557,-0.023079647045162095
COX17,17.175670876606233,17.036396949613362,0.6702097409460873,12.5,-0.1392739269928711,-0.20780647979879857
SURF1,17.70366835128133,17.621616876617406,0.6395699942570713,20,-0.08205147466392404,-0.12829162624997062
STXBP3,17.587665015033483,17.59777275934146,0.47570821768633864,7.5,0.010107744307976674,0.02124778158581503
TMEM256,17.37117813995094,17.244406860188715,0.7554903895612899,35,-0.1267712797622238,-0.16779998993215434
GYPC,17.342683996162076,17.311880310970714,0.9166568995250037,5,-0.030803685191362007,-0.0336043782655473
TBC1D17,17.763492013223726,17.722580319395284,0.5274529882300905,15,-0.04091169382844129,-0.07756462612094332
EML1,17.692041351393144,17.61172242155171,0.6146418557879655,7.5,-0.08031892984143241,-0.13067598486026344
CNP,17.442493151703072,17.360983192785035,0.7106400988537844,15,-0.08150995891803703,-0.11469935210454239
RCN2,17.561504562312386,17.54715493464132,0.5044943228928528,2.5,-0.0143496276710664,-0.028443586022501292
PITRM1,17.68616671018989,17.7013599234713,0.44461098553500145,2.5,0.015193213281410323,0.03417192506642249
MAT2B,17.703474549491908,17.667319222058318,0.36878202129789367,5,-0.0361553274335904,-0.09803983205673944
CHCHD10,17.674303458662255,17.520562061858573,0.6608940124391247,22.5,-0.1537413968036816,-0.23262640288762307
CPNE1,17.657076952846502,17.67279664604342,0.4346684778563116,5,0.01571969319691746,0.036164787643317264
RBMX,17.38974092426071,17.293631103505646,0.7302509697907686,25,-0.09610982075506413,-0.13161204124467168
CD63,17.45366310860578,17.48565144980858,0.7508827497852741,12.5,0.0319883412027977,0.04260098026215842
AP1B1,17.279154122861307,17.289115028922758,1.000564534816947,7.5,0.009960906061451169,0.00995528595591639
PLIN5,17.568240462189575,17.442079141662227,0.8167601060830241,12.5,-0.1261613205273484,-0.154465576351894
IST1,17.666770921463286,17.65603559199107,0.3068904873555092,10,-0.010735329472215227,-0.034980978279001415
TMED2,17.589142615622386,17.581247922050807,0.46815741710863146,10,-0.007894693571579126,-0.016863331185346227
NDUFAF4,17.538134589924262,17.39385019787008,0.8215241393382817,22.5,-0.14428439205418186,-0.17563013080832846
SESN1,17.71495778912421,17.46209411257753,0.4955314481977572,25,-0.25286367654667785,-0.5102878484631812
GART,17.677897014706843,17.65157884536098,0.43490655308268183,2.5,-0.026318169345863396,-0.06051453848951304
TMEM143,17.622083525305648,17.49053571212918,0.6664062172463587,7.5,-0.1315478131764678,-0.19739883838424166
SMIM20,17.626822381591442,17.499598984187728,0.6038033677424509,12.5,-0.12722339740371424,-0.21070335841184096
MT-ND4,17.455735458500207,17.15037380368985,1.1145953819352032,22.5,-0.3053616548103584,-0.2739663735912648
DYNLRB1,17.35257151278324,17.370917736283868,0.4249491527453097,7.5,0.018346223500628867,0.04317274992103478
RHOG,16.937606696505192,16.928746701668054,1.1149030788681678,10,-0.008859994837138174,-0.007946874490769818
CUL2,17.6608234726752,17.53085040285162,0.514190349353817,7.5,-0.12997306982358126,-0.2527722855687945
HMGB2,17.50454558550052,17.48665070086061,0.6765073010022976,2.5,-0.01789488463990807,-0.026451872157765958
CPT1A,17.51888460824946,17.236935371038363,0.8722395727450564,20,-0.2819492372110979,-0.323247472393124
SLC44A2,17.60502273957186,17.561177503918223,0.5736738402203955,10,-0.04384523565363807,-0.07642885657256655
SHMT2,17.555174695496422,17.528061803875893,0.4885113714831176,22.5,-0.02711289162052921,-0.05550104501808143
KYAT1,17.612903590909163,17.230367623703373,0.6418637813251873,27.500000000000004,-0.38253596720579,-0.5959768697588903
TMOD1,17.144542051067173,17.113663862396077,1.0819684809908439,2.5,-0.03087818867109604,-0.028538898510997703
SRM,17.461682065034914,17.41823108541936,0.6293971873519165,7.5,-0.04345097961555311,-0.06903586556903098
EEA1,17.384148806938477,17.369243071037324,0.5544382741294702,2.5,-0.014905735901152184,-0.026884391999372422
NNMT,17.225703683692952,17.080745289263103,0.9604379245461424,35,-0.1449583944298496,-0.1509294778195583
RDH14,17.585204232699088,17.488374569343954,0.5342228272808657,17.5,-0.09682966335513399,-0.18125332428789337
GABARAPL2,17.581382922496424,17.636222102566286,0.5287667986163239,17.5,0.05483918006986244,0.10371146640327175
CUL1,17.547617358475467,17.523368242092417,0.4836575782188581,2.5,-0.02424911638305005,-0.05013695117184161
INPP1,17.594826088634616,17.560180181511257,0.4509458985194969,15,-0.03464590712335891,-0.07682940955246537
HNRNPH3,17.507282923071205,17.511697962791235,0.5094280234841839,5,0.0044150397200297675,0.008666660482934426
ALDH16A1,17.30872388039355,17.30662839045209,0.740805400040265,5,-0.002095489941460471,-0.002828664506693087
PARVB,17.4348016735919,17.41382939857489,0.6905357341731228,2.5,-0.020972275017008712,-0.0303710206136136
RMDN1,17.524033815935752,17.546894888171064,0.5680170207041676,5,0.022861072235311752,0.040247160563905295
H6PD,17.5830363051859,17.570469168927907,0.3798442177135309,2.5,-0.012567136257992217,-0.03308497450254736
NAE1,17.585827453427356,17.558456476555005,0.42786237320599335,5,-0.02737097687235135,-0.06397145107025724
MIEN1,17.47358696926911,17.47761245276358,0.4767637366984676,5,0.004025483494469739,0.008443350835249627
RBBP4,17.530155632629256,17.47754234226515,0.5830392880652426,15,-0.052613290364107,-0.09023969986430748
EIF3F,17.551206850807237,17.55250899501818,0.4676563079622862,5,0.0013021442109426573,0.0027844042489589766
ITGA1,17.322113025567532,17.20903511235084,0.7804164974980553,27.500000000000004,-0.11307791321669214,-0.1448943142273513
FN3KRP,17.507598849346856,17.44938379090997,0.5106697824702288,20,-0.058215058436886125,-0.11399746065899242
VPS4B,17.561395618026864,17.537341951430673,0.2968174080192441,5,-0.024053666596191903,-0.08103859796064383
RPS27,17.495858409414033,17.431620539679663,0.6437412134881044,10,-0.06423786973437018,-0.09978834411781408
NFU1,17.456221376383958,17.3134563849759,0.5564185539356413,22.5,-0.14276499140805754,-0.2565784163706564
HBS1L,17.573739307459572,17.478644500439394,0.4310891253434256,20,-0.09509480702017825,-0.2205919876647812
NANS,17.346989589235633,17.350578649948734,0.6707884194913147,17.5,0.0035890607131001673,0.005350510844868033
YKT6,17.475365512478124,17.418821220828022,0.699063821237125,30,-0.056544291650102,-0.08088573594044136
LACTB2,17.53121621096053,17.48783589038149,0.49881375308218806,10,-0.04338032057903973,-0.08696696975773258
TMX1,17.425210631200535,17.423406835038413,0.360361393873523,5,-0.0018037961621217846,-0.005005519994061483
C11orf68,17.482638482492863,17.45269588625852,0.5272668105175249,15,-0.029942596234342034,-0.056788319759691806
PRKCQ,17.5327461483837,17.332816943486346,0.45941129692724836,30,-0.1999292048973551,-0.43518565223487654
SRPRB,17.46752592339652,17.424536538242567,0.46875297036411834,12.5,-0.04298938515395179,-0.09171010718195227
ARHGDIB,17.006670286405583,16.918462640322193,0.9832060344740567,15,-0.08820764608339005,-0.08971430502923497
CSRP2,16.881924712456573,16.869139873035017,1.4096680836728686,20,-0.012784839421556171,-0.009069396952114762
HPCAL1,17.390907415419967,17.380025611062457,0.4353886817897923,5,-0.01088180435750985,-0.024993310144804444
MDP1,17.452166219383418,17.400821886331087,0.48465376840240887,2.5,-0.05134433305233088,-0.10594023280078903
CES2,17.34825981276141,17.331072045495915,0.6956889180558322,7.5,-0.017187767265493648,-0.024706110474673755
ACAA1,17.327402773484152,17.317090883145557,0.6821901323857301,10,-0.010311890338595475,-0.015115859712794603
DEK,17.397372786527605,17.34755598718658,0.3606803238846974,17.5,-0.049816799341023454,-0.13811898249528282
LRRC59,16.87675817497568,16.9104710143963,0.8908908167905861,15,0.033712839420619645,0.03784171840727844
BDH2,17.269737160401682,17.25028460758104,0.6895932727096841,15,-0.019452552820641955,-0.028208733452699152
AIMP2,17.41827187520069,17.38030983894794,0.5051048805289821,2.5,-0.03796203625275041,-0.07515674014670744
TIMM8A,17.213514080508975,17.238280006207262,0.8389295950705791,32.5,0.024765925698286395,0.029520863066230058
FARSA,17.41500031432197,17.422934438699205,0.4325452643783436,5,0.007934124377236174,0.01834287652793781
CTSZ,16.968203039710335,16.97611825946537,0.844842672131526,7.5,0.007915219755034286,0.009368868330318
VWF,17.061656764625713,16.985861555709,0.722811122901082,25,-0.07579520891671265,-0.10486170801093962
STOML2,17.34020617903794,17.275011892558297,0.4533152141581523,10,-0.06519428647964176,-0.1438166742334327
SRSF3,17.331948477424383,17.350477642957962,0.4959521614022749,2.5,0.018529165533578862,0.03736079197878433
NHLRC2,17.427669931728225,17.403779774859366,0.36840859416097954,5,-0.02389015686885898,-0.0648469043542995
MAPK9,17.39818454567624,17.380780590057313,0.5948800478701032,27.500000000000004,-0.017403955618927824,-0.02925624364313546
SSPN,17.21255848825143,17.17764362152113,1.0153938837371737,5,-0.03491486673030053,-0.034385539729465175
PECAM1,17.127428687938863,17.086227541825124,0.5979272204350857,7.5,-0.04120114611373893,-0.0689066239261672
MAPK14,17.38916401506436,17.264898754095988,0.6275570359805454,22.5,-0.12426526096837165,-0.198014290086334
EHBP1L1,17.37550833212833,17.29911885664091,0.534426660754664,7.5,-0.07638947548742081,-0.14293724676750072
SNX5,17.225066309404337,17.213524455890813,0.4960294221170841,10,-0.011541853513524103,-0.023268485696398333
OPLAH,17.380413267846986,17.29632994044122,0.5124006201250996,7.5,-0.08408332740576796,-0.16409684942465433
TMEM126A,17.329263487834854,17.198159994449757,0.6651113730043021,15,-0.13110349338509764,-0.19711509787136
EIF2S2,17.207064007417568,17.196963691943672,0.36456374900113014,5,-0.01010031547389545,-0.02770521068419268
BOLA2,17.195612872627,17.17417147961833,0.6439476420033583,7.5,-0.02144139300866854,-0.03329679559344783
SFPQ,17.22137714098941,17.2220282341913,0.487161755029198,7.5,6.510932018883864e-4,0.001336503112501849
LAMA2,16.891142411694425,16.835856738211493,1.0054965022661413,35,-0.05528567348293123,-0.054983456788095186
LZIC,17.295226319721536,17.3045179366777,0.3591713888598101,7.5,0.009291616956165427,0.025869591076454264
RPS26,17.135596983555143,17.105982949461218,0.3993115097511076,5,-0.0296140340939246,-0.07416273603629193
ABCF2,17.223547013313834,17.220951266173575,0.5454810332774503,27.500000000000004,-0.002595747140258453,-0.0047586386728467
HSD17B4,17.25874806546829,17.240635358209666,0.46405749980050837,2.5,-0.018112707258623573,-0.03903117020285194
ACAD9,17.212529953108632,17.21549418455844,0.6022143304800648,7.5,0.0029642314498090627,0.004922220046550666
KHSRP,17.097563875156325,17.080258512818695,0.5655559247449827,10,-0.01730536233763047,-0.030598852528039035
NPC2,16.919874977583426,16.94255097573675,0.7950828184527378,7.5,0.022675998153324883,0.028520297039562825
UFD1,17.305187030856285,17.26195769783402,0.49149130324616885,10,-0.04322933302226417,-0.08795543835007043
MVP,16.929183126774497,16.880481347082775,0.8732664746387787,10,-0.04870177969172218,-0.055769666082586496
PRKAB2,17.34550904930637,17.112026712711746,0.5254791585003115,20,-0.2334823365946228,-0.44432273443721065
SIRT5,17.198968759744215,17.116343321713057,0.8559420050414129,2.5,-0.08262543803115818,-0.09653158455187688
SCP2,17.11357828038209,17.11777275899223,0.5047067996733563,2.5,0.004194478610141772,0.008310723399915391
DMAC2L,17.278248520943425,17.05566675722351,0.6851767654469485,25,-0.22258176371991567,-0.32485305244512064
ACSS1,17.35864471646754,17.137966130039796,0.4813072489889115,25,-0.22067858642774496,-0.45849836438434577
ARPC1B,16.66478744144735,16.56369443741486,1.0889494855265331,15,-0.10109300403248866,-0.0928353476227667
LGALSL,17.287484665243447,17.227219483652142,0.5454722554907835,32.5,-0.060265181591304895,-0.1104825790581812
COPB1,17.103815459132676,17.10564514323415,0.7556871957703062,2.5,0.0018296841014731058,0.0024212188743095294
RTN4IP1,17.25237967709053,17.080942080384165,0.6351538480380333,27.500000000000004,-0.17143759670636527,-0.26991507212926386
SERBP1,17.156240968837757,16.956689887824304,0.691598312916028,12.5,-0.1995510810134533,-0.2885361015009912
TXNDC12,17.065822404781333,17.01452499554377,0.5956753442953513,12.5,-0.051297409237562874,-0.08611638827899562
MCCC1,17.204992570604297,17.143133334621965,0.6439613528930735,10,-0.06185923598233245,-0.09606047894710205
AARSD1,17.258280196713027,17.163447429789564,0.5171986550173973,7.5,-0.09483276692346365,-0.18335849485199013
SRP14,17.08955160693203,17.090473550568127,0.594870090195238,2.5,9.219436360972111e-4,0.001549823484644566
LMAN1,17.206578857188557,17.21270177704565,0.42615018414407896,5,0.006122919857091347,0.01436798594699474
JUP,17.160655581397382,17.191981415175412,0.5443445135912713,22.5,0.03132583377803044,0.05754780841155291
KHDRBS1,17.018441217149213,16.98938776577372,0.5336763106652179,25,-0.029053451375492756,-0.05444021178170369
PLGRKT,17.143396697555545,17.1245880360622,0.5401871098142115,5,-0.01880866149334537,-0.03481878991857895
EZR,17.043503804559027,17.023563234538198,0.5539346338338048,5,-0.01994057002082883,-0.035998056093404576
DBNL,16.870895896542507,16.861790607675804,0.7401259004708761,7.5,-0.00910528886670292,-0.012302351344426721
LYPLAL1,17.202866231908253,17.217627995179278,0.38917938585161016,15,0.014761763271025075,0.03793048606293236
FAM98B,17.15379008083051,17.23447708238661,0.5933530487981844,20,0.08068700155610031,0.13598480991970796
ATL2,17.153584986920713,16.99786907709753,0.6467507680654808,20,-0.15571590982318284,-0.2407664861209987
PPP2R5A,17.181668324639162,17.08942939096118,0.4811928276329228,12.5,-0.09223893367798297,-0.19168808922552621
DNAJB1,16.96017972937299,16.952443044201612,0.6883087223783397,22.5,-0.007736685171376934,-0.011240138211010992
CRADD,16.870759921539257,16.93913305161805,1.0045699778525032,22.5,0.06837313007879331,0.06806208784474768
LETM1,17.080080098851617,17.062476220056514,0.4321480811330749,2.5,-0.01760387879510361,-0.04073575601434339
NFIC,17.158910711214695,17.140061723881043,0.41567731078360104,7.5,-0.01884898733365148,-0.04534523979218135
AUH,17.036067145947396,16.885152657098075,0.7565711680774138,12.5,-0.15091448884932035,-0.1994716362676386
ENSA,17.12932932807837,17.11309110475394,0.5624657234463365,20,-0.016238223324428702,-0.028869711784273645
PPIL1,17.104248626105665,17.088153541151407,0.3807070597025895,2.5,-0.01609508495425871,-0.042276822937910005
ABCA8,16.94709004951179,16.883084767332043,0.6267141599876476,42.5,-0.0640052821797461,-0.10212834856165949
BCKDHB,16.961286943814983,17.064264481593032,0.7010998825524726,25,0.10297753777804886,0.14687998149870135
PRPSAP1,16.99940946216671,16.981476543504357,0.6005304087571637,32.5,-0.01793291866235336,-0.0298617995039863
ETF1,17.10404917736663,17.08807656266395,0.4074304130728346,5,-0.015972614702679522,-0.0392032950663017
EIF3L,17.100722741996528,17.066323546076426,0.5273885073431696,5,-0.03439919592010199,-0.06522553192028238
SENP8,17.15419252674223,17.06817024828255,0.3649737661160882,22.5,-0.08602227845968002,-0.2356944154509962
ARCN1,17.01978891719776,17.010870420901227,0.345525104130349,7.5,-0.008918496296534073,-0.02581142785263319
TATDN1,17.101316785052,17.01867210868849,0.4307916479709009,10,-0.08264467636350759,-0.19184372945199268
MGST2,16.99940591025176,16.970629687166088,0.6952629012512851,17.5,-0.028776223085671404,-0.04138898110899056
HNRNPM,16.6891205758682,16.603904634037196,0.6985735078496744,20,-0.08521594183100234,-0.12198564771416998
CLIC6,16.87054873905616,16.800107110816903,1.0592693230969443,5,-0.07044162823925859,-0.06650020604137874
PLAA,17.018891318717184,16.985149062581065,0.5611933879005978,2.5,-0.0337422561361187,-0.060125897531236316
PFKFB2,17.05205121876139,16.90379091271598,0.545576122700258,17.5,-0.14826030604541174,-0.27174999028846175
FAHD2A,16.99166493621461,16.96228413489522,0.60156722852826106,5,-0.029380801319391026,-0.04884042867705973
BROX,17.006210186219278,16.949485105224202,0.5874481737295454,10,-0.05672508099507567,-0.09656184754979129
EIF3M,17.121432277216567,17.036431189894778,0.2826894667226467,30,-0.08500108732178902,-0.3006871402293372
UBQLN1,16.99330553210346,16.99664906056903,0.41490867065373466,2.5,0.003343528465570955,0.008058468530683765
BCKDHA,16.94832747339339,16.91538548938504,0.5268565225829346,5,-0.03294198400834958,-0.06252553132843497
NAA50,16.978155446148154,16.801935869281674,0.3679357574525741,32.5,-0.1762195768664796,-0.4789411556151723
PPP1R14B,16.856711610404957,16.76594644743888,0.723349681413754,20,-0.09076516296607906,-0.12547895616499435
KPNA6,17.01883402116142,16.974186786692446,0.300079756014291,10,-0.04464723446897523,-0.14878456001826712
LMNB2,16.781341154031708,16.69760838514023,0.7654215071522765,30,-0.08373276889147618,-0.10939432470744254
PGM2L1,16.85850774127173,16.823672806753297,0.5286995039512127,2.5,-0.03483493451843245,-0.06588796520158442
PARP1,16.933200556974796,16.932564935394364,0.39132194063397796,5,-6.356215804323995e-4,-0.0016242932338591425
TSG101,16.972140217050672,16.91369855879263,0.3519472164876747,17.5,-0.058441658258043816,-0.16605233830593588
GLS,16.793355487671434,16.735195965354603,0.7221548131627471,25,-0.058159522316831413,-0.08053608624737421
AP2A2,16.6604343286556,16.528524050911066,0.7436370874835054,25,-0.13191027774453445,-0.17738528640485585
RO60,16.78718899067873,16.80450395170811,0.6283344249160632,12.5,0.017314961029381237,0.027556919281788956
LSM3,16.923653627640437,16.65289785546512,0.6616569966045214,32.5,-0.2707557721753169,-0.4092086588138207
CSNK2A1,16.949714269926258,16.835737408527734,0.4271763847031529,12.5,-0.11397686139852325,-0.26681451849855037
HNRNPUL1,16.605573322723185,16.557244682163045,0.6770092906037903,22.5,-0.048328640560139746,-0.07138549090964154
STAT5B,16.89190667817358,16.89423397783984,0.3148678418771837,2.5,0.0023272996662591083,0.007391353948323777
MME,16.91287044840104,16.86197960663043,0.442907728183323,17.5,-0.05089084177060954,-0.11490167936185891
LANCL2,16.904944332444483,16.710867447654817,0.6382695503648494,27.500000000000004,-0.19407688478966634,-0.3040672779685754
MICU2,16.81923971640999,16.84792425426155,0.904753525510912,30,0.028684537851560776,0.03170425651048189
ETHE1,16.86234606784136,16.848640790236157,0.5539442929093781,20,-0.013705277605204458,-0.024741256080503673
MLIP,16.674213798593684,16.49298907312824,0.9179780553617634,27.500000000000004,-0.18122472546544444,-0.19741727420055386
MYL9,16.52405158817351,16.497335097494865,0.8931945222874975,2.5,-0.02671649067864479,-0.029911167178033143
COPZ1,16.756626061888685,16.773675766313808,0.5109626273037504,17.5,0.01704970442512277,0.03336781109626494
C9orf64,16.883407394306875,16.827619708725475,0.3669163920954693,15,-0.055787685581400126,-0.15204468043195118
RHOC,16.472441561241066,16.394777019183508,0.7716788102427424,30,-0.07766454205755835,-0.10064361108105052
EIF3D,16.811832306112464,16.79096457334918,0.3830697464580213,7.5,-0.020867732763285574,-0.054475021732295334
GALK1,16.812449025728487,16.727571652245175,0.5210153897806923,12.5,-0.08487737348331237,-0.1629076129959218
TSNAX,16.834714349687975,16.83088554394207,0.4251222875172194,12.5,-0.0038288057459041624,-0.009006363247302291
