uniprot_id,gene,in_sam,in_ours,set_membership
P50552,VASP,FALSE,TRUE,ours_only
Q92688,ANP32B,FALSE,TRUE,ours_only
P82663,MRPS25,FALSE,TRUE,ours_only
P42566,EPS15,FALSE,TRUE,ours_only
Q92616,GCN1,FALSE,TRUE,ours_only
Q9GZZ9,UBA5,FALSE,TRUE,ours_only
Q15813,TBCE,FALSE,TRUE,ours_only
Q01085,TIAL1,FALSE,TRUE,ours_only
Q86TI2,DPP9,FALSE,TRUE,ours_only
Q8TCJ2,STT3B,FALSE,TRUE,ours_only
Q9P0P0,RNF181,FALSE,TRUE,ours_only
Q567U6,CCDC93,FALSE,TRUE,ours_only
Q9P0V9,SEPTIN10,FALSE,TRUE,ours_only
Q16666,IFI16,FALSE,TRUE,ours_only
Q14232,EIF2B1,FALSE,TRUE,ours_only
Q6UVK1,CSPG4,FALSE,TRUE,ours_only
Q86VU5,COMTD1,FALSE,TRUE,ours_only
P62256,UBE2H,FALSE,TRUE,ours_only
P41222,PTGDS,FALSE,TRUE,ours_only
Q6P1X6,C8orf82,FALSE,TRUE,ours_only
P14317,HCLS1,FALSE,TRUE,ours_only
Q9BVL4,SELENOO,FALSE,TRUE,ours_only
Q9ULT8,HECTD1,FALSE,TRUE,ours_only
Q9NZJ7,MTCH1,FALSE,TRUE,ours_only
Q02127,DHODH,FALSE,TRUE,ours_only
Q9ULC3,RAB23,FALSE,TRUE,ours_only
Q92575,UBXN4,FALSE,TRUE,ours_only
Q8NC56,LEMD2,FALSE,TRUE,ours_only
Q9H074,PAIP1,FALSE,TRUE,ours_only
Q9GZN8,C20orf27,FALSE,TRUE,ours_only
P33316,DUT,FALSE,TRUE,ours_only
P35052,GPC1,FALSE,TRUE,ours_only
Q15111,PLCL1,FALSE,TRUE,ours_only
P42574,CASP3,FALSE,TRUE,ours_only
Q9UGM6,WARS2,FALSE,TRUE,ours_only
Q9Y6I3,EPN1,FALSE,TRUE,ours_only
Q9BTY7,HGH1,FALSE,TRUE,ours_only
P57737,CORO7,FALSE,TRUE,ours_only
Q16644,MAPKAPK3,FALSE,TRUE,ours_only
Q9HA77,CARS2,FALSE,TRUE,ours_only
Q96A57,TMEM230,FALSE,TRUE,ours_only
Q9UQ13,SHOC2,FALSE,TRUE,ours_only
Q9H2G2,SLK,FALSE,TRUE,ours_only
Q9BYD6,MRPL1,FALSE,TRUE,ours_only
Q6YP21,KYAT3,FALSE,TRUE,ours_only
Q5SRE7,PHYHD1,FALSE,TRUE,ours_only
Q9BYD1,MRPL13,FALSE,TRUE,ours_only
Q8N9N7,LRRC57,FALSE,TRUE,ours_only
Q9Y2S2,CRYL1,FALSE,TRUE,ours_only
A8MXV4,NUDT19,FALSE,TRUE,ours_only
Q96MW1,CCDC43,FALSE,TRUE,ours_only
P55145,MANF,FALSE,TRUE,ours_only
Q9UQN3,CHMP2B,FALSE,TRUE,ours_only
P10109,FDX1,FALSE,TRUE,ours_only
P20338,RAB4A,FALSE,TRUE,ours_only
O00203,AP3B1,FALSE,TRUE,ours_only
O95630,STAMBP,FALSE,TRUE,ours_only
Q7Z4G1,COMMD6,FALSE,TRUE,ours_only
Q9Y3D3,MRPS16,FALSE,TRUE,ours_only
Q86U42,PABPN1,FALSE,TRUE,ours_only
P62995,TRA2B,FALSE,TRUE,ours_only
Q96AP7,ESAM,FALSE,TRUE,ours_only
Q13033,STRN3,FALSE,TRUE,ours_only
Q9H9A6,LRRC40,FALSE,TRUE,ours_only
Q5JSH3,WDR44,FALSE,TRUE,ours_only
Q9NVA1,UQCC1,FALSE,TRUE,ours_only
O96033,MOCS2,FALSE,TRUE,ours_only
P51398,DAP3,FALSE,TRUE,ours_only
Q9Y3B7,MRPL11,FALSE,TRUE,ours_only
Q5R3I4,TTC38,FALSE,TRUE,ours_only
Q9Y5K8,ATP6V1D,FALSE,TRUE,ours_only
A6NHX0,CASTOR2,FALSE,TRUE,ours_only
P31146,CORO1A,FALSE,TRUE,ours_only
Q9Y2S7,POLDIP2,FALSE,TRUE,ours_only
P10398,ARAF,FALSE,TRUE,ours_only
P82933,MRPS9,FALSE,TRUE,ours_only
Q5T4S7,UBR4,FALSE,TRUE,ours_only
Q13445,TMED1,FALSE,TRUE,ours_only
Q9HD33,MRPL47,FALSE,TRUE,ours_only
Q99417,MYCBP,FALSE,TRUE,ours_only
P48454,PPP3CC,FALSE,TRUE,ours_only
Q14444,CAPRIN1,FALSE,TRUE,ours_only
Q14CX7,NAA25,FALSE,TRUE,ours_only
Q9Y3S2,ZNF330,FALSE,TRUE,ours_only
O15533,TAPBP,FALSE,TRUE,ours_only
Q9UPR0,PLCL2,FALSE,TRUE,ours_only
Q13435,SF3B2,FALSE,TRUE,ours_only
Q9Y676,MRPS18B,FALSE,TRUE,ours_only
P46379,BAG6,FALSE,TRUE,ours_only
Q8IWB7,WDFY1,FALSE,TRUE,ours_only
Q5TAQ9,DCAF8,FALSE,TRUE,ours_only
P82979,SARNP,FALSE,TRUE,ours_only
Q9H3P7,ACBD3,FALSE,TRUE,ours_only
Q5TEU4,NDUFAF5,FALSE,TRUE,ours_only
Q14318,FKBP8,FALSE,TRUE,ours_only
P16333,NCK1,FALSE,TRUE,ours_only
P84085,ARF5,FALSE,TRUE,ours_only
Q9BV20,MRI1,FALSE,TRUE,ours_only
P07711,CTSL,FALSE,TRUE,ours_only
Q9Y3E1,HDGFL3,FALSE,TRUE,ours_only
Q96GC5,MRPL48,FALSE,TRUE,ours_only
Q13685,AAMP,FALSE,TRUE,ours_only
Q9H488,POFUT1,FALSE,TRUE,ours_only
Q7Z2W9,MRPL21,FALSE,TRUE,ours_only
Q6NW29,RWDD4,FALSE,TRUE,ours_only
Q96EY7,PTCD3,FALSE,TRUE,ours_only
Q07699,SCN1B,FALSE,TRUE,ours_only
Q13620,CUL4B,FALSE,TRUE,ours_only
P52594,AGFG1,FALSE,TRUE,ours_only
Q6P1L8,MRPL14,FALSE,TRUE,ours_only
Q15382,RHEB,FALSE,TRUE,ours_only
O94966,USP19,FALSE,TRUE,ours_only
P57772,EEFSEC,FALSE,TRUE,ours_only
Q9Y5Y2,NUBP2,FALSE,TRUE,ours_only
Q15637,SF1,FALSE,TRUE,ours_only
Q9NVS2,MRPS18A,FALSE,TRUE,ours_only
O75190,DNAJB6,FALSE,TRUE,ours_only
Q969Z0,TBRG4,FALSE,TRUE,ours_only
Q96DV4,MRPL38,FALSE,TRUE,ours_only
Q15599,SLC9A3R2,FALSE,TRUE,ours_only
Q9Y5S9,RBM8A,FALSE,TRUE,ours_only
O95749,GGPS1,FALSE,TRUE,ours_only
O14672,ADAM10,FALSE,TRUE,ours_only
Q8WXX5,DNAJC9,FALSE,TRUE,ours_only
O00418,EEF2K,FALSE,TRUE,ours_only
P28330,ACADL,FALSE,TRUE,ours_only
O95487,SEC24B,FALSE,TRUE,ours_only
P10415,BCL2,FALSE,TRUE,ours_only
Q05519,SRSF11,FALSE,TRUE,ours_only
P22748,CA4,FALSE,TRUE,ours_only
Q9Y6X5,ENPP4,FALSE,TRUE,ours_only
P49903,SEPHS1,FALSE,TRUE,ours_only
Q86WR0,CCDC25,FALSE,TRUE,ours_only
P01112,HRAS,FALSE,TRUE,ours_only
P56192,MARS1,FALSE,TRUE,ours_only
Q9Y365,STARD10,FALSE,TRUE,ours_only
Q9UQ49,NEU3,FALSE,TRUE,ours_only
Q8WUR7,C15orf40,FALSE,TRUE,ours_only
Q8N1F7,NUP93,FALSE,TRUE,ours_only
O14786,NRP1,FALSE,TRUE,ours_only
Q9NQG5,RPRD1B,FALSE,TRUE,ours_only
Q9Y4P1,ATG4B,FALSE,TRUE,ours_only
Q8N0U4,FAM185A,FALSE,TRUE,ours_only
Q9NZB2,FAM120A,FALSE,TRUE,ours_only
O75027,ABCB7,FALSE,TRUE,ours_only
O95671,ASMTL,FALSE,TRUE,ours_only
Q32MK0,MYLK3,FALSE,TRUE,ours_only
Q9Y399,MRPS2,FALSE,TRUE,ours_only
Q8TCZ2,CD99L2,FALSE,TRUE,ours_only
Q8WXF1,PSPC1,FALSE,TRUE,ours_only
Q7Z460,CLASP1,FALSE,TRUE,ours_only
Q86Y56,DNAAF5,FALSE,TRUE,ours_only
P51808,DYNLT3,FALSE,TRUE,ours_only
P49590,HARS2,FALSE,TRUE,ours_only
Q92995,USP13,FALSE,TRUE,ours_only
Q9BV57,ADI1,FALSE,TRUE,ours_only
O75764,TCEA3,FALSE,TRUE,ours_only
O95425,SVIL,FALSE,TRUE,ours_only
P53367,ARFIP1,FALSE,TRUE,ours_only
P17812,CTPS1,FALSE,TRUE,ours_only
P84022,SMAD3,FALSE,TRUE,ours_only
P36551,CPOX,FALSE,TRUE,ours_only
P04156,PRNP,FALSE,TRUE,ours_only
O43847,NRDC,FALSE,TRUE,ours_only
Q9P015,MRPL15,FALSE,TRUE,ours_only
Q15006,EMC2,FALSE,TRUE,ours_only
Q96RL7,VPS13A,FALSE,TRUE,ours_only
Q9BQE5,APOL2,FALSE,TRUE,ours_only
O75170,PPP6R2,FALSE,TRUE,ours_only
P20290,BTF3,FALSE,TRUE,ours_only
A2RTX5,TARS3,FALSE,TRUE,ours_only
Q9Y2E4,DIP2C,FALSE,TRUE,ours_only
P52789,HK2,FALSE,TRUE,ours_only
Q9NYK5,MRPL39,FALSE,TRUE,ours_only
Q9NX47,MARCHF5,FALSE,TRUE,ours_only
Q9Y5J9,TIMM8B,FALSE,TRUE,ours_only
Q9BUE6,ISCA1,FALSE,TRUE,ours_only
Q15126,PMVK,FALSE,TRUE,ours_only
Q969Q5,RAB24,FALSE,TRUE,ours_only
Q92896,GLG1,FALSE,TRUE,ours_only
Q13501,SQSTM1,FALSE,TRUE,ours_only
Q8TEB1,DCAF11,FALSE,TRUE,ours_only
P56945,BCAR1,FALSE,TRUE,ours_only
Q9NPF4,OSGEP,FALSE,TRUE,ours_only
Q8TCC3,MRPL30,FALSE,TRUE,ours_only
Q86TU7,SETD3,FALSE,TRUE,ours_only
Q8IYQ7,THNSL1,FALSE,TRUE,ours_only
Q8WUK0,PTPMT1,FALSE,TRUE,ours_only
P14209,CD99,FALSE,TRUE,ours_only
P53609,PGGT1B,FALSE,TRUE,ours_only
O15247,CLIC2,FALSE,TRUE,ours_only
P52434,POLR2H,FALSE,TRUE,ours_only
P40855,PEX19,FALSE,TRUE,ours_only
O95396,MOCS3,FALSE,TRUE,ours_only
Q9UI10,EIF2B4,FALSE,TRUE,ours_only
Q16537,PPP2R5E,FALSE,TRUE,ours_only
Q6PJW8,CNST,FALSE,TRUE,ours_only
O96011,PEX11B,FALSE,TRUE,ours_only
