module,group,gene,z
blue,CRE_T1,EIF3G,0.07703301946387746
blue,CRE_T1,EIF3J,-0.05414499663762123
blue,CRE_T1,DYSF,-0.1768358371482355
blue,CRE_T1,DDAH1,-0.08538613685123211
blue,CRE_T1,TPPP,-0.2659835022877306
blue,CRE_T1,ENDOD1,-0.15930028352521955
blue,CRE_T1,MFN2,-0.30259001194291446
blue,CRE_T1,STBD1,0.09405379056180745
blue,CRE_T1,VAPB,0.38964662788895466
blue,CRE_T1,TACC2,0.04183551031264415
blue,CRE_T1,LYPLA2,0.3862526477322677
blue,CRE_T1,IPO7,0.390969314032012
blue,CRE_T1,ARIH2,0.502972770273856
blue,CRE_T1,H6PD,0.005777564671757385
blue,CRE_T1,ACSL3,-0.10343460131307233
blue,CRE_T1,OXSR1,0.7281613785916711
blue,CRE_T1,GGPS1,0.5211658151272742
blue,CRE_T1,EML2,0.19680483702593987
blue,CRE_T1,BPNT1,0.30253244103840793
blue,CRE_T1,HRAS,0.6672211251253589
blue,CRE_T1,TFRC,0.6273999418921342
blue,CRE_T1,RPN2,0.016450687307193464
blue,CRE_T1,ATP1A1,0.07024605994241885
blue,CRE_T1,ATP1B1,0.034442417342645734
blue,CRE_T1,EIF2S1,0.23103613890578728
blue,CRE_T1,FABP3,0.3965725035685345
blue,CRE_T1,EPRS1,-0.3240799261104666
blue,CRE_T1,PFKM,0.3096485133524078
blue,CRE_T1,NFIC,0.39523941659773965
blue,CRE_T1,RPS17,0.20429541028658646
blue,CRE_T1,ACAA1,0.3565090011610023
blue,CRE_T1,FBP1,0.17585301877929632
blue,CRE_T1,PARP1,0.48111748806173615
blue,CRE_T1,ALDOC,-0.16574840706871083
blue,CRE_T1,MAPT,0.20239958847095035
blue,CRE_T1,PRKAR1A,-0.03922024313880536
blue,CRE_T1,PYGB,-0.17971223947004608
blue,CRE_T1,PYGM,0.02001402653526464
blue,CRE_T1,DMD,0.1315485866764138
blue,CRE_T1,PABPC1,-0.08133288901427692
blue,CRE_T1,HARS1,-0.15087512149166926
blue,CRE_T1,IMPDH2,-0.507749318571413
blue,CRE_T1,TPT1,0.6629829105688153
blue,CRE_T1,PRKAR2A,-0.16859693287320213
blue,CRE_T1,ENO3,0.36170725424854233
blue,CRE_T1,ACYP2,0.11988961328859052
blue,CRE_T1,SNRPB,-0.8962329460059207
blue,CRE_T1,IDE,0.2520681304684311
blue,CRE_T1,DARS1,0.14288387221287163
blue,CRE_T1,AKR1B1,0.28932491015912837
blue,CRE_T1,GSPT1,0.155623938854326
blue,CRE_T1,PGAM2,0.23010938887790397
blue,CRE_T1,RPS2,-0.079800294148166
blue,CRE_T1,NQO2,-0.30890702603327813
blue,CRE_T1,PPP3CB,0.33869153645451083
blue,CRE_T1,ATP2A2,0.08552328042519551
blue,CRE_T1,YBX3,0.03925856059742831
blue,CRE_T1,PRKACA,0.5342657173145178
blue,CRE_T1,PFKL,-0.021528109668227078
blue,CRE_T1,HK1,-0.16885269545764656
blue,CRE_T1,ATP2B1,0.6589536061485785
blue,CRE_T1,EIF2S2,-0.1776326805573922
blue,CRE_T1,ATP6V1B2,-0.07108565878010256
blue,CRE_T1,VDAC1,-0.09670450185034933
blue,CRE_T1,RYR1,-0.024085181585532803
blue,CRE_T1,OSBP,0.07771844921691502
blue,CRE_T1,AMPD1,-0.0049499336112449055
blue,CRE_T1,HRC,0.31165438296115006
blue,CRE_T1,RPS3,-0.2648575728788472
blue,CRE_T1,CPT2,-0.010710761354546775
blue,CRE_T1,DDX6,0.05599158743198058
blue,CRE_T1,VARS1,-0.30824176916093043
blue,CRE_T1,EEF1G,-0.2529391793675149
blue,CRE_T1,PLN,-0.02021974651678387
blue,CRE_T1,RPA1,0.20968125600480228
blue,CRE_T1,PSMB5,0.35374152606422327
blue,CRE_T1,IMPA1,0.21612923107506146
blue,CRE_T1,ALDH4A1,0.10564127501493244
blue,CRE_T1,NMT1,-0.12236486414180472
blue,CRE_T1,ADSS2,0.43026722591364575
blue,CRE_T1,CLIP1,0.22888145300404852
blue,CRE_T1,GDI1,-0.11490180617960807
blue,CRE_T1,MAT2A,0.012074680651979792
blue,CRE_T1,CASQ1,0.1490496787387465
blue,CRE_T1,GBP1,0.15960208613686996
blue,CRE_T1,EPHX2,-0.15394315973068204
blue,CRE_T1,HSPA1L,0.6617196835409626
blue,CRE_T1,MPI,0.2577143696863747
blue,CRE_T1,GPC1,0.07840496330984711
blue,CRE_T1,PFN2,0.0782576119460585
blue,CRE_T1,RDX,0.27275498549235105
blue,CRE_T1,RPA3,-0.0031606933929218934
blue,CRE_T1,AGL,-0.10468991999421906
blue,CRE_T1,COPB2,-0.129120367899834
blue,CRE_T1,GLRX,0.21043050934240598
blue,CRE_T1,PPM1A,0.265479859965905
blue,CRE_T1,MAP2K2,0.4875825037696115
blue,CRE_T1,LONP1,-0.19866549017315127
blue,CRE_T1,PGM1,0.265087598110813
blue,CRE_T1,GMPR,-0.48895358381283704
blue,CRE_T1,DDOST,-0.280931949248184
blue,CRE_T1,CAP2,0.2301143178898259
blue,CRE_T1,EIF2S3,0.14679927714244342
blue,CRE_T1,PPP1R2,0.4809376750479873
blue,CRE_T1,GARS1,0.16821565462603666
blue,CRE_T1,EIF1,0.08653259761392558
blue,CRE_T1,SLC1A4,0.038506419558031864
blue,CRE_T1,PAFAH1B1,0.31142308108466815
blue,CRE_T1,GPD2,0.2042127467377228
blue,CRE_T1,PSMC4,-0.06520722303977054
blue,CRE_T1,ASPA,-0.21531555779778033
blue,CRE_T1,MAP2K4,0.18374820944206177
blue,CRE_T1,CRKL,0.21610018493037444
blue,CRE_T1,BAG6,-0.20124680503221498
blue,CRE_T1,MAP2K3,0.2923192923713324
blue,CRE_T1,RPS9,-0.13854351524153724
blue,CRE_T1,UTRN,0.17624326433478688
blue,CRE_T1,GYG1,-0.17571152830272446
blue,CRE_T1,EIF1AX,0.3078272594244372
blue,CRE_T1,PREP,0.5375617858357474
blue,CRE_T1,LSS,0.06386759904545865
blue,CRE_T1,PXN,0.0663993459238585
blue,CRE_T1,MAPKAPK2,0.01895346372564385
blue,CRE_T1,GSK3B,0.36477178793952053
blue,CRE_T1,CSRP3,-0.3077864797417874
blue,CRE_T1,METAP2,0.3139342311601729
blue,CRE_T1,ATP1A2,0.13435199125983263
blue,CRE_T1,FXR1,-0.148888891968682
blue,CRE_T1,DUSP3,0.32137396155204145
blue,CRE_T1,GALK1,0.23806131334688313
blue,CRE_T1,MECP2,0.05649558254622998
blue,CRE_T1,ALDH5A1,0.09708316602567371
blue,CRE_T1,UBE2D1,0.18768831715524595
blue,CRE_T1,STAT5B,0.0697173570772629
blue,CRE_T1,RPS6KA3,0.1593866092548413
blue,CRE_T1,KPNA1,0.1114018207723226
blue,CRE_T1,MAP2K6,0.15101205707971443
blue,CRE_T1,RIDA,0.4486951746497941
blue,CRE_T1,THOP1,0.7187436519276027
blue,CRE_T1,PPP5C,0.2786927629261099
blue,CRE_T1,NUBP1,0.08030037985948273
blue,CRE_T1,MAPK12,0.38867748888660636
blue,CRE_T1,SLC16A1,-0.058961149838445845
blue,CRE_T1,SEC24C,-0.1281620458707202
blue,CRE_T1,RARS1,-0.07690967581948764
blue,CRE_T1,CACNB3,-0.06259891460283398
blue,CRE_T1,CACNA2D1,0.045956597270036696
blue,CRE_T1,PRKAA2,0.12137304694328023
blue,CRE_T1,HSPA2,-0.11536699596083586
blue,CRE_T1,ADPRH,0.07370017269436695
blue,CRE_T1,EIF5,-0.16262958452153936
blue,CRE_T1,PSMD4,0.20391646135140415
blue,CRE_T1,RRAD,-0.4170223928668363
blue,CRE_T1,CSE1L,-0.04767812868972527
blue,CRE_T1,CDH13,0.02347190058164041
blue,CRE_T1,SEC13,0.006679298641440583
blue,CRE_T1,SNU13,-0.0618126714590747
blue,CRE_T1,NPEPPS,0.43662484369360266
blue,CRE_T1,SH3BGR,-0.01955122093530031
blue,CRE_T1,EIF3B,-0.5371511388305261
blue,CRE_T1,ARPP19,0.2577606315289976
blue,CRE_T1,EIF3E,0.014522033946409893
blue,CRE_T1,GABARAPL2,0.2479397729255852
blue,CRE_T1,RAB5B,0.3769289943370523
blue,CRE_T1,UBE2D3,0.05456154602941289
blue,CRE_T1,UBE2M,-0.03975529039165511
blue,CRE_T1,UBE2K,0.5963255835005044
blue,CRE_T1,COPS2,0.06650744927460998
blue,CRE_T1,ABCE1,0.04762669904484213
blue,CRE_T1,RPS3A,0.030347148828108784
blue,CRE_T1,RPL27,-0.3853618691003047
blue,CRE_T1,PKIA,0.47878271177717774
blue,CRE_T1,RRAS2,0.40473358154870837
blue,CRE_T1,PPP1CB,0.21415403292878427
blue,CRE_T1,PSMC5,0.11738170794020676
blue,CRE_T1,RPS8,0.048397636244749805
blue,CRE_T1,RPS11,0.02144132036323776
blue,CRE_T1,LSM3,-0.49128050166736076
blue,CRE_T1,ETF1,0.15967580992911135
blue,CRE_T1,CNBP,0.3085141295183304
blue,CRE_T1,RPS4X,-0.3726431604493228
blue,CRE_T1,RPS6,-0.20168528630417454
blue,CRE_T1,RPL31,-0.22023312198904854
blue,CRE_T1,GRB2,0.03658536579256187
blue,CRE_T1,PPP2R2A,0.23788810695639992
blue,CRE_T1,DYNLL1,-0.056106448190356026
blue,CRE_T1,SELENOW,0.09298932709929922
blue,CRE_T1,PPP2CA,0.0996029214005933
blue,CRE_T1,YBX1,0.052092903088748525
blue,CRE_T1,CSNK2B,0.13422860438449447
blue,CRE_T1,TUBA4A,0.25547952136324337
blue,CRE_T1,CSNK2A1,-0.14012752981605298
blue,CRE_T1,EIF4G2,0.5539925181793448
blue,CRE_T1,PIP4K2B,-0.06218497780303859
blue,CRE_T1,FKBP3,0.21556526723808261
blue,CRE_T1,PLIN5,-0.14286216552004655
blue,CRE_T1,AMPD3,-0.4550245396548882
blue,CRE_T1,ATP2B2,0.036967503900854425
blue,CRE_T1,CACNB1,-0.032020105145810565
blue,CRE_T1,MAP2K1,0.016990632381092313
blue,CRE_T1,FKBP4,0.24903996202374426
blue,CRE_T1,UBXN1,0.4462599207851109
blue,CRE_T1,EIF4G1,0.14904348095935824
blue,CRE_T1,GLO1,0.3888690849685039
blue,CRE_T1,UBE3A,-0.3263294304380738
blue,CRE_T1,SRSF11,0.42089130547969955
blue,CRE_T1,EEF1A2,0.07783963253406444
blue,CRE_T1,PRKCD,0.2031489573520062
blue,CRE_T1,KLC1,0.03735554965548325
blue,CRE_T1,PUDP,0.2142414156898909
blue,CRE_T1,PPID,-0.22306969908639385
blue,CRE_T1,NSUN2,0.12868823474229538
blue,CRE_T1,RBBP4,0.13906947848427068
blue,CRE_T1,STX4,-0.12498008485065852
blue,CRE_T1,AIMP1,-0.17660756364786565
blue,CRE_T1,ANK3,-0.097914273861701
blue,CRE_T1,HSPB3,-0.17921100311322444
blue,CRE_T1,STRN3,-0.10927795703803267
blue,CRE_T1,ACACA,0.02263445394936916
blue,CRE_T1,GPS1,0.09465323981161507
blue,CRE_T1,PRKAA1,0.16001688660128638
blue,CRE_T1,AIMP2,-0.13484761154038463
blue,CRE_T1,PAK2,-0.21663662071284376
blue,CRE_T1,CBX3,0.26302310653298666
blue,CRE_T1,PSMD2,0.061443259088447756
blue,CRE_T1,PABPC4,-0.3019109800646599
blue,CRE_T1,SGCG,-0.14413036466632806
blue,CRE_T1,EIF3I,0.09574860439726225
blue,CRE_T1,SNTA1,0.18766065522465394
blue,CRE_T1,PDAP1,0.48824378313903843
blue,CRE_T1,TMED1,-0.5632109838651016
blue,CRE_T1,ART3,0.1957575227188793
blue,CRE_T1,PIN1,0.3615307416096312
blue,CRE_T1,CAMK2B,-0.2355910769224593
blue,CRE_T1,CAMK2G,-0.08486624331075174
blue,CRE_T1,CAMK2D,-0.2916616162821679
blue,CRE_T1,NAE1,0.39716320873702354
blue,CRE_T1,STIM1,-0.0014721075246466756
blue,CRE_T1,CUL1,0.18882344295607073
blue,CRE_T1,CUL2,0.27780663490280794
blue,CRE_T1,CUL3,-0.219120918934732
blue,CRE_T1,CUL4A,-0.1615804447670997
blue,CRE_T1,CUL4B,-0.19156630071503075
blue,CRE_T1,FHL1,-0.39718203281903514
blue,CRE_T1,FHL3,0.09922042351044544
blue,CRE_T1,CACNA1S,-0.2582439455948916
blue,CRE_T1,LAMB3,0.5319670137855123
blue,CRE_T1,SNTB1,-0.20101431147689672
blue,CRE_T1,CBFB,0.21848133182100943
blue,CRE_T1,PRKG1,0.19412673565850042
blue,CRE_T1,CIRBP,-0.11448969670242984
blue,CRE_T1,DAG1,0.3568185732561435
blue,CRE_T1,EIF3A,0.10593934986466312
blue,CRE_T1,DCTN1,-0.3525554173072463
blue,CRE_T1,EIF2B1,-0.06558620759601128
blue,CRE_T1,EIF4A2,0.5202932916612465
blue,CRE_T1,FLNC,0.1016302017776668
blue,CRE_T1,FKBP8,-0.1266850597024472
blue,CRE_T1,GAMT,0.15748262438950808
blue,CRE_T1,PRPSAP1,0.0990014458554153
blue,CRE_T1,SSPN,-0.038290415597604315
blue,CRE_T1,PPP2R5D,-0.23576432978936537
blue,CRE_T1,SLMAP,-0.30301753355278865
blue,CRE_T1,NAA25,-0.04331481774166119
blue,CRE_T1,PSMD6,0.09128482604650894
blue,CRE_T1,ABRAXAS2,-0.018538537042740617
blue,CRE_T1,EIF4H,0.3345721470314599
blue,CRE_T1,PGM5,0.11917856908705281
blue,CRE_T1,PPP2R5A,-0.015618135423478749
blue,CRE_T1,PCBP1,-0.2642276202331204
blue,CRE_T1,ELOC,0.11529728499962426
blue,CRE_T1,ELOB,0.018044539667225985
blue,CRE_T1,UBE3C,-0.10021033880308076
blue,CRE_T1,DHCR24,-0.18260915416146561
blue,CRE_T1,CYTH1,0.18585343570196886
blue,CRE_T1,MAPRE2,-0.23238774423538872
blue,CRE_T1,SF1,0.3623867998573806
blue,CRE_T1,TRIP10,-0.09495313382861562
blue,CRE_T1,MYLK,0.05617191603837578
blue,CRE_T1,UBE2V2,0.9274006754917856
blue,CRE_T1,NEDD8,-0.07283973773706941
blue,CRE_T1,HSPB2,-0.19841495176815802
blue,CRE_T1,DDB1,-0.10296284921478815
blue,CRE_T1,MAPK14,0.260758632416456
blue,CRE_T1,CDC37,0.17952737169133728
blue,CRE_T1,RBBP7,0.23960483008487385
blue,CRE_T1,SGCB,0.34064330485864086
blue,CRE_T1,SGCA,0.21449192664702701
blue,CRE_T1,CLPP,-0.28372937497749223
blue,CRE_T1,KYAT1,0.12832948952043569
blue,CRE_T1,HAGH,0.21725435682301936
blue,CRE_T1,PPP1R3A,-0.4081617681050256
blue,CRE_T1,TXNRD1,0.33678873967996187
blue,CRE_T1,IAH1,0.2545508003278271
blue,CRE_T1,TIMM50,-0.11443256440178029
blue,CRE_T1,LGALSL,-0.026454769653612438
blue,CRE_T1,FAM98B,-0.2110467631681176
blue,CRE_T1,GPAT3,0.05588397517764295
blue,CRE_T1,HIKESHI,0.19767737637105418
blue,CRE_T1,PDLIM3,0.0302755918365935
blue,CRE_T1,DCAF6,-0.34499789059653424
blue,CRE_T1,CAVIN4,0.08987784385170526
blue,CRE_T1,PITRM1,0.3660225787470342
blue,CRE_T1,PHYHD1,0.3756688334130066
blue,CRE_T1,CPTP,-0.06893067716061996
blue,CRE_T1,LYPLAL1,0.15257594819469694
blue,CRE_T1,SYPL2,-0.3235708990313836
blue,CRE_T1,ECPAS,-0.09922413287314662
blue,CRE_T1,RNF123,0.37616637046979856
blue,CRE_T1,MAP1S,-0.058266960634656494
blue,CRE_T1,NXN,-0.10628672102804769
blue,CRE_T1,PTRHD1,-0.3923583945128564
blue,CRE_T1,DHRS7B,0.15120193011304053
blue,CRE_T1,TWF2,0.10458341956334992
blue,CRE_T1,RAB12,0.3918111422517395
blue,CRE_T1,RCSD1,0.06847032461969048
blue,CRE_T1,RWDD4,-0.08789193223814142
blue,CRE_T1,LPCAT3,-0.27944571068035456
blue,CRE_T1,TATDN1,0.3525539303482073
blue,CRE_T1,TMEM205,-0.06873818831864302
blue,CRE_T1,TRIM72,0.20480453634713308
blue,CRE_T1,TOM1L2,0.3157927423199573
blue,CRE_T1,XIRP1,0.4586105504281551
blue,CRE_T1,UBE2R2,0.22959752993032428
blue,CRE_T1,COPS6,0.34030253017018175
blue,CRE_T1,CHMP1B,0.22201649541322313
blue,CRE_T1,MYH14,-0.19184653549892475
blue,CRE_T1,MAVS,-0.234016066454026
blue,CRE_T1,MYPN,0.2399308571583433
blue,CRE_T1,SRL,-0.07581647023359185
blue,CRE_T1,PRUNE1,0.025226430678005896
blue,CRE_T1,MDP1,0.2929643661608533
blue,CRE_T1,NRAP,0.20747146193126
blue,CRE_T1,VPS36,0.6189676382000074
blue,CRE_T1,CARM1,-0.2131619563445565
blue,CRE_T1,NIT1,-0.10982869569589274
blue,CRE_T1,DNAAF5,0.1814895765812961
blue,CRE_T1,NAXD,0.28974826113655183
blue,CRE_T1,UNC45B,0.01018231874737298
blue,CRE_T1,SIRT2,0.20528578849661652
blue,CRE_T1,PM20D2,-0.08364780481137693
blue,CRE_T1,ADSS1,0.42385556242001243
blue,CRE_T1,NUP93,-0.14385125681188304
blue,CRE_T1,LRRC47,0.14244131789128867
blue,CRE_T1,GPD1L,0.2393404471538654
blue,CRE_T1,EHBP1L1,-0.19717185466145626
blue,CRE_T1,TXLNB,0.20890455154626922
blue,CRE_T1,JAGN1,-0.01177575798401574
blue,CRE_T1,PTGR2,0.2606685841613102
blue,CRE_T1,SMYD1,0.2865562162498167
blue,CRE_T1,NHLRC2,0.1286216992431595
blue,CRE_T1,SERBP1,0.4133856499693027
blue,CRE_T1,NPEPL1,0.22549174476874212
blue,CRE_T1,ADPRHL1,0.20355300466297807
blue,CRE_T1,ABCF1,0.21503279691888805
blue,CRE_T1,MCU,-0.3788365852985426
blue,CRE_T1,ATL2,-0.11421953427432795
blue,CRE_T1,NPLOC4,0.25646347852307255
blue,CRE_T1,NUBPL,0.38295435381858545
blue,CRE_T1,DEPTOR,0.1264346756941594
blue,CRE_T1,UBA3,0.3250504307153124
blue,CRE_T1,LRRC20,0.49492950105273387
blue,CRE_T1,SPPL2A,-0.4411239835247273
blue,CRE_T1,CD99L2,0.3399356539139271
blue,CRE_T1,NEK9,-0.07740958759860884
blue,CRE_T1,NEK7,0.2811954292047383
blue,CRE_T1,DTD1,0.6839796209186781
blue,CRE_T1,SETD7,0.2903846654427393
blue,CRE_T1,SCFD1,-0.5847920718124909
blue,CRE_T1,DNAJA4,-0.0975348901815887
blue,CRE_T1,PALLD,0.13572029824636322
blue,CRE_T1,PSPC1,0.013859158135027083
blue,CRE_T1,SYNE2,-0.43020468836739345
blue,CRE_T1,DDX1,0.01026635863797303
blue,CRE_T1,UBXN4,0.14556461280242308
blue,CRE_T1,SGCD,0.08822320322111843
blue,CRE_T1,RABGGTA,-0.12452631758538411
blue,CRE_T1,ARPC1A,-0.20388341004856564
blue,CRE_T1,CELF1,-0.131664511178957
blue,CRE_T1,UFD1,-0.029555317517453328
blue,CRE_T1,COPS5,-0.027392771626647317
blue,CRE_T1,USP9X,-0.6622608088112552
blue,CRE_T1,USP7,0.14326575946581244
blue,CRE_T1,CUL5,0.08177192791923583
blue,CRE_T1,ATP2A3,-0.0475919388245421
blue,CRE_T1,RPL36AL,-0.11318269159352322
blue,CRE_T1,FUBP1,0.07474645319317494
blue,CRE_T1,PBXIP1,-0.08439820127443558
blue,CRE_T1,ARL8A,0.28736124965332016
blue,CRE_T1,PTER,-0.1124157495711705
blue,CRE_T1,ZBTB9,0.11829477088690973
blue,CRE_T1,GALM,0.13253617727859998
blue,CRE_T1,DCPS,-0.009246923454369489
blue,CRE_T1,ISOC1,0.14469620694919152
blue,CRE_T1,CMBL,0.5101133479157545
blue,CRE_T1,MSI2,-0.024198747457081123
blue,CRE_T1,DYNLL2,0.043952560942447406
blue,CRE_T1,OTUB1,0.15297992513838454
blue,CRE_T1,CHMP6,-0.06438654997699124
blue,CRE_T1,AHCYL2,-0.2803405732568741
blue,CRE_T1,BTF3L4,0.023109658610612416
blue,CRE_T1,USP47,0.22297341196649642
blue,CRE_T1,SENP8,0.2809341272188838
blue,CRE_T1,STAC3,0.10895755790874191
blue,CRE_T1,JSRP1,-0.024452429905373267
blue,CRE_T1,CLIC6,0.11467951631366806
blue,CRE_T1,QKI,-0.05056332145678154
blue,CRE_T1,VPS13A,-0.8844041124578863
blue,CRE_T1,METTL26,0.28753123366746636
blue,CRE_T1,CLCC1,0.06439732674002077
blue,CRE_T1,PLEKHF1,0.4702378871715277
blue,CRE_T1,TBCB,-0.08641120179942074
blue,CRE_T1,PSMD1,0.34831342645308666
blue,CRE_T1,PFDN5,0.35190636400929115
blue,CRE_T1,PLIN2,-0.3079755736274544
blue,CRE_T1,EIF3C,-0.3644697572232468
blue,CRE_T1,C12orf57,0.25245740041989534
blue,CRE_T1,CHP1,-0.3189822144431173
blue,CRE_T1,NAP1L4,-0.46655618069371874
blue,CRE_T1,MGST2,-0.036887628658471804
blue,CRE_T1,TSG101,-0.19654742239429507
blue,CRE_T1,PRMT1,-0.015429687626862905
blue,CRE_T1,MACROD1,0.2139046766121259
blue,CRE_T1,WDR77,0.16364074442690296
blue,CRE_T1,FYCO1,0.29068368335401823
blue,CRE_T1,JPH2,-0.23900893006440346
blue,CRE_T1,PLCD4,0.12366595801837124
blue,CRE_T1,VPS25,-0.09107054311126736
blue,CRE_T1,PELO,0.26030904405714106
blue,CRE_T1,NIPSNAP3B,0.40417037569589226
blue,CRE_T1,UBAC1,0.46400258460096394
blue,CRE_T1,COPS4,0.307202503263638
blue,CRE_T1,AARSD1,0.08281832958915794
blue,CRE_T1,THTPA,0.27111564893568685
blue,CRE_T1,RNF126,0.430495032242915
blue,CRE_T1,NUDT9,0.40676900033919355
blue,CRE_T1,FUNDC2,0.0029924623381429156
blue,CRE_T1,NT5C1A,-0.004783730113000547
blue,CRE_T1,EIF2A,0.3265815772747079
blue,CRE_T1,NLN,0.04813713803916759
blue,CRE_T1,TRIM54,-0.01410714338600938
blue,CRE_T1,ASPSCR1,0.25235802152181414
blue,CRE_T1,UBL5,-0.029764802667032377
blue,CRE_T1,UBXN6,0.19190625206609196
blue,CRE_T1,ANKRD2,0.41729259529423984
blue,CRE_T1,NAA50,0.08577387962667431
blue,CRE_T1,PAIP1,0.6768058874738287
blue,CRE_T1,TOLLIP,0.10436942915004219
blue,CRE_T1,PCBD2,0.6644280986647233
blue,CRE_T1,NT5C3A,0.2618215514491559
blue,CRE_T1,HDHD2,0.18363026862454326
blue,CRE_T1,C11orf54,0.32038399971464504
blue,CRE_T1,TMX4,0.19582381582793745
blue,CRE_T1,MYLK2,0.15113387584192717
blue,CRE_T1,SLK,0.2501456387445857
blue,CRE_T1,C11orf68,-0.14227959313090305
blue,CRE_T1,RWDD1,0.09985800384112095
blue,CRE_T1,RBKS,0.06059134196969466
blue,CRE_T1,POFUT1,0.28008621571614317
blue,CRE_T1,TMEM38A,0.01742366884953123
blue,CRE_T1,SYNC,0.08860945668809024
blue,CRE_T1,AAMDC,0.3018855683860689
blue,CRE_T1,MINDY3,0.27588641874023023
blue,CRE_T1,ARMT1,0.34994592795944496
blue,CRE_T1,CAB39L,-0.0048331789163611315
blue,CRE_T1,TBC1D17,0.11196392582045449
blue,CRE_T1,PARVB,0.40806712520330907
blue,CRE_T1,HHATL,0.0025520459597159523
blue,CRE_T1,PREB,-0.3623098807510717
blue,CRE_T1,JPH1,-0.003108658083799609
blue,CRE_T1,RAB18,0.020352760526888027
blue,CRE_T1,VTA1,0.054388090741701374
blue,CRE_T1,HINT3,-0.2821770643708862
blue,CRE_T1,PFDN4,-0.4970458971630339
blue,CRE_T1,XPNPEP1,0.2604952053674759
blue,CRE_T1,EIF2B3,0.06631638135785935
blue,CRE_T1,SMYD2,0.19279800850692314
blue,CRE_T1,PHPT1,0.6455438756014011
blue,CRE_T1,LANCL2,0.19951385425935556
blue,CRE_T1,FARSB,-0.37863555725644965
blue,CRE_T1,MAN2C1,0.26396251333853316
blue,CRE_T1,CUTC,0.5277686055370935
blue,CRE_T1,UFSP2,0.10334999189101565
blue,CRE_T1,DDX19A,0.10607259200469164
blue,CRE_T1,PNPO,0.63283385574928
blue,CRE_T1,MARCHF5,0.009191784483048884
blue,CRE_T1,TUBA8,0.3899946516005262
