quadrant,gene
Reversed (Cancer Up),HLA-DRA
Reversed (Cancer Up),GNG2
Reversed (Cancer Up),CALM1
Reversed (Cancer Up),WBP2
Reversed (Cancer Up),CNP
Reversed (Cancer Up),CSPG4
Reversed (Cancer Up),HNRNPA3
Reversed (Cancer Up),CARS1
Reversed (Cancer Up),FLOT1
Reversed (Cancer Up),MGST1
Reversed (Cancer Up),EPS15
Reversed (Cancer Up),LDHB
Reversed (Cancer Up),PPME1
Reversed (Cancer Up),EIF5A
Reversed (Cancer Up),VCP
Reversed (Cancer Up),TUBB4B
Reversed (Cancer Up),FKBP1A
Reversed (Cancer Up),RPIA
Reversed (Cancer Up),GMPR2
Reversed (Cancer Up),RAB1B
Reversed (Cancer Up),ANXA6
Reversed (Cancer Up),CAVIN3
Reversed (Cancer Up),PSAP
Reversed (Cancer Up),ASAH1
Reversed (Cancer Up),RAB7A
Reversed (Cancer Up),GNAQ
Reversed (Cancer Up),TPP1
Reversed (Cancer Up),CD163
Reversed (Cancer Up),NAPA
Reversed (Cancer Up),EMD
Reversed (Cancer Up),DMTN
Reversed (Cancer Up),TUBA1C
Reversed (Cancer Up),ALDH1A1
Reversed (Cancer Up),DCTN3
Reversed (Cancer Up),VWF
Reversed (Cancer Up),RPL24
Reversed (Cancer Up),RPL8
Reversed (Cancer Up),GSTO1
Reversed (Cancer Up),ALDH2
Reversed (Cancer Up),MAP1B
Reversed (Cancer Up),GDI2
Reversed (Cancer Up),HMGB2
Reversed (Cancer Up),RDH11
Reversed (Cancer Up),NIBAN1
Reversed (Cancer Up),VAMP2
Reversed (Cancer Up),PRDX6
Reversed (Cancer Up),PROS1
Reversed (Cancer Up),NAPRT
Reversed (Cancer Up),UBA1
Reversed (Cancer Up),AOX1
Reversed (Cancer Up),TNPO1
Reversed (Cancer Up),PRXL2A
Reversed (Cancer Up),COX19
Reversed (Cancer Up),RNH1
Reversed (Cancer Up),COL18A1
Reversed (Cancer Up),DERA
Reversed (Cancer Up),PRPS1
Reversed (Cancer Up),NRP1
Reversed (Cancer Up),LTF
Reversed (Cancer Up),FASN
Reversed (Cancer Up),RPA2
Reversed (Cancer Up),GNA13
Reversed (Cancer Up),DNAJB2
Reversed (Cancer Up),FDPS
Reversed (Cancer Up),CSTA
Reversed (Cancer Up),MTARC2
Reversed (Cancer Up),TKFC
Reversed (Cancer Up),ENO1
Reversed (Cancer Up),NUCB1
Reversed (Cancer Up),ALYREF
Reversed (Cancer Up),STMN1
Reversed (Cancer Up),RPS7
Reversed (Cancer Up),PSMA2
Reversed (Cancer Up),HADH
Reversed (Cancer Up),NONO
Reversed (Cancer Up),CNRIP1
Reversed (Cancer Up),MAOA
Reversed (Cancer Up),HGS
Reversed (Cancer Up),LTA4H
Reversed (Cancer Up),RBM3
Reversed (Cancer Up),YWHAE
Reversed (Cancer Up),LMOD3
Reversed (Cancer Up),RPSA
Reversed (Cancer Up),DEK
Reversed (Cancer Up),DAZAP1
Reversed (Cancer Up),RAB5C
Reversed (Cancer Up),EPHX1
Reversed (Cancer Up),PPP1R1A
Reversed (Cancer Up),MME
Reversed (Cancer Up),SNX9
Reversed (Cancer Up),COL4A1
Reversed (Cancer Up),AKR1A1
Reversed (Cancer Up),TLN2
Reversed (Cancer Up),CSTB
Reversed (Cancer Up),GMFG
Reversed (Cancer Up),EPM2A
Reversed (Cancer Up),SF3B2
Reversed (Cancer Up),UBE2N
Reversed (Cancer Up),ANXA7
Reversed (Cancer Up),RRAGC
Reversed (Cancer Up),RAD23A
Reversed (Cancer Up),CYB5R3
Reversed (Cancer Up),EIF4A1
Reversed (Cancer Up),PRDX1
Reversed (Cancer Up),ITGA7
Reversed (Cancer Up),PSMA7
Reversed (Cancer Up),CARHSP1
Reversed (Cancer Up),RAB2B
Reversed (Cancer Up),DNAJB6
Reversed (Cancer Up),LRRC40
Reversed (Cancer Up),ADH5
Reversed (Cancer Up),PVALB
Reversed (Cancer Up),RPS10
Reversed (Cancer Up),PCYOX1
Reversed (Cancer Up),CAPN1
Reversed (Cancer Up),ABHD5
Reversed (Cancer Up),ARL1
Reversed (Cancer Up),MRPL1
Reversed (Cancer Up),PFAS
Reversed (Cancer Up),LAMP2
Reversed (Cancer Up),MYCBP
Reversed (Cancer Up),PITPNB
Reversed (Cancer Up),CPNE3
Reversed (Cancer Up),CRYL1
Reversed (Cancer Up),PSMA5
Reversed (Cancer Up),STAMBP
Reversed (Cancer Up),PSMC1
Reversed (Cancer Up),RAB10
Reversed (Cancer Up),PC
Reversed (Cancer Up),VKORC1L1
Reversed (Cancer Up),ECM1
Reversed (Cancer Up),ITGA6
Reversed (Cancer Up),MIEN1
Reversed (Cancer Up),CZIB
Reversed (Cancer Up),HDHD2
Reversed (Cancer Up),CLTA
Reversed (Cancer Up),DPP3
Reversed (Cancer Up),GSTM4
Reversed (Cancer Up),PPP3R1
Reversed (Cancer Up),RPL21
Reversed (Cancer Up),SMYD5
Reversed (Cancer Up),SELENOP
Reversed (Cancer Up),CPA3
Reversed (Cancer Up),ESD
Reversed (Cancer Up),EPB41L3
Reversed (Cancer Up),HMGCS2
Reversed (Cancer Up),RAD23B
Reversed (Cancer Up),GSK3A
Reversed (Cancer Up),RPS25
Reversed (Cancer Up),S100B
Reversed (Cancer Up),SCN1B
Reversed (Cancer Up),TXNL1
Reversed (Cancer Up),SERPINA5
Reversed (Cancer Up),AP1G1
Reversed (Cancer Up),CLINT1
Reversed (Cancer Up),EYA3
Reversed (Cancer Up),PCMT1
Reversed (Cancer Up),ISCA1
Reversed (Cancer Up),RASA4
Reversed (Cancer Up),UBE2B
Reversed (Cancer Up),PDCD6
Reversed (Cancer Up),PAIP1
Reversed (Cancer Up),PFKFB1
Reversed (Cancer Up),COASY
Reversed (Cancer Up),SPG7
Reversed (Cancer Up),TMED2
Reversed (Cancer Up),CES1
Reversed (Cancer Up),KRT19
Reversed (Cancer Up),STK24
Reversed (Cancer Up),NT5C
Reversed (Cancer Up),PPCDC
Reversed (Cancer Up),PEBP1
Reversed (Cancer Up),CSRP2
Reversed (Cancer Up),CD151
Reversed (Cancer Up),PHYKPL
Reversed (Cancer Up),MESD
Reversed (Cancer Up),UFSP2
Reversed (Cancer Up),PRPSAP2
Reversed (Cancer Up),STIP1
Reversed (Cancer Up),BCAM
Reversed (Cancer Up),CHMP3
Reversed (Cancer Up),SCP2
Reversed (Cancer Up),SNX12
Reversed (Cancer Up),ACP1
Reversed (Cancer Up),MTHFD1
Reversed (Cancer Up),CTSC
Reversed (Cancer Up),UAP1
Reversed (Cancer Up),RPS23
Reversed (Cancer Up),GSTM1
Reversed (Cancer Up),UBE2V2
Reversed (Cancer Up),HNRNPDL
Reversed (Cancer Up),COMMD6
Reversed (Cancer Down),ATP5F1A
Reversed (Cancer Down),SSBP1
Reversed (Cancer Down),ARL8A
Reversed (Cancer Down),UQCRC2
Reversed (Cancer Down),MYL1
Reversed (Cancer Down),ATP5PF
Reversed (Cancer Down),DCTN4
Reversed (Cancer Down),FTH1
Reversed (Cancer Down),UCHL5
Reversed (Cancer Down),NDUFB1
Reversed (Cancer Down),PKM
Reversed (Cancer Down),MYOM1
Reversed (Cancer Down),DDX6
Reversed (Cancer Down),VAPB
Reversed (Cancer Down),ME2
Reversed (Cancer Down),JPT2
Reversed (Cancer Down),NDUFS8
Reversed (Cancer Down),MCEE
Reversed (Cancer Down),DMD
Reversed (Cancer Down),COX5B
Reversed (Cancer Down),OBSCN
Reversed (Cancer Down),NDUFB6
Reversed (Cancer Down),EIF1
Reversed (Cancer Down),NDUFA6
Reversed (Cancer Down),COX4I1
Reversed (Cancer Down),MYH7
Reversed (Cancer Down),GOT2
Reversed (Cancer Down),RPL9
Reversed (Cancer Down),SURF1
Reversed (Cancer Down),MYL6B
Reversed (Cancer Down),NNMT
Reversed (Cancer Down),UBAC1
Reversed (Cancer Down),GABARAPL2
Reversed (Cancer Down),MAT2A
Reversed (Cancer Down),RPL32
Reversed (Cancer Down),EEF1B2
Reversed (Cancer Down),KLHL40
Reversed (Cancer Down),ACADM
Reversed (Cancer Down),NUDT9
Reversed (Cancer Down),TMEM230
Reversed (Cancer Down),VDAC3
Reversed (Cancer Down),PSMD2
Reversed (Cancer Down),APOOL
Reversed (Cancer Down),QKI
Reversed (Cancer Down),LMCD1
Reversed (Cancer Down),APPL1
Reversed (Cancer Down),CAP2
Reversed (Cancer Down),MYOM2
Reversed (Cancer Down),NDUFS3
Reversed (Cancer Down),TUBA8
Reversed (Cancer Down),ETFB
Reversed (Cancer Down),ASPA
Reversed (Cancer Down),RTN4IP1
Reversed (Cancer Down),TRIM54
Reversed (Cancer Down),MCTS1
Reversed (Cancer Down),NDUFB7
Reversed (Cancer Down),COX7A1
Reversed (Cancer Down),C11orf68
Reversed (Cancer Down),PYGM
Reversed (Cancer Down),HRC
Reversed (Cancer Down),COQ9
Reversed (Cancer Down),PXN
Reversed (Cancer Down),RNF123
Reversed (Cancer Down),CHCHD3
Reversed (Cancer Down),DNAJA4
Reversed (Cancer Down),NDUFB11
Reversed (Cancer Down),ISOC2
Reversed (Cancer Down),PSMD6
Reversed (Cancer Down),SIRT5
Reversed (Cancer Down),COA6
Reversed (Cancer Down),RPS24
Reversed (Cancer Down),TUFM
Reversed (Cancer Down),PTGES2
Reversed (Cancer Down),PSMC4
Reversed (Cancer Down),SMTN
Reversed (Cancer Down),RPS12
Reversed (Cancer Down),PHKA1
Reversed (Cancer Down),MSRB2
Reversed (Cancer Down),PPIF
Reversed (Cancer Down),MRPL48
Reversed (Cancer Down),ENO3
Reversed (Cancer Down),PRKAA1
Reversed (Cancer Down),MRPL37
Reversed (Cancer Down),BAG6
Reversed (Cancer Down),USP9X
Reversed (Cancer Down),MICOS13
Reversed (Cancer Down),TIMM44
Reversed (Cancer Down),PHKG1
Reversed (Cancer Down),RPS13
Reversed (Cancer Down),AGL
Reversed (Cancer Down),GALM
Reversed (Cancer Down),SBDS
Reversed (Cancer Down),DNAJA2
Reversed (Cancer Down),PDPR
Reversed (Cancer Down),PDAP1
Reversed (Cancer Down),RPL7A
Reversed (Cancer Down),STRAP
Reversed (Cancer Down),EIF5
Reversed (Cancer Down),MICU1
Reversed (Cancer Down),FLNC
Reversed (Cancer Down),SQSTM1
Reversed (Cancer Down),FNTA
Reversed (Cancer Down),PHKB
Reversed (Cancer Down),FDXR
Reversed (Cancer Down),COX5A
Reversed (Cancer Down),GCSH
Reversed (Cancer Down),MYH2
Reversed (Cancer Down),MRPS27
Reversed (Cancer Down),STOML2
Reversed (Cancer Down),GLRX5
Reversed (Cancer Down),GAMT
Reversed (Cancer Down),ECI1
Reversed (Cancer Down),IVD
Reversed (Cancer Down),FAHD2A
Reversed (Cancer Down),MAP2K3
Reversed (Cancer Down),DPYSL3
Reversed (Cancer Down),RBBP4
Reversed (Cancer Down),ACO2
Reversed (Cancer Down),L2HGDH
Reversed (Cancer Down),PACSIN3
Reversed (Cancer Down),IDH3B
Reversed (Cancer Down),NDUFB9
Reversed (Cancer Down),PSMD7
Reversed (Cancer Down),CAMK2G
Reversed (Cancer Down),UBXN4
Reversed (Cancer Down),IMMT
Reversed (Cancer Down),MT-CO2
Reversed (Cancer Down),NPLOC4
Reversed (Cancer Down),CKMT2
Reversed (Cancer Down),PCCB
Reversed (Cancer Down),PLIN5
Reversed (Cancer Down),NDUFB3
Reversed (Cancer Down),TOLLIP
Reversed (Cancer Down),MDH2
Reversed (Cancer Down),ATP5MF
Reversed (Cancer Down),NDUFS4
Reversed (Cancer Down),NADK2
Reversed (Cancer Down),ATP5MG
Reversed (Cancer Down),AUH
Reversed (Cancer Down),NDUFA12
Reversed (Cancer Down),CUL1
Reversed (Cancer Down),UFD1
Reversed (Cancer Down),YBX1
Reversed (Cancer Down),NDUFA8
Reversed (Cancer Down),MYL3
Reversed (Cancer Down),IARS1
Reversed (Cancer Down),BCO2
Reversed (Cancer Down),PRDX3
Reversed (Cancer Down),RPL36
Reversed (Cancer Down),SMS
Reversed (Cancer Down),MECR
Reversed (Cancer Down),NDUFA2
Reversed (Cancer Down),GSTK1
Reversed (Cancer Down),LNPEP
Reversed (Cancer Down),FECH
Reversed (Cancer Down),ACY1
Reversed (Cancer Down),SLK
Reversed (Cancer Down),NDUFV2
Reversed (Cancer Down),TIMM8A
Reversed (Cancer Down),MT-ATP8
Reversed (Cancer Down),VDAC1
Reversed (Cancer Down),PPP6R2
Reversed (Cancer Down),ADI1
Reversed (Cancer Down),COX7C
Reversed (Cancer Down),CARM1
Reversed (Cancer Down),DYNLT1
Reversed (Cancer Down),LDB3
Reversed (Cancer Down),SNU13
Reversed (Cancer Down),IDH2
Reversed (Cancer Down),PSMD1
Reversed (Cancer Down),PLIN3
Reversed (Cancer Down),ECH1
Reversed (Cancer Down),STXBP3
Reversed (Cancer Down),HSPA9
Reversed (Cancer Down),FARSA
Reversed (Cancer Down),IDH3A
Reversed (Cancer Down),IAH1
Reversed (Cancer Down),NDUFB4
Reversed (Cancer Down),EMC2
Reversed (Cancer Down),PM20D2
Reversed (Cancer Down),CES2
Reversed (Cancer Down),PDLIM3
Reversed (Cancer Down),QARS1
Reversed (Cancer Down),MRPL12
Reversed (Cancer Down),OVCA2
Reversed (Cancer Down),PPP5C
Reversed (Cancer Down),PFKM
Reversed (Cancer Down),ETHE1
Reversed (Cancer Down),UQCRB
Reversed (Cancer Down),FITM2
Reversed (Cancer Down),DDX19A
Reversed (Cancer Down),IDH3G
Reversed (Cancer Down),PCBP1
Reversed (Cancer Down),MCU
Reversed (Cancer Down),ATP5PO
Reversed (Cancer Down),TUBA4A
Reversed (Cancer Down),CTBP1
Reversed (Cancer Down),DNM1L
Reversed (Cancer Down),PPP2CA
Reversed (Cancer Down),ELOC
Reversed (Cancer Down),PLAA
Reversed (Cancer Down),PHKA2
Reversed (Cancer Down),ABCF1
Reversed (Cancer Down),DCPS
Reversed (Cancer Down),PRKAG1
Reversed (Cancer Down),SEC23A
Reversed (Cancer Down),HSD17B10
Reversed (Cancer Down),NDUFS6
Reversed (Cancer Down),METAP2
Reversed (Cancer Down),OGDH
Reversed (Cancer Down),NDUFS5
Reversed (Cancer Down),IARS2
Reversed (Cancer Down),GYS1
Reversed (Cancer Down),DDB1
Reversed (Cancer Down),PADI2
Reversed (Cancer Down),UQCRQ
Reversed (Cancer Down),PPP2R5A
Reversed (Cancer Down),BIN1
Reversed (Cancer Down),RNF7
Reversed (Cancer Down),CSNK2A1
Reversed (Cancer Down),SGCG
Reversed (Cancer Down),ATP5F1C
Reversed (Cancer Down),SLC25A13
Reversed (Cancer Down),ACYP2
Reversed (Cancer Down),EIF2S2
Reversed (Cancer Down),DYNLL2
Reversed (Cancer Down),G3BP2
Reversed (Cancer Down),MT-ND3
Reversed (Cancer Down),SUCLG1
Reversed (Cancer Down),FXR1
Reversed (Cancer Down),SAMM50
Reversed (Cancer Down),SUCLA2
Reversed (Cancer Down),APOO
Reversed (Cancer Down),ETF1
Reversed (Cancer Down),DHRS7
Reversed (Cancer Down),RPL31
Reversed (Cancer Down),RPL27
Reversed (Cancer Down),ATP5ME
Reversed (Cancer Down),SDHB
Reversed (Cancer Down),PFDN4
Reversed (Cancer Down),UBE2M
Reversed (Cancer Down),MAPK9
Reversed (Cancer Down),ACAT1
Reversed (Cancer Down),PCYT2
Reversed (Cancer Down),YBX3
Reversed (Cancer Down),CLUH
Reversed (Cancer Down),FH
Reversed (Cancer Down),UNC45B
Reversed (Cancer Down),SRL
Reversed (Cancer Down),MAPK14
Reversed (Cancer Down),MRPL46
Reversed (Cancer Down),TIMM50
Reversed (Cancer Down),TOM1
Reversed (Cancer Down),FBP1
Reversed (Cancer Down),OXSM
Reversed (Cancer Down),UBL5
Reversed (Cancer Down),KIF5B
Reversed (Cancer Down),NAP1L4
Reversed (Cancer Down),NIT1
Reversed (Cancer Down),UBE2K
Reversed (Cancer Down),PDHA1
Reversed (Cancer Down),RPS4X
Reversed (Cancer Down),DLST
Reversed (Cancer Down),OPA1
Reversed (Cancer Down),GPS1
Reversed (Cancer Down),RPS15A
Reversed (Cancer Down),LRPPRC
Reversed (Cancer Down),CSDE1
Reversed (Cancer Down),TMEM65
Reversed (Cancer Down),SLC16A1
Reversed (Cancer Down),MRPL38
Reversed (Cancer Down),MAP2K6
Reversed (Cancer Down),CHP1
Reversed (Cancer Down),PANK4
Reversed (Cancer Down),SEC24C
Reversed (Cancer Down),CUL4A
Reversed (Cancer Down),MMUT
Reversed (Cancer Down),AIMP1
Reversed (Cancer Down),RPL4
Reversed (Cancer Down),PDHB
Reversed (Cancer Down),FUNDC2
Reversed (Cancer Down),LONP1
Reversed (Cancer Down),ALDH4A1
Reversed (Cancer Down),ETFDH
Reversed (Cancer Down),RRAD
Reversed (Cancer Down),BCAP29
Reversed (Cancer Down),KPNA3
Reversed (Cancer Down),NDUFAF3
Reversed (Cancer Down),MYOF
Reversed (Cancer Down),AMPD3
Reversed (Cancer Down),CUTA
Reversed (Cancer Down),NARS1
Reversed (Cancer Down),NDUFB5
Reversed (Cancer Down),SNRPB
Reversed (Cancer Down),ANK2
Reversed (Cancer Down),BTF3L4
Reversed (Cancer Down),PFDN2
Reversed (Cancer Down),BZW2
Reversed (Cancer Down),HSPB7
Reversed (Cancer Down),MT-ND5
Reversed (Cancer Down),ACADVL
Reversed (Cancer Down),HSDL2
Reversed (Cancer Down),HK1
Reversed (Cancer Down),SLC25A20
Reversed (Cancer Down),PTRHD1
Reversed (Cancer Down),EEF1G
Reversed (Cancer Down),CPT1B
Reversed (Cancer Down),MRPL13
Reversed (Cancer Down),RABGGTA
Reversed (Cancer Down),OPTN
Reversed (Cancer Down),CAVIN4
Reversed (Cancer Down),FHL1
Reversed (Cancer Down),TRAP1
Reversed (Cancer Down),COPS5
Reversed (Cancer Down),MAP2K4
Reversed (Cancer Down),SRPRB
Reversed (Cancer Down),COA3
Reversed (Cancer Down),SLC35A4
Reversed (Cancer Down),SLC25A6
Reversed (Cancer Down),ZBTB9
Reversed (Cancer Down),MT-ND4
Reversed (Cancer Down),EIF2S1
Reversed (Cancer Down),EEF1A2
Reversed (Cancer Down),C1QBP
Reversed (Cancer Down),PSMD3
Reversed (Cancer Down),SYNE2
Reversed (Cancer Down),AHCYL1
Reversed (Cancer Down),ATP1A1
Reversed (Cancer Down),GSPT1
Reversed (Cancer Down),GAA
Reversed (Cancer Down),SLC25A11
Reversed (Cancer Down),ATP5PD
Reversed (Cancer Down),PDHX
Reversed (Cancer Down),CUL5
Reversed (Cancer Down),ALDH5A1
Reversed (Cancer Down),AIMP2
Reversed (Cancer Down),NOL3
Reversed (Cancer Down),ALDH1B1
Reversed (Cancer Down),DLAT
Reversed (Cancer Down),CPT2
Reversed (Cancer Down),PPP2R5D
Reversed (Cancer Down),PBXIP1
Reversed (Cancer Down),BCL2L13
Reversed (Cancer Down),SCCPDH
Reversed (Cancer Down),TRIP10
Reversed (Cancer Down),MAP1S
Reversed (Cancer Down),TSFM
Reversed (Cancer Down),EIF4G1
Reversed (Cancer Down),CAMK2D
Reversed (Cancer Down),PRKAR1A
Reversed (Cancer Down),CSRP3
Reversed (Cancer Down),NNT
Reversed (Cancer Down),ATP1B1
Reversed (Cancer Down),DCTN1
Reversed (Cancer Down),PMPCB
Reversed (Cancer Down),COQ7
Reversed (Cancer Down),ACACA
Reversed (Cancer Down),RPL30
Reversed (Cancer Down),CIRBP
Reversed (Cancer Down),ECI2
Reversed (Cancer Down),AIFM1
Reversed (Cancer Down),NLRX1
Reversed (Cancer Down),OPLAH
Reversed (Cancer Down),FHOD1
Reversed (Cancer Down),CLIC5
Reversed (Cancer Down),TMEM11
Reversed (Cancer Down),HADHB
Reversed (Cancer Down),COQ8A
Reversed (Cancer Down),HADHA
Reversed (Cancer Down),ATP5F1D
Reversed (Cancer Down),SYNJ2BP
Reversed (Cancer Down),HSPB2
Reversed (Cancer Down),DHRS7C
Reversed (Cancer Down),C19orf12
Reversed (Cancer Down),ATP1A2
Reversed (Cancer Down),FIS1
Reversed (Cancer Down),CNIH4
Reversed (Cancer Down),GARS1
Reversed (Cancer Down),EIF3J
Reversed (Cancer Down),MAPT
Reversed (Cancer Down),DNPEP
Reversed (Cancer Down),SLC25A3
Reversed (Cancer Down),CYB5R1
Reversed (Cancer Down),ELOB
Reversed (Cancer Down),SCFD1
Reversed (Cancer Down),DYNC1LI1
Reversed (Cancer Down),EML1
Reversed (Cancer Down),STBD1
Reversed (Cancer Down),RPS3
Reversed (Cancer Down),MRPL49
Reversed (Cancer Down),LARS1
Reversed (Cancer Down),LRRC47
Reversed (Cancer Down),MTM1
Reversed (Cancer Down),FAM162A
Reversed (Cancer Down),CLPP
Reversed (Cancer Down),VARS1
Reversed (Cancer Down),ACSL3
Reversed (Cancer Down),DYSF
Reversed (Cancer Down),CISD1
Reversed (Cancer Down),VPS28
Reversed (Cancer Down),ENDOD1
Reversed (Cancer Down),PIP4K2B
Reversed (Cancer Down),ACOT9
Reversed (Cancer Down),SLC25A46
Reversed (Cancer Down),LPCAT3
Reversed (Cancer Down),DHRS7B
Reversed (Cancer Down),DARS1
Reversed (Cancer Down),KARS1
Reversed (Cancer Down),EHBP1L1
Reversed (Cancer Down),CLIP2
Reversed (Cancer Down),EPRS1
Reversed (Cancer Down),RARS1
Reversed (Cancer Down),HINT3
Reversed (Cancer Down),EIF3B
Reversed (Cancer Down),MFN2
Reversed (Cancer Down),MARCHF5
Reversed (Cancer Down),ECPAS
Reversed (Cancer Down),RPS9
Reversed (Cancer Down),CAMK2B
Reversed (Cancer Down),MYH14
Reversed (Cancer Down),RPS2
Reversed (Cancer Down),DIAPH2
Reversed (Cancer Down),SYPL2
Reversed (Cancer Down),SDHC
Reversed (Cancer Down),MYO6
Reversed (Cancer Down),MAVS
Reversed (Cancer Down),CSE1L
Reversed (Cancer Down),NDUFA4
Reversed (Cancer Down),ANK3
Reversed (Cancer Down),CYB5B
Reversed (Cancer Down),FARSB
